"Muni_ID","ID","Muni","Rabbits","Other_rabbits"
1601,"1111601","Arcos de Valdevez",3829.896,8759.016
1602,"1111602","Caminha",8570.016,7594.776
1603,"1111603","Melgaço",1602.72,2735.208
1604,"1111604","Monção",4321.296,7098.84
1605,"1111605","Paredes de Coura",3394.44,14967.288
1606,"1111606","Ponte da Barca",3250.8,20294.064
1607,"1111607","Ponte de Lima",9025.128,43544.088
1608,"1111608","Valença",1542.24,2865.24
1609,"1111609","Viana do Castelo",3264.408,9543.744
1610,"1111610","Vila Nova de Cerveira",517.104,1329.048
301,"1120301","Amares",1747.872,5660.928
302,"1120302","Barcelos",9808.344,39504.024
303,"1120303","Braga",5157.432,15981.84
306,"1120306","Esposende",2606.688,10134.936
310,"1120310","Terras de Bouro",1530.144,10966.536
313,"1120313","Vila Verde",5213.376,21766.752
307,"1130307","Fafe",8822.52,64161.72
308,"1130308","Guimarães",4263.84,12247.2
309,"1130309","Póvoa de Lanhoso",2033.64,6477.408
1314,"1131314","Santo Tirso",1126.44,3819.312
1318,"1131318","Trofa",793.8,2934.792
311,"1130311","Vieira do Minho",1716.12,4992.624
312,"1130312","Vila Nova de Famalicão",2838.024,11042.136
314,"1130314","Vizela",409.752,600.264
107,"1140107","Espinho",36.288,205.632
1304,"1141304","Gondomar",1118.88,3237.192
1306,"1141306","Maia",687.96,2354.184
1308,"1141308","Matosinhos",500.472,1561.896
1312,"1141312","Porto",28.728,16.632
1313,"1141313","Póvoa de Varzim",1865.808,5258.736
1315,"1141315","Valongo",6604.416,86376.024
1316,"1141316","Vila do Conde",2402.568,4669.056
1317,"1141317","Vila Nova de Gaia",817.992,1818.936
1301,"1151301","Amarante",2948.4,8300.88
1302,"1151302","Baião",2107.728,5934.6
304,"1150304","Cabeceiras de Basto",3949.344,12814.2
106,"1150106","Castelo de Paiva",1418.256,3964.464
305,"1150305","Celorico de Basto",2553.768,5521.824
1804,"1151804","Cinfães",1921.752,4886.784
1303,"1151303","Felgueiras",2895.48,6643.728
1305,"1151305","Lousada",1019.088,3468.528
1307,"1151307","Marco de Canaveses",1596.672,3522.96
1705,"1151705","Mondim de Basto",1047.816,3179.736
1309,"1151309","Paços de Ferreira",756,2860.704
1310,"1151310","Paredes",2414.664,5485.536
1311,"1151311","Penafiel",1468.152,5344.92
1813,"1151813","Resende",1288.224,2869.776
1709,"1151709","Ribeira de Pena",1466.64,5013.792
104,"1160104","Arouca",1424.304,4288.032
113,"1160113","Oliveira de Azeméis",960.12,3175.2
109,"1160109","Santa Maria da Feira",1076.544,3643.92
116,"1160116","São João da Madeira",33.264,123.984
119,"1160119","Vale de Cambra",1038.744,3010.392
1701,"1171701","Alijó",495.936,2062.368
1801,"1171801","Armamar",547.344,923.832
403,"1170403","Carrazeda de Ansiães",479.304,1504.44
404,"1170404","Freixo de Espada à Cinta",367.416,272.16
1805,"1171805","Lamego",807.408,1832.544
1704,"1171704","Mesão Frio",18.144,275.184
1807,"1171807","Moimenta da Beira",3548.664,2649.024
1812,"1171812","Penedono",284.256,843.696
1708,"1171708","Peso da Régua",323.568,1111.32
1710,"1171710","Sabrosa",4436.208,38737.44
1711,"1171711","Santa Marta de Penaguião",199.584,839.16
1815,"1171815","São João da Pesqueira",418.824,456.624
1818,"1171818","Sernancelhe",2041.2,15531.264
1819,"1171819","Tabuaço",300.888,913.248
1820,"1171820","Tarouca",2626.344,12467.952
409,"1170409","Torre de Moncorvo",2732.184,19545.624
410,"1170410","Vila Flor",362.88,784.728
914,"1170914","Vila Nova de Foz Côa",99.792,92.232
1714,"1171714","Vila Real",5790.96,24022.656
401,"1180401","Alfândega da Fé",302.4,961.632
1702,"1181702","Boticas",3556.224,24196.536
