"Muni_ID","ID","Muni","Ewes","Other_ovine"
1601,"1111601","Arcos de Valdevez",1136.63,371.58
1602,"1111602","Caminha",196.24,161.81
1603,"1111603","Melgaço",636.24,239.47
1604,"1111604","Monção",1515.03,445.94
1605,"1111605","Paredes de Coura",978.67,207.02
1606,"1111606","Ponte da Barca",189.97,38.72
1607,"1111607","Ponte de Lima",951.06,308.33
1608,"1111608","Valença",462,151.25
1609,"1111609","Viana do Castelo",373.34,116.82
1610,"1111610","Vila Nova de Cerveira",219.89,95.37
301,"1120301","Amares",212.19,44.44
302,"1120302","Barcelos",314.71,117.7
303,"1120303","Braga",279.84,47.63
306,"1120306","Esposende",50.93,22.44
310,"1120310","Terras de Bouro",79.2,16.83
313,"1120313","Vila Verde",893.53,170.28
307,"1130307","Fafe",498.3,107.58
308,"1130308","Guimarães",158.51,21.23
309,"1130309","Póvoa de Lanhoso",257.62,50.05
1314,"1131314","Santo Tirso",214.17,82.39
1318,"1131318","Trofa",55.22,20.13
311,"1130311","Vieira do Minho",487.3,106.37
312,"1130312","Vila Nova de Famalicão",112.64,38.61
314,"1130314","Vizela",12.98,2.64
107,"1140107","Espinho",3.52,0.33
1304,"1141304","Gondomar",188.21,52.47
1306,"1141306","Maia",75.57,26.4
1308,"1141308","Matosinhos",44.33,23.32
1312,"1141312","Porto",3.85,1.21
1313,"1141313","Póvoa de Varzim",32.01,3.96
1315,"1141315","Valongo",74.69,10.45
1316,"1141316","Vila do Conde",97.9,28.49
1317,"1141317","Vila Nova de Gaia",123.53,31.68
1301,"1151301","Amarante",504.9,166.32
1302,"1151302","Baião",578.6,331.76
304,"1150304","Cabeceiras de Basto",565.73,84.15
106,"1150106","Castelo de Paiva",355.08,180.18
305,"1150305","Celorico de Basto",409.09,81.73
1804,"1151804","Cinfães",838.42,399.19
1303,"1151303","Felgueiras",61.49,15.84
1305,"1151305","Lousada",127.05,26.62
1307,"1151307","Marco de Canaveses",548.9,214.61
1705,"1151705","Mondim de Basto",63.47,18.04
1309,"1151309","Paços de Ferreira",169.84,105.27
1310,"1151310","Paredes",263.01,58.96
1311,"1151311","Penafiel",320.98,40.15
1813,"1151813","Resende",222.42,96.14
1709,"1151709","Ribeira de Pena",107.25,26.62
104,"1160104","Arouca",392.59,163.35
113,"1160113","Oliveira de Azeméis",67.43,35.31
109,"1160109","Santa Maria da Feira",165.66,67.43
116,"1160116","São João da Madeira",0,0
119,"1160119","Vale de Cambra",154.88,61.49
1701,"1171701","Alijó",249.26,19.69
1801,"1171801","Armamar",81.29,7.7
403,"1170403","Carrazeda de Ansiães",693.66,37.51
404,"1170404","Freixo de Espada à Cinta",802.78,53.57
1805,"1171805","Lamego",332.09,60.61
1704,"1171704","Mesão Frio",2.97,0.66
1807,"1171807","Moimenta da Beira",410.85,63.14
1812,"1171812","Penedono",398.86,52.69
1708,"1171708","Peso da Régua",86.57,6.93
1710,"1171710","Sabrosa",136.62,14.3
1711,"1171711","Santa Marta de Penaguião",67.21,10.45
1815,"1171815","São João da Pesqueira",308.44,31.68
1818,"1171818","Sernancelhe",426.36,51.15
1819,"1171819","Tabuaço",184.91,20.46
1820,"1171820","Tarouca",88.99,18.26
409,"1170409","Torre de Moncorvo",2054.14,168.08
410,"1170410","Vila Flor",835.45,109.67
914,"1170914","Vila Nova de Foz Côa",873.73,41.03
1714,"1171714","Vila Real",893.31,100.76
401,"1180401","Alfândega da Fé",1160.06,77.55
1702,"1181702","Boticas",529.21,41.36
402,"1180402","Bragança",5896.99,1096.15
1703,"1181703","Chaves",2731.3,539.77
405,"1180405","Macedo de Cavaleiros",3245.22,365.86
406,"1180406","Miranda do Douro",2714.91,627.77
407,"1180407","Mirandela",2845.26,316.69
408,"1180408","Mogadouro",3472.04,629.86
1706,"1181706","Montalegre",1262.14,205.92
1707,"1181707","Murça",211.86,12.65
1712,"1181712","Valpaços",1831.28,254.76
1713,"1181713","Vila Pouca de Aguiar",998.69,176.77
411,"1180411","Vimioso",1678.93,240.57
412,"1180412","Vinhais",2681.25,602.69
101,"1610101","Águeda",363.55,133.98
102,"1610102","Albergaria-a-Velha",90.2,9.9
103,"1610103","Anadia",167.2,49.83
105,"1610105","Aveiro",83.05,40.81
108,"1610108","Estarreja",100.65,17.71
110,"1610110","Ílhavo",7.7,2.75
111,"1610111","Mealhada",67.43,19.8
