"Muni_ID","ID","Muni","Broilers","Ducks","Geese","Laying_hens","Rep_hens","Turkeys"
1601,"1111601","Arcos de Valdevez",1044.092,298.053,151.221,2316.09,429.926,103.145
1602,"1111602","Caminha",1241.072,148.029,33.516,686.504,127.428,35.77
1603,"1111603","Melgaço",323.4,152.418,17.955,891.135,165.312,10.045
1604,"1111604","Monção",1656.592,522.69,49.077,1309.007,242.802,232.26
1605,"1111605","Paredes de Coura",240.884,161.994,12.768,1122.17,208.362,34.3
1606,"1111606","Ponte da Barca",441.98,77.406,33.516,895.153,166.173,9.31
1607,"1111607","Ponte de Lima",2770.264,697.851,142.044,3434.242,637.427,200.655
1608,"1111608","Valença",1118.572,235.809,20.349,3411.282,633.122,83.3
1609,"1111609","Viana do Castelo",23712.472,623.238,103.74,1873.536,347.844,158.025
1610,"1111610","Vila Nova de Cerveira",282.828,110.523,17.556,290.157,53.669,15.19
301,"1120301","Amares",755.384,153.216,37.905,54494.699,10116.176,41.895
302,"1120302","Barcelos",7152.236,540.645,103.74,3725.834,691.67,378.035
303,"1120303","Braga",1345.932,305.634,100.947,1865.787,346.409,54.635
306,"1120306","Esposende",1057.028,274.113,86.982,1065.057,197.743,156.065
310,"1120310","Terras de Bouro",317.324,34.713,31.521,402.661,74.62,4.165
313,"1120313","Vila Verde",2444.12,202.692,85.785,3075.779,570.843,50.715
307,"1130307","Fafe",565.656,82.593,39.102,1960.21,363.916,65.905
308,"1130308","Guimarães",14059.472,196.308,46.683,30059.806,5580.141,68.355
309,"1130309","Póvoa de Lanhoso",1833.972,70.224,41.097,742.182,137.76,29.155
1314,"1131314","Santo Tirso",1158.164,96.957,0,1078.546,200.039,46.55
1318,"1131318","Trofa",28586.012,84.987,20.349,302.498,56.252,52.43
311,"1130311","Vieira do Minho",527.24,75.411,51.471,741.895,137.76,19.6
312,"1130312","Vila Nova de Famalicão",3108.756,240.996,63.042,1391.95,258.3,112.21
314,"1130314","Vizela",170.52,13.965,0,175.07,32.431,3.43
107,"1140107","Espinho",25.284,0,0,4.018,0.574,0
1304,"1141304","Gondomar",243.432,47.082,9.576,774.9,143.787,15.19
1306,"1141306","Maia",3658.536,41.496,6.783,485.03,89.831,9.555
1308,"1141308","Matosinhos",172.872,51.072,13.167,385.441,71.463,0
1312,"1141312","Porto",18.816,2.394,0,28.987,5.453,0
1313,"1141313","Póvoa de Varzim",639.156,77.805,60.249,3609.886,670.145,13.72
1315,"1141315","Valongo",149.94,17.157,1.995,8050.637,1494.409,0
1316,"1141316","Vila do Conde",1651.496,148.029,32.319,3107.062,576.87,64.435
1317,"1141317","Vila Nova de Gaia",350.448,41.097,11.172,382.571,70.889,6.615
1301,"1151301","Amarante",1437.072,113.715,153.615,969.773,179.949,43.12
1302,"1151302","Baião",630.924,48.678,22.344,968.338,179.662,28.175
304,"1150304","Cabeceiras de Basto",5886.468,97.356,32.718,776.048,144.074,39.2
106,"1150106","Castelo de Paiva",499.8,39.102,5.187,594.09,110.208,8.575
305,"1150305","Celorico de Basto",4551.12,77.007,60.249,1363.25,252.847,13.72
1804,"1151804","Cinfães",468.44,56.658,16.758,933.324,173.348,2.695
1303,"1151303","Felgueiras",1061.34,106.134,40.299,7688.73,1427.251,36.26
1305,"1151305","Lousada",1649.536,80.598,11.97,761.698,141.491,54.145
1307,"1151307","Marco de Canaveses",601.132,48.678,29.925,1061.326,196.882,8.575
1705,"1151705","Mondim de Basto",458.052,50.673,22.344,537.551,99.589,10.535
1309,"1151309","Paços de Ferreira",1229.704,63.84,90.573,461.783,85.813,50.715
1310,"1151310","Paredes",480.004,95.361,49.077,1015.119,188.559,19.845
1311,"1151311","Penafiel",614.46,57.456,10.773,1269.114,235.34,25.725
1813,"1151813","Resende",350.84,41.496,2.394,510.286,94.71,6.615
1709,"1151709","Ribeira de Pena",473.732,78.603,39.9,720.37,133.742,2.695
104,"1160104","Arouca",3516.828,34.713,10.773,782.362,145.222,54.145
113,"1160113","Oliveira de Azeméis",6291.404,323.589,23.142,4506.474,836.318,11.27
109,"1160109","Santa Maria da Feira",437.472,77.805,13.965,532.098,98.728,17.885
116,"1160116","São João da Madeira",0,0,0,0,0,0
119,"1160119","Vale de Cambra",9218.468,25.536,10.773,342.391,63.427,12.005
1701,"1171701","Alijó",106.624,65.436,26.334,419.02,77.777,4.165
1801,"1171801","Armamar",41.944,21.546,13.965,375.97,69.741,7.84
403,"1170403","Carrazeda de Ansiães",178.36,41.895,63.042,498.806,92.701,17.885
404,"1170404","Freixo de Espada à Cinta",10.192,15.96,9.975,198.03,36.736,0
1805,"1171805","Lamego",223.636,46.284,25.935,637.714,118.244,14.7
1704,"1171704","Mesão Frio",12.936,1.995,36.309,106.764,19.803,0
1807,"1171807","Moimenta da Beira",9429.952,26.334,57.456,993.594,184.541,10.045
1812,"1171812","Penedono",3177.748,37.107,0,265.762,49.077,8.33
1708,"1171708","Peso da Régua",192.276,34.314,35.112,242.802,45.059,3.675
1710,"1171710","Sabrosa",671.3,32.319,481.593,355.306,66.01,6.86
1711,"1171711","Santa Marta de Penaguião",101.528,23.541,15.162,310.821,57.687,4.41
