"agrarian_region_id","agrarian_region","2009"
"Entre Douro e Minho",1,8.572
"Trás-os-Montes",2,20.44
"Beira Litoral",3,17.515
"Beira Interior",4,12.574
"Ribatejo e Oeste",5,41.9725
"Alentejo",6,25.525
"Algarve",7,5.81950000000001
