"agrarian_region_id","agrarian_region","2009"
"Entre Douro e Minho",1,18.05
"Trás-os-Montes",2,16.895
"Beira Litoral",3,16.664
"Beira Interior",4,22.295
"Ribatejo e Oeste",5,23.114
"Alentejo",6,18.401
"Algarve",7,18.791
