"Muni_ID","ID","Muni","Broilers","Ducks","Geese","Laying_hens","Rep_hens","Turkeys"
1601,"1111601","Arcos de Valdevez",2684.808,224.847,114.079,3332.91,618.674,191.555
1602,"1111602","Caminha",3191.328,111.671,25.284,987.896,183.372,66.43
1603,"1111603","Melgaço",831.6,114.982,13.545,1282.365,237.888,18.655
1604,"1111604","Monção",4259.808,394.31,37.023,1883.693,349.398,431.34
1605,"1111605","Paredes de Coura",619.416,122.206,9.632,1614.83,299.838,63.7
1606,"1111606","Ponte da Barca",1136.52,58.394,25.284,1288.147,239.127,17.29
1607,"1111607","Ponte de Lima",7123.536,526.449,107.156,4941.958,917.273,372.645
1608,"1111608","Valença",2876.328,177.891,15.351,4908.918,911.078,154.7
1609,"1111609","Viana do Castelo",60974.928,470.162,78.26,2696.064,500.556,293.475
1610,"1111610","Vila Nova de Cerveira",727.272,83.377,13.244,417.543,77.231,28.21
301,"1120301","Amares",1942.416,115.584,28.595,78419.201,14557.424,77.805
302,"1120302","Barcelos",18391.464,407.855,78.26,5361.566,995.33,702.065
303,"1120303","Braga",3460.968,230.566,76.153,2684.913,498.491,101.465
306,"1120306","Esposende",2718.072,206.787,65.618,1532.643,284.557,289.835
310,"1120310","Terras de Bouro",815.976,26.187,23.779,579.439,107.38,7.735
313,"1120313","Vila Verde",6284.88,152.908,64.715,4426.121,821.457,94.185
307,"1130307","Fafe",1454.544,62.307,29.498,2820.79,523.684,122.395
308,"1130308","Guimarães",36152.928,148.092,35.217,43256.794,8029.959,126.945
309,"1130309","Póvoa de Lanhoso",4715.928,52.976,31.003,1068.018,198.24,54.145
1314,"1131314","Santo Tirso",2978.136,73.143,0,1552.054,287.861,86.45
1318,"1131318","Trofa",73506.888,64.113,15.351,435.302,80.948,97.37
311,"1130311","Vieira do Minho",1355.76,56.889,38.829,1067.605,198.24,36.4
312,"1130312","Vila Nova de Famalicão",7993.944,181.804,47.558,2003.05,371.7,208.39
314,"1130314","Vizela",438.48,10.535,0,251.93,46.669,6.37
107,"1140107","Espinho",65.016,0,0,5.782,0.826,0
1304,"1141304","Gondomar",625.968,35.518,7.224,1115.1,206.913,28.21
1306,"1141306","Maia",9407.664,31.304,5.117,697.97,129.269,17.745
1308,"1141308","Matosinhos",444.528,38.528,9.933,554.659,102.837,0
1312,"1141312","Porto",48.384,1.806,0,41.713,7.847,0
1313,"1141313","Póvoa de Varzim",1643.544,58.695,45.451,5194.714,964.355,25.48
1315,"1141315","Valongo",385.56,12.943,1.505,11585.063,2150.491,0
1316,"1141316","Vila do Conde",4246.704,111.671,24.381,4471.138,830.13,119.665
1317,"1141317","Vila Nova de Gaia",901.152,31.003,8.428,550.529,102.011,12.285
1301,"1151301","Amarante",3695.328,85.785,115.885,1395.527,258.951,80.08
1302,"1151302","Baião",1622.376,36.722,16.856,1393.462,258.538,52.325
304,"1150304","Cabeceiras de Basto",15136.632,73.444,24.682,1116.752,207.326,72.8
106,"1150106","Castelo de Paiva",1285.2,29.498,3.913,854.91,158.592,15.925
305,"1150305","Celorico de Basto",11702.88,58.093,45.451,1961.75,363.853,25.48
1804,"1151804","Cinfães",1204.56,42.742,12.642,1343.076,249.452,5.005
1303,"1151303","Felgueiras",2729.16,80.066,30.401,11064.27,2053.849,67.34
1305,"1151305","Lousada",4241.664,60.802,9.03,1096.102,203.609,100.555
1307,"1151307","Marco de Canaveses",1545.768,36.722,22.575,1527.274,283.318,15.925
