"Muni_ID","ID","Muni","Does","Other_caprine"
1601,"1111601","Arcos de Valdevez",37.9396,140.1517
1602,"1111602","Caminha",0,14.6712
1603,"1111603","Melgaço",0,61.0578
1604,"1111604","Monção",0,24.5339
1605,"1111605","Paredes de Coura",0,28.2821
1606,"1111606","Ponte da Barca",0,63.6022
1607,"1111607","Ponte de Lima",0,144.1802
1608,"1111608","Valença",0,21.1073
1609,"1111609","Viana do Castelo",0,39.2802
1610,"1111610","Vila Nova de Cerveira",0,25.1358
301,"1120301","Amares",0,22.523
302,"1120302","Barcelos",0,45.046
303,"1120303","Braga",0,11.6684
306,"1120306","Esposende",0,7.7083
310,"1120310","Terras de Bouro",33.5144,36.0655
313,"1120313","Vila Verde",137.1422,46.845
307,"1130307","Fafe",0,22.4546
308,"1130308","Guimarães",0,7.6399
309,"1130309","Póvoa de Lanhoso",0,21.3192
1314,"1131314","Santo Tirso",0,12.8722
1318,"1131318","Trofa",0,5.0888
311,"1130311","Vieira do Minho",0,23.2617
312,"1130312","Vila Nova de Famalicão",20.5054,12.3387
314,"1130314","Vizela",0,0.5335
107,"1140107","Espinho",0,0.0684
1304,"1141304","Gondomar",0,4.562
1306,"1141306","Maia",0,3.7482
1308,"1141308","Matosinhos",0,3.2898
1312,"1141312","Porto",0,0.7454
1313,"1141313","Póvoa de Varzim",72.5894,7.7083
1315,"1141315","Valongo",0,2.0176
1316,"1141316","Vila do Conde",0,10.1843
1317,"1141317","Vila Nova de Gaia",0,3.8917
1301,"1151301","Amarante",0,82.4521
1302,"1151302","Baião",0,65.6198
304,"1150304","Cabeceiras de Basto",0,39.9505
106,"1150106","Castelo de Paiva",0.6019,25.1358
305,"1150305","Celorico de Basto",1.2722,44.369
1804,"1151804","Cinfães",0,107.5195
1303,"1151303","Felgueiras",0,8.9805
1305,"1151305","Lousada",0,4.4185
1307,"1151307","Marco de Canaveses",6.5045,20.5054
1705,"1151705","Mondim de Basto",0,197.5364
1309,"1151309","Paços de Ferreira",0,12.2703
1310,"1151310","Paredes",0,12.3387
1311,"1151311","Penafiel",0,11.6
1813,"1151813","Resende",0,5.9026
1709,"1151709","Ribeira de Pena",0,181.5179
104,"1160104","Arouca",0,93.3067
113,"1160113","Oliveira de Azeméis",52.0089,43.0284
109,"1160109","Santa Maria da Feira",0.7454,8.9805
