"Muni_ID","ID","Muni","Does","Other_caprine"
1601,"1111601","Arcos de Valdevez",281.19,1039.89
1602,"1111602","Caminha",0,107.56
1603,"1111603","Melgaço",0,453.04
1604,"1111604","Monção",0,182.64
1605,"1111605","Paredes de Coura",0,209.78
1606,"1111606","Ponte da Barca",0,471.06
1607,"1111607","Ponte de Lima",0,1070.59
1608,"1111608","Valença",0,155.5
1609,"1111609","Viana do Castelo",0,292.09
1610,"1111610","Vila Nova de Cerveira",0,187.2
301,"1120301","Amares",0,167.29
302,"1120302","Barcelos",0,334.58
303,"1120303","Braga",0,87.76
306,"1120306","Esposende",0,56.95
310,"1120310","Terras de Bouro",249.6,267.62
313,"1120313","Vila Verde",1019.09,347.26
307,"1130307","Fafe",0,166.4
308,"1130308","Guimarães",0,56.06
309,"1130309","Póvoa de Lanhoso",0,159.17
1314,"1131314","Santo Tirso",0,95.88
1318,"1131318","Trofa",0,37.04
311,"1130311","Vieira do Minho",0,173.63
312,"1130312","Vila Nova de Famalicão",151.94,92.21
314,"1130314","Vizela",0,2.67
107,"1140107","Espinho",0,0.89
1304,"1141304","Gondomar",0,34.37
1306,"1141306","Maia",0,27.14
1308,"1141308","Matosinhos",0,25.36
1312,"1141312","Porto",0,6.34
1313,"1141313","Póvoa de Varzim",538.02,56.95
1315,"1141315","Valongo",0,15.35
1316,"1141316","Vila do Conde",0,75.08
1317,"1141317","Vila Nova de Gaia",0,28.92
1301,"1151301","Amarante",0,613.1
1302,"1151302","Baião",0,487.41
304,"1150304","Cabeceiras de Basto",0,297.54
106,"1150106","Castelo de Paiva",4.56,187.2
305,"1150305","Celorico de Basto",9.01,329.13
1804,"1151804","Cinfães",0,798.41
1303,"1151303","Felgueiras",0,66.96
1305,"1151305","Lousada",0,32.59
1307,"1151307","Marco de Canaveses",48.83,151.94
1705,"1151705","Mondim de Basto",0,1466.68
1309,"1151309","Paços de Ferreira",0,91.32
1310,"1151310","Paredes",0,92.21
1311,"1151311","Penafiel",0,85.87
1813,"1151813","Resende",0,44.27
1709,"1151709","Ribeira de Pena",0,1348.22
104,"1160104","Arouca",0,692.63
113,"1160113","Oliveira de Azeméis",385.19,319.23
109,"1160109","Santa Maria da Feira",6.34,66.96
116,"1160116","São João da Madeira",0,0
119,"1160119","Vale de Cambra",0,686.29
1701,"1171701","Alijó",923.21,34.37
1801,"1171801","Armamar",127.47,5.45
403,"1170403","Carrazeda de Ansiães",483.74,67.85
404,"1170404","Freixo de Espada à Cinta",505.43,17.13
1805,"1171805","Lamego",120.24,77.75
1704,"1171704","Mesão Frio",0,0
1807,"1171807","Moimenta da Beira",377.07,198.88
1812,"1171812","Penedono",371.62,42.49
1708,"1171708","Peso da Régua",91.32,0.89
1710,"1171710","Sabrosa",39.82,54.28
1711,"1171711","Santa Marta de Penaguião",0,8.12
1815,"1171815","São João da Pesqueira",746.91,87.76
1818,"1171818","Sernancelhe",1057.91,100.33
1819,"1171819","Tabuaço",6.34,10.9
1820,"1171820","Tarouca",396.09,75.97
409,"1170409","Torre de Moncorvo",1186.38,75.97
410,"1170410","Vila Flor",968.48,77.75
914,"1170914","Vila Nova de Foz Côa",533.46,28.03
1714,"1171714","Vila Real",382.52,442.14
401,"1180401","Alfândega da Fé",1095.06,143.82
1702,"1181702","Boticas",159.17,331.91
402,"1180402","Bragança",689.07,1070.59
1703,"1181703","Chaves",169.96,403.32
405,"1180405","Macedo de Cavaleiros",1863.66,866.26
406,"1180406","Miranda do Douro",66.96,188.09
407,"1180407","Mirandela",1858.21,616.66
408,"1180408","Mogadouro",1271.36,1601.38
1706,"1181706","Montalegre",678.17,1052.57
1707,"1181707","Murça",1098.62,312
1712,"1181712","Valpaços",1017.31,587.74
1713,"1181713","Vila Pouca de Aguiar",305.66,997.4
411,"1180411","Vimioso",1151.12,425.9
412,"1180412","Vinhais",9.01,243.26
101,"1610101","Águeda",28.92,322.79
102,"1610102","Albergaria-a-Velha",162.73,67.85
103,"1610103","Anadia",48.83,229.69
105,"1610105","Aveiro",43.38,228.8
108,"1610108","Estarreja",161.84,195.32
