"Muni_ID","ID","Muni","Broilers","Ducks","Geese","Laying_hens","Rep_hens","Turkeys"
1601,"1111601","Arcos de Valdevez",4282.908,448.947,227.779,5753.91,1068.074,317.855
1602,"1111602","Caminha",5090.928,222.971,50.484,1705.496,316.572,110.23
1603,"1111603","Melgaço",1326.6,229.582,27.045,2213.865,410.688,30.955
1604,"1111604","Monção",6795.408,787.31,73.923,3251.993,603.198,715.74
1605,"1111605","Paredes de Coura",988.116,244.006,19.232,2787.83,517.638,105.7
1606,"1111606","Ponte da Barca",1813.02,116.594,50.484,2223.847,412.827,28.69
1607,"1111607","Ponte de Lima",11363.736,1051.149,213.956,8531.758,1583.573,618.345
1608,"1111608","Valença",4588.428,355.191,30.651,8474.718,1572.878,256.7
1609,"1111609","Viana do Castelo",97269.528,938.762,156.26,4654.464,864.156,486.975
1610,"1111610","Vila Nova de Cerveira",1160.172,166.477,26.444,720.843,133.331,46.81
301,"1120301","Amares",3098.616,230.784,57.095,135382.301,25131.824,129.105
302,"1120302","Barcelos",29338.764,814.355,156.26,9256.166,1718.33,1164.965
303,"1120303","Braga",5521.068,460.366,152.053,4635.213,860.591,168.365
306,"1120306","Esposende",4335.972,412.887,131.018,2645.943,491.257,480.935
310,"1120310","Terras de Bouro",1301.676,52.287,47.479,1000.339,185.38,12.835
313,"1120313","Vila Verde",10025.88,305.308,129.215,7641.221,1418.157,156.285
307,"1130307","Fafe",2320.344,124.407,58.898,4869.79,904.084,203.095
308,"1130308","Guimarães",57672.528,295.692,70.317,74678.194,13862.859,210.645
309,"1130309","Póvoa de Lanhoso",7523.028,105.776,61.903,1843.818,342.24,89.845
1314,"1131314","Santo Tirso",4750.836,146.043,0,2679.454,496.961,143.45
1318,"1131318","Trofa",117260.988,128.013,30.651,751.502,139.748,161.57
311,"1130311","Vieira do Minho",2162.76,113.589,77.529,1843.105,342.24,60.4
312,"1130312","Vila Nova de Famalicão",12752.244,363.004,94.958,3458.05,641.7,345.79
314,"1130314","Vizela",699.48,21.035,0,434.93,80.569,10.57
107,"1140107","Espinho",103.716,0,0,9.982,1.426,0
1304,"1141304","Gondomar",998.568,70.918,14.424,1925.1,357.213,46.81
1306,"1141306","Maia",15007.464,62.504,10.217,1204.97,223.169,29.445
1308,"1141308","Matosinhos",709.128,76.928,19.833,957.559,177.537,0
1312,"1141312","Porto",77.184,3.606,0,72.013,13.547,0
1313,"1141313","Póvoa de Varzim",2621.844,117.195,90.751,8968.114,1664.855,42.28
1315,"1141315","Valongo",615.06,25.843,3.005,20000.363,3712.591,0
1316,"1141316","Vila do Conde",6774.504,222.971,48.681,7718.938,1433.13,198.565
1317,"1141317","Vila Nova de Gaia",1437.552,61.903,16.828,950.429,176.111,20.385
1301,"1151301","Amarante",5894.928,171.285,231.385,2409.227,447.051,132.88
1302,"1151302","Baião",2588.076,73.322,33.656,2405.662,446.338,86.825
304,"1150304","Cabeceiras de Basto",24146.532,146.644,49.282,1927.952,357.926,120.8
106,"1150106","Castelo de Paiva",2050.2,58.898,7.813,1475.91,273.792,26.425
305,"1150305","Celorico de Basto",18668.88,115.993,90.751,3386.75,628.153,42.28
1804,"1151804","Cinfães",1921.56,85.342,25.242,2318.676,430.652,8.305
1303,"1151303","Felgueiras",4353.66,159.866,60.701,19101.27,3545.749,111.74
1305,"1151305","Lousada",6766.464,121.402,18.03,1892.302,351.509,166.855
1307,"1151307","Marco de Canaveses",2465.868,73.322,45.075,2636.674,489.118,26.425
1705,"1151705","Mondim de Basto",1878.948,76.327,33.656,1335.449,247.411,32.465
1309,"1151309","Paços de Ferreira",5044.296,96.16,136.427,1147.217,213.187,156.285
1310,"1151310","Paredes",1968.996,143.639,73.923,2521.881,468.441,61.155
1311,"1151311","Penafiel",2520.54,86.544,16.227,3152.886,584.66,79.275
1813,"1151813","Resende",1439.16,62.504,3.606,1267.714,235.29,20.385
1709,"1151709","Ribeira de Pena",1943.268,118.397,60.1,1789.63,332.258,8.305
104,"1160104","Arouca",14426.172,52.287,16.227,1943.638,360.778,166.855
113,"1160113","Oliveira de Azeméis",25807.596,487.411,34.858,11195.526,2077.682,34.73
109,"1160109","Santa Maria da Feira",1794.528,117.195,21.035,1321.902,245.272,55.115
116,"1160116","São João da Madeira",0,0,0,0,0,0
119,"1160119","Vale de Cambra",37814.532,38.464,16.227,850.609,157.573,36.995
1701,"1171701","Alijó",437.376,98.564,39.666,1040.98,193.223,12.835
1801,"1171801","Armamar",172.056,32.454,21.035,934.03,173.259,24.16
403,"1170403","Carrazeda de Ansiães",731.64,63.105,94.958,1239.194,230.299,55.115
