"Muni_ID","ID","Muni","Ewes","Other_ovine"
1601,"1111601","Arcos de Valdevez",10439.37,3412.42
1602,"1111602","Caminha",1802.76,1486.19
1603,"1111603","Melgaço",5843.76,2199.53
1604,"1111604","Monção",13913.97,4096.06
1605,"1111605","Paredes de Coura",8988.33,1900.98
1606,"1111606","Ponte da Barca",1745.03,355.28
1607,"1111607","Ponte de Lima",8734.94,2831.67
1608,"1111608","Valença",4243,1388.75
1609,"1111609","Viana do Castelo",3428.66,1073.18
1610,"1111610","Vila Nova de Cerveira",2019.11,875.63
301,"1120301","Amares",1948.81,408.56
302,"1120302","Barcelos",2890.29,1081.3
303,"1120303","Braga",2570.16,437.37
306,"1120306","Esposende",468.07,206.56
310,"1120310","Terras de Bouro",727.8,154.17
313,"1120313","Vila Verde",8206.47,1563.72
307,"1130307","Fafe",4576.7,988.42
308,"1130308","Guimarães",1455.49,194.77
309,"1130309","Póvoa de Lanhoso",2366.38,459.95
1314,"1131314","Santo Tirso",1966.83,756.61
1318,"1131318","Trofa",506.78,184.87
311,"1130311","Vieira do Minho",4475.7,976.63
312,"1130312","Vila Nova de Famalicão",1034.36,354.39
314,"1130314","Vizela",119.02,24.36
107,"1140107","Espinho",32.48,2.67
1304,"1141304","Gondomar",1728.79,481.53
1306,"1141306","Maia",694.43,242.6
1308,"1141308","Matosinhos",406.67,213.68
1312,"1141312","Porto",35.15,10.79
1313,"1141313","Póvoa de Varzim",293.99,36.04
1315,"1141315","Valongo",686.31,95.55
1316,"1141316","Vila do Conde",899.1,261.51
1317,"1141317","Vila Nova de Gaia",1134.47,291.32
1301,"1151301","Amarante",4637.1,1527.68
1302,"1151302","Baião",5314.4,3047.24
304,"1150304","Cabeceiras de Basto",5195.27,772.85
106,"1150106","Castelo de Paiva",3260.92,1654.82
305,"1150305","Celorico de Basto",3756.91,750.27
1804,"1151804","Cinfães",7700.58,3665.81
1303,"1151303","Felgueiras",564.51,145.16
1305,"1151305","Lousada",1166.95,244.38
1307,"1151307","Marco de Canaveses",5041.1,1971.39
1705,"1151705","Mondim de Basto",582.53,165.96
1309,"1151309","Paços de Ferreira",1560.16,966.73
1310,"1151310","Paredes",2414.99,541.04
1311,"1151311","Penafiel",2948.02,368.85
1813,"1151813","Resende",2042.58,882.86
1709,"1151709","Ribeira de Pena",984.75,244.38
104,"1160104","Arouca",3605.41,1500.65
113,"1160113","Oliveira de Azeméis",619.57,324.69
109,"1160109","Santa Maria da Feira",1521.34,619.57
116,"1160116","São João da Madeira",0,0
119,"1160119","Vale de Cambra",1422.12,564.51
1701,"1171701","Alijó",2288.74,180.31
1801,"1171801","Armamar",746.71,70.3
403,"1170403","Carrazeda de Ansiães",6370.34,344.49
404,"1170404","Freixo de Espada à Cinta",7373.22,492.43
1805,"1171805","Lamego",3049.91,556.39
1704,"1171704","Mesão Frio",27.03,6.34
1807,"1171807","Moimenta da Beira",3773.15,579.86
1812,"1171812","Penedono",3663.14,484.31
1708,"1171708","Peso da Régua",795.43,64.07
1710,"1171710","Sabrosa",1254.38,131.7
1711,"1171711","Santa Marta de Penaguião",617.79,95.55
1815,"1171815","São João da Pesqueira",2832.56,291.32
1818,"1171818","Sernancelhe",3915.64,469.85
1819,"1171819","Tabuaço",1698.09,187.54
1820,"1171820","Tarouca",817.01,167.74
409,"1170409","Torre de Moncorvo",18865.86,1543.92
410,"1170410","Vila Flor",7672.55,1007.33
914,"1170914","Vila Nova de Foz Côa",8024.27,376.97
1714,"1171714","Vila Real",8204.69,925.24
401,"1180401","Alfândega da Fé",10653.94,712.45
1702,"1181702","Boticas",4860.79,379.64
402,"1180402","Bragança",54159.01,10066.85
1703,"1181703","Chaves",25084.7,4957.23
405,"1180405","Macedo de Cavaleiros",29804.78,3360.14
406,"1180406","Miranda do Douro",24934.09,5765.23
407,"1180407","Mirandela",26130.74,2908.31
408,"1180408","Mogadouro",31887.96,5785.14
1706,"1181706","Montalegre",11591.86,1891.08
1707,"1181707","Murça",1946.14,116.35
1712,"1181712","Valpaços",16818.72,2340.24
1713,"1181713","Vila Pouca de Aguiar",9172.31,1623.23
411,"1180411","Vimioso",15419.07,2209.43
412,"1180412","Vinhais",24624.75,5535.31
101,"1610101","Águeda",3338.45,1230.02
102,"1610102","Albergaria-a-Velha",828.8,91.1
103,"1610103","Anadia",1535.8,458.17
105,"1610105","Aveiro",762.95,375.19
108,"1610108","Estarreja",924.35,162.29
110,"1610110","Ílhavo",70.3,25.25
111,"1610111","Mealhada",619.57,182.2
112,"1610112","Murtosa",244.38,77.53
114,"1610114","Oliveira do Bairro",478.86,101.89
115,"1610115","Ovar",280.42,65.85
117,"1610117","Sever do Vouga",578.08,206.56
118,"1610118","Vagos",551.05,150.61
602,"1620602","Cantanhede",1219.23,424.8
603,"1620603","Coimbra",3435,737.7
604,"1620604","Condeixa-a-Nova",2359.15,744.04
605,"1620605","Figueira da Foz",2976.83,426.58
608,"1620608","Mira",47.83,18.91
610,"1620610","Montemor-o-Velho",7409.26,1056.94
613,"1620613","Penacova",3134.67,1227.35
615,"1620615","Soure",5135.76,800.77
1004,"1631004","Batalha",1058.72,383.31
1009,"1631009","Leiria",5481.14,2056.15
1010,"1631010","Marinha Grande",316.57,77.53
1015,"1631015","Pombal",9854.95,3120.21
1016,"1631016","Porto de Mós",5105.17,1341.03
1002,"1641002","Alvaiázere",3366.48,514.9
1003,"1641003","Ansião",7200.03,998.32
601,"1640601","Arganil",3475.6,842.26
1007,"1641007","Castanheira de Pêra",275.08,85.65
1008,"1641008","Figueiró dos Vinhos",777.41,242.6
606,"1640606","Góis",238.93,60.4
607,"1640607","Lousã",619.57,134.37
609,"1640609","Miranda do Corvo",780.97,263.29
611,"1640611","Oliveira do Hospital",12741.68,1321.12
612,"1640612","Pampilhosa da Serra",446.38,58.62
1013,"1641013","Pedrógão Grande",839.59,151.5
