"Muni_ID","ID","Muni","Dairy_cows","Non_dairy","Male_calf<1","Female_calf<1","Male_calf_1-2","Female_calf_1-2","Heifer_beef_+2","Heifer_rep_+2","Male_calf_+2"
1601,"1111601","Arcos de Valdevez",172.0432,0,267.344,457.622,132.308,661.54,6.138,130.262,324.632
1602,"1111602","Caminha",2823.9568,0,38.192,21.142,66.836,98.208,15.004,15.004,19.778
1603,"1111603","Melgaço",0,0,53.878,36.828,16.368,70.928,0,8.866,21.142
1604,"1111604","Monção",378.784,0,80.476,51.832,31.372,68.882,13.64,67.518,30.008
1605,"1111605","Paredes de Coura",14877.8112,0,78.43,230.516,56.606,283.712,68.882,217.558,49.786
1606,"1111606","Ponte da Barca",3443.6864,0,16.368,93.434,14.322,102.3,27.28,115.258,28.644
1607,"1111607","Ponte de Lima",62198.3488,0,368.962,521.048,449.438,1113.024,76.384,297.352,122.078
1608,"1111608","Valença",5234.9248,0,12.958,68.2,81.84,49.104,2.728,62.744,30.008
1609,"1111609","Viana do Castelo",45874.3376,0,204.6,442.618,802.032,748.836,62.744,208.692,250.294
1610,"1111610","Vila Nova de Cerveira",9505.5408,0,69.564,64.108,51.15,134.354,8.866,6.138,5.456
301,"1120301","Amares",8816.9088,0,188.914,66.836,2.046,109.12,6.138,6.138,19.778
302,"1120302","Barcelos",782338.3232,0,2340.624,5275.952,2977.612,8709.14,240.064,2288.11,578.336
303,"1120303","Braga",71497.1488,0,628.122,564.696,605.616,1189.408,52.514,205.282,203.918
306,"1120306","Esposende",100805.5776,0,185.504,633.578,618.574,1072.786,17.732,127.534,120.714
310,"1120310","Terras de Bouro",0,0,115.258,60.016,4.092,87.296,1.364,45.012,24.552
313,"1120313","Vila Verde",35611.2288,0,291.214,302.126,154.132,481.492,82.522,280.302,58.652
307,"1130307","Fafe",4477.3568,0,491.04,102.982,29.326,65.472,1.364,16.368,21.142
308,"1130308","Guimarães",55827.1056,0,553.102,431.024,315.084,780.208,51.15,92.752,209.374
309,"1130309","Póvoa de Lanhoso",12708.2816,0,238.7,113.894,17.732,154.132,6.138,13.64,26.598
1314,"1131314","Santo Tirso",47389.44,0,17.732,387.376,399.652,463.76,15.004,109.802,60.016
1318,"1131318","Trofa",109415.7456,0,352.594,751.564,386.012,1089.154,68.882,484.902,55.242
311,"1130311","Vieira do Minho",2514.568,0,334.18,105.71,15.004,220.286,0,27.28,68.882
312,"1130312","Vila Nova de Famalicão",280238.0672,0,825.902,1681.812,792.484,3146.748,31.372,1210.55,409.882
314,"1130314","Vizela",3443.6864,0,25.916,27.28,12.958,23.87,0,0,14.322
107,"1140107","Espinho",4615.1952,0,0.682,38.192,0,129.58,0,0,0
1304,"1141304","Gondomar",3926.0704,0,116.622,33.418,606.98,47.058,8.866,37.51,10.912
1306,"1141306","Maia",88166.1984,0,109.12,649.264,634.942,880.462,4.774,670.406,81.84
1308,"1141308","Matosinhos",74355.8032,0,220.968,544.236,412.61,700.414,6.138,193.688,38.874
1312,"1141312","Porto",0,0,20.46,0,18.414,0,0,0,0
1313,"1141313","Póvoa de Varzim",328729.6208,0,404.426,2065.778,488.994,3416.82,25.234,1143.032,58.652
1315,"1141315","Valongo",18494.4928,0,62.062,135.036,446.028,107.074,0,81.158,19.778
1316,"1141316","Vila do Conde",681601.648,0,585.838,4546.212,827.266,7391.516,28.644,1722.732,88.66
1317,"1141317","Vila Nova de Gaia",3926.0704,0,126.852,20.46,121.396,53.196,15.004,8.866,58.652
1301,"1151301","Amarante",6268.136,0,132.99,102.3,414.656,147.312,21.142,64.79,62.062
1302,"1151302","Baião",68.9024,0,154.132,21.142,42.284,43.648,6.138,67.518,17.732
304,"1150304","Cabeceiras de Basto",861.168,0,646.536,44.33,12.958,169.136,1.364,27.28,104.346
106,"1150106","Castelo de Paiva",861.168,0,184.822,14.322,100.254,98.208,2.728,36.146,37.51
305,"1150305","Celorico de Basto",7989.9456,0,345.774,107.756,173.228,192.324,4.774,169.818,26.598
1804,"1151804","Cinfães",68.9024,0,251.658,147.312,29.326,107.074,4.774,160.27,47.74
1303,"1151303","Felgueiras",20629.8176,0,529.914,141.174,295.988,363.506,25.234,180.048,111.848
1305,"1151305","Lousada",14017.136,0,458.304,111.166,720.192,232.562,10.23,87.296,159.588
1307,"1151307","Marco de Canaveses",1067.9088,0,111.848,32.736,137.764,31.372,22.506,88.66,40.92
1705,"1151705","Mondim de Basto",34.6976,0,225.06,65.472,88.66,105.71,0,73.656,38.874
1309,"1151309","Paços de Ferreira",19458.3088,0,17.05,165.044,219.604,253.022,7.502,38.874,32.054
1310,"1151310","Paredes",10848.6,0,137.082,115.94,804.078,180.048,38.874,32.736,154.132
1311,"1151311","Penafiel",20767.1632,0,125.488,122.078,398.288,233.244,17.732,128.898,411.246
1813,"1151813","Resende",2548.3136,0,28.644,44.33,6.82,56.606,0,31.372,19.778
1709,"1151709","Ribeira de Pena",7060.368,0,532.642,124.124,41.602,260.524,0,188.914,55.242
104,"1160104","Arouca",59822.0784,0,263.934,510.818,340.318,771.342,22.506,316.448,86.614
113,"1160113","Oliveira de Azeméis",112308.6048,0,175.274,712.008,612.436,1138.94,32.736,278.938,94.116
109,"1160109","Santa Maria da Feira",26139.8928,0,103.664,285.758,345.774,364.188,85.25,98.89,49.786
116,"1160116","São João da Madeira",0,0,0,0,0,0,0,0,0
119,"1160119","Vale de Cambra",11055.3408,0,252.34,62.062,45.012,105.71,16.368,31.372,23.188
1701,"1171701","Alijó",275.6432,0,29.326,26.598,7.502,27.28,0,316.448,17.732
1801,"1171801","Armamar",0,0,4.774,0,0,0,2.728,0,2.046
403,"1170403","Carrazeda de Ansiães",482.384,0,51.832,6.138,12.958,32.736,1.364,62.744,5.456
404,"1170404","Freixo de Espada à Cinta",34.6976,0,45.694,0,1.364,15.004,0,34.782,0
1805,"1171805","Lamego",0,0,28.644,10.23,7.502,28.644,15.004,15.004,10.912
1704,"1171704","Mesão Frio",0,0,0,0,0,0,0,0,0
1807,"1171807","Moimenta da Beira",32511.136,0,72.292,184.822,87.296,356.004,40.238,507.408,42.284
1812,"1171812","Penedono",4890.8384,0,12.958,30.008,14.322,23.87,0,13.64,6.82
1708,"1171708","Peso da Régua",34.6976,0,4.092,0,1.364,0,0,0,0
1710,"1171710","Sabrosa",5062.8816,0,21.824,15.686,2.046,96.162,2.728,118.668,8.866
1711,"1171711","Santa Marta de Penaguião",103.6,0,4.092,0,0,0,0,0,0
1815,"1171815","São João da Pesqueira",34.6976,0,0.682,2.046,3.41,0,0,67.518,2.046
1818,"1171818","Sernancelhe",8678.6112,0,35.464,45.012,14.322,102.3,28.644,121.396,6.82
1819,"1171819","Tabuaço",0,0,17.05,0.682,1.364,3.41,0,40.238,2.046
1820,"1171820","Tarouca",7645.8928,0,17.05,51.15,18.414,63.426,1.364,70.246,14.322
409,"1170409","Torre de Moncorvo",0,0,5.456,0,0,3.41,0,1.364,0
410,"1170410","Vila Flor",103.6,0,55.924,1.364,55.924,20.46,51.15,8.866,3.41
914,"1170914","Vila Nova de Foz Côa",68.9024,0,0,0,6.82,8.866,1.364,0,0
1714,"1171714","Vila Real",13052.368,0,579.7,224.378,100.254,552.42,167.772,597.432,124.124
401,"1180401","Alfândega da Fé",791.7728,0,30.69,21.824,6.82,61.38,75.02,143.902,26.598
1702,"1181702","Boticas",3650.4272,0,714.054,42.966,25.234,67.518,1.364,676.544,138.446
402,"1180402","Bragança",6681.584,0,705.87,158.224,61.38,376.464,61.38,1137.576,228.47
1703,"1181703","Chaves",62956.376,0,536.734,393.514,88.66,860.684,37.51,505.362,83.204
405,"1180405","Macedo de Cavaleiros",4545.8,0,609.708,99.572,49.104,557.876,286.44,700.414,188.232
406,"1180406","Miranda do Douro",21869.2768,0,842.27,165.044,16.368,485.584,1.364,469.898,113.212
407,"1180407","Mirandela",2720.816,0,107.756,38.192,25.916,181.412,22.506,27.28,17.732
408,"1180408","Mogadouro",112377.5408,0,443.982,664.95,64.108,980.716,87.296,358.732,97.526
1706,"1181706","Montalegre",11640.8656,0,2151.028,186.186,74.338,742.016,64.79,1671.582,464.442
1707,"1181707","Murça",2514.568,0,53.878,9.548,12.958,23.188,0,47.74,5.456
1712,"1181712","Valpaços",8920.0496,0,220.968,77.066,60.016,129.58,13.64,242.792,23.188
1713,"1181713","Vila Pouca de Aguiar",42120.3104,0,682.682,289.85,51.15,628.804,21.142,277.574,92.07
411,"1180411","Vimioso",3822.9296,0,399.652,48.422,12.958,182.094,16.368,1280.114,108.438
412,"1180412","Vinhais",3616.6816,0,691.548,44.33,16.368,223.696,12.276,577.654,94.116
101,"1610101","Águeda",24327.352,0,128.216,190.278,110.484,418.066,21.142,151.404,35.464
102,"1610102","Albergaria-a-Velha",30200.464,0,349.184,313.72,347.82,533.324,27.28,469.898,37.51
103,"1610103","Anadia",7268.688,0,60.698,27.28,52.514,23.188,2.728,124.806,12.276
105,"1610105","Aveiro",19309.6288,0,129.58,195.734,225.06,378.51,7.502,137.764,35.464
108,"1610108","Estarreja",98922.7456,0,187.55,868.186,677.908,1660.67,97.526,552.42,239.382
110,"1610110","Ílhavo",6118.1232,0,114.576,69.564,110.484,88.66,1.364,31.372,26.598
111,"1610111","Mealhada",11086.6672,0,35.464,86.614,23.87,216.876,143.902,12.276,14.322
112,"1610112","Murtosa",58589.8544,0,402.38,568.106,130.944,720.192,1.364,561.286,24.552
114,"1610114","Oliveira do Bairro",14855.4672,0,1.364,144.584,94.798,221.65,6.138,22.506,79.794
115,"1610115","Ovar",76896.0304,0,69.564,683.364,776.798,1024.364,6.138,231.198,120.714
117,"1610117","Sever do Vouga",5065.9504,0,111.166,36.828,32.736,32.736,1.364,34.782,6.82
118,"1610118","Vagos",41262.312,0,401.016,376.464,306.9,698.368,45.012,147.312,28.644
602,"1620602","Cantanhede",75794.6784,0,268.026,760.43,514.228,1145.76,51.15,372.372,72.974
603,"1620603","Coimbra",7783.0704,0,45.694,51.832,50.468,94.798,112.53,97.526,35.464
604,"1620604","Condeixa-a-Nova",1933.8256,0,17.05,10.912,34.1,19.778,4.774,19.778,10.912
605,"1620605","Figueira da Foz",54551.7168,0,160.27,516.274,319.858,757.02,34.782,412.61,64.108
608,"1620608","Mira",25158.8736,0,65.472,229.152,47.058,410.564,2.728,109.802,3.41
610,"1620610","Montemor-o-Velho",109176.9728,0,841.588,1060.51,330.77,1538.592,253.704,699.05,195.052
613,"1620613","Penacova",0,0,44.33,0.682,31.372,7.502,0,1.364,5.456
615,"1620615","Soure",3842.3392,0,24.552,75.702,38.192,235.972,4.774,169.818,10.912
1004,"1631004","Batalha",661.0016,0,40.92,14.322,110.484,45.694,8.866,21.142,2.046
1009,"1631009","Leiria",28634.4016,0,216.876,423.522,511.5,609.026,34.782,677.908,162.998
1010,"1631010","Marinha Grande",0,0,12.276,2.728,14.322,5.456,0,6.138,3.41
1015,"1631015","Pombal",12456.9312,0,340.318,117.986,413.292,247.566,55.242,97.526,81.84
1016,"1631016","Porto de Mós",26431.6976,0,24.552,424.204,205.964,514.91,8.866,195.052,118.668
1002,"1641002","Alvaiázere",73.5392,0,47.058,0.682,27.28,14.322,6.138,28.644,6.82
1003,"1641003","Ansião",24.36,0,54.56,1.364,129.58,25.916,2.728,53.878,14.322
601,"1640601","Arganil",73.5392,0,25.234,2.046,23.87,0,0,2.728,15.686
1007,"1641007","Castanheira de Pêra",0,0,3.41,0,2.046,2.046,0,0,0
1008,"1641008","Figueiró dos Vinhos",0,0,6.138,0,6.82,1.364,0,1.364,0
606,"1640606","Góis",0,0,7.502,0,14.322,3.41,0,2.728,10.912
607,"1640607","Lousã",0,0,29.326,2.728,43.648,5.456,2.728,1.364,12.276
609,"1640609","Miranda do Corvo",146.6192,0,10.23,2.728,10.912,6.82,0,0,6.82
611,"1640611","Oliveira do Hospital",24.36,0,11.594,2.046,16.368,2.046,0,1.364,2.046
612,"1640612","Pampilhosa da Serra",0,0,0,0,0,0,0,0,5.456
1013,"1641013","Pedrógão Grande",0,0,3.41,1.364,5.456,2.046,0,0,2.046
614,"1640614","Penela",709.7216,0,4.092,0,6.82,17.732,0,0,6.82
616,"1640616","Tábua",24.36,0,8.866,27.28,20.46,20.46,0,25.234,5.456
617,"1640617","Vila Nova de Poiares",195.832,0,3.41,2.728,9.548,2.046,2.728,0,0
901,"1650901","Aguiar da Beira",8835.2432,0,132.99,114.576,51.15,145.266,0,43.648,23.188
1802,"1651802","Carregal do Sal",97.8992,0,4.092,1.364,7.502,4.092,1.364,6.138,5.456
1803,"1651803","Castro Daire",1639.6352,0,190.278,76.384,19.778,96.844,27.28,759.066,37.51
1806,"1651806","Mangualde",0,0,27.28,0,12.958,5.456,0,4.774,2.046
1808,"1651808","Mortágua",1198.792,0,6.138,2.046,10.912,23.188,0,10.23,19.778
1809,"1651809","Nelas",0,0,6.82,0,3.41,2.046,0,0,2.046
1810,"1651810","Oliveira de Frades",9789.4832,0,201.19,130.944,126.852,125.488,0,90.024,6.82
1811,"1651811","Penalva do Castelo",513.8896,0,85.932,4.774,3.41,6.82,2.728,8.866,6.82
1814,"1651814","Santa Comba Dão",24.36,0,1.364,18.414,47.74,60.016,0,38.874,23.188
1816,"1651816","São Pedro do Sul",5481.9744,0,352.594,84.568,17.732,128.898,6.138,88.66,28.644
1817,"1651817","Sátão",7562.4192,0,201.872,62.744,105.028,112.53,23.87,83.886,58.652
1821,"1651821","Tondela",3328.4496,0,110.484,29.326,51.15,67.518,38.874,51.15,64.108
1822,"1651822","Vila Nova de Paiva",6877.0576,0,28.644,55.242,12.276,130.944,6.138,68.882,21.142
1823,"1651823","Viseu",3401.9888,0,87.978,47.74,85.25,36.146,6.138,51.15,15.686
1824,"1651824","Vouzela",6240.8752,0,208.01,52.514,42.284,76.384,6.138,67.518,3.41
1413,"1661413","Mação",24.36,0,64.79,2.728,212.784,57.97,0,4.774,6.82
506,"1660506","Oleiros",0,0,2.728,0,6.82,0,0,0,0
508,"1660508","Proença-a-Nova",24.36,0,142.538,4.774,25.234,10.912,2.728,6.138,0
509,"1660509","Sertã",1198.792,0,18.414,30.008,49.104,36.146,1.364,6.138,12.276
510,"1660510","Vila de Rei",0,0,0.682,0.682,0,12.276,4.774,0,0
905,"1670905","Fornos de Algodres",685.3616,0,11.594,0.682,4.092,12.276,1.364,15.004,3.41
906,"1670906","Gouveia",220.1584,0,10.912,8.866,23.87,34.1,2.728,36.146,6.82
