"Muni_ID","ID","Muni","Dairy_cows","Non_dairy","Male_calf<1","Female_calf<1","Male_calf_1-2","Female_calf_1-2","Heifer_beef_+2","Heifer_rep_+2","Male_calf_+2"
1601,"1111601","Arcos de Valdevez",90.9552,0,110.544,189.222,54.708,273.54,2.538,53.862,134.232
1602,"1111602","Caminha",1492.9488,0,15.792,8.742,27.636,40.608,6.204,6.204,8.178
1603,"1111603","Melgaço",0,0,22.278,15.228,6.768,29.328,0,3.666,8.742
1604,"1111604","Monção",200.256,0,33.276,21.432,12.972,28.482,5.64,27.918,12.408
1605,"1111605","Paredes de Coura",7865.4912,0,32.43,95.316,23.406,117.312,28.482,89.958,20.586
1606,"1111606","Ponte da Barca",1820.5824,0,6.768,38.634,5.922,42.3,11.28,47.658,11.844
1607,"1111607","Ponte de Lima",32882.5728,0,152.562,215.448,185.838,460.224,31.584,122.952,50.478
1608,"1111608","Valença",2767.5648,0,5.358,28.2,33.84,20.304,1.128,25.944,12.408
1609,"1111609","Viana do Castelo",24252.5136,0,84.6,183.018,331.632,309.636,25.944,86.292,103.494
1610,"1111610","Vila Nova de Cerveira",5025.3168,0,28.764,26.508,21.15,55.554,3.666,2.538,2.256
301,"1120301","Amares",4661.2608,0,78.114,27.636,0.846,45.12,2.538,2.538,8.178
302,"1120302","Barcelos",413600.9472,0,967.824,2181.552,1231.212,3601.14,99.264,946.11,239.136
303,"1120303","Braga",37798.5888,0,259.722,233.496,250.416,491.808,21.714,84.882,84.318
306,"1120306","Esposende",53293.1616,0,76.704,261.978,255.774,443.586,7.332,52.734,49.914
310,"1120310","Terras de Bouro",0,0,47.658,24.816,1.692,36.096,0.564,18.612,10.152
313,"1120313","Vila Verde",18826.6848,0,120.414,124.926,63.732,199.092,34.122,115.902,24.252
307,"1130307","Fafe",2367.0528,0,203.04,42.582,12.126,27.072,0.564,6.768,8.742
308,"1130308","Guimarães",29514.2736,0,228.702,178.224,130.284,322.608,21.15,38.352,86.574
309,"1130309","Póvoa de Lanhoso",6718.5216,0,98.7,47.094,7.332,63.732,2.538,5.64,10.998
1314,"1131314","Santo Tirso",25053.504,0,7.332,160.176,165.252,191.76,6.204,45.402,24.816
1318,"1131318","Trofa",57845.1216,0,145.794,310.764,159.612,450.354,28.482,200.502,22.842
311,"1130311","Vieira do Minho",1329.384,0,138.18,43.71,6.204,91.086,0,11.28,28.482
312,"1130312","Vila Nova de Famalicão",148154.2272,0,341.502,695.412,327.684,1301.148,12.972,500.55,169.482
314,"1130314","Vizela",1820.5824,0,10.716,11.28,5.358,9.87,0,0,5.922
107,"1140107","Espinho",2439.9312,0,0.282,15.792,0,53.58,0,0,0
1304,"1141304","Gondomar",2075.6064,0,48.222,13.818,250.98,19.458,3.666,15.51,4.512
1306,"1141306","Maia",46611.0624,0,45.12,268.464,262.542,364.062,1.974,277.206,33.84
1308,"1141308","Matosinhos",39309.8832,0,91.368,225.036,170.61,289.614,2.538,80.088,16.074
1312,"1141312","Porto",0,0,8.46,0,7.614,0,0,0,0
1313,"1141313","Póvoa de Varzim",173790.3888,0,167.226,854.178,202.194,1412.82,10.434,472.632,24.252
1315,"1141315","Valongo",9777.5328,0,25.662,55.836,184.428,44.274,0,33.558,8.178
1316,"1141316","Vila do Conde",360344.208,0,242.238,1879.812,342.066,3056.316,11.844,712.332,36.66
1317,"1141317","Vila Nova de Gaia",2075.6064,0,52.452,8.46,50.196,21.996,6.204,3.666,24.252
1301,"1151301","Amarante",3313.8,0,54.99,42.3,171.456,60.912,8.742,26.79,25.662
1302,"1151302","Baião",36.4224,0,63.732,8.742,17.484,18.048,2.538,27.918,7.332
304,"1150304","Cabeceiras de Basto",455.28,0,267.336,18.33,5.358,69.936,0.564,11.28,43.146
106,"1150106","Castelo de Paiva",455.28,0,76.422,5.922,41.454,40.608,1.128,14.946,15.51
305,"1150305","Celorico de Basto",4224.0576,0,142.974,44.556,71.628,79.524,1.974,70.218,10.998
1804,"1151804","Cinfães",36.4224,0,104.058,60.912,12.126,44.274,1.974,66.27,19.74
1303,"1151303","Felgueiras",10906.4256,0,219.114,58.374,122.388,150.306,10.434,74.448,46.248
1305,"1151305","Lousada",7410.48,0,189.504,45.966,297.792,96.162,4.23,36.096,65.988
1307,"1151307","Marco de Canaveses",564.5808,0,46.248,13.536,56.964,12.972,9.306,36.66,16.92
1705,"1151705","Mondim de Basto",18.3456,0,93.06,27.072,36.66,43.71,0,30.456,16.074
1309,"1151309","Paços de Ferreira",10287.0768,0,7.05,68.244,90.804,104.622,3.102,16.074,13.254
1310,"1151310","Paredes",5735.352,0,56.682,47.94,332.478,74.448,16.074,13.536,63.732
1311,"1151311","Penafiel",10979.0352,0,51.888,50.478,164.688,96.444,7.332,53.298,170.046
1813,"1151813","Resende",1347.2256,0,11.844,18.33,2.82,23.406,0,12.972,8.178
1709,"1151709","Ribeira de Pena",3732.624,0,220.242,51.324,17.202,107.724,0,78.114,22.842
104,"1160104","Arouca",31626.3024,0,109.134,211.218,140.718,318.942,9.306,130.848,35.814
113,"1160113","Oliveira de Azeméis",59374.4928,0,72.474,294.408,253.236,470.94,13.536,115.338,38.916
109,"1160109","Santa Maria da Feira",13819.4448,0,42.864,118.158,142.974,150.588,35.25,40.89,20.586
116,"1160116","São João da Madeira",0,0,0,0,0,0,0,0,0
119,"1160119","Vale de Cambra",5844.6528,0,104.34,25.662,18.612,43.71,6.768,12.972,9.588
1701,"1171701","Alijó",145.7232,0,12.126,10.998,3.102,11.28,0,130.848,7.332
1801,"1171801","Armamar",0,0,1.974,0,0,0,1.128,0,0.846
403,"1170403","Carrazeda de Ansiães",255.024,0,21.432,2.538,5.358,13.536,0.564,25.944,2.256
404,"1170404","Freixo de Espada à Cinta",18.3456,0,18.894,0,0.564,6.204,0,14.382,0
1805,"1171805","Lamego",0,0,11.844,4.23,3.102,11.844,6.204,6.204,4.512
1704,"1171704","Mesão Frio",0,0,0,0,0,0,0,0,0
1807,"1171807","Moimenta da Beira",17187.744,0,29.892,76.422,36.096,147.204,16.638,209.808,17.484
1812,"1171812","Penedono",2585.6544,0,5.358,12.408,5.922,9.87,0,5.64,2.82
1708,"1171708","Peso da Régua",18.3456,0,1.692,0,0.564,0,0,0,0
1710,"1171710","Sabrosa",2676.6096,0,9.024,6.486,0.846,39.762,1.128,49.068,3.666
1711,"1171711","Santa Marta de Penaguião",54.768,0,1.692,0,0,0,0,0,0
1815,"1171815","São João da Pesqueira",18.3456,0,0.282,0.846,1.41,0,0,27.918,0.846
1818,"1171818","Sernancelhe",4588.1472,0,14.664,18.612,5.922,42.3,11.844,50.196,2.82
1819,"1171819","Tabuaço",0,0,7.05,0.282,0.564,1.41,0,16.638,0.846
1820,"1171820","Tarouca",4042.1808,0,7.05,21.15,7.614,26.226,0.564,29.046,5.922
409,"1170409","Torre de Moncorvo",0,0,2.256,0,0,1.41,0,0.564,0
410,"1170410","Vila Flor",54.768,0,23.124,0.564,23.124,8.46,21.15,3.666,1.41
914,"1170914","Vila Nova de Foz Côa",36.4224,0,0,0,2.82,3.666,0.564,0,0
1714,"1171714","Vila Real",6900.432,0,239.7,92.778,41.454,228.42,69.372,247.032,51.324
401,"1180401","Alfândega da Fé",418.5888,0,12.69,9.024,2.82,25.38,31.02,59.502,10.998
1702,"1181702","Boticas",1929.8832,0,295.254,17.766,10.434,27.918,0.564,279.744,57.246
402,"1180402","Bragança",3532.368,0,291.87,65.424,25.38,155.664,25.38,470.376,94.47
1703,"1181703","Chaves",33283.32,0,221.934,162.714,36.66,355.884,15.51,208.962,34.404
