"Muni_ID","ID","Muni","2009"
1601,"1111601","Arcos de Valdevez",663.5
1602,"1111602","Caminha",135.5
1603,"1111603","Melgaço",203
1604,"1111604","Monção",1205
1605,"1111605","Paredes de Coura",301
1606,"1111606","Ponte da Barca",204
1607,"1111607","Ponte de Lima",1363
1608,"1111608","Valença",330
1609,"1111609","Viana do Castelo",1220
1610,"1111610","Vila Nova de Cerveira",112
301,"1120301","Amares",585
302,"1120302","Barcelos",5471
303,"1120303","Braga",1392.5
306,"1120306","Esposende",778.5
310,"1120310","Terras de Bouro",267
313,"1120313","Vila Verde",1831.5
307,"1130307","Fafe",799
308,"1130308","Guimarães",2132.5
309,"1130309","Póvoa de Lanhoso",472
1314,"1131314","Santo Tirso",1235
1318,"1131318","Trofa",905
311,"1130311","Vieira do Minho",358
312,"1130312","Vila Nova de Famalicão",3074.5
314,"1130314","Vizela",95.5
107,"1140107","Espinho",74
1304,"1141304","Gondomar",260.5
1306,"1141306","Maia",1198
1308,"1141308","Matosinhos",858
1312,"1141312","Porto",9
1313,"1141313","Póvoa de Varzim",1546.5
1315,"1141315","Valongo",183
1316,"1141316","Vila do Conde",5496.5
1317,"1141317","Vila Nova de Gaia",193.5
1301,"1151301","Amarante",634
1302,"1151302","Baião",308.5
304,"1150304","Cabeceiras de Basto",858
106,"1150106","Castelo de Paiva",405
305,"1150305","Celorico de Basto",863
1804,"1151804","Cinfães",445
1303,"1151303","Felgueiras",405.5
1305,"1151305","Lousada",495.5
1307,"1151307","Marco de Canaveses",495
1705,"1151705","Mondim de Basto",266
1309,"1151309","Paços de Ferreira",860
1310,"1151310","Paredes",485.5
1311,"1151311","Penafiel",417
1813,"1151813","Resende",151.5
1709,"1151709","Ribeira de Pena",641.5
104,"1160104","Arouca",946.5
113,"1160113","Oliveira de Azeméis",1178.5
109,"1160109","Santa Maria da Feira",673.5
116,"1160116","São João da Madeira",0
119,"1160119","Vale de Cambra",310
1701,"1171701","Alijó",20.5
1801,"1171801","Armamar",2
403,"1170403","Carrazeda de Ansiães",50.5
404,"1170404","Freixo de Espada à Cinta",53.5
1805,"1171805","Lamego",77.5
1704,"1171704","Mesão Frio",0
1807,"1171807","Moimenta da Beira",657
1812,"1171812","Penedono",41
1708,"1171708","Peso da Régua",1
1710,"1171710","Sabrosa",7
1711,"1171711","Santa Marta de Penaguião",0.5
1815,"1171815","São João da Pesqueira",175
1818,"1171818","Sernancelhe",397.5
1819,"1171819","Tabuaço",8
1820,"1171820","Tarouca",18
409,"1170409","Torre de Moncorvo",81
410,"1170410","Vila Flor",114
914,"1170914","Vila Nova de Foz Côa",23.5
1714,"1171714","Vila Real",302.5
401,"1180401","Alfândega da Fé",60
1702,"1181702","Boticas",238
402,"1180402","Bragança",265
1703,"1181703","Chaves",501.5
405,"1180405","Macedo de Cavaleiros",191.5
406,"1180406","Miranda do Douro",65
407,"1180407","Mirandela",209.5
408,"1180408","Mogadouro",368.5
1706,"1181706","Montalegre",814
