"agrarian_region_id","agrarian_region","2009"
"Entre Douro e Minho",1,47.545
"Trás-os-Montes",2,46.111
"Beira Litoral",3,60.088
"Beira Interior",4,42.547
"Ribatejo e Oeste",5,72.127
"Alentejo",6,56.182
"Algarve",7,58.507
