Muni_ID,ID,Muni,barley,maize,oat,rice,rye,triticale,wheat,lemon,orange,other_citrus,tangerine,almonds,chestnut,locust,nuuts,other_dried_nuts,forage_maize,forage_mixture,forage_oat,forage_roots,forage_sorghum,apple,cherry,other_fresh_fruits,peach,pear,horticulture_extensive,horticulture_intensive,other_industry,sunflower,olive grove,perma_grassland,tempo_grassland,potato,bean,chickpea,other_pulses,vineyard,SUM
1601,1111601,Arcos de Valdevez,0,39110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39110,21591,4140,5397.75,4427.25,0,0,0,0,0,0,6705,0,0,0,0,7197,0,4006,0,0,0,131684
1602,1111602,Caminha,0,7822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15644
1603,1111603,Melgaço,0,39110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7197,0,13122,0,0,0,0,59429
1604,1111604,Monção,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1605,1111605,Paredes de Coura,0,15644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7822,46780.5,5934,9895.875,8116.625,0,0,0,0,0,0,0,0,0,0,14394,0,0,0,0,0,0,108587
1606,1111606,Ponte da Barca,0,7822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109508,43182,1656,10795.5,8854.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181818
1607,1111607,Ponte de Lima,0,461498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1861636,35985,2760,3598.5,2951.5,0,0,0,0,0,0,13410,7353,0,0,28788,35985,0,0,0,0,0,2453965
1608,1111608,Valença,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1104
1609,1111609,Viana do Castelo,0,430210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,774378,14394,0,0,5903,0,0,0,0,0,0,13410,0,0,0,21591,57576,0,0,0,0,0,1317462
1610,1111610,Vila Nova de Cerveira,0,46932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,617938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7197,0,0,0,0,0,672067
301,1120301,Amares,0,657048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,868242,32386.5,2622,2698.875,2213.625,0,0,0,0,0,0,0,0,0,0,151137,50379,0,0,0,0,0,1766727
302,1120302,Barcelos,0,3074046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31115916,205114.5,5934,38683.875,43534.625,0,0,0,0,0,37010,160920,0,0,0,107955,115152,26244,12018,0,0,0,34942528
303,1120303,Braga,0,3253952,0,0,3458,0,0,0,0,0,0,0,0,0,0,0,5287672,183523.5,3450,22490.625,59767.875,0,0,0,0,0,0,26820,0,0,0,345456,115152,0,0,0,0,0,9301742
306,1120306,Esposende,0,563184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3801492,10795.5,414,2698.875,2213.625,0,0,0,0,0,122133,1253835,0,0,0,0,28788,26244,4006,0,0,0,5815804
310,1120310,Terras de Bouro,0,46932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10795.5,414,2698.875,2213.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63054
313,1120313,Vila Verde,0,1658264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2722056,136743,11592,10795.5,8854.5,0,0,0,0,0,0,20115,0,0,0,28788,165531,0,0,0,0,0,4762739
307,1130307,Fafe,0,156440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78220,25189.5,4278,6297.375,5165.125,0,0,0,0,0,0,0,0,0,0,0,0,4374,0,0,0,0,279964
308,1130308,Guimarães,0,1814704,2208,0,10374,0,0,0,0,0,0,0,0,0,0,0,5428468,215910,16836,37784.25,48699.75,0,0,0,0,0,25907,268200,0,0,0,359850,64773,30618,0,0,0,0,8324332
309,1130309,Póvoa de Lanhoso,0,336346,0,0,1729,0,0,0,0,0,0,0,0,0,0,0,883886,111553.5,11454,17092.875,25825.625,0,0,0,0,0,0,0,0,0,0,129546,28788,0,8012,0,0,0,1554233
1314,1131314,Santo Tirso,0,1024682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1407960,71970,2208,0,0,0,0,0,0,0,0,140805,0,0,0,57576,151137,48114,8012,0,0,0,2912464
1318,1131318,Trofa,0,1001216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4677556,50379,1932,12594.75,10330.25,0,0,0,0,0,11103,154215,0,0,0,71970,28788,91854,4006,0,0,0,6115944
311,1130311,Vieira do Minho,0,375456,1104,0,1729,0,0,0,0,0,0,0,0,0,0,0,226838,14394,276,1799.25,1475.75,0,0,0,0,0,0,0,0,0,0,7197,35985,4374,20030,0,0,0,690658
312,1130312,Vila Nova de Famalicão,0,3339994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12217964,115152,4416,21591,35418,0,0,0,0,0,25907,40230,0,0,0,187122,143940,26244,0,0,0,0,16157978
314,1130314,Vizela,0,164262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219016,0,12144,0,0,0,0,0,0,0,7402,0,0,0,0,0,0,0,0,0,0,0,402824
107,1140107,Espinho,0,39110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201516,0,0,0,0,0,0,0,0,0,13410,0,0,0,0,0,4374,0,0,0,0,258410
1304,1141304,Gondomar,0,508430,3312,0,0,0,0,0,0,0,0,0,0,0,0,0,555362,57576,7728,7197,5903,0,0,0,0,0,3701,569925,0,0,0,43182,28788,4374,0,0,0,0,1795478
1306,1141306,Maia,0,1251520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6523548,17992.5,414,2698.875,2213.625,0,0,0,0,0,0,422415,0,0,0,151137,57576,196830,0,0,0,0,8626345
1308,1141308,Matosinhos,0,461498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5764814,28788,552,3598.5,2951.5,0,0,0,0,0,0,234675,0,0,0,136743,208713,56862,0,0,0,0,6899195
1312,1141312,Porto,0,31288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78220,3598.5,138,899.625,737.875,0,0,0,0,0,0,13410,0,0,0,0,0,0,0,0,0,0,128292
1313,1141313,Póvoa de Varzim,0,563184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6296710,25189.5,966,6297.375,5165.125,0,0,0,0,0,495934,2085255,0,0,0,14394,0,8748,4006,0,0,0,9505849
1315,1141315,Valongo,0,672692,0,0,1729,0,0,0,0,0,0,0,0,0,0,0,876064,89962.5,3726,17092.875,14019.625,0,0,0,0,0,0,13410,0,0,0,0,0,0,0,0,0,0,1688696
1316,1141316,Vila do Conde,0,1001216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16097676,50379,1932,12594.75,16233.25,0,0,0,0,0,22206,348660,0,0,0,50379,0,166212,0,0,0,0,17767488
1317,1141317,Vila Nova de Gaia,0,1157656,0,0,1729,0,0,0,0,0,0,0,0,0,0,0,312880,32386.5,6486,6297.375,5165.125,0,0,0,0,0,0,717435,0,0,0,136743,7197,30618,24036,0,0,0,2438629
1301,1151301,Amarante,0,86042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226838,50379,31740,12594.75,10330.25,0,0,0,0,0,3701,40230,0,0,0,0,7197,0,0,0,0,0,469052
1302,1151302,Baião,0,73304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91630,14782.5,44775.625,3695.625,3065.25,0,0,0,0,0,0,26418,0,0,0,137970,679995,0,5255,0,0,0,1080891
304,1150304,Cabeceiras de Basto,0,219016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234660,28788,2208,0,0,0,0,0,0,0,0,0,0,0,0,21591,21591,0,4006,0,0,0,531860
106,1150106,Castelo de Paiva,0,524074,11040,0,1729,0,0,0,0,0,0,0,0,0,0,0,398922,21591,7452,5397.75,4427.25,0,0,0,0,0,0,0,0,0,0,50379,0,0,20030,0,0,0,1045042
305,1150305,Celorico de Basto,0,156440,0,0,1729,0,0,0,0,0,0,0,0,0,0,0,320702,46780.5,2622,9895.875,25825.625,0,0,0,0,0,0,0,0,0,0,28788,0,4374,12018,0,0,0,609175
1804,1151804,Cinfães,0,187728,1104,0,1729,0,0,0,0,0,0,0,0,0,0,0,31288,43182,8556,5397.75,4427.25,0,0,0,0,0,0,0,0,0,0,14394,0,0,0,0,0,0,297806
1303,1151303,Felgueiras,0,344168,4416,0,1729,0,0,0,0,0,0,0,0,0,0,0,132974,28788,18768,7197,5903,0,0,0,0,0,0,20115,0,0,0,21591,0,4374,0,0,0,0,590023
1305,1151305,Lousada,0,477142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2041542,17992.5,414,2698.875,2213.625,0,0,0,0,0,0,13410,0,0,0,0,0,4374,4006,0,0,0,2563793
