Muni_ID,CAA_ID,full_ID,Muni.x,rf99,uaa99,poly_sum,poly_corr,grazing,fertiliser99,sludge99,manure_application
101,1,1610101,Águeda,5,2918,8500,21,38.0770733377436,26.00535,0,106.388245377444
101,2,1610101,Águeda,2,2918,8500,13,9.42860863601271,6.43942,0,26.3437559982243
101,3,1610101,Águeda,6,2918,8500,18,39.164989718822,26.74836,0,109.427909531085
101,4,1610101,Águeda,3,2918,8500,14,15.2308293350975,10.40214,0,42.5552981509777
101,5,1610101,Águeda,1,2918,8500,16,5.80222069908474,3.96272,0,16.2115421527534
101,6,1610101,Águeda,8,2918,8500,1,2.90111034954237,1.98136,0,8.1057710763767
101,7,1610101,Águeda,3,2918,8500,19,20.6704112404894,14.11719,0,57.753618919184
101,8,1610101,Águeda,2,2918,8500,12,8.70333104862712,5.94408,0,24.3173132291301
101,9,1610101,Águeda,10,2918,8500,11,39.8902673062076,27.2437,0,111.45435230018
101,10,1610101,Águeda,3,2918,8500,13,14.1429129540191,9.65913,0,39.5156339973364
101,11,1610101,Águeda,1,2918,8500,88,31.9122138449661,21.79496,0,89.1634818401437
101,12,1610101,Águeda,3,2918,8500,33,35.9012405755869,24.51933,0,100.308917070162
101,13,1610101,Águeda,10,2918,8500,15,54.3958190539195,37.1505,0,151.983207682063
101,14,1610101,Águeda,8,2918,8500,13,37.7144345440508,25.75768,0,105.375023992897
101,15,1610101,Águeda,6,2918,8500,33,71.8024811511737,49.03866,0,200.617834140323
101,16,1610101,Águeda,8,2918,8500,15,43.5166552431356,29.7204,0,121.58656614565
101,17,1610101,Águeda,7,2918,8500,41,104.077333789833,71.08129,0,290.794537365014
101,18,1610101,Águeda,9,2918,8500,10,32.6374914323517,22.2903,0,91.1899246092378
101,19,1610101,Águeda,2,2918,8500,32,23.208882796339,15.85088,0,64.8461686110136
101,20,1610101,Águeda,1,2918,8500,28,10.1538862233983,6.93476,0,28.3701987673184
101,21,1610101,Águeda,2,2918,8500,27,19.582494859411,13.37418,0,54.7139547655427
101,22,1610101,Águeda,3,2918,8500,20,21.7583276215678,14.8602,0,60.7932830728252
101,23,1610101,Águeda,1,2918,8500,35,12.6923577792479,8.66845,0,35.4627484591481
101,24,1610101,Águeda,4,2918,8500,54,78.329979437644,53.49672,0,218.855819062171
101,25,1610101,Águeda,5,2918,8500,37,67.0881768331674,45.81895,0,187.445956141211
101,26,1610101,Águeda,11,2918,8500,14,55.8463742286907,38.14118,0,156.036093220251
101,27,1610101,Águeda,5,2918,8500,12,21.7583276215678,14.8602,0,60.7932830728252
101,28,1610101,Águeda,7,2918,8500,16,40.6155448935932,27.73904,0,113.480795069274
101,29,1610101,Águeda,1,2918,8500,28,10.1538862233983,6.93476,0,28.3701987673184
101,30,1610101,Águeda,1,2918,8500,64,23.208882796339,15.85088,0,64.8461686110136
101,31,1610101,Águeda,3,2918,8500,12,13.0549965729407,8.91612,0,36.4759698436951
101,32,1610101,Águeda,5,2918,8500,55,99.725668265519,68.10925,0,278.635880750449
101,33,1610101,Águeda,11,2918,8500,12,47.8683207674491,32.69244,0,133.745222760216
