Muni_ID,CAA_ID,Full_ID,Muni.x,rf09,uaa09,poly_sum,poly_corr,grazing,fertiliser09,sludge09,manure_application
101,74,1610101,�gueda,5.36,1903,5652,13,29.3527198266245,19.5480272,0,71.696802101472
101,75,1610101,�gueda,1.05,1903,5652,12,5.30775358518182,3.534804,0,12.9646915395888
101,76,1610101,�gueda,1.39,1903,5652,742,434.46911846705,289.3433452,0,1061.23202857945
101,77,1610101,�gueda,5.63,1903,5652,18,42.6895038351052,28.4299236,0,104.273161954121
101,78,1610101,�gueda,1.43,1903,5652,150,90.3581860334524,60.17583,0,220.708439304904
101,79,1610101,�gueda,2.93,1903,5652,14,17.2796866717586,11.5077508,0,42.2072735677724
101,80,1610101,�gueda,0.41,1903,5652,15,2.59068924991017,1.725321,0,6.32800420384691
101,81,1610101,�gueda,3.11,1903,5652,19,24.8916793133646,16.5771086,0,60.8002875455795
101,82,1610101,�gueda,8.75,1903,5652,1,3.6859399897096,2.454725,0,9.00325801360332
101,83,1610101,�gueda,12.5,1903,5652,0,0,0,0,0
101,84,1610101,�gueda,9.9,1903,5652,11,45.8741559862143,30.550806,0,112.051976877875
101,85,1610101,�gueda,2.5,1903,5652,12,12.6375085361472,8.4162,0,30.8683131894971
101,86,1610101,�gueda,1.02,1903,5652,87,37.3817502499234,24.8951196,0,91.3084704145325
101,87,1610101,�gueda,3.65,1903,5652,32,49.2020332340664,32.767072,0,120.180632684442
101,88,1610101,�gueda,10.54,1903,5652,15,66.5996699854957,44.353374,0,162.67601050865
101,89,1610101,�gueda,8.29,1903,5652,12,41.9059783058641,27.9081192,0,102.359326536372
101,90,1610101,�gueda,5.77,1903,5652,32,77.7796525371406,51.7989056,0,189.984178243625
101,91,1610101,�gueda,8.65,1903,5652,15,54.6572244188366,36.400065,0,133.505454544575
101,92,1610101,�gueda,2.61,1903,5652,16,17.5914118823169,11.7153504,0,42.96869195978
101,93,1610101,�gueda,7.24,1903,5652,40,121.994082402274,81.244384,0,297.982116655946
101,94,1610101,�gueda,1.15,1903,5652,66,31.9728965964524,21.292986,0,78.0968323694277
101,95,1610101,�gueda,7.93,1903,5652,10,33.4051475638824,22.246822,0,81.5952411975707
101,96,1610101,�gueda,2.68,1903,5652,31,34.997473639437,23.3072632,0,85.4846486594473
101,97,1610101,�gueda,1.45,1903,5652,27,16.4919486396721,10.983141,0,40.2831487122937
101,98,1610101,�gueda,2.72,1903,5652,12,13.7496092873281,9.1568256,0,33.5847247501729
101,99,1610101,�gueda,2.86,1903,5652,20,24.0955162755873,16.046888,0,58.8555838146412
101,100,1610101,�gueda,1.21,1903,5652,25,12.7428211072817,8.486335,0,31.1255491327429
101,101,1610101,�gueda,10.95,1903,5652,13,59.9649780040184,39.934869,0,146.470146084164
101,102,1610101,�gueda,0,1903,5652,11,0,0,0,0
101,103,1610101,�gueda,1.17,1903,5652,63,31.0503584733136,20.6786034,0,75.8434455065944
101,104,1610101,�gueda,0.03,1903,5652,80,1.01100068289178,0.673296,0,2.46946505515977
101,105,1610101,�gueda,10.82,1903,5652,11,50.1372088657413,33.3898708,0,122.464887860465
101,106,1610101,�gueda,0.07,1903,5652,31,0.91411311744798,0.6087718,0,2.23280798737362
101,107,1610101,�gueda,1.67,1903,5652,2,1.40697595035772,0.9370036,0,3.43667220176401
101,108,1610101,�gueda,0.83,1903,5652,2,0.699275472333478,0.4656964,0,1.70804666315217
101,109,1610101,�gueda,9.74,1903,5652,28,114.883377599269,76.5088688,0,280.613545767988
101,110,1610101,�gueda,1.12,1903,5652,121,57.0878385606223,38.0187808,0,139.442460114688
101,111,1610101,�gueda,6.42,1903,5652,11,29.7486950940905,19.8117348,0,72.6640092480762
101,112,1610101,�gueda,10.11,1903,5652,23,97.9533286636769,65.2339662,0,239.260295531792
101,113,1610101,�gueda,0,1903,5652,12,0,0,0,0
101,114,1610101,�gueda,0.68,1903,5652,16,4.58320309577605,3.0522752,0,11.1949082500576
101,115,1610101,�gueda,0.18,1903,5652,12,0.909900614602597,0.6059664,0,2.22251854964379
101,116,1610101,�gueda,0,1903,5652,1,0,0,0,0
101,117,1610101,�gueda,1.28,1903,5652,15,8.0880054631342,5.386368,0,19.7557204412782
101,118,1610101,�gueda,0,1903,5652,4,0,0,0,0
102,119,1610102,ALBERGARIA-A-VELHA,6.04,2103,5313,0,0,0,0,0
102,120,1610102,ALBERGARIA-A-VELHA,2.31,2103,5313,70,83.8973051652391,1.361514,0,216.465783159715
102,121,1610102,ALBERGARIA-A-VELHA,3.83,2103,5313,15,29.8076696459059,0.483729,0,76.9076019945927
102,122,1610102,ALBERGARIA-A-VELHA,8.06,2103,5313,17,71.0922000849788,1.1537084,0,183.426973460385
102,123,1610102,ALBERGARIA-A-VELHA,1.3,2103,5313,40,26.9799620815859,0.43784,0,69.611754633922
102,124,1610102,ALBERGARIA-A-VELHA,0.71,2103,5313,38,13.9984495569459,0.2271716,0,36.1177911542926
102,125,1610102,ALBERGARIA-A-VELHA,0.76,2103,5313,18,7.09780540915567,0.1151856,0,18.3132462190779
102,126,1610102,ALBERGARIA-A-VELHA,5.71,2103,5313,22,65.1773622440157,1.0577204,0,168.165934944486
102,127,1610102,ALBERGARIA-A-VELHA,0.45,2103,5313,40,9.33921764362588,0.15156,0,24.0963766040499
102,128,1610102,ALBERGARIA-A-VELHA,5.88,2103,5313,38,115.930821682876,1.8813648,0,299.116354911606
102,129,1610102,ALBERGARIA-A-VELHA,6.16,2103,5313,13,41.5491416056422,0.6742736,0,107.20210213624
102,130,1610102,ALBERGARIA-A-VELHA,1,2103,5313,1520,788.645045461741,12.7984,0,2034.80513545311
102,131,1610102,ALBERGARIA-A-VELHA,0,2103,5313,0,0,0,0,0
102,132,1610102,ALBERGARIA-A-VELHA,4.56,2103,5313,17,40.2208973185488,0.6527184,0,103.775061908108
102,133,1610102,ALBERGARIA-A-VELHA,3.76,2103,5313,49,95.5920810367573,1.5513008,0,246.639801418342
102,134,1610102,ALBERGARIA-A-VELHA,4.46,2103,5313,25,57.8512648480159,0.93883,0,149.263666186198
102,135,1610102,ALBERGARIA-A-VELHA,0.32,2103,5313,69,11.4561069761811,0.1859136,0,29.5582219676346
102,136,1610102,ALBERGARIA-A-VELHA,1.05,2103,5313,38,20.7019324433707,0.335958,0,53.413634805644
102,137,1610102,ALBERGARIA-A-VELHA,1.23,2103,5313,28,17.8690364248042,0.2899848,0,46.1044005690822
102,138,1610102,ALBERGARIA-A-VELHA,2.07,2103,5313,46,49.4044613347809,0.8017524,0,127.469832235424
103,139,1610103,ANADIA,0.24,3446,2397,39,0.804530155029956,1.3980096,6.78607488e-05,3.62025026120921
103,140,1610103,ANADIA,0.36,3446,2397,91,2.81585554260485,4.8930336,0.0002375126208,12.6708759142322
103,141,1610103,ANADIA,2.45,3446,2397,168,35.378697842984,61.476576,0.002984132928,159.19818456343
103,142,1610103,ANADIA,1.38,3446,2397,55,6.52391439815958,11.336424,0.000550281072,29.3565165412157
103,143,1610103,ANADIA,0.9,3446,2397,70,5.41510681270163,9.40968,0.00045675504,24.3670690658312
103,144,1610103,ANADIA,0.57,3446,2397,114,5.58529588395797,9.7054128,0.0004711101984,25.1328912364716
103,145,1610103,ANADIA,0.4,3446,2397,111,3.81636099180877,6.631584,0.000321903552,17.1729820083001
103,146,1610103,ANADIA,1.19,3446,2397,111,11.3536739506311,19.7289624,0.0009576630672,51.0896214746927
103,147,1610103,ANADIA,0.16,3446,2397,56,0.770148524473121,1.3382656,6.49607168e-05,3.46553871158488
103,148,1610103,ANADIA,0.69,3446,2397,1047,62.0958034079371,107.9021448,0.0052376752944,279.420661987753
103,149,1610103,ANADIA,0.79,3446,2397,47,3.19147485643828,5.5457368,0.0002691954704,14.361099593878
103,150,1610103,ANADIA,0.33,3446,2397,49,1.38987741526009,2.4151512,0.0001172337936,6.25421439356334
103,151,1610103,ANADIA,0,3446,2397,46,0,0,0,0
103,152,1610103,ANADIA,0,3446,2397,62,0,0,0,0
103,153,1610103,ANADIA,2.27,3446,2397,239,46.6326650650003,81.0322808,0.0039333859024,209.839142544213
103,154,1610103,ANADIA,2.25,3446,2397,75,14.5047503911651,25.2045,0.001223451,65.2689349977621
103,155,1610103,ANADIA,0.61,3446,2397,82,4.29942290113231,7.4709872,0.0003626490016,19.3466792805218
103,156,1610103,ANADIA,11.16,3446,2397,49,47.0031271342502,81.6760224,0.0039646337472,211.506159491415
103,157,1610103,ANADIA,8.64,3446,2397,59,43.8159499816315,76.1377536,0.0036958007808,197.16439884124
103,158,1610103,ANADIA,0.72,3446,2397,167,10.3351181453848,17.9590464,0.0008717496192,46.5062918170721
103,159,1610103,ANADIA,0,3446,2397,122,0,0,0,0
103,160,1610103,ANADIA,0.81,3446,2397,89,6.19642936710573,10.7673624,0.0005226582672,27.882889031044
103,161,1610103,ANADIA,0,3446,2397,79,0,0,0,0
103,162,1610103,ANADIA,0,3446,2397,68,0,0,0,0
103,163,1610103,ANADIA,2.05,3446,2397,68,11.9819982490573,20.820784,0.001010661152,53.9169750440773
103,164,1610103,ANADIA,0,3446,2397,49,0,0,0,0
103,165,1610103,ANADIA,0,3446,2397,76,0,0,0,0
103,166,1610103,ANADIA,0,3446,2397,63,0,0,0,0
103,167,1610103,ANADIA,1,3446,2397,96,8.25159133364058,14.33856,0.00069600768,37.130771909838
103,168,1610103,ANADIA,5,3446,2397,0,0,0,0,0
103,169,1610103,ANADIA,7.77,3446,2397,1,0.667863173566535,1.1605272,5.63331216e-05,3.00527185145251
104,170,1160104,AROUCA,7.91,4457,5604,44,120.695516054614,172.9863212,0,155.099180632021
104,171,1160104,AROUCA,9.73,4457,5604,140,472.392345620031,677.054266,0,607.045465627338
104,172,1160104,AROUCA,9.19,4457,5604,36,114.730791091566,164.4374052,0,147.434240088202
104,173,1160104,AROUCA,12.5,4457,5604,5,21.6741459413096,31.064375,0,27.8522548830632
104,174,1160104,AROUCA,7.5,4457,5604,26,67.623335336886,96.92085,0,86.8990352351571
104,175,1160104,AROUCA,9.22,4457,5604,7,22.3815900648339,32.0783162,0,28.7613524824463
104,176,1160104,AROUCA,8.15,4457,5604,28,79.1366416609096,113.422246,0,101.69415302904
104,177,1160104,AROUCA,11.86,4457,5604,60,246.773156029375,353.686548,0,317.114633196604
104,178,1160104,AROUCA,6.58,4457,5604,495,1129.51777192703,1618.876413,0,1451.481270074
104,179,1160104,AROUCA,10,4457,5604,2,6.93572670121907,9.9406,0,8.91272156258021
104,180,1160104,AROUCA,9.58,4457,5604,28,93.0219665167502,133.3233272,0,119.537421597326
104,181,1160104,AROUCA,4.41,4457,5604,0,0,0,0,0
104,182,1160104,AROUCA,12.5,4457,5604,0,0,0,0,0
104,183,1160104,AROUCA,7.65,4457,5604,27,71.62871750684,102.6615465,0,92.0461319375471
104,184,1160104,AROUCA,8.72,4457,5604,40,120.959073669261,173.364064,0,155.437864051399
104,185,1160104,AROUCA,5.05,4457,5604,250,437.817748014454,627.500375,0,562.615548637876
104,186,1160104,AROUCA,11.5,4457,5604,34,135.593457008833,194.33873,0,174.243706548443
104,187,1160104,AROUCA,6.67,4457,5604,63,145.723085855963,208.8569763,0,187.260736390592
104,188,1160104,AROUCA,6.65,4457,5604,218,502.736149937865,720.544391,0,646.038622463627
104,189,1160104,AROUCA,4.97,4457,5604,91,156.841055758017,224.7917581,0,201.547829055408
104,190,1160104,AROUCA,9.56,4457,5604,224,742.622129352929,1064.3599232,0,954.302923148588
104,191,1160104,AROUCA,6.76,4457,5604,1266,2967.85294126525,4253.6622648,0,3813.82485840057
104,192,1160104,AROUCA,4.18,4457,5604,103,149.305388697143,213.9912962,0,191.864157077664
104,193,1160104,AROUCA,9.21,4457,5604,332,1060.37551244258,1519.7785716,0,1362.63034881664
104,194,1160104,AROUCA,1.65,4457,5604,26,14.8771337741149,21.322587,0,19.1177877517346
104,195,1160104,AROUCA,11.33,4457,5604,28,110.014496934737,157.6777972,0,141.373589425647
104,196,1160104,AROUCA,9.74,4457,5604,82,276.971310086482,396.9679204,0,355.920622880078
104,197,1160104,AROUCA,9.41,4457,5604,37,120.740598278172,173.0509351,0,155.157113322178
104,198,1160104,AROUCA,2.75,4457,5604,95,90.5979300346741,129.8490875,0,116.422425411204
104,199,1160104,AROUCA,11.51,4457,5604,165,658.59926823101,943.9345245,0,846.32975777871
104,200,1160104,AROUCA,4.72,4457,5604,26,42.5576190386802,60.9955216,0,54.6884595079922
104,201,1160104,AROUCA,10.09,4457,5604,52,181.951854279781,260.7817004,0,233.816337472729
104,202,1160104,AROUCA,11.83,4457,5604,27,110.767023281819,158.7563523,0,142.340619715187
104,203,1160104,AROUCA,8.16,4457,5604,35,99.0421772934084,141.951768,0,127.273663913645
