"Muni_ID","ID","Muni","barley","maize","oat","rice","rye","triticale","wheat","total"
1601,"1111601","Arcos de Valdevez",0,15833.43,5.57,0,167.27,0,0,16006.27
1602,"1111602","Caminha",0,5335.49,11.14,0,34.85,0,0,5381.48
1603,"1111603","Melgaço",0,3114.77,0,0,97.57,0,0,3212.34
1604,"1111604","Monção",0,13381.99,11.14,0,223.03,0,0,13616.16
1605,"1111605","Paredes de Coura",0,6171.87,27.86,0,20.91,0,0,6220.64
1606,"1111606","Ponte da Barca",0,7123.6,0,0,62.73,0,0,7186.33
1607,"1111607","Ponte de Lima",0,42972.35,89.14,0,250.91,0,7.82,43320.22
1608,"1111608","Valença",0,10642.14,72.43,0,41.82,0,0,10756.39
1609,"1111609","Viana do Castelo",0,25841.09,27.86,0,160.3,0,0,26029.25
1610,"1111610","Vila Nova de Cerveira",0,3922.31,0,0,13.94,0,0,3936.25
301,"1120301","Amares",0,11824.6,44.57,0,83.64,0,0,11952.81
302,"1120302","Barcelos",0,23851.09,11.14,0,97.57,0,0,23959.8
303,"1120303","Braga",0,29849.92,0,0,104.54,0,0,29954.46
306,"1120306","Esposende",0,7383.17,0,0,20.91,0,0,7404.08
310,"1120310","Terras de Bouro",0,6662.16,0,0,48.79,0,0,6710.95
313,"1120313","Vila Verde",0,31782.23,33.43,0,292.72,0,0,32108.38
307,"1130307","Fafe",0,20967.04,11.14,0,320.6,0,0,21298.78
308,"1130308","Guimarães",0,30628.61,39,0,418.18,0,0,31085.79
309,"1130309","Póvoa de Lanhoso",0,13122.43,5.57,0,174.24,0,0,13302.24
1314,"1131314","Santo Tirso",0,12170.69,11.14,0,83.64,0,0,12265.47
1318,"1131318","Trofa",0,4326.08,0,0,13.94,0,0,4340.02
311,"1130311","Vieira do Minho",0,8334.9,5.57,0,167.27,0,0,8507.74
312,"1130312","Vila Nova de Famalicão",0,19063.57,5.57,0,48.79,0,0,19117.93
314,"1130314","Vizela",0,4239.55,0,0,0,0,0,4239.55
107,"1140107","Espinho",0,605.65,0,0,0,0,0,605.65
1304,"1141304","Gondomar",0,8306.06,33.43,0,48.79,0,0,8388.28
1306,"1141306","Maia",0,5047.09,0,0,0,0,0,5047.09
1308,"1141308","Matosinhos",0,2105.36,0,0,0,0,0,2105.36
1312,"1141312","Porto",0,144.2,0,0,0,0,0,144.2
1313,"1141313","Póvoa de Varzim",0,2653.33,0,0,0,0,0,2653.33
1315,"1141315","Valongo",0,6344.91,5.57,0,13.94,0,0,6364.42
1316,"1141316","Vila do Conde",0,4989.41,0,0,0,0,0,4989.41
1317,"1141317","Vila Nova de Gaia",0,8104.18,11.14,0,13.94,0,0,8129.26
1301,"1151301","Amarante",0,32618.61,27.86,0,111.51,0,0,32757.98
1302,"1151302","Baião",0,12834.02,16.71,0,557.57,0,15.65,13423.95
304,"1150304","Cabeceiras de Basto",0,13497.35,55.71,0,648.17,0,0,14201.23
106,"1150106","Castelo de Paiva",0,8998.24,228.43,0,34.85,0,0,9261.52
305,"1150305","Celorico de Basto",0,22783.99,0,0,132.42,0,0,22916.41
1804,"1151804","Cinfães",0,15948.8,16.71,0,355.45,0,7.82,16328.78
1303,"1151303","Felgueiras",0,21255.45,27.86,0,34.85,0,0,21318.16
1305,"1151305","Lousada",0,15948.8,89.14,0,34.85,0,0,16072.79
1307,"1151307","Marco de Canaveses",0,18457.92,312,0,515.75,0,0,19285.67
1705,"1151705","Mondim de Basto",0,10007.65,0,0,104.54,0,0,10112.19
1309,"1151309","Paços de Ferreira",0,6950.56,0,0,13.94,0,0,6964.5
1310,"1151310","Paredes",0,17102.42,66.86,0,76.67,0,0,17245.95
1311,"1151311","Penafiel",0,30022.96,83.57,0,306.66,0,7.82,30421.01
1813,"1151813","Resende",0,6287.23,44.57,0,459.99,0,273.81,7065.6
1709,"1151709","Ribeira de Pena",0,10353.74,16.71,0,271.81,0,0,10642.26
104,"1160104","Arouca",0,14449.09,89.14,0,271.81,0,7.82,14817.86
113,"1160113","Oliveira de Azeméis",0,7354.33,11.14,0,0,0,0,7365.47
109,"1160109","Santa Maria da Feira",0,12920.54,222.86,0,13.94,0,0,13157.34
116,"1160116","São João da Madeira",0,0,0,0,0,0,0,0
119,"1160119","Vale de Cambra",0,9286.64,5.57,0,48.79,0,0,9341
1701,"1171701","Alijó",5,438.08,19.01,0,292.17,0,24.7,778.96
1801,"1171801","Armamar",0,77.31,0,0,18.85,0,0,96.16
403,"1170403","Carrazeda de Ansiães",35.01,386.54,47.53,0,1225.22,0,666.83,2361.13
404,"1170404","Freixo de Espada à Cinta",5,51.54,327.93,0,263.89,0,716.23,1364.59
1805,"1171805","Lamego",0,489.62,0,0,197.92,0,0,687.54
1704,"1171704","Mesão Frio",0,0,0,0,0,0,0,0
1807,"1171807","Moimenta da Beira",0,1507.51,118.81,0,1253.5,0,123.49,3003.31
1812,"1171812","Penedono",0,360.77,337.43,0,1253.5,0,197.58,2149.28
1708,"1171708","Peso da Régua",0,51.54,0,0,0,0,0,51.54
1710,"1171710","Sabrosa",0,773.08,19.01,0,113.1,0,0,905.19
