"","Muni_ID","ID","Muni","2009"
"1",1601,"1111601","Arcos de Valdevez",15948
"2",1602,"1111602","Caminha",2794
"3",1603,"1111603","Melgaço",14977
"4",1604,"1111604","Monção",4281
"5",1605,"1111605","Paredes de Coura",2585
"6",1606,"1111606","Ponte da Barca",2812
"7",1607,"1111607","Ponte de Lima",3357
"8",1608,"1111608","Valença",1569
"9",1609,"1111609","Viana do Castelo",3948
"10",1610,"1111610","Vila Nova de Cerveira",840
"11",301,"1120301","Amares",160
"12",302,"1120302","Barcelos",99
"13",303,"1120303","Braga",193
"14",306,"1120306","Esposende",11
"15",310,"1120310","Terras de Bouro",5800
"16",313,"1120313","Vila Verde",893
"17",307,"1130307","Fafe",542
"18",308,"1130308","Guimarães",297
"19",309,"1130309","Póvoa de Lanhoso",334
"20",1314,"1131314","Santo Tirso",81
"21",1318,"1131318","Trofa",17
"22",311,"1130311","Vieira do Minho",4937
"23",312,"1130312","Vila Nova de Famalicão",96
"24",314,"1130314","Vizela",21
"25",107,"1140107","Espinho",1
"26",1304,"1141304","Gondomar",65
"27",1306,"1141306","Maia",39
"28",1308,"1141308","Matosinhos",29
"29",1312,"1141312","Porto",5
"30",1313,"1141313","Póvoa de Varzim",47
"31",1315,"1141315","Valongo",17
"32",1316,"1141316","Vila do Conde",29
"33",1317,"1141317","Vila Nova de Gaia",86
"34",1301,"1151301","Amarante",4329
"35",1302,"1151302","Baião",2001
"36",304,"1150304","Cabeceiras de Basto",3598
"37",106,"1150106","Castelo de Paiva",74
"38",305,"1150305","Celorico de Basto",181
"39",1804,"1151804","Cinfães",2845
"40",1303,"1151303","Felgueiras",57
"41",1305,"1151305","Lousada",62
"42",1307,"1151307","Marco de Canaveses",560
"43",1705,"1151705","Mondim de Basto",4206
"44",1309,"1151309","Paços de Ferreira",38
"45",1310,"1151310","Paredes",59
"46",1311,"1151311","Penafiel",170
"47",1813,"1151813","Resende",994
"48",1709,"1151709","Ribeira de Pena",6106
"49",104,"1160104","Arouca",2602
"50",113,"1160113","Oliveira de Azeméis",45
"51",109,"1160109","Santa Maria da Feira",33
"52",116,"1160116","São João da Madeira",0
"53",119,"1160119","Vale de Cambra",1113
"54",1701,"1171701","Alijó",739
"55",1801,"1171801","Armamar",49
"56",403,"1170403","Carrazeda de Ansiães",580
"57",404,"1170404","Freixo de Espada à Cinta",1309
"58",1805,"1171805","Lamego",1227
"59",1704,"1171704","Mesão Frio",3
"60",1807,"1171807","Moimenta da Beira",866
"61",1812,"1171812","Penedono",843
"62",1708,"1171708","Peso da Régua",37
"63",1710,"1171710","Sabrosa",1250
"64",1711,"1171711","Santa Marta de Penaguião",460
"65",1815,"1171815","São João da Pesqueira",730
"66",1818,"1171818","Sernancelhe",1742
"67",1819,"1171819","Tabuaço",138
"68",1820,"1171820","Tarouca",226
"69",409,"1170409","Torre de Moncorvo",2580
"70",410,"1170410","Vila Flor",1007
"71",914,"1170914","Vila Nova de Foz Côa",999
"72",1714,"1171714","Vila Real",5695
"73",401,"1180401","Alfândega da Fé",1346
"74",1702,"1181702","Boticas",11436
"75",402,"1180402","Bragança",9426
"76",1703,"1181703","Chaves",4819
"77",405,"1180405","Macedo de Cavaleiros",3614
"78",406,"1180406","Miranda do Douro",6811
"79",407,"1180407","Mirandela",1784
"80",408,"1180408","Mogadouro",5006
"81",1706,"1181706","Montalegre",50220
"82",1707,"1181707","Murça",550
"83",1712,"1181712","Valpaços",2410
"84",1713,"1181713","Vila Pouca de Aguiar",8329
"85",411,"1180411","Vimioso",3781
"86",412,"1180412","Vinhais",4952
"87",101,"1610101","Águeda",112
"88",102,"1610102","Albergaria-a-Velha",235
"89",103,"1610103","Anadia",106
"90",105,"1610105","Aveiro",230
"91",108,"1610108","Estarreja",551
"92",110,"1610110","Ílhavo",12
"93",111,"1610111","Mealhada",50
"94",112,"1610112","Murtosa",131
"95",114,"1610114","Oliveira do Bairro",99
"96",115,"1610115","Ovar",39
"97",117,"1610117","Sever do Vouga",130
"98",118,"1610118","Vagos",12
"99",602,"1620602","Cantanhede",107
"100",603,"1620603","Coimbra",193
"101",604,"1620604","Condeixa-a-Nova",303
"102",605,"1620605","Figueira da Foz",285
"103",608,"1620608","Mira",23
"104",610,"1620610","Montemor-o-Velho",669
"105",613,"1620613","Penacova",13
"106",615,"1620615","Soure",644
"107",1004,"1631004","Batalha",45
"108",1009,"1631009","Leiria",268
"109",1010,"1631010","Marinha Grande",23
"110",1015,"1631015","Pombal",259
"111",1016,"1631016","Porto de Mós",1926
"112",1002,"1641002","Alvaiázere",197
"113",1003,"1641003","Ansião",237
"114",601,"1640601","Arganil",427
"115",1007,"1641007","Castanheira de Pêra",21
"116",1008,"1641008","Figueiró dos Vinhos",31
"117",606,"1640606","Góis",31
"118",607,"1640607","Lousã",8
"119",609,"1640609","Miranda do Corvo",10
"120",611,"1640611","Oliveira do Hospital",543
"121",612,"1640612","Pampilhosa da Serra",64
"122",1013,"1641013","Pedrógão Grande",76
"123",614,"1640614","Penela",159
"124",616,"1640616","Tábua",221
"125",617,"1640617","Vila Nova de Poiares",20
"126",901,"1650901","Aguiar da Beira",905
"127",1802,"1651802","Carregal do Sal",119
"128",1803,"1651803","Castro Daire",1620
"129",1806,"1651806","Mangualde",468
"130",1808,"1651808","Mortágua",81
"131",1809,"1651809","Nelas",246
"132",1810,"1651810","Oliveira de Frades",279
"133",1811,"1651811","Penalva do Castelo",363
"134",1814,"1651814","Santa Comba Dão",230
