,Muni_ID,ID,Muni,2009
1,1601,1111601,Arcos de Valdevez,874
2,1602,1111602,Caminha,72
3,1603,1111603,Melga�o,110
4,1604,1111604,Mon��o,455
5,1605,1111605,Paredes de Coura,646
6,1606,1111606,Ponte da Barca,191
7,1607,1111607,Ponte de Lima,278
8,1608,1111608,Valen�a,150
9,1609,1111609,Viana do Castelo,165
10,1610,1111610,Vila Nova de Cerveira,92
11,301,1120301,Amares,118
12,302,1120302,Barcelos,90
13,303,1120303,Braga,72
14,306,1120306,Esposende,23
15,310,1120310,Terras de Bouro,487
16,313,1120313,Vila Verde,754
17,307,1130307,Fafe,579
18,308,1130308,Guimar�es,67
19,309,1130309,P�voa de Lanhoso,154
20,1314,1131314,Santo Tirso,107
21,1318,1131318,Trofa,29
22,311,1130311,Vieira do Minho,186
23,312,1130312,Vila Nova de Famalic�o,72
24,314,1130314,Vizela,0
25,107,1140107,Espinho,0
26,1304,1141304,Gondomar,13
27,1306,1141306,Maia,31
28,1308,1141308,Matosinhos,54
29,1312,1141312,Porto,6
30,1313,1141313,P�voa de Varzim,3
31,1315,1141315,Valongo,2
32,1316,1141316,Vila do Conde,5
33,1317,1141317,Vila Nova de Gaia,12
34,1301,1151301,Amarante,142
35,1302,1151302,Bai�o,270
36,304,1150304,Cabeceiras de Basto,430
37,106,1150106,Castelo de Paiva,26
38,305,1150305,Celorico de Basto,108
39,1804,1151804,Cinf�es,11
40,1303,1151303,Felgueiras,13
41,1305,1151305,Lousada,2
42,1307,1151307,Marco de Canaveses,59
43,1705,1151705,Mondim de Basto,52
44,1309,1151309,Pa�os de Ferreira,49
45,1310,1151310,Paredes,13
46,1311,1151311,Penafiel,8
47,1813,1151813,Resende,17
48,1709,1151709,Ribeira de Pena,86
49,104,1160104,Arouca,159
50,113,1160113,Oliveira de Azem�is,5
51,109,1160109,Santa Maria da Feira,5
52,116,1160116,S�o Jo�o da Madeira,0
53,119,1160119,Vale de Cambra,3
54,1701,1171701,Alij�,1
55,1801,1171801,Armamar,2
56,403,1170403,Carrazeda de Ansi�es,3
57,404,1170404,Freixo de Espada � Cinta,0
58,1805,1171805,Lamego,11
