"Muni_ID","ID","Muni","Ewes","Other_ovine"
504,"16A0504","Fundão",232450,12482
1001,"16B1001","Alcobaça",30020,7963
1101,"16B1101","Alenquer",17020,2970
1102,"16B1102","Arruda dos Vinhos",8589,1624
1005,"16B1005","Bombarral",2673,404
1104,"16B1104","Cadaval",6263,1384
1006,"16B1006","Caldas da Rainha",13184,4930
1108,"16B1108","Lourinhã",17835,2376
1011,"16B1011","Nazaré",4620,272
1012,"16B1012","Óbidos",3590,1277
1014,"16B1014","Peniche",9948,2250
1112,"16B1112","Sobral de Monte Agraço",11976,2269
1113,"16B1113","Torres Vedras",43886,4708
1401,"16C1401","Abrantes",61930,8602
1402,"16C1402","Alcanena",15882,2010
1408,"16C1408","Constância",651,57
1410,"16C1410","Entroncamento",3053,126
1411,"16C1411","Ferreira do Zêzere",12141,1700
1421,"16C1421","Ourém",22164,7812
1417,"16C1417","Sardoal",3615,878
1418,"16C1418","Tomar",30146,4184
1419,"16C1419","Torres Novas",30317,5157
1420,"16C1420","Vila Nova da Barquinha",1997,525
1115,"1711115","Amadora",1087,51
1105,"1711105","Cascais",1485,461
1106,"1711106","Lisboa",158,25
1107,"1711107","Loures",23510,4102
1109,"1711109","Mafra",41984,8620
1116,"1711116","Odivelas",5410,1068
1110,"1711110","Oeiras",177,63
1111,"1711111","Sintra",22253,3830
1114,"1711114","Vila Franca de Xira",17089,1706
1502,"1721502","Alcochete",4020,702
1503,"1721503","Almada",6200,367
1504,"1721504","Barreiro",2124,196
1506,"1721506","Moita",6756,1365
1507,"1721507","Montijo",50212,7672
1508,"1721508","Palmela",112616,9063
1510,"1721510","Seixal",2914,386
1511,"1721511","Sesimbra",6282,2572
1512,"1721512","Setúbal",29129,2623
1501,"1811501","Alcácer do Sal",136468,30184
1505,"1811505","Grândola",147382,26456
211,"1810211","Odemira",168011,29072
1509,"1811509","Santiago do Cacém",181700,32422
1513,"1811513","Sines",36011,12412
1201,"1821201","Alter do Chão",105860,20388
1202,"1821202","Arronches",77951,4639
1203,"1821203","Avis",166241,29919
1204,"1821204","Campo Maior",20344,2035
1205,"1821205","Castelo de Vide",43640,3830
1206,"1821206","Crato",71283,6737
1207,"1821207","Elvas",123708,19845
1208,"1821208","Fronteira",120693,20300
1209,"1821209","Gavião",7540,1321
1210,"1821210","Marvão",39096,3830
1211,"1821211","Monforte",60640,15705
707,"1820707","Mora",117306,28301
1212,"1821212","Nisa",111712,18379
1213,"1821213","Ponte de Sor",163606,43229
1214,"1821214","Portalegre",113280,9689
701,"1830701","Alandroal",123518,15117
702,"1830702","Arraiolos",142895,33281
703,"1830703","Borba",44550,12804
704,"1830704","Estremoz",202562,44208
705,"1830705","Évora",222521,45365
706,"1830706","Montemor-o-Novo",287156,78804
708,"1830708","Mourão",31903,3609
709,"1830709","Portel",152666,25305
710,"1830710","Redondo",40916,11812
711,"1830711","Reguengos de Monsaraz",63326,12874
1215,"1831215","Sousel",109083,20009
712,"1830712","Vendas Novas",27530,6263
713,"1830713","Viana do Alentejo",116869,16723
714,"1830714","Vila Viçosa",41484,13942
201,"1840201","Aljustrel",89731,19421
202,"1840202","Almodôvar",204553,31088
203,"1840203","Alvito",65235,8014
204,"1840204","Barrancos",20357,1062
205,"1840205","Beja",169218,33085
206,"1840206","Castro Verde",189992,12128
207,"1840207","Cuba",38596,7420
208,"1840208","Ferreira do Alentejo",115871,24572
209,"1840209","Mértola",426113,111599
210,"1840210","Moura",130369,22809
212,"1840212","Ourique",204401,54959
213,"1840213","Serpa",397130,64041
214,"1840214","Vidigueira",62315,12153
1403,"1851403","Almeirim",3362,487
1404,"1851404","Alpiarça",2926,259
1103,"1851103","Azambuja",13860,1991
1405,"1851405","Benavente",14890,1510
1406,"1851406","Cartaxo",5024,1150
1407,"1851407","Chamusca",77900,3558
1409,"1851409","Coruche",56248,6004
1412,"1851412","Golegã",2421,158
1414,"1851414","Rio Maior",17285,10441
1415,"1851415","Salvaterra de Magos",6092,386
1416,"1851416","Santarém",54112,8538
801,"1500801","Albufeira",19826,2515
802,"1500802","Alcoutim",47261,2256
803,"1500803","Aljezur",2686,423
804,"1500804","Castro Marim",15591,1852
805,"1500805","Faro",8791,310
806,"1500806","Lagoa",1789,348
807,"1500807","Lagos",1416,253
808,"1500808","Loulé",47109,8760
809,"1500809","Monchique",1643,493
810,"1500810","Olhão",3539,575
811,"1500811","Portimão",5195,373
812,"1500812","São Brás de Alportel",1605,209
813,"1500813","Silves",45542,10479
814,"1500814","Tavira",12412,1245
815,"1500815","Vila do Bispo",30235,7205
816,"1500816","Vila Real de Santo António",2244,278
