"Muni_ID","ID","Muni","Dairy_cows","Non_dairy","Male_calf<1","Female_calf<1","Male_calf_1-2","Female_calf_1-2","Heifer_beef_+2","Heifer_rep_+2","Male_calf_+2"
1601,"1111601","Arcos de Valdevez",0,371280,5263,9008,2599,13017,118,2570,6388
1602,"1111602","Caminha",0,10160,752,416,1310,1933,295,295,384
1603,"1111603","Melgaço",0,50880,1061,725,322,1396,0,177,419
1604,"1111604","Monção",0,101760,1584,1020,623,1353,266,1329,593
1605,"1111605","Paredes de Coura",0,94400,1544,4538,1117,5585,1359,4283,977
1606,"1111606","Ponte da Barca",0,92160,322,1839,279,2019,532,2274,558
1607,"1111607","Ponte de Lima",0,120240,7263,10257,8850,21910,1506,5848,2408
1608,"1111608","Valença",0,26480,255,1342,1611,967,59,1240,593
1609,"1111609","Viana do Castelo",0,57680,4028,8713,15788,14735,1240,4105,4922
1610,"1111610","Vila Nova de Cerveira",0,5440,1369,1262,1010,2642,177,118,105
301,"1120301","Amares",0,51840,3719,1316,43,2148,118,118,384
302,"1120302","Barcelos",0,116480,46075,103856,58619,171432,4726,45041,11379
303,"1120303","Braga",0,130240,12364,11116,11921,23413,1034,4046,4014
306,"1120306","Esposende",0,5760,3652,12472,12179,21115,354,2510,2374
310,"1120310","Terras de Bouro",0,73920,2269,1181,86,1718,30,886,489
313,"1120313","Vila Verde",0,159680,5732,5947,3029,9473,1624,5523,1152
307,"1130307","Fafe",0,107840,9666,2027,580,1289,30,325,419
308,"1130308","Guimarães",0,103520,10888,8485,6208,15358,1004,1831,4119
309,"1130309","Póvoa de Lanhoso",0,78960,4699,2242,344,3029,118,266,524
1314,"1131314","Santo Tirso",0,17280,349,7625,7862,9129,295,2156,1187
1318,"1131318","Trofa",0,4560,6941,14794,7604,21437,1359,9540,1082
311,"1130311","Vieira do Minho",0,129440,6578,2081,301,4339,0,532,1361
312,"1130312","Vila Nova de Famalicão",0,52880,16258,33106,15594,61948,620,23835,8063
314,"1130314","Vizela",0,5040,510,537,258,473,0,0,279
107,"1140107","Espinho",0,0,13,752,0,2556,0,0,0
1304,"1141304","Gondomar",0,1760,2296,658,11943,924,177,738,209
1306,"1141306","Maia",0,7360,2148,12781,12501,17334,89,13202,1606
1308,"1141308","Matosinhos",0,5360,4350,10713,8119,13790,118,3810,768
1312,"1141312","Porto",0,240,403,0,365,0,0,0,0
1313,"1141313","Póvoa de Varzim",0,3600,7961,40664,9623,67254,502,22506,1152
1315,"1141315","Valongo",0,2720,1222,2658,8785,2105,0,1595,384
1316,"1141316","Vila do Conde",0,10560,11532,89491,16282,145506,561,33906,1745
1317,"1141317","Vila Nova de Gaia",0,5280,2497,403,2384,1053,295,177,1152
1301,"1151301","Amarante",0,26240,2618,2014,8162,2900,413,1270,1222
1302,"1151302","Baião",0,25040,3034,416,838,859,118,1329,349
304,"1150304","Cabeceiras de Basto",0,143440,12727,873,258,3329,30,532,2059
106,"1150106","Castelo de Paiva",0,12400,3638,282,1976,1933,59,709,733
305,"1150305","Celorico de Basto",0,71120,6806,2121,3415,3780,89,3337,524
1804,"1151804","Cinfães",0,102240,4954,2900,580,2105,89,3160,942
