"Muni_ID","ID","Muni","Ninputs","Noutputs","GNB"
1601,"1111601","Arcos de Valdevez",42.96,6.03,36.93
1602,"1111602","Caminha",NA,NA,NA
1603,"1111603","Melgaço",23.85,5.97,17.88
1604,"1111604","Monção",26.32,5.97,20.35
1605,"1111605","Paredes de Coura",419.05,7.14,411.91
1606,"1111606","Ponte da Barca",59.75,6.08,53.67
1607,"1111607","Ponte de Lima",136.35,6.38,129.97
1608,"1111608","Valença",82.33,7.71,74.63
1609,"1111609","Viana do Castelo",328.48,6.82,321.66
1610,"1111610","Vila Nova de Cerveira",105.02,6.29,98.73
301,"1120301","Amares",88.61,6.19,82.42
302,"1120302","Barcelos",185.86,131.87,54
303,"1120303","Braga",57.67,6.48,51.19
306,"1120306","Esposende",449.64,20.82,428.82
310,"1120310","Terras de Bouro",23.94,6.63,17.31
313,"1120313","Vila Verde",43.98,6.9,37.08
307,"1130307","Fafe",33.65,5.83,27.82
308,"1130308","Guimarães",116.78,7.12,109.66
309,"1130309","Póvoa de Lanhoso",20.65,5.98,14.68
1314,"1131314","Santo Tirso",166.79,6.39,160.4
1318,"1131318","Trofa",146,35.55,110.45
311,"1130311","Vieira do Minho",82.29,13.42,68.87
312,"1130312","Vila Nova de Famalicão",202.45,14.51,187.94
314,"1130314","Vizela",48.12,9.83,38.29
107,"1140107","Espinho",NA,NA,NA
1304,"1141304","Gondomar",244.59,7.93,236.65
1306,"1141306","Maia",221.32,6.56,214.77
1308,"1141308","Matosinhos",419.05,7.14,411.91
1312,"1141312","Porto",NA,NA,NA
1313,"1141313","Póvoa de Varzim",559.27,86.88,472.4
1315,"1141315","Valongo",141.27,6.33,134.94
1316,"1141316","Vila do Conde",185.39,228.12,-42.72
1317,"1141317","Vila Nova de Gaia",122.42,8.34,114.08
1301,"1151301","Amarante",158.15,10.81,147.34
1302,"1151302","Baião",37.08,10.07,27
304,"1150304","Cabeceiras de Basto",23.14,5.99,17.15
106,"1150106","Castelo de Paiva",36.18,6.03,30.14
305,"1150305","Celorico de Basto",27.93,6.54,21.39
1804,"1151804","Cinfães",31.1,5.53,25.56
1303,"1151303","Felgueiras",129.2,15.36,113.85
1305,"1151305","Lousada",85.85,6.21,79.64
