"","Muni_ID","ID","Muni","2009"
"1",1601,"1111601","Arcos de Valdevez",480
"2",1602,"1111602","Caminha",50
"3",1603,"1111603","Melgaço",558
"4",1604,"1111604","Monção",1269
"5",1605,"1111605","Paredes de Coura",26
"6",1606,"1111606","Ponte da Barca",308
"7",1607,"1111607","Ponte de Lima",1103
"8",1608,"1111608","Valença",219
"9",1609,"1111609","Viana do Castelo",385
"10",1610,"1111610","Vila Nova de Cerveira",30
"11",301,"1120301","Amares",488
"12",302,"1120302","Barcelos",805
"13",303,"1120303","Braga",456
"14",306,"1120306","Esposende",77
"15",310,"1120310","Terras de Bouro",96
"16",313,"1120313","Vila Verde",441
"17",307,"1130307","Fafe",397
"18",308,"1130308","Guimarães",889
"19",309,"1130309","Póvoa de Lanhoso",319
"20",1314,"1131314","Santo Tirso",397
"21",1318,"1131318","Trofa",65
"22",311,"1130311","Vieira do Minho",163
"23",312,"1130312","Vila Nova de Famalicão",696
"24",314,"1130314","Vizela",108
"25",107,"1140107","Espinho",3
"26",1304,"1141304","Gondomar",149
"27",1306,"1141306","Maia",55
"28",1308,"1141308","Matosinhos",5
"29",1312,"1141312","Porto",1
"30",1313,"1141313","Póvoa de Varzim",39
"31",1315,"1141315","Valongo",104
"32",1316,"1141316","Vila do Conde",54
"33",1317,"1141317","Vila Nova de Gaia",71
"34",1301,"1151301","Amarante",1669
"35",1302,"1151302","Baião",1106
"36",304,"1150304","Cabeceiras de Basto",603
"37",106,"1150106","Castelo de Paiva",416
"38",305,"1150305","Celorico de Basto",1017
"39",1804,"1151804","Cinfães",321
"40",1303,"1151303","Felgueiras",1108
"41",1305,"1151305","Lousada",772
"42",1307,"1151307","Marco de Canaveses",991
"43",1705,"1151705","Mondim de Basto",441
"44",1309,"1151309","Paços de Ferreira",85
"45",1310,"1151310","Paredes",544
"46",1311,"1151311","Penafiel",1250
"47",1813,"1151813","Resende",523
"48",1709,"1151709","Ribeira de Pena",217
"49",104,"1160104","Arouca",139
"50",113,"1160113","Oliveira de Azeméis",33
"51",109,"1160109","Santa Maria da Feira",14
"52",116,"1160116","São João da Madeira",0
"53",119,"1160119","Vale de Cambra",155
"54",1701,"1171701","Alijó",6119
"55",1801,"1171801","Armamar",1964
"56",403,"1170403","Carrazeda de Ansiães",2609
"57",404,"1170404","Freixo de Espada à Cinta",1226
"58",1805,"1171805","Lamego",2768
"59",1704,"1171704","Mesão Frio",1017
"60",1807,"1171807","Moimenta da Beira",247
"61",1812,"1171812","Penedono",136
"62",1708,"1171708","Peso da Régua",3767
"63",1710,"1171710","Sabrosa",2923
"64",1711,"1171711","Santa Marta de Penaguião",2806
"65",1815,"1171815","São João da Pesqueira",7519
"66",1818,"1171818","Sernancelhe",485
"67",1819,"1171819","Tabuaço",2128
"68",1820,"1171820","Tarouca",324
"69",409,"1170409","Torre de Moncorvo",1706
"70",410,"1170410","Vila Flor",1730
"71",914,"1170914","Vila Nova de Foz Côa",5167
"72",1714,"1171714","Vila Real",2492
"73",401,"1180401","Alfândega da Fé",295
"74",1702,"1181702","Boticas",126
"75",402,"1180402","Bragança",610
"76",1703,"1181703","Chaves",2127
"77",405,"1180405","Macedo de Cavaleiros",742
"78",406,"1180406","Miranda do Douro",1115
"79",407,"1180407","Mirandela",1348
"80",408,"1180408","Mogadouro",1620
"81",1706,"1181706","Montalegre",47
"82",1707,"1181707","Murça",1733
"83",1712,"1181712","Valpaços",2619
"84",1713,"1181713","Vila Pouca de Aguiar",231
"85",411,"1180411","Vimioso",486
"86",412,"1180412","Vinhais",676
"87",101,"1610101","Águeda",117
"88",102,"1610102","Albergaria-a-Velha",22
"89",103,"1610103","Anadia",1718
"90",105,"1610105","Aveiro",29
"91",108,"1610108","Estarreja",4
"92",110,"1610110","Ílhavo",1
"93",111,"1610111","Mealhada",792
"94",112,"1610112","Murtosa",0
"95",114,"1610114","Oliveira do Bairro",351
"96",115,"1610115","Ovar",0
"97",117,"1610117","Sever do Vouga",14
"98",118,"1610118","Vagos",33
"99",602,"1620602","Cantanhede",2032
"100",603,"1620603","Coimbra",781
"101",604,"1620604","Condeixa-a-Nova",188
"102",605,"1620605","Figueira da Foz",56
"103",608,"1620608","Mira",2
