agrarian_region_id,agrarian_region,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986
Entre Douro e Minho,1,2739,3077,2734,3205,3654,3738,3621,3954,3504,3688,4098,4507,4916,5326,5735,6144,6554,6963,7373,7782,9665,11548,12642,13736,14940,16144,19024,21904,24376,24582,24042,25536,24647
Trás-os-Montes,2,3920,4949,5694,5999,6320,6399,6187,6443,6451,6421,6421,6421,6421,6421,7892,9362,10833,12303,13774,15244,17036,18827,23154,27480,27218,26956,25058,23160,25023,25090,24539,25915,25012
Beira Litoral,3,4782,5716,5082,5244,5387,5102,4566,5201,4661,5460,7590,9900,9731,9635,11178,10606,11182,10472,11901,13113,13447,13781,17656,21530,22858,24185,26575,28965,31659,31815,31117,32936,31790
Beira Interior,4,1926,1948,1925,1973,2017,1996,2006,2100,2132,2301,2969,3110,3066,3543,4482,5485,5501,5424,6227,6414,6740,7178,8452,9040,8691,8900,12684,11705,13068,13187,12897,13707,13230
Ribatejo e Oeste,5,5469,5839,5635,5846,7465,6678,6040,6112,6106,7485,8099,8528,8260,7939,9245,9035,10499,8427,12130,13758,13932,11476,13932,17016,14536,13690,21021,20037,19610,19257,18834,19473,18795
Alentejo,6,287,432,311,193,249,330,173,218,282,564,1100,1184,1209,1208,1533,1614,1575,1586,1637,1723,2359,2101,1635,1877,1314,1034,976,1328,1365,1355,1325,1386,1337
Algarve,7,320,327,324,324,314,336,336,283,283,311,815,765,706,476,892,933,907,944,944,944,1196,1195,1276,1409,1409,1359,1428,1623,1810,1825,1785,1895,1830
