agrarian_region_id,agrarian_region,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986
Entre Douro e Minho,1,575,1087,715,1094,1069,906,1012,1012,937,937,0,0,0,0,0,0,0,0,0,0,909,824,905,760,950,211,278,273,238,455,409,474,470
Trás-os-Montes,2,571,737,786,864,856,832,839,904,905,924,959,973,998,984,1291,1251,1074,1135,1087,1116,803,880,867,728,1189,1539,1488,1168,1189,1500,1308,1501,1501
Beira Litoral,3,895,1089,1002,1139,1100,1037,739,1044,1044,980,887,857,794,440,648,973,1210,907,1225,1465,717,1305,1125,1119,1556,1214,1302,1100,1152,1430,1245,1431,1429
Beira Interior,4,559,559,557,550,550,551,551,570,570,566,371,442,495,462,529,604,593,592,622,597,250,314,413,571,882,1000,980,1019,1037,1152,1004,1156,1150
Ribatejo e Oeste,5,1000,1000,1000,1000,1000,1000,1000,1000,1000,1400,1000,1000,1000,1000,1000,1000,1000,1000,1000,1313,599,599,625,625,875,544,455,385,416,583,500,546,556
Alentejo,6,800,1000,907,887,862,862,1101,1098,1097,1100,880,894,917,1141,1174,1217,1391,1478,1477,1477,1125,1125,1125,938,889,1429,1143,1077,1125,1333,1125,1333,1316
Algarve,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,2000,1000,1000,498,498,498,498,498,498,1000
