agrarian_region_id,agrarian_region,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986
Entre Douro e Minho,1,460,774,1118,594,642,603,578,598,690,735,747,930,1292,1226,1324,1264,1371,1040,943,991,794,826,771,729,1000,543,467,408,411,423,359,442,406
Trás-os-Montes,2,879,793,865,916,622,843,627,594,756,843,676,693,989,697,976,1096,1035,843,1176,1016,1137,1046,1041,1012,1000,684,905,996,1395,1365,1155,1238,1139
Beira Litoral,3,992,819,845,1030,943,1512,1549,1165,1411,1338,1517,1608,2415,2415,2604,2376,2500,2083,1898,1760,1074,1073,1073,960,909,865,589,544,873,995,936,846,780
Beira Interior,4,694,717,770,600,476,665,685,694,688,658,709,738,946,702,959,1065,1007,967,914,1128,932,1125,1145,990,1000,951,929,1085,1416,1806,1527,1446,1331
Ribatejo e Oeste,5,1091,1091,1091,1091,1091,1091,1445,1445,1446,1492,549,549,559,559,559,666,693,732,690,718,600,600,733,733,762,762,650,524,857,857,714,789,737
Alentejo,6,2400,2400,2999,3991,1050,1500,1100,1192,1491,1491,1400,1260,1800,201,1501,964,1136,1803,809,2500,834,836,1000,1000,995,537,450,505,539,1107,936,845,776
Algarve,7,918,918,918,918,918,918,836,929,888,885,833,833,1000,800,1000,1000,1000,1000,1000,1000,1000,259,519,519,519,484,333,367,588,559,500,500,467
