agrarian_region_id,agrarian_region,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986
Entre Douro e Minho,1,630,903,1150,735,784,770,762,788,861,862,885,1025,1341,1285,1378,1274,1332,1058,993,1026,834,858,838,789,931,658,729,891,800,773,653,724,611
Trás-os-Montes,2,729,801,637,708,534,581,516,511,601,597,555,588,778,632,771,892,917,691,933,919,1041,1297,1096,941,944,1086,1249,1490,1525,1585,875,1349,1179
Beira Litoral,3,1185,1078,1082,1250,1137,1485,1459,1279,1432,1340,1348,1525,2128,2017,2172,2025,2141,1864,1843,1861,1014,1523,1427,1396,1540,1400,1553,1663,1803,1901,1657,1732,1555
Beira Interior,4,593,648,668,591,481,596,634,641,622,604,631,657,817,599,789,872,850,793,751,903,654,891,841,629,793,829,595,706,829,954,706,772,698
Ribatejo e Oeste,5,969,1015,1125,1125,1243,1243,1327,1328,1274,1627,997,998,934,928,935,981,902,875,1003,1121,930,984,961,1021,1045,1231,1408,1925,1974,1831,1535,1549,1232
Alentejo,6,1150,1228,1193,1484,1195,1553,1375,1173,993,1129,1057,1196,1484,848,1332,1116,1115,1304,666,1587,1369,1442,1205,1381,1350,1423,1444,1871,1619,1675,1357,1385,1118
Algarve,7,192,180,143,143,141,135,126,135,130,123,112,142,116,107,205,110,135,255,134,253,133,210,101,132,230,643,708,712,593,806,336,606,517
