agrarian_region_id,agrarian_region,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986
Entre Douro e Minho,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,600,600,600,267,240,267,267,200,200,67,200,133
Trás-os-Montes,2,488,813,275,381,377,144,312,349,324,447,335,399,445,524,462,600,750,485,650,800,945,1550,1150,900,910,1380,1490,1800,1605,1715,700,1410,1200
Beira Litoral,3,370,359,348,345,345,345,342,345,346,313,0,0,0,0,0,0,0,0,0,0,200,200,200,200,214,200,200,200,200,200,67,200,133
Beira Interior,4,414,476,353,580,447,381,475,476,414,435,452,469,529,344,389,408,474,398,396,491,432,720,600,318,614,698,301,383,421,404,165,323,275
Ribatejo e Oeste,5,533,533,606,606,606,606,880,897,800,1173,420,461,646,626,623,564,606,530,591,631,505,500,402,420,397,625,435,402,367,355,147,328,285
Alentejo,6,1020,1000,676,614,448,547,476,341,226,226,135,148,163,163,224,268,199,116,184,282,494,520,230,590,782,835,461,380,364,341,139,323,278
Algarve,7,157,143,106,106,104,99,90,100,95,88,88,126,105,98,195,98,122,243,122,242,121,200,90,121,220,641,703,702,582,798,327,600,512
