Muni_ID,ID,Muni,grazing,fertiliser,sludge,manure,leaching_large,leaching_small,leaching_gw,SUM,nha
803,1500803,Aljezur,27.296,24.866,0.442,4.424,3.467,2.802,142.805,206.102,0.0494961575408261
804,1500804,Castro Marim,54.151,299.309,0,13.246,65.415,16.255,487.459,935.835,0.131124422026061
805,1500805,Faro,6.546,187.099,0,2.294,2.423,0,1027.682,1226.044,0.300574650649669
806,1500806,Lagoa,4.297,8.613,1.331,4.852,1.995,4.138,48.983,74.209,0.0497046215673141
807,1500807,Lagos,29.427,67.088,9.6,10.895,2.107,17.459,348.675,485.251,0.207106700810926
808,1500808,Loulé,40.491,568.428,29.371,12.852,74.106,42.226,2123.124,2890.598,0.208136376728111
809,1500809,Monchique,32.288,39.345,0,74.523,2.885,0.768,95.634,245.443,0.116933301572177
810,1500810,Olhão,1.468,64.538,1.052,0.612,17.86,0.115,645.786,731.431,0.289217477263741
811,1500811,Portimão,17.828,50.083,0,10.961,11.889,14.905,209.691,315.357,0.129723159193747
812,1500812,São Brás de Alportel,1.88,64.366,0,1.793,0,0.243,245.111,313.393,0.101982753010088
813,1500813,Silves,47.024,475.394,2.86,20.609,79.999,32.089,2246.366,2904.341,0.239158514492754
814,1500814,Tavira,22.11,681.691,12.434,14.798,36.853,48.714,1495.626,2312.226,0.209592639593909
815,1500815,Vila do Bispo,25.956,20.178,0.15,3.684,0,1.004,97.361,148.333,0.0306156862745098
816,1500816,Vila Real de Santo António,3.236,31.48,0,1.862,0.949,6.598,77.324,121.449,0.101376460767947
