"Muni_ID","ID","Muni","furrow","other_grav","aspersion","cannon","pivot","drip","microaspersion"
1601,"1111601","Arcos de Valdevez",7500,5000,3328,0,0,2912,2912
1602,"1111602","Caminha",7500,5000,3328,0,0,2912,2912
1603,"1111603","Melgaço",7500,5000,3328,0,0,2912,2912
1604,"1111604","Monção",7500,5000,3328,0,0,2912,2912
1605,"1111605","Paredes de Coura",7500,5000,3328,0,0,2912,2912
1606,"1111606","Ponte da Barca",7500,5000,3328,0,0,2912,2912
1607,"1111607","Ponte de Lima",7500,5000,3328,0,0,2912,2912
1608,"1111608","Valença",7500,5000,3328,0,0,2912,2912
1609,"1111609","Viana do Castelo",7500,5000,3328,0,0,2912,2912
1610,"1111610","Vila Nova de Cerveira",7500,5000,3328,0,0,2912,2912
301,"1120301","Amares",7500,5000,3328,0,0,2912,2912
302,"1120302","Barcelos",7500,5000,3328,0,0,2912,2912
303,"1120303","Braga",7500,5000,3328,0,0,2912,2912
306,"1120306","Esposende",7500,5000,3328,0,0,2912,2912
310,"1120310","Terras de Bouro",7500,5000,3328,0,0,2912,2912
313,"1120313","Vila Verde",7500,5000,3328,0,0,2912,2912
307,"1130307","Fafe",7500,5000,3328,0,0,2912,2912
308,"1130308","Guimarães",7500,5000,3328,0,0,2912,2912
309,"1130309","Póvoa de Lanhoso",7500,5000,3328,0,0,2912,2912
1314,"1131314","Santo Tirso",7500,5000,3328,0,0,2912,2912
1318,"1131318","Trofa",7500,5000,3328,0,0,2912,2912
311,"1130311","Vieira do Minho",7500,5000,3328,0,0,2912,2912
312,"1130312","Vila Nova de Famalicão",7500,5000,3328,0,0,2912,2912
314,"1130314","Vizela",7500,5000,3328,0,0,2912,2912
107,"1140107","Espinho",7500,5000,3328,0,0,2912,2912
1304,"1141304","Gondomar",7500,5000,3328,0,0,2912,2912
1306,"1141306","Maia",7500,5000,3328,0,0,2912,2912
1308,"1141308","Matosinhos",7500,5000,3328,0,0,2912,2912
1312,"1141312","Porto",7500,5000,3328,0,0,2912,2912
1313,"1141313","Póvoa de Varzim",7500,5000,3328,0,0,2912,2912
1315,"1141315","Valongo",7500,5000,3328,0,0,2912,2912
1316,"1141316","Vila do Conde",7500,5000,3328,0,0,2912,2912
1317,"1141317","Vila Nova de Gaia",7500,5000,3328,0,0,2912,2912
1301,"1151301","Amarante",7500,5000,3328,0,0,2912,2912
1302,"1151302","Baião",7500,5000,4410,0,0,3859,3859
304,"1150304","Cabeceiras de Basto",7500,5000,3328,0,0,2912,2912
106,"1150106","Castelo de Paiva",7500,5000,3328,0,0,2912,2912
305,"1150305","Celorico de Basto",7500,5000,3328,0,0,2912,2912
1804,"1151804","Cinfães",7500,5000,3328,0,0,2912,2912
1303,"1151303","Felgueiras",7500,5000,3328,0,0,2912,2912
1305,"1151305","Lousada",7500,5000,3328,0,0,2912,2912
1307,"1151307","Marco de Canaveses",7500,5000,3328,0,0,2912,2912
1705,"1151705","Mondim de Basto",7500,5000,3328,0,0,2912,2912
1309,"1151309","Paços de Ferreira",7500,5000,3328,0,0,2912,2912
1310,"1151310","Paredes",7500,5000,3328,0,0,2912,2912
1311,"1151311","Penafiel",7500,5000,3328,0,0,2912,2912
1813,"1151813","Resende",7500,5000,3328,0,0,2912,2912
1709,"1151709","Ribeira de Pena",7500,5000,3328,0,0,2912,2912
104,"1160104","Arouca",7500,5000,3328,0,0,2912,2912
113,"1160113","Oliveira de Azeméis",7500,5000,3328,0,0,2912,2912
109,"1160109","Santa Maria da Feira",7500,5000,3328,0,0,2912,2912
116,"1160116","São João da Madeira",7500,5000,3328,0,0,2912,2912
119,"1160119","Vale de Cambra",7500,5000,3328,0,0,2912,2912
1701,"1171701","Alijó",7500,5000,4410,0,0,3859,3859
1801,"1171801","Armamar",7500,5000,4410,0,0,3859,3859
403,"1170403","Carrazeda de Ansiães",7500,5000,4410,0,0,3859,3859
404,"1170404","Freixo de Espada à Cinta",7500,5000,4410,0,0,3859,3859
1805,"1171805","Lamego",7500,5000,4410,0,0,3859,3859
1704,"1171704","Mesão Frio",7500,5000,4410,0,0,3859,3859
1807,"1171807","Moimenta da Beira",7500,5000,4410,0,0,3859,3859
1812,"1171812","Penedono",7500,5000,4410,0,0,3859,3859
1708,"1171708","Peso da Régua",7500,5000,4410,0,0,3859,3859
1710,"1171710","Sabrosa",7500,5000,4410,0,0,3859,3859
1711,"1171711","Santa Marta de Penaguião",7500,5000,4410,0,0,3859,3859
1815,"1171815","São João da Pesqueira",7500,5000,4410,0,0,3859,3859
1818,"1171818","Sernancelhe",7500,5000,4410,0,0,3859,3859
1819,"1171819","Tabuaço",7500,5000,4410,0,0,3859,3859
1820,"1171820","Tarouca",7500,5000,4410,0,0,3859,3859
