CAA_ID,Muni_ID,Full_ID,Muni,uaa09,poly_sum,poly_corr,prec09
38,505,1690505,IDANHA-A-NOVA,80156,92545,49,492.8547498
39,505,1690505,IDANHA-A-NOVA,80156,92545,28,558.5371235
40,505,1690505,IDANHA-A-NOVA,80156,92545,49,517.185404
41,505,1690505,IDANHA-A-NOVA,80156,92545,55,562.6226542
42,505,1690505,IDANHA-A-NOVA,80156,92545,28,498.340325
43,505,1690505,IDANHA-A-NOVA,80156,92545,262,482.2164868
44,505,1690505,IDANHA-A-NOVA,80156,92545,85,500.5378273
45,505,1690505,IDANHA-A-NOVA,80156,92545,70,546.3790526
46,505,1690505,IDANHA-A-NOVA,80156,92545,142,477.5567579
47,505,1690505,IDANHA-A-NOVA,80156,92545,42,503.2041306
48,505,1690505,IDANHA-A-NOVA,80156,92545,18,569.9015232
49,505,1690505,IDANHA-A-NOVA,80156,92545,67,484.9911494
50,505,1690505,IDANHA-A-NOVA,80156,92545,1,557.8703308
51,505,1690505,IDANHA-A-NOVA,80156,92545,98,522.1145623
52,505,1690505,IDANHA-A-NOVA,80156,92545,29,500.5666675
53,505,1690505,IDANHA-A-NOVA,80156,92545,64,501.2213947
54,505,1690505,IDANHA-A-NOVA,80156,92545,51,448.8607334
55,505,1690505,IDANHA-A-NOVA,80156,92545,8,498.6738993
56,505,1690505,IDANHA-A-NOVA,80156,92545,0,470.3582137
57,505,1690505,IDANHA-A-NOVA,80156,92545,0,459.5178528
58,505,1690505,IDANHA-A-NOVA,80156,92545,1,458.8368835
59,505,1690505,IDANHA-A-NOVA,80156,92545,1,457.7307739
60,505,1690505,IDANHA-A-NOVA,80156,92545,0,453.9413452
61,505,1690505,IDANHA-A-NOVA,80156,92545,0,453.6112976
62,505,1690505,IDANHA-A-NOVA,80156,92545,93,441.6774234
63,505,1690505,IDANHA-A-NOVA,80156,92545,34,449.2662345
64,505,1690505,IDANHA-A-NOVA,80156,92545,33,446.9852142
65,505,1690505,IDANHA-A-NOVA,80156,92545,87,449.192836
66,505,1690505,IDANHA-A-NOVA,80156,92545,117,458.7360095
67,505,1690505,IDANHA-A-NOVA,80156,92545,32,441.2706024
68,505,1690505,IDANHA-A-NOVA,80156,92545,29,441.6974065
69,505,1690505,IDANHA-A-NOVA,80156,92545,888,433.6112633
70,505,1690505,IDANHA-A-NOVA,80156,92545,80,430.0106463
71,505,1690505,IDANHA-A-NOVA,80156,92545,196,416.8622926
72,505,1690505,IDANHA-A-NOVA,80156,92545,44,428.3315236
73,505,1690505,IDANHA-A-NOVA,80156,92545,37,428.004888
74,101,1610101,�gueda,1903,5652,13,1366.338615
75,101,1610101,�gueda,1903,5652,12,1414.973068
76,101,1610101,�gueda,1903,5652,742,865.3614402
77,101,1610101,�gueda,1903,5652,18,865.3614402
78,101,1610101,�gueda,1903,5652,150,865.3614402
79,101,1610101,�gueda,1903,5652,14,865.3614402
80,101,1610101,�gueda,1903,5652,15,865.3614402
81,101,1610101,�gueda,1903,5652,19,865.3614402
82,101,1610101,�gueda,1903,5652,1,865.3614402
83,101,1610101,�gueda,1903,5652,0,865.3614402
84,101,1610101,�gueda,1903,5652,11,865.3614402
85,101,1610101,�gueda,1903,5652,12,865.3614402
86,101,1610101,�gueda,1903,5652,87,865.3614402
87,101,1610101,�gueda,1903,5652,32,865.3614402
88,101,1610101,�gueda,1903,5652,15,865.3614402
89,101,1610101,�gueda,1903,5652,12,865.3614402
90,101,1610101,�gueda,1903,5652,32,865.3614402
91,101,1610101,�gueda,1903,5652,15,865.3614402
92,101,1610101,�gueda,1903,5652,16,1511.984967
93,101,1610101,�gueda,1903,5652,40,1186.925296
94,101,1610101,�gueda,1903,5652,66,1223.887978
95,101,1610101,�gueda,1903,5652,10,1472.089705
96,101,1610101,�gueda,1903,5652,31,1461.372598
97,101,1610101,�gueda,1903,5652,27,1396.784058
98,101,1610101,�gueda,1903,5652,12,1393.246216
99,101,1610101,�gueda,1903,5652,20,1404.087703
100,101,1610101,�gueda,1903,5652,25,1391.183838
101,101,1610101,�gueda,1903,5652,13,1000.805797
102,101,1610101,�gueda,1903,5652,11,1329.020348
103,101,1610101,�gueda,1903,5652,63,1332.449264
104,101,1610101,�gueda,1903,5652,80,1320.364596
105,101,1610101,�gueda,1903,5652,11,1317.287562
106,101,1610101,�gueda,1903,5652,31,1315.302233
107,101,1610101,�gueda,1903,5652,2,1278.70147
108,101,1610101,�gueda,1903,5652,2,1282.387139
109,101,1610101,�gueda,1903,5652,28,983.4574037
110,101,1610101,�gueda,1903,5652,121,1303.00328
111,101,1610101,�gueda,1903,5652,11,1214.30875
112,101,1610101,�gueda,1903,5652,23,913.0409129
113,101,1610101,�gueda,1903,5652,12,1049.274818
114,101,1610101,�gueda,1903,5652,16,746.6219368
115,101,1610101,�gueda,1903,5652,12,746.6219368
116,101,1610101,�gueda,1903,5652,1,1015.017856
117,101,1610101,�gueda,1903,5652,15,1015.017856
118,101,1610101,�gueda,1903,5652,4,1209.181578
119,102,1610102,ALBERGARIA-A-VELHA,2103,5313,0,999.7131066
120,102,1610102,ALBERGARIA-A-VELHA,2103,5313,70,610.1344858
121,102,1610102,ALBERGARIA-A-VELHA,2103,5313,15,610.1344858
122,102,1610102,ALBERGARIA-A-VELHA,2103,5313,17,610.1344858
123,102,1610102,ALBERGARIA-A-VELHA,2103,5313,40,610.1344858
124,102,1610102,ALBERGARIA-A-VELHA,2103,5313,38,610.1344858
125,102,1610102,ALBERGARIA-A-VELHA,2103,5313,18,552.0239386
126,102,1610102,ALBERGARIA-A-VELHA,2103,5313,22,552.0239386
127,102,1610102,ALBERGARIA-A-VELHA,2103,5313,40,1153.457141
128,102,1610102,ALBERGARIA-A-VELHA,2103,5313,38,509.9784525
129,102,1610102,ALBERGARIA-A-VELHA,2103,5313,13,490.5518087
130,102,1610102,ALBERGARIA-A-VELHA,2103,5313,1520,540.1743266
131,102,1610102,ALBERGARIA-A-VELHA,2103,5313,0,1113.163578
132,102,1610102,ALBERGARIA-A-VELHA,2103,5313,17,448.4635857
133,102,1610102,ALBERGARIA-A-VELHA,2103,5313,49,937.3533346
134,102,1610102,ALBERGARIA-A-VELHA,2103,5313,25,1056.037092
135,102,1610102,ALBERGARIA-A-VELHA,2103,5313,69,674.8094461
136,102,1610102,ALBERGARIA-A-VELHA,2103,5313,38,674.8094461
137,102,1610102,ALBERGARIA-A-VELHA,2103,5313,28,753.7526707
138,102,1610102,ALBERGARIA-A-VELHA,2103,5313,46,612.162323
139,103,1610103,ANADIA,3446,2397,39,517.8803711
140,103,1610103,ANADIA,3446,2397,91,612.6090467
141,103,1610103,ANADIA,3446,2397,168,524.3302185
142,103,1610103,ANADIA,3446,2397,55,1338.56041
143,103,1610103,ANADIA,3446,2397,70,1317.534648
144,103,1610103,ANADIA,3446,2397,114,1394.133777
145,103,1610103,ANADIA,3446,2397,111,1427.019443
146,103,1610103,ANADIA,3446,2397,111,1286.289385
147,103,1610103,ANADIA,3446,2397,56,1202.173479
148,103,1610103,ANADIA,3446,2397,1047,1216.544497
149,103,1610103,ANADIA,3446,2397,47,1318.412084
150,103,1610103,ANADIA,3446,2397,49,1272.532867
151,103,1610103,ANADIA,3446,2397,46,1373.170111
152,103,1610103,ANADIA,3446,2397,62,1328.845345
153,103,1610103,ANADIA,3446,2397,239,974.1108438
154,103,1610103,ANADIA,3446,2397,75,974.1108438
155,103,1610103,ANADIA,3446,2397,82,974.1108438
156,103,1610103,ANADIA,3446,2397,49,974.1108438
157,103,1610103,ANADIA,3446,2397,59,974.1108438
158,103,1610103,ANADIA,3446,2397,167,974.1108438
159,103,1610103,ANADIA,3446,2397,122,974.1108438
160,103,1610103,ANADIA,3446,2397,89,974.1108438
161,103,1610103,ANADIA,3446,2397,79,974.1108438
162,103,1610103,ANADIA,3446,2397,68,974.1108438
163,103,1610103,ANADIA,3446,2397,68,974.1108438
164,103,1610103,ANADIA,3446,2397,49,971.2113345
165,103,1610103,ANADIA,3446,2397,76,971.2113345
166,103,1610103,ANADIA,3446,2397,63,1439.835947
167,103,1610103,ANADIA,3446,2397,96,1290.607566
168,103,1610103,ANADIA,3446,2397,0,1372.892995
169,103,1610103,ANADIA,3446,2397,1,1128.891911
170,104,1160104,AROUCA,4457,5604,44,1160.690048
171,104,1160104,AROUCA,4457,5604,140,1160.690048
172,104,1160104,AROUCA,4457,5604,36,1073.13713
173,104,1160104,AROUCA,4457,5604,5,882.4283659
174,104,1160104,AROUCA,4457,5604,26,682.0987898
175,104,1160104,AROUCA,4457,5604,7,682.0987898
176,104,1160104,AROUCA,4457,5604,28,526.60013
177,104,1160104,AROUCA,4457,5604,60,544.4547674
178,104,1160104,AROUCA,4457,5604,495,544.4547674
179,104,1160104,AROUCA,4457,5604,2,544.4547674
180,104,1160104,AROUCA,4457,5604,28,475.1752867
181,104,1160104,AROUCA,4457,5604,0,483.0240142
182,104,1160104,AROUCA,4457,5604,0,528.0656868
183,104,1160104,AROUCA,4457,5604,27,540.2250288
184,104,1160104,AROUCA,4457,5604,40,517.0303368
185,104,1160104,AROUCA,4457,5604,250,720.1208339
186,104,1160104,AROUCA,4457,5604,34,697.9757451
187,104,1160104,AROUCA,4457,5604,63,697.9757451
188,104,1160104,AROUCA,4457,5604,218,697.9757451
189,104,1160104,AROUCA,4457,5604,91,697.9757451
190,104,1160104,AROUCA,4457,5604,224,697.9757451
191,104,1160104,AROUCA,4457,5604,1266,697.9757451
192,104,1160104,AROUCA,4457,5604,103,697.9757451
193,104,1160104,AROUCA,4457,5604,332,636.034788
194,104,1160104,AROUCA,4457,5604,26,636.034788
195,104,1160104,AROUCA,4457,5604,28,636.034788
196,104,1160104,AROUCA,4457,5604,82,515.2811534
197,104,1160104,AROUCA,4457,5604,37,727.7989079
198,104,1160104,AROUCA,4457,5604,95,532.2890761
199,104,1160104,AROUCA,4457,5604,165,581.1600319
200,104,1160104,AROUCA,4457,5604,26,558.0398682
201,104,1160104,AROUCA,4457,5604,52,654.8798672
202,104,1160104,AROUCA,4457,5604,27,654.8798672
203,104,1160104,AROUCA,4457,5604,35,880.9136919
204,104,1160104,AROUCA,4457,5604,50,899.2055838
205,104,1160104,AROUCA,4457,5604,1,569.2584877
206,104,1160104,AROUCA,4457,5604,81,675.0076621
207,104,1160104,AROUCA,4457,5604,59,675.0076621
208,104,1160104,AROUCA,4457,5604,111,675.0076621
209,104,1160104,AROUCA,4457,5604,34,624.1222127
210,104,1160104,AROUCA,4457,5604,30,624.1222127
211,105,1610105,AVEIRO,2424,4880,140,602.6241262
212,105,1610105,AVEIRO,2424,4880,16,798.7173916
213,105,1610105,AVEIRO,2424,4880,63,636.7548687
214,105,1610105,AVEIRO,2424,4880,945,636.7548687
215,105,1610105,AVEIRO,2424,4880,20,598.7446759
216,105,1610105,AVEIRO,2424,4880,50,749.5246483
217,105,1610105,AVEIRO,2424,4880,19,629.847576
218,105,1610105,AVEIRO,2424,4880,24,774.2359375
219,105,1610105,AVEIRO,2424,4880,29,854.2932129
220,105,1610105,AVEIRO,2424,4880,103,854.6136762
221,105,1610105,AVEIRO,2424,4880,31,995.1361761
222,105,1610105,AVEIRO,2424,4880,16,915.3625113
223,105,1610105,AVEIRO,2424,4880,19,1045.911941
224,105,1610105,AVEIRO,2424,4880,16,1048.344513
225,105,1610105,AVEIRO,2424,4880,39,1138.65417
226,105,1610105,AVEIRO,2424,4880,35,1136.233368
227,105,1610105,AVEIRO,2424,4880,32,1167.438144
228,105,1610105,AVEIRO,2424,4880,213,1073.818321
229,105,1610105,AVEIRO,2424,4880,198,966.1621975
230,105,1610105,AVEIRO,2424,4880,22,1162.105103
231,105,1610105,AVEIRO,2424,4880,2,1191.038875
232,105,1610105,AVEIRO,2424,4880,34,1179.70669
233,105,1610105,AVEIRO,2424,4880,239,1227.890975
234,105,1610105,AVEIRO,2424,4880,1,1229.235161
235,105,1610105,AVEIRO,2424,4880,47,1212.694204
236,105,1610105,AVEIRO,2424,4880,26,1295.363136
237,105,1610105,AVEIRO,2424,4880,42,1116.163592
238,106,1150106,CASTELO DE PAIVA,1346,1951,135,1344.113318
239,106,1150106,CASTELO DE PAIVA,1346,1951,13,1406.203265
240,106,1150106,CASTELO DE PAIVA,1346,1951,115,1360.540433
241,106,1150106,CASTELO DE PAIVA,1346,1951,82,1324.247964
242,106,1150106,CASTELO DE PAIVA,1346,1951,0,1271.939882
243,106,1150106,CASTELO DE PAIVA,1346,1951,23,1400.008275
244,106,1150106,CASTELO DE PAIVA,1346,1951,16,1400.008275
245,106,1150106,CASTELO DE PAIVA,1346,1951,59,1400.008275
246,106,1150106,CASTELO DE PAIVA,1346,1951,73,1368.161335
247,106,1150106,CASTELO DE PAIVA,1346,1951,46,1450.087381
248,106,1150106,CASTELO DE PAIVA,1346,1951,126,986.4573995
249,106,1150106,CASTELO DE PAIVA,1346,1951,46,1470.73836
250,106,1150106,CASTELO DE PAIVA,1346,1951,131,1431.894628
251,106,1150106,CASTELO DE PAIVA,1346,1951,39,1495.487977
252,106,1150106,CASTELO DE PAIVA,1346,1951,86,1495.487977
253,106,1150106,CASTELO DE PAIVA,1346,1951,55,1476.361822
254,106,1150106,CASTELO DE PAIVA,1346,1951,51,1476.361822
255,106,1150106,CASTELO DE PAIVA,1346,1951,41,1193.752039
256,106,1150106,CASTELO DE PAIVA,1346,1951,112,1241.053444
257,106,1150106,CASTELO DE PAIVA,1346,1951,18,1082.546021
258,106,1150106,CASTELO DE PAIVA,1346,1951,26,1273.485872
259,106,1150106,CASTELO DE PAIVA,1346,1951,30,1439.351526
260,106,1150106,CASTELO DE PAIVA,1346,1951,23,1541.684631
261,107,1140107,ESPINHO,70,273,1,1393.657431
262,107,1140107,ESPINHO,70,273,12,1138.565254
263,107,1140107,ESPINHO,70,273,3,1378.207349
264,107,1140107,ESPINHO,70,273,12,1195.019702
265,107,1140107,ESPINHO,70,273,16,1393.964562
266,107,1140107,ESPINHO,70,273,27,967.1569174
267,108,1610108,ESTARREJA,3173,6352,34,967.1569174
268,108,1610108,ESTARREJA,3173,6352,8,971.3433634
269,108,1610108,ESTARREJA,3173,6352,0,971.3433634
270,108,1610108,ESTARREJA,3173,6352,0,928.496457
271,108,1610108,ESTARREJA,3173,6352,121,858.3587676
272,108,1610108,ESTARREJA,3173,6352,404,858.3587676
273,108,1610108,ESTARREJA,3173,6352,1,858.3587676
274,108,1610108,ESTARREJA,3173,6352,90,858.3587676
275,108,1610108,ESTARREJA,3173,6352,70,858.3587676
276,108,1610108,ESTARREJA,3173,6352,61,858.3587676
277,108,1610108,ESTARREJA,3173,6352,37,858.3587676
278,108,1610108,ESTARREJA,3173,6352,35,858.3587676
279,108,1610108,ESTARREJA,3173,6352,1,858.3587676
280,108,1610108,ESTARREJA,3173,6352,77,858.3587676
281,108,1610108,ESTARREJA,3173,6352,92,858.3587676
282,108,1610108,ESTARREJA,3173,6352,2137,858.3587676
283,108,1610108,ESTARREJA,3173,6352,2,902.8381599
284,109,1160109,SANTA MARIA DA FEIRA,1240,4557,11,888.9597961
285,109,1160109,SANTA MARIA DA FEIRA,1240,4557,0,892.7311126
286,109,1160109,SANTA MARIA DA FEIRA,1240,4557,18,896.3077893
287,109,1160109,SANTA MARIA DA FEIRA,1240,4557,4,876.8264465
288,109,1160109,SANTA MARIA DA FEIRA,1240,4557,8,862.3837702
289,109,1160109,SANTA MARIA DA FEIRA,1240,4557,20,876.3440384
290,109,1160109,SANTA MARIA DA FEIRA,1240,4557,13,858.1844822
291,109,1160109,SANTA MARIA DA FEIRA,1240,4557,3,853.3164299
292,109,1160109,SANTA MARIA DA FEIRA,1240,4557,0,852.4973192
293,109,1160109,SANTA MARIA DA FEIRA,1240,4557,2,842.2163997
294,109,1160109,SANTA MARIA DA FEIRA,1240,4557,4,844.9291687
295,109,1160109,SANTA MARIA DA FEIRA,1240,4557,16,825.1148794
296,109,1160109,SANTA MARIA DA FEIRA,1240,4557,13,776.5913659
297,109,1160109,SANTA MARIA DA FEIRA,1240,4557,101,802.9587217
298,109,1160109,SANTA MARIA DA FEIRA,1240,4557,167,802.5331887
299,109,1160109,SANTA MARIA DA FEIRA,1240,4557,14,800.8039958
300,109,1160109,SANTA MARIA DA FEIRA,1240,4557,16,735.8518779
301,109,1160109,SANTA MARIA DA FEIRA,1240,4557,23,725.2985724
302,109,1160109,SANTA MARIA DA FEIRA,1240,4557,26,781.976298
303,109,1160109,SANTA MARIA DA FEIRA,1240,4557,30,686.7679277
304,109,1160109,SANTA MARIA DA FEIRA,1240,4557,10,686.7679277
305,109,1160109,SANTA MARIA DA FEIRA,1240,4557,15,600.3205594
306,109,1160109,SANTA MARIA DA FEIRA,1240,4557,11,615.425565
307,109,1160109,SANTA MARIA DA FEIRA,1240,4557,54,757.3416806
308,109,1160109,SANTA MARIA DA FEIRA,1240,4557,10,763.2852743
309,109,1160109,SANTA MARIA DA FEIRA,1240,4557,10,774.2227702
310,109,1160109,SANTA MARIA DA FEIRA,1240,4557,46,817.1006199
311,109,1160109,SANTA MARIA DA FEIRA,1240,4557,26,798.9216537
312,109,1160109,SANTA MARIA DA FEIRA,1240,4557,14,847.1209296
313,109,1160109,SANTA MARIA DA FEIRA,1240,4557,9,821.6441363
314,109,1160109,SANTA MARIA DA FEIRA,1240,4557,23,891.2794338
315,109,1160109,SANTA MARIA DA FEIRA,1240,4557,45,905.9417842
316,109,1160109,SANTA MARIA DA FEIRA,1240,4557,24,803.5720975
317,109,1160109,SANTA MARIA DA FEIRA,1240,4557,62,856.4201656
318,109,1160109,SANTA MARIA DA FEIRA,1240,4557,16,878.7756707
319,109,1160109,SANTA MARIA DA FEIRA,1240,4557,0,956.1782741
320,109,1160109,SANTA MARIA DA FEIRA,1240,4557,10,943.2374512
321,109,1160109,SANTA MARIA DA FEIRA,1240,4557,26,991.7243799
322,109,1160109,SANTA MARIA DA FEIRA,1240,4557,13,996.2717362
323,109,1160109,SANTA MARIA DA FEIRA,1240,4557,118,1065.37595
324,109,1160109,SANTA MARIA DA FEIRA,1240,4557,49,1047.871422
325,109,1160109,SANTA MARIA DA FEIRA,1240,4557,89,1065.391016
326,109,1160109,SANTA MARIA DA FEIRA,1240,4557,21,1049.901334
327,109,1160109,SANTA MARIA DA FEIRA,1240,4557,13,1121.909382
328,109,1160109,SANTA MARIA DA FEIRA,1240,4557,12,1167.201985
329,109,1160109,SANTA MARIA DA FEIRA,1240,4557,10,1155.464142
330,109,1160109,SANTA MARIA DA FEIRA,1240,4557,15,791.3829898
331,110,1610110,�lhavo,822,2905,15,812.7065446
332,110,1610110,�lhavo,822,2905,83,794.6085938
333,110,1610110,�lhavo,822,2905,159,782.1811744
334,110,1610110,�lhavo,822,2905,157,777.531323
335,110,1610110,�lhavo,822,2905,33,831.3671482
336,110,1610110,�lhavo,822,2905,57,831.3671482
337,110,1610110,�lhavo,822,2905,55,1232.861939
338,110,1610110,�lhavo,822,2905,112,1259.090149
339,110,1610110,�lhavo,822,2905,67,1247.689804
340,110,1610110,�lhavo,822,2905,84,1245.706665
341,110,1610110,�lhavo,822,2905,0,1176.013223
342,111,1610111,MEALHADA,1708,1699,17,1176.013223
343,111,1610111,MEALHADA,1708,1699,3,1145.183348
344,111,1610111,MEALHADA,1708,1699,32,1145.183348
345,111,1610111,MEALHADA,1708,1699,167,1145.183348
346,111,1610111,MEALHADA,1708,1699,70,1145.183348
347,111,1610111,MEALHADA,1708,1699,35,1105.319051
348,111,1610111,MEALHADA,1708,1699,226,1105.319051
349,111,1610111,MEALHADA,1708,1699,34,1048.071978
350,111,1610111,MEALHADA,1708,1699,43,1048.071978
351,111,1610111,MEALHADA,1708,1699,132,1069.825025
352,111,1610111,MEALHADA,1708,1699,69,1069.825025
353,111,1610111,MEALHADA,1708,1699,114,1088.277667
354,111,1610111,MEALHADA,1708,1699,62,1063.319857
355,111,1610111,MEALHADA,1708,1699,21,1050.743205
356,111,1610111,MEALHADA,1708,1699,29,1050.743205
357,111,1610111,MEALHADA,1708,1699,268,1038.823242
358,111,1610111,MEALHADA,1708,1699,8,1038.823242
359,111,1610111,MEALHADA,1708,1699,17,1189.83348
360,111,1610111,MEALHADA,1708,1699,85,1189.83348
361,111,1610111,MEALHADA,1708,1699,75,1108.19868
362,111,1610111,MEALHADA,1708,1699,0,1108.19868
363,111,1610111,MEALHADA,1708,1699,0,1092.127056
364,111,1610111,MEALHADA,1708,1699,50,1092.127056
365,111,1610111,MEALHADA,1708,1699,33,1092.127056
366,111,1610111,MEALHADA,1708,1699,90,1092.127056
367,111,1610111,MEALHADA,1708,1699,7,1092.127056
368,111,1610111,MEALHADA,1708,1699,17,1092.127056
369,112,1610112,MURTOSA,1437,3036,204,1092.127056
370,112,1610112,MURTOSA,1437,3036,1106,1092.127056
371,112,1610112,MURTOSA,1437,3036,87,1092.127056
372,112,1610112,MURTOSA,1437,3036,17,1023.886902
373,112,1610112,MURTOSA,1437,3036,23,1023.886902
374,113,1160113,OLIVEIRA DE AZEM�?IS,1603,4801,0,847.9560843
375,113,1160113,OLIVEIRA DE AZEM�?IS,1603,4801,0,835.4672201
376,113,1160113,OLIVEIRA DE AZEM�?IS,1603,4801,11,856.9911883
377,113,1160113,OLIVEIRA DE AZEM�?IS,1603,4801,12,868.7005227
378,113,1160113,OLIVEIRA DE AZEM�?IS,1603,4801,37,913.6668062
379,113,1160113,OLIVEIRA DE AZEM�?IS,1603,4801,16,884.5730397
380,113,1160113,OLIVEIRA DE AZEM�?IS,1603,4801,170,940.3647884
381,113,1160113,OLIVEIRA DE AZEM�?IS,1603,4801,11,827.862442
382,113,1160113,OLIVEIRA DE AZEM�?IS,1603,4801,27,818.9759318
383,113,1160113,OLIVEIRA DE AZEM�?IS,1603,4801,9,942.3220459
384,113,1160113,OLIVEIRA DE AZEM�?IS,1603,4801,11,957.7242807
385,113,1160113,OLIVEIRA DE AZEM�?IS,1603,4801,0,924.7880457
386,113,1160113,OLIVEIRA DE AZEM�?IS,1603,4801,32,1061.076231
387,113,1160113,OLIVEIRA DE AZEM�?IS,1603,4801,72,1024.169519
388,113,1160113,OLIVEIRA DE AZEM�?IS,1603,4801,47,1194.303277
389,113,1160113,OLIVEIRA DE AZEM�?IS,1603,4801,1,941.2984052
390,113,1160113,OLIVEIRA DE AZEM�?IS,1603,4801,19,1070.896568
391,113,1160113,OLIVEIRA DE AZEM�?IS,1603,4801,12,1110.555811
392,113,1160113,OLIVEIRA DE AZEM�?IS,1603,4801,12,919.8700224
393,113,1160113,OLIVEIRA DE AZEM�?IS,1603,4801,0,995.6864611
394,113,1160113,OLIVEIRA DE AZEM�?IS,1603,4801,83,1113.096205
395,113,1160113,OLIVEIRA DE AZEM�?IS,1603,4801,38,1019.975347
396,113,1160113,OLIVEIRA DE AZEM�?IS,1603,4801,61,1198.12854
397,113,1160113,OLIVEIRA DE AZEM�?IS,1603,4801,13,1166.174735
398,113,1160113,OLIVEIRA DE AZEM�?IS,1603,4801,45,1170.181841
399,113,1160113,OLIVEIRA DE AZEM�?IS,1603,4801,56,1195.106628
400,113,1160113,OLIVEIRA DE AZEM�?IS,1603,4801,119,1061.594877
401,113,1160113,OLIVEIRA DE AZEM�?IS,1603,4801,49,1020.313297
402,113,1160113,OLIVEIRA DE AZEM�?IS,1603,4801,5,1153.242637
403,113,1160113,OLIVEIRA DE AZEM�?IS,1603,4801,13,1161.292781
404,113,1160113,OLIVEIRA DE AZEM�?IS,1603,4801,62,1226.597146
405,113,1160113,OLIVEIRA DE AZEM�?IS,1603,4801,144,1192.825366
406,113,1160113,OLIVEIRA DE AZEM�?IS,1603,4801,2,1279.423019
407,113,1160113,OLIVEIRA DE AZEM�?IS,1603,4801,86,1279.423019
408,113,1160113,OLIVEIRA DE AZEM�?IS,1603,4801,40,1318.086202
409,113,1160113,OLIVEIRA DE AZEM�?IS,1603,4801,1,1208.143552
410,113,1160113,OLIVEIRA DE AZEM�?IS,1603,4801,13,1364.773374
411,113,1160113,OLIVEIRA DE AZEM�?IS,1603,4801,16,1102.724141
412,113,1160113,OLIVEIRA DE AZEM�?IS,1603,4801,42,1170.230307
413,113,1160113,OLIVEIRA DE AZEM�?IS,1603,4801,14,1115.131236
414,113,1160113,OLIVEIRA DE AZEM�?IS,1603,4801,10,1232.625008
415,113,1160113,OLIVEIRA DE AZEM�?IS,1603,4801,24,1314.338736
416,113,1160113,OLIVEIRA DE AZEM�?IS,1603,4801,16,1178.963063
417,113,1160113,OLIVEIRA DE AZEM�?IS,1603,4801,27,1152.540772
418,113,1160113,OLIVEIRA DE AZEM�?IS,1603,4801,32,1225.950699
419,113,1160113,OLIVEIRA DE AZEM�?IS,1603,4801,16,1192.434659
420,113,1160113,OLIVEIRA DE AZEM�?IS,1603,4801,15,1177.233445
421,113,1160113,OLIVEIRA DE AZEM�?IS,1603,4801,36,1212.491086
422,113,1160113,OLIVEIRA DE AZEM�?IS,1603,4801,13,867.1737006
423,113,1160113,OLIVEIRA DE AZEM�?IS,1603,4801,13,867.1737006
424,114,1610114,OLIVEIRA DO BAIRRO,1779,1751,792,864.3153061
