agrarian_region_id,agrarian_region,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986
Entre Douro e Minho,1,407,459,493,539,556,638,635,641,666,670,916,984,1061,1395,1477,1460,1822,1754,2243,2368,4936,5123,5160,5499,5477,6288,7111,7596,8024,7808,14030,10422,10100
Trás-os-Montes,2,9202,9471,10415,11124,11869,12405,12000,12157,12490,12560,14274,14052,14845,16180,17742,18635,19800,21032,24825,27014,31184,35269,36529,37073,40000,44226,34502,39024,43756,53382,39488,49145,47622
Beira Litoral,3,494,546,671,665,678,746,781,784,820,765,1081,1407,1408,908,1477,1490,1734,1913,2193,2193,2347,2417,2432,2900,3185,3234,3129,3138,3556,5510,10712,6091,5902
Beira Interior,4,5534,5627,5540,5578,6537,7127,5945,5963,6200,6273,4825,5549,5824,6441,7535,8378,9407,12297,14618,16239,11361,14500,15000,15195,16000,16939,27585,33676,36730,39021,29617,38967,37759
Ribatejo e Oeste,5,0,0,0,0,0,0,21,12,19,32,36,32,43,41,49,49,68,73,124,134,50,140,110,178,150,276,166,271,282,399,2459,837,811
Alentejo,6,112,132,135,178,147,142,124,162,241,251,169,174,273,375,299,297,629,464,627,610,580,1260,1110,1176,1069,1153,2196,2461,2339,1861,6600,3614,3503
Algarve,7,13,14,14,14,4,0,0,0,4,6,21,21,23,24,39,39,43,37,44,44,298,298,215,231,231,400,354,367,382,363,396,435,421
