agrarian_region_id,agrarian_region,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986
Entre Douro e Minho,1,19679,23261,23621,24675,25831,25917,26068,25912,25305,27903,30555,29926,31032,32025,33878,34119,34645,39134,40355,41921,47700,53479,57559,61639,68903,76166,84144,92121,93807,92520,89892,92331,90841
Trás-os-Montes,2,4460,4774,5019,5312,5427,5340,5198,5350,5359,5641,7239,7116,7409,7547,8375,8496,8415,8536,8758,8929,6828,6605,5921,6291,7683,5834,8020,9888,8922,8592,8348,8575,8437
Beira Litoral,3,20513,21782,22002,22327,22711,22581,22277,22584,21557,23499,25006,24458,25614,27706,29388,29353,30350,35638,35873,37983,39856,41728,45073,48418,51941,55464,59739,64014,64756,63790,61978,63659,62632
Beira Interior,4,3309,3336,3510,3980,4211,4032,3910,4210,3881,4090,5728,6163,6234,6740,10226,10415,11366,11810,12568,12656,12567,12479,12079,11679,11807,11935,11198,10460,10313,10110,9823,10090,9928
Ribatejo e Oeste,5,24390,22717,24483,27277,31223,32795,27141,24843,23802,23575,28841,24756,23675,25552,31895,35890,33817,36109,32829,36110,42500,36257,30538,27188,25165,21822,24177,29076,29405,28965,28142,28905,28439
Alentejo,6,10713,10222,9521,13848,17766,20642,17142,16548,9927,9414,12518,12084,7558,9076,21737,21131,19428,21427,19934,23728,30100,20609,14577,5282,4803,4421,4680,5613,5744,5670,5509,5659,5567
Algarve,7,77,198,199,202,187,198,175,241,242,272,595,666,583,710,1170,1234,1239,1239,1239,1239,1631,1459,1459,1586,1589,1513,1668,2024,1973,1931,1876,1926,1894
