"Muni_ID","ID","Muni","Broilers","Ducks","Geese","Laying_hens","Rep_hens","Turkeys"
1601,"1111601","Arcos de Valdevez",2616.495745248,151.11819595215,76.3694336286,3508.7011383564,645.03527844168,144.3243448647
1602,"1111602","Caminha",3110.127850368,75.05334765495,16.9262069256,1040.00162613984,191.18535622704,50.0507229222
1603,"1111603","Melgaço",810.4407696,77.2786490679,9.067610853,1350.0021108546,248.02424591616,14.0553399987
1604,"1111604","Monção",4151.421445248,265.0131682695,24.7848029982,1983.04657893972,364.28561118936,324.9868858236
1605,"1111605","Paredes de Coura",603.655579296,82.1338521507,6.4480788288,1700.0026581132,312.61389329016,47.993843898
1606,"1111606","Ponte da Barca",1107.60238512,39.2462249193,16.9262069256,1356.08907689388,249.31603886364,13.0269004866
1607,"1111607","Ponte de Lima",6942.284750016,353.82292465905,71.7348769704,5202.61683043032,956.35737878436,280.7639868033
1608,"1111608","Valença",2803.142710368,119.55937591395,10.2766256334,5167.83416734872,949.89841404696,116.556478038
1609,"1111609","Viana do Castelo",59423.481931968,315.9928006389,52.390640484,2838.26530745856,521.88435078192,221.1144951015
1610,"1111610","Vila Nova de Cerveira",708.767291232,56.03713558065,8.8661083896,439.56590469372,80.52176039292,21.2544165834
301,"1120301","Amares",1892.993167296,77.6832493248,19.142734023,82555.346474312,15177.7059375917,58.6210521897
302,"1120302","Barcelos",17923.511589984,274.11667404975,52.390640484,5644.35665156664,1037.7403344756,528.9607223901
303,"1120303","Braga",3372.907130208,154.9618983927,50.9801232402,2826.52615866852,519.73136253612,76.4473370661
306,"1120306","Esposende",2648.913376032,138.98018824515,43.9275370212,1613.48078369772,296.68178027124,218.3719897359
310,"1120310","Terras de Bouro",795.214306656,17.60011117515,15.9186946086,610.00095379356,111.9553887816,5.8278239019
313,"1120313","Vila Verde",6124.96751328,102.7684652526,43.323029631,4659.57250306884,856.45872417924,70.9623263349
307,"1130307","Fafe",1417.534582464,41.87612658915,19.7472414132,2969.5698605916,545.99781913488,92.2167429183
308,"1130308","Guimarães",35233.052899968,99.5316631974,23.5757882178,45538.3320730078,8372.11009261788,95.6448746253
309,"1130309","Póvoa de Lanhoso",4595.935927968,35.6048226072,20.7547537302,1124.34958411272,206.6868715968,40.7947673133
1314,"1131314","Santo Tirso",2902.360307616,49.15893121335,0,1633.91559825816,300.12656146452,65.134502433
1318,"1131318","Trofa",71636.578741728,43.08992735985,10.2766256334,458.26158610008,84.39713923536,73.3620185298
311,"1130311","Vieira do Minho",1321.26404256,38.23472427705,25.9938177786,1123.9148008242,206.6868715968,27.425053656
312,"1130312","Vila Nova de Famalicão",7790.546088864,122.1892775838,31.8373892172,2108.698949322,387.537884244,157.0084321806
314,"1130314","Vizela",427.32331488,7.08050449575,0,265.2178059972,48.65753435508,4.7993843898
107,"1140107","Espinho",63.361732896,0,0,6.08696603928,0.86119529832,0
1304,"1141304","Gondomar",610.040870208,23.8714151571,4.8360591216,1173.914879004,215.72942222916,21.2544165834
1306,"1141306","Maia",9168.295397184,21.0392133588,3.4255418778,734.7837575988,134.77706418708,13.3697136573
1308,"1141308","Matosinhos",433.217429568,25.8944164416,6.6495812922,583.91395648236,107.21881464084,0
1312,"1141312","Porto",47.152917504,1.2138007707,0,43.91311214052,8.18135533404,0
1313,"1141313","Póvoa de Varzim",1601.725666464,39.44852504775,30.4268719734,5468.70420300456,1005.4455107886,19.1975375592
1315,"1141315","Valongo",375.74981136,8.69890552335,1.007512317,12196.1060262745,2242.12195917612,0
1316,"1141316","Vila do Conde",4138.650863424,75.05334765495,16.3216995354,4706.96388151752,865.5012748116,90.1598638941
1317,"1141317","Vila Nova de Gaia",878.223088512,20.83691323035,5.6420689752,579.56612359716,106.35761934252,9.2559556089
1301,"1151301","Amarante",3601.304074368,57.65553660825,77.578448409,1469.13273190908,269.98472602332,60.3351180432
1302,"1151302","Baião",1581.096265056,24.6806156709,11.2841379504,1466.95881546648,269.55412837416,39.4235146305
304,"1150304","Cabeceiras de Basto",14751.495535392,49.3612313418,16.5232019988,1175.65401215808,216.16001987832,54.850107312
106,"1150106","Castelo de Paiva",1252.4993712,19.8254125881,2.6195320242,900.0014072364,165.34949727744,11.9984609745
305,"1150305","Celorico de Basto",11405.11192128,39.04392479085,30.4268719734,2065.22062047,379.35652890996,19.1975375592
1804,"1151804","Cinfães",1173.91117536,28.7266182399,8.4631034628,1413.91525426704,260.08098009264,3.7709448777
1303,"1151303","Felgueiras",2659.71925296,53.8118341677,20.3517488034,11647.8442994508,2141.36210927268,50.7363492636
1305,"1151305","Lousada",4133.739101184,40.8646259469,6.045073902,1153.91484773208,212.28464103588,75.7617107247
1307,"1151307","Marco de Canaveses",1506.437479008,24.6806156709,15.112684755,1607.82860094696,295.38998732376,11.9984609745
1705,"1151705","Mondim de Basto",1147.878835488,25.69211631315,11.2841379504,814.34909939796,149.41738425852,14.7409663401
1309,"1151309","Paços de Ferreira",3081.639629376,32.368020552,45.7410591918,699.56631122868,128.74869709884,70.9623263349
1310,"1151310","Paredes",1202.890572576,48.34973069955,24.7848029982,1537.82849149524,282.90265549812,27.7678668267
1311,"1151311","Penafiel",1539.83746224,29.1312184968,5.4405665118,1922.61170183544,353.0900723112,35.9953829235
1813,"1151813","Resende",879.20544096,21.0392133588,1.2090147804,773.04468698856,142.0972242228,9.2559556089
1709,"1151709","Ribeira de Pena",1187.172933408,39.85312530465,20.15024634,1091.3060541852,200.65850450856,3.7709448777
104,"1160104","Arouca",8813.174987232,17.60011117515,5.4405665118,1185.21924450552,217.88241047496,75.7617107247
113,"1160113","Oliveira de Azeméis",15766.265614176,164.06540417295,11.6871428772,6826.96719634104,1254.76154965224,15.7694058522
109,"1160109","Santa Maria da Feira",1096.305331968,39.44852504775,7.052586219,806.08821691608,148.12559131104,25.0253614611
116,"1160116","São João da Madeira",0,0,0,0,0,0
119,"1160119","Vale de Cambra",23101.491343392,12.9472082208,5.4405665118,518.69646320436,95.16208046436,16.7978453643
1701,"1171701","Alijó",267.199865856,33.1772210658,13.2991625844,634.7836012392,116.69196292236,5.8278239019
1801,"1171801","Armamar",105.111711936,10.9242069363,7.052586219,569.5661079612,104.63522874588,10.9700214624
403,"1170403","Carrazeda de Ansiães",446.97036384,21.24151348725,31.8373892172,755.65335544776,139.08304067868,25.0253614611
404,"1170404","Freixo de Espada à Cinta",25.541163648,8.092005138,5.037561585,300.0004690788,55.11649909248,0
1805,"1171805","Lamego",560.432071584,23.4668149002,13.097660121,966.08846709144,177.40623145392,20.568790242
1704,"1171704","Mesão Frio",32.417630784,1.01150064225,18.3367241694,161.73938332944,29.71123779204,0
1807,"1171807","Moimenta da Beira",23631.470489088,13.3518084777,29.0163547296,1505.21974485624,276.87428840988,14.0553399987
1812,"1171812","Penedono",7963.440119712,18.81391194585,0,402.60932516952,73.63219800636,11.6556478038
1708,"1171708","Peso da Régua",481.843875744,17.3978110467,17.7322167792,367.82666208792,67.60383091812,5.1421975605
1710,"1171710","Sabrosa",1682.2785672,16.38631040445,243.2134733238,538.26171118776,99.0374593068,9.5987687796
1711,"1171711","Santa Marta de Penaguião",254.429284032,11.93570757855,7.6570936092,470.87030146716,86.55012748116,6.1706370726
1815,"1171815","São João da Pesqueira",102.655830816,8.69890552335,10.8811330236,606.95747077392,111.52479113244,14.7409663401
1818,"1171818","Sernancelhe",26071.142793696,12.74490809235,36.270443412,718.69677592356,131.76288064296,21.2544165834
1819,"1171819","Tabuaço",278.005742784,6.27130398195,9.8736207066,503.47904810616,92.5784945694,6.1706370726
1820,"1171820","Tarouca",2168.051852736,5.46210346815,8.6646059262,279.56565451836,51.24112025004,0
409,"1170409","Torre de Moncorvo",186.64696512,17.60011117515,5.2390640484,523.47907937808,96.02327576268,14.0553399987
