"Muni_ID","ID","Muni","Does","Other_caprine"
1601,"1111601","Arcos de Valdevez",46.72202554224,173.41868213397
1602,"1111602","Caminha",0,18.15361618392
1603,"1111603","Melgaço",0,75.55072974498
1604,"1111604","Monção",0,30.35736709299
1605,"1111605","Paredes de Coura",0,34.99525521261
1606,"1111606","Ponte da Barca",0,78.69907896102
1607,"1111607","Ponte de Lima",0,178.40340341082
1608,"1111608","Valença",0,26.11741526793
1609,"1111609","Viana do Castelo",0,48.60390932082
1610,"1111610","Vila Nova de Cerveira",0,31.10213654478
301,"1120301","Amares",0,27.8691516243
302,"1120302","Barcelos",0,55.7383032486
303,"1120303","Braga",0,14.43805926444
306,"1120306","Esposende",0,9.53797369203
310,"1120310","Terras de Bouro",41.27246077536,44.62615494855
313,"1120313","Vila Verde",168.88847988168,57.9643212645
307,"1130307","Fafe",0,27.78451591986
308,"1130308","Guimarães",0,9.45333798759
309,"1130309","Póvoa de Lanhoso",0,26.37961272072
1314,"1131314","Santo Tirso",0,15.92759816802
1318,"1131318","Trofa",0,6.29669843208
311,"1130311","Vieira do Minho",0,28.78319248497
312,"1130312","Vila Nova de Famalicão",25.25208021576,15.26746442067
314,"1130314","Vizela",0,0.66013374735
107,"1140107","Espinho",0,0.08463570444
1304,"1141304","Gondomar",0,5.6448550242
1306,"1141306","Maia",0,4.63788811962
1308,"1141308","Matosinhos",0,4.07068041618
1312,"1141312","Porto",0,0.92233120014
1313,"1141313","Póvoa de Varzim",89.39271370536,9.53797369203
1315,"1141315","Valongo",0,2.49650580816
1316,"1141316","Vila do Conde",0,12.60168720363
1317,"1141317","Vila Nova de Gaia",0,4.81544986797
1301,"1151301","Amarante",0,102.02326850961
1302,"1151302","Baião",0,81.19558476918
304,"1150304","Cabeceiras de Basto",0,49.43331447705
106,"1150106","Castelo de Paiva",0.74123046036,31.10213654478
305,"1150305","Celorico de Basto",1.56669445368,54.9006077529
1804,"1151804","Cinfães",0,133.04076934995
1303,"1151303","Felgueiras",0,11.11214830005
1305,"1151305","Lousada",0,5.46729327585
1307,"1151307","Marco de Canaveses",8.0101902798,25.37264581614
1705,"1151705","Mondim de Basto",0,244.42444980324
1309,"1151309","Paços de Ferreira",0,15.18282871623
1310,"1151310","Paredes",0,15.26746442067
1311,"1151311","Penafiel",0,14.35342356
1813,"1151813","Resende",0,7.30366533666
1709,"1151709","Ribeira de Pena",0,224.60373296739
104,"1160104","Arouca",0,115.45436086947
113,"1160113","Oliveira de Azeméis",64.04814901116,53.24179744044
109,"1160109","Santa Maria da Feira",0.91794847176,11.11214830005
116,"1160116","São João da Madeira",0,0
119,"1160119","Vale de Cambra",0,114.53202966933
1701,"1171701","Alijó",153.04481733348,5.6448550242
1801,"1171801","Armamar",21.29322731508,0.82940515623
403,"1170403","Carrazeda de Ansiães",80.1610140492,11.19678400449
404,"1170404","Freixo de Espada à Cinta",83.94314893848,3.0637135116
1805,"1171805","Lamego",19.89499992732,12.86388465642
1704,"1171704","Mesão Frio",0,0
1807,"1171807","Moimenta da Beira",62.56568809044,33.33644490015
1812,"1171812","Penedono",61.74022409712,7.13439392778
1708,"1171708","Peso da Régua",15.11068303332,0.08463570444
1710,"1171710","Sabrosa",6.44349582612,8.87783994468
1711,"1171711","Santa Marta de Penaguião",0,1.48953890358
1815,"1171815","São João da Pesqueira",123.7413997386,14.43805926444
1818,"1171818","Sernancelhe",175.72802109084,16.75700332425
1819,"1171819","Tabuaço",0.91794847176,1.65881031246
1820,"1171820","Tarouca",65.6990769978,12.68632290807
409,"1170409","Torre de Moncorvo",196.62520302288,12.68632290807
410,"1170410","Vila Flor",160.70982253596,12.86388465642
914,"1170914","Vila Nova de Foz Côa",88.651483245,4.72252382406
1714,"1171714","Vila Real",63.39115208376,73.89191943252
401,"1180401","Alfândega da Fé",181.52277093504,23.88310691256
1702,"1181702","Boticas",26.25426222048,55.07816950125
402,"1180402","Bragança",114.16451500512,178.40340341082
1703,"1181703","Chaves",28.38546912312,67.01972295753
405,"1180405","Macedo de Cavaleiros",309.04630556292,144.23755335444
406,"1180406","Miranda do Douro",11.0593456542,31.19506258869
407,"1180407","Mirandela",308.2208415696,102.7680379614
408,"1180408","Mogadouro",210.81793758444,266.81801781222
1706,"1181706","Montalegre",112.505336073,175.25505419478
1707,"1181707","Murça",182.25575044992,51.8368942413
1712,"1181712","Valpaços",168.72001281576,97.95258809343
1713,"1181713","Vila Pouca de Aguiar",50.68087844292,166.28428820619
411,"1180411","Vimioso",190.92293765712,70.91284162536
412,"1180412","Vinhais",1.56669445368,40.55547453237
101,"1610101","Águeda",4.79256783948,53.98656689223
102,"1610102","Albergaria-a-Velha",26.99549268084,11.19678400449
103,"1610103","Anadia",8.0101902798,38.23653047256
105,"1610105","Aveiro",7.18472628648,38.15189476812
108,"1610108","Estarreja",26.91125914788,32.59167544836
110,"1610110","Ílhavo",0.74123046036,11.2897100484
111,"1610111","Mealhada",12.80275811928,46.02276780822
112,"1610112","Murtosa",0.08423353296,7.96379908401
114,"1610114","Oliveira do Bairro",2.48464292544,11.11214830005
115,"1610115","Ovar",4.05133737912,8.7085685358
117,"1610117","Sever do Vouga",0.82546399332,64.43858144493
118,"1610118","Vagos",12.80275811928,18.98302134015
602,"1620602","Cantanhede",48.37295352888,74.80596029319
603,"1620603","Coimbra",50.76511197588,147.95311027392
604,"1620604","Condeixa-a-Nova",209.8240065252,109.97877725415
605,"1620605","Figueira da Foz",26.81877466944,18.98302134015
608,"1620608","Mira",4.70008336104,6.29669843208
610,"1620610","Montemor-o-Velho",42.10617571416,55.7383032486
613,"1620613","Penacova",40.53948126048,106.74579233367
615,"1620615","Soure",224.36192616408,63.78673803705
1004,"1631004","Batalha",35.5701954096,16.66407728034
1009,"1631009","Leiria",115.5544914474,53.24179744044
1010,"1631010","Marinha Grande",0,0.82940515623
1015,"1631015","Pombal",139.41659522088,95.37144658083
1016,"1631016","Porto de Mós",305.91291665556,96.2854874415
1002,"1641002","Alvaiázere",203.46474423204,40.73303628072
1003,"1641003","Ansião",234.41908981356,51.10041512898
601,"1640601","Arganil",106.80307070724,138.5080626258
1007,"1641007","Castanheira de Pêra",19.89499992732,14.43805926444
1008,"1641008","Figueiró dos Vinhos",4.05133737912,24.72080240826
606,"1640606","Góis",66.44030745816,56.56770840483
607,"1640607","Lousã",46.06502861484,42.21428484483
609,"1640609","Miranda do Corvo",57.12437426904,32.50703974392
611,"1640611","Oliveira do Hospital",146.50883702892,60.37619136822
612,"1640612","Pampilhosa da Serra",48.37295352888,41.3848796886
