"Muni_ID","ID","Muni","Does","Other_caprine"
1601,"1111601","Arcos de Valdevez",51.9133617136,192.6874245933
1602,"1111602","Caminha",0,20.1706846488
1603,"1111603","Melgaço",0,83.9452552722
1604,"1111604","Monção",0,33.7304078811
1605,"1111605","Paredes de Coura",0,38.8836169029
1606,"1111606","Ponte da Barca",0,87.4434210678
1607,"1111607","Ponte de Lima",0,198.2260037898
1608,"1111608","Valença",0,29.0193502977
1609,"1111609","Viana do Castelo",0,54.0043436898
1610,"1111610","Vila Nova de Cerveira",0,34.5579294942
301,"1120301","Amares",0,30.965724027
302,"1120302","Barcelos",0,61.931448054
303,"1120303","Braga",0,16.0422880716
306,"1120306","Esposende",0,10.5977485467
310,"1120310","Terras de Bouro",45.8582897504,49.5846166095
313,"1120313","Vila Verde",187.6538665352,64.404801405
307,"1130307","Fafe",0,30.8716843554
308,"1130308","Guimarães",0,10.5037088751
309,"1130309","Póvoa de Lanhoso",0,29.3106808008
1314,"1131314","Santo Tirso",0,17.6973312978
1318,"1131318","Trofa",0,6.9963315912
311,"1130311","Vieira do Minho",0,31.9813249833
312,"1130312","Vila Nova de Famalicão",28.0578669064,16.9638493563
314,"1130314","Vizela",0,0.7334819415
107,"1140107","Espinho",0,0.0940396716
1304,"1141304","Gondomar",0,6.272061138
1306,"1141306","Maia",0,5.1532090218
1308,"1141308","Matosinhos",0,4.5229782402
1312,"1141312","Porto",0,1.0248124446
1313,"1141313","Póvoa de Varzim",99.3252374504,10.5977485467
1315,"1141315","Valongo",0,2.7738953424
1316,"1141316","Vila do Conde",0,14.0018746707
1317,"1141317","Vila Nova de Gaia",0,5.3504998533
1301,"1151301","Amarante",0,113.3591872329
1302,"1151302","Baião",0,90.2173164102
304,"1150304","Cabeceiras de Basto",0,54.9259049745
106,"1150106","Castelo de Paiva",0.8235894004,34.5579294942
305,"1150305","Celorico de Basto",1.7407716152,61.000675281
1804,"1151804","Cinfães",0,147.8230770555
1303,"1151303","Felgueiras",0,12.3468314445
1305,"1151305","Lousada",0,6.0747703065
1307,"1151307","Marco de Canaveses",8.900211422,28.1918286846
1705,"1151705","Mondim de Basto",0,271.5827220036
1309,"1151309","Paços de Ferreira",0,16.8698096847
1310,"1151310","Paredes",0,16.9638493563
1311,"1151311","Penafiel",0,15.9482484
1813,"1151813","Resende",0,8.1151837074
1709,"1151709","Ribeira de Pena",0,249.5597032971
104,"1160104","Arouca",0,128.2826231883
113,"1160113","Oliveira de Azeméis",71.1646100124,59.1575527116
109,"1160109","Santa Maria da Feira",1.0199427464,12.3468314445
116,"1160116","São João da Madeira",0,0
119,"1160119","Vale de Cambra",0,127.2578107437
1701,"1171701","Alijó",170.0497970372,6.272061138
1801,"1171801","Armamar",23.6591414612,0.9215612847
403,"1170403","Carrazeda de Ansiães",89.067793388,12.4408711161
404,"1170404","Freixo de Espada à Cinta",93.2701654872,3.404126124
1805,"1171805","Lamego",22.1055554748,14.2932051738
1704,"1171704","Mesão Frio",0,0
1807,"1171807","Moimenta da Beira",69.5174312116,37.0404943335
1812,"1171812","Penedono",68.6002489968,7.9271043642
1708,"1171708","Peso da Régua",16.7896478148,0.0940396716
1710,"1171710","Sabrosa",7.1594398068,9.8642666052
1711,"1171711","Santa Marta de Penaguião",0,1.6550432262
1815,"1171815","São João da Pesqueira",137.490444154,16.0422880716
1818,"1171818","Sernancelhe",195.2533567676,18.6188925825
