"Muni_ID","ID","Muni","Broilers","Ducks","Geese","Laying_hens","Rep_hens","Turkeys"
1601,"1111601","Arcos de Valdevez",3964.3874928,335.818213227,169.709852508,5085.07411356,934.833736872,267.267305305
1602,"1111602","Caminha",4712.3149248,166.785217011,37.613793168,1507.248733536,277.080226416,92.68652393
1603,"1111603","Melgaço",1227.94056,171.730331262,20.15024634,1956.52479834,359.455428864,26.028407405
1604,"1111604","Monção",6290.0324928,588.91815171,55.077339996,2873.980549188,527.950161144,601.82756634
1605,"1111605","Paredes de Coura",914.6296656,182.519671446,14.329064064,2463.77196828,453.063613464,88.8774887
1606,"1111606","Ponte da Barca",1678.185432,87.213833154,37.613793168,1965.346488252,361.327592556,24.12388979
1607,"1111607","Ponte de Lima",10518.6132576,786.273165909,159.410837712,7540.024391928,1386.025186644,519.933308895
1608,"1111608","Valença",4247.1859248,265.687502031,22.836945852,7489.614735288,1376.664368184,215.8453297
1609,"1111609","Viana do Castelo",90035.5786848,702.206223642,116.42364552,4113.427981824,756.354131568,409.471287225
1610,"1111610","Vila Nova de Cerveira",1073.8898352,124.526967957,19.702463088,637.052035788,116.698203468,39.36003071
301,"1120301","Amares",2868.1714656,172.629442944,42.53940894,119645.429672916,21996.675271872,108.557504055
302,"1120302","Barcelos",27156.8357424,609.148164555,116.42364552,8180.227031256,1503.97149924,979.556893315
303,"1120303","Braga",5110.4653488,344.359774206,113.289162756,4096.414722708,753.233858748,141.569142715
306,"1120306","Esposende",4013.5051152,308.844862767,97.616748936,2338.377947388,429.973594596,404.392573585
310,"1120310","Terras de Bouro",1204.8701616,39.111358167,35.374876908,884.059353324,162.25418664,10.792266485
313,"1120313","Vila Verde",9280.253808,228.374367228,96.27339918,6753.003627636,1241.244527796,131.411715435
307,"1130307","Fafe",2147.7796704,93.058059087,43.882758696,4303.72443564,791.301187152,170.771746145
308,"1130308","Guimarães",53383.4134848,221.181473772,52.390640484,65997.582714504,12133.492887852,177.120138195
