"Muni_ID","ID","Muni","Broilers","Ducks","Geese","Laying_hens","Rep_hens","Turkeys"
1601,"1111601","Arcos de Valdevez",7110.7267728,779.132833227,393.744332508,9913.51651356,1822.488616872,513.729125305
1602,"1111602","Caminha",8452.2474048,386.958877011,87.267873168,2938.430173536,540.176866416,178.15784393
1603,"1111603","Melgaço",2202.49656,398.432051262,46.75064634,3814.30839834,700.769988864,50.030627405
1604,"1111604","Monção",11282.1217728,1366.35075171,127.785099996,5602.918069188,1029.255921144,1156.80572634
1605,"1111605","Paredes de Coura",1640.5262256,423.464431446,33.244904064,4803.20316828,883.262173464,170.8362887
1606,"1111606","Ponte da Barca",3010.078632,202.345073154,87.267873168,3831.506568252,704.419832556,46.36984979
1607,"1111607","Ponte de Lima",18866.7190176,1824.234705909,369.849557712,14699.521511928,2702.100946644,999.392288895
1608,"1111608","Valença",7617.9684048,616.422362031,52.984065852,14601.246255288,2683.851728184,414.8881297
1609,"1111609","Viana do Castelo",161492.3871648,1629.190743642,270.11484552,8019.260941824,1474.536851568,787.067187225
1610,"1111610","Vila Nova de Cerveira",1926.1833552,288.915387957,45.711743088,1241.953555788,227.506923468,75.65607071
301,"1120301","Amares",5144.4980256,400.518082944,98.69580894,233252.636312916,42883.230151872,208.664324055
302,"1120302","Barcelos",48709.8799824,1413.286464555,270.11484552,15947.617271256,2932.04109924,1882.859953315
303,"1120303","Braga",9166.3902288,798.950134206,262.842522756,7986.093042708,1468.453778748,272.117802715
306,"1120306","Esposende",7198.8266352,716.551882767,226.480908936,4558.743467388,838.247434596,777.305113585
310,"1120310","Terras de Bouro",2161.1163216,90.742378167,82.073356908,1723.502313324,316.31978664,20.744406485
313,"1120313","Vila Verde",16645.534608,529.852047228,223.36419918,13165.199067636,2419.846367796,252.593655435
307,"1130307","Fafe",3852.3667104,215.904279087,101.812518696,8390.25003564,1542.667267152,328.249726145
308,"1130308","Guimarães",95751.2019648,513.163793772,121.551680484,128664.422874504,23654.636967852,340.452318195
309,"1130309","Póvoa de Lanhoso",12490.1577648,183.570788016,107.007034956,3176.747670888,583.97499072,145.210845395
1314,"1131314","Santo Tirso",7887.6073776,253.452849363,0,4616.480180664,847.980351108,231.84924895
1318,"1131318","Trofa",194683.3429008,222.162374133,52.984065852,1294.776506232,238.456454544,261.13546987
311,"1130311","Vieira do Minho",3590.736816,197.129993949,134.018519508,3175.51923018,583.97499072,97.6207364
312,"1130312","Vila Nova de Famalicão",21171.9987504,629.981567964,164.146713816,5957.9374338,1094.9531076,558.87871589
314,"1130314","Vizela",1161.316368,36.505554435,0,749.34883188,137.477445732,17.08362887
107,"1140107","Espinho",172.1951856,0,0,17.198169912,2.433229128,0
1304,"1141304","Gondomar",1657.8792288,123.075869238,24.933678048,3316.7899116,609.523896564,75.65607071
1306,"1141306","Maia",24916.2429024,108.473647464,17.661355284,2076.06479652,380.800358532,47.590108995
1308,"1141308","Matosinhos",1177.3345248,133.506027648,34.283807316,1649.795870844,302.937026436,0
1312,"1141312","Porto",128.1452544,6.258095046,0,124.072511508,23.115676716,0
1313,"1141313","Póvoa de Varzim",4352.9341104,203.388088995,156.874391052,15451.327225224,2840.79500694,68.33451548
1315,"1141315","Valongo",1021.157496,44.849681163,5.19451626,34458.990300108,6334.912034748,0
1316,"1141316","Vila do Conde",11247.4157664,386.958877011,84.151163412,13299.099104808,2445.39527364,320.928170915
1317,"1141317","Vila Nova de Gaia",2386.7053632,107.430631623,29.089291056,1637.511463764,300.503797308,32.946998535
1301,"1151301","Amarante",9787.0938048,297.259514685,399.97775202,4150.901152332,762.817331628,214.76562008
1302,"1151302","Baião",4296.8705616,127.247932602,58.178582112,4144.758948792,761.600717064,140.329808575
304,"1150304","Cabeceiras de Basto",40089.4419312,254.495865204,85.190066664,3321.703674432,610.740511128,195.2414728
106,"1150106","Castelo de Paiva",3403.85832,102.215552418,13.505742276,2542.87226556,467.179992576,42.709072175
305,"1150305","Celorico de Basto",30995.133408,201.302057313,156.874391052,5835.093363,1071.837430884,68.33451548
1804,"1151804","Cinfães",3190.282896,148.108249422,43.633936584,3994.889182416,734.835196656,13.422851255
