"Muni_ID","ID","Muni","Ewes","Other_ovine"
1601,"1111601","Arcos de Valdevez",19388.2419763224,6367.8439213011
1602,"1111602","Caminha",3348.1448346684,2773.3658603553
1603,"1111603","Melgaço",10853.225790324,4104.5615391627
1604,"1111604","Monção",25841.2107240028,7643.6797631166
1605,"1111605","Paredes de Coura",16693.2856991172,3547.3267925487
1606,"1111606","Ponte da Barca",3240.9268621008,662.9864294529
1607,"1111607","Ponte de Lima",16222.6765492392,5284.116644184
1608,"1111608","Valença",7880.1204928836,2591.4359793483
1609,"1111609","Viana do Castelo",6367.730613848,2002.6455056118
1610,"1111610","Vila Nova de Cerveira",3749.842907312,1634.0198750379
301,"1120301","Amares",3619.3887171176,762.5117861487
302,"1120302","Barcelos",5367.936738918,2017.7921804481
303,"1120303","Braga",4773.3277798716,816.152294349
306,"1120306","Esposende",869.3356614928,385.4875917501
310,"1120310","Terras de Bouro",1351.7862869428,287.6815638459
313,"1120313","Vila Verde",15241.1865773928,2918.0642854482
307,"1130307","Fafe",8499.9344695568,1844.5197344742
308,"1130308","Guimarães",2703.1218171256,363.4028106723
309,"1130309","Póvoa de Lanhoso",4394.8659248548,858.3436565046
1314,"1131314","Santo Tirso",3652.7592746648,1411.880874327
1318,"1131318","Trofa",941.2142765132,345.0155583861
311,"1130311","Vieira do Minho",8312.4147009428,1822.4349533964
312,"1130312","Vila Nova de Famalicão",1920.997112708,661.2671006613
314,"1130314","Vizela",221.0874650584,45.4359820572
107,"1140107","Espinho",60.2907573112,4.9599062415
1304,"1141304","Gondomar",3210.7814834452,898.5527762085
1306,"1141306","Maia",1289.78839398,452.745441225
1308,"1141308","Matosinhos",755.2125511392,398.6560665864
1312,"1141312","Porto",65.2270950972,20.1065810778
1313,"1141313","Póvoa de Varzim",545.9705848956,67.2578494749
1315,"1141315","Valongo",1274.7136930308,178.2323522154
1316,"1141316","Vila do Conde",1669.764268994,487.9986971391
1317,"1141317","Vila Nova de Gaia",2106.998838082,543.6133628877
1301,"1151301","Amarante",8612.0887799104,2850.8064359733
1302,"1151302","Baião",9870.0206363404,5686.4661971103
304,"1150304","Cabeceiras de Basto",9648.6795534192,1442.1701815479
106,"1150106","Castelo de Paiva",6056.2070128228,3088.0921115205
305,"1150305","Celorico de Basto",6977.4102506008,1399.9788193923
1804,"1151804","Cinfães",14301.683459774,6840.6959436039
1303,"1151303","Felgueiras",1048.4322490808,270.8196026697
1305,"1151305","Lousada",2167.2895953932,455.9900611266
1307,"1151307","Marco de Canaveses",9362.3649932636,3678.860785257
1705,"1151705","Mondim de Basto",1081.802806628,309.7663449237
1309,"1151309","Paços de Ferreira",2897.5507467684,1804.0477011102
1310,"1151310","Paredes",4485.044419716,1009.527278949
1311,"1151311","Penafiel",5475.1547114856,688.3158304323
1813,"1151813","Resende",3793.5449436768,1647.4472210826
1709,"1151709","Ribeira de Pena",1828.8498178468,455.9900611266
104,"1160104","Arouca",6696.0320282312,2800.4105476746
113,"1160113","Oliveira de Azeméis",1150.7138838624,605.9113061211
109,"1160109","Santa Maria da Feira",2825.4144906424,1156.2079464936
