"Muni_ID","ID","Muni","Does","Other_caprine"
1601,"1111601","Arcos de Valdevez",530.8247492336,1972.5497296533
1602,"1111602","Caminha",0,203.9233088088
1603,"1111603","Melgaço",0,859.3644433122
1604,"1111604","Monção",0,346.4958949011
1605,"1111605","Paredes de Coura",0,397.9227626829
1606,"1111606","Ponte da Barca",0,893.4764410278
1607,"1111607","Ponte de Lima",0,2030.8498701498
1608,"1111608","Valença",0,294.8749894377
1609,"1111609","Viana do Castelo",0,554.1126900498
1610,"1111610","Vila Nova de Cerveira",0,355.1533299342
301,"1120301","Amares",0,317.343803427
302,"1120302","Barcelos",0,634.687606854
303,"1120303","Braga",0,166.5666911916
306,"1120306","Esposende",0,108.0076794867
310,"1120310","Terras de Bouro",471.2876190304,507.6457285095
313,"1120313","Vila Verde",1924.0326951752,658.685754405
307,"1130307","Fafe",0,315.6244746354
308,"1130308","Guimarães",0,106.2883506951
309,"1130309","Póvoa de Lanhoso",0,302.0071333608
1314,"1131314","Santo Tirso",0,181.9033612578
1318,"1131318","Trofa",0,70.2021954312
311,"1130311","Vieira do Minho",0,329.4398960433
312,"1130312","Vila Nova de Famalicão",286.8263073864,174.9652550163
314,"1130314","Vizela",0,4.9599062415
107,"1140107","Espinho",0,1.7193287916
1304,"1141304","Gondomar",0,65.238246738
1306,"1141306","Maia",0,51.4268677818
1308,"1141308","Matosinhos",0,48.1822478802
1312,"1141312","Porto",0,12.0920501646
1313,"1141313","Póvoa de Varzim",1015.6650027304,108.0076794867
1315,"1141315","Valongo",0,29.1480490224
1316,"1141316","Vila do Conde",0,142.3785484107
1317,"1141317","Vila Nova de Gaia",0,54.8614829133
1301,"1151301","Amarante",0,1163.0868630129
1302,"1151302","Baião",0,924.6026900502
304,"1150304","Cabeceiras de Basto",0,564.4894538745
106,"1150106","Castelo de Paiva",8.6162966804,355.1533299342
305,"1150305","Celorico de Basto",16.9749522552,624.314885481
1804,"1151804","Cinfães",0,1514.5426641555
1303,"1151303","Felgueiras",0,127.0418783445
1305,"1151305","Lousada",0,61.8036316065
1307,"1151307","Marco de Canaveses",92.230655822,288.1957544046
1705,"1151705","Mondim de Basto",0,2782.2025915236
1309,"1151309","Paços de Ferreira",0,173.2459262247
1310,"1151310","Paredes",0,174.9652550163
1311,"1151311","Penafiel",0,162.8691624
1813,"1151813","Resende",0,84.0135743874
1709,"1151709","Ribeira de Pena",0,2557.5297975171
104,"1160104","Arouca",0,1313.8639752483
113,"1160113","Oliveira de Azeméis",727.1315596924,605.5395578316
109,"1160109","Santa Maria da Feira",12.0345912264,127.0418783445
116,"1160116","São João da Madeira",0,0
119,"1160119","Vale de Cambra",0,1301.7719250837
1701,"1171701","Alijó",1742.9896780772,65.238246738
1801,"1171801","Armamar",240.5801473012,10.3767638247
