agrarian_region_id,agrarian_region,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986
Entre Douro e Minho,1,17570,18665,12641,13067,14021,13435,15013,14881,14325,12515,11125,12886,13177,12589,13589,12504,13373,12153,9904,15227,11991,9768,14783,14931,13929,12055,15071,12196,10260,10273,9699,12068,12038
Trás-os-Montes,2,17447,16535,14501,14428,14484,13029,11753,11896,11463,12037,12228,12207,10853,9940,12233,12190,12663,11874,9945,10761,9903,9014,10800,12088,11633,10989,12115,10306,9026,9091,8641,10667,10570
Beira Litoral,3,20838,18379,15991,19951,20327,18076,17566,15712,17142,16696,16573,19200,17716,15396,19572,21099,21389,21533,19583,21410,17839,16651,18732,18828,18298,18229,16970,15927,13728,13795,13075,16195,16092
Beira Interior,4,14826,13223,13035,13182,13504,12312,10590,10920,10921,10849,11071,11036,10359,8847,10067,9653,9733,9353,9488,10438,9087,8718,12364,12589,13191,12513,11313,11080,9306,9313,8801,10921,10884
Ribatejo e Oeste,5,24655,31478,30360,28679,27219,25319,25628,15305,15165,20709,19077,19774,20992,19970,22455,18865,17431,14290,14408,16420,17853,16961,17113,15841,15169,14809,14440,12160,12209,12555,12211,14699,14220
Alentejo,6,29870,27821,28101,23611,17140,16741,15182,14964,14908,15394,13602,13108,12889,11303,11422,11879,11544,11542,11656,12597,10971,10268,9415,9818,10531,10529,10282,8972,8385,8531,8186,10012,9832
Algarve,7,23125,21762,21332,20210,18036,16706,15047,15921,15824,16169,14979,15422,14741,13941,15947,15751,15867,15327,15327,16093,14561,14662,14014,13292,12691,12814,11139,11108,9310,9323,8793,10968,10946
