"","Muni_ID","ID","Muni","2009"
"1",1601,"1111601","Arcos de Valdevez",2
"2",1602,"1111602","Caminha",1
"3",1603,"1111603","Melgaço",0
"4",1604,"1111604","Monção",0
"5",1605,"1111605","Paredes de Coura",4
"6",1606,"1111606","Ponte da Barca",1
"7",1607,"1111607","Ponte de Lima",53
"8",1608,"1111608","Valença",1
"9",1609,"1111609","Viana do Castelo",7
"10",1610,"1111610","Vila Nova de Cerveira",3
"11",301,"1120301","Amares",33
"12",302,"1120302","Barcelos",20
"13",303,"1120303","Braga",29
"14",306,"1120306","Esposende",1
"15",310,"1120310","Terras de Bouro",6
"16",313,"1120313","Vila Verde",18
"17",307,"1130307","Fafe",2
"18",308,"1130308","Guimarães",11
"19",309,"1130309","Póvoa de Lanhoso",6
"20",1314,"1131314","Santo Tirso",13
"21",1318,"1131318","Trofa",2
"22",311,"1130311","Vieira do Minho",1
"23",312,"1130312","Vila Nova de Famalicão",8
"24",314,"1130314","Vizela",2
"25",107,"1140107","Espinho",0
"26",1304,"1141304","Gondomar",2
"27",1306,"1141306","Maia",2
"28",1308,"1141308","Matosinhos",2
"29",1312,"1141312","Porto",0
"30",1313,"1141313","Póvoa de Varzim",1
"31",1315,"1141315","Valongo",1
"32",1316,"1141316","Vila do Conde",1
"33",1317,"1141317","Vila Nova de Gaia",6
"34",1301,"1151301","Amarante",6
"35",1302,"1151302","Baião",9
"36",304,"1150304","Cabeceiras de Basto",2
"37",106,"1150106","Castelo de Paiva",4
"38",305,"1150305","Celorico de Basto",8
"39",1804,"1151804","Cinfães",8
"40",1303,"1151303","Felgueiras",8
"41",1305,"1151305","Lousada",2
"42",1307,"1151307","Marco de Canaveses",11
"43",1705,"1151705","Mondim de Basto",0
"44",1309,"1151309","Paços de Ferreira",1
"45",1310,"1151310","Paredes",4
"46",1311,"1151311","Penafiel",4
"47",1813,"1151813","Resende",16
"48",1709,"1151709","Ribeira de Pena",0
"49",104,"1160104","Arouca",11
"50",113,"1160113","Oliveira de Azeméis",6
"51",109,"1160109","Santa Maria da Feira",1
"52",116,"1160116","São João da Madeira",0
"53",119,"1160119","Vale de Cambra",1
"54",1701,"1171701","Alijó",25
"55",1801,"1171801","Armamar",1364
"56",403,"1170403","Carrazeda de Ansiães",407
"57",404,"1170404","Freixo de Espada à Cinta",9
"58",1805,"1171805","Lamego",416
"59",1704,"1171704","Mesão Frio",5
"60",1807,"1171807","Moimenta da Beira",704
"61",1812,"1171812","Penedono",50
"62",1708,"1171708","Peso da Régua",3
"63",1710,"1171710","Sabrosa",37
"64",1711,"1171711","Santa Marta de Penaguião",2
"65",1815,"1171815","São João da Pesqueira",115
"66",1818,"1171818","Sernancelhe",242
"67",1819,"1171819","Tabuaço",59
"68",1820,"1171820","Tarouca",329
"69",409,"1170409","Torre de Moncorvo",23
"70",410,"1170410","Vila Flor",61
"71",914,"1170914","Vila Nova de Foz Côa",5
"72",1714,"1171714","Vila Real",55
"73",401,"1180401","Alfândega da Fé",21
"74",1702,"1181702","Boticas",5
"75",402,"1180402","Bragança",135
"76",1703,"1181703","Chaves",49
"77",405,"1180405","Macedo de Cavaleiros",48
"78",406,"1180406","Miranda do Douro",72
"79",407,"1180407","Mirandela",34
"80",408,"1180408","Mogadouro",95
"81",1706,"1181706","Montalegre",6
"82",1707,"1181707","Murça",25
"83",1712,"1181712","Valpaços",103
"84",1713,"1181713","Vila Pouca de Aguiar",8
"85",411,"1180411","Vimioso",75
"86",412,"1180412","Vinhais",56
"87",101,"1610101","Águeda",9
"88",102,"1610102","Albergaria-a-Velha",1
"89",103,"1610103","Anadia",5
"90",105,"1610105","Aveiro",1
"91",108,"1610108","Estarreja",0
"92",110,"1610110","Ílhavo",0
"93",111,"1610111","Mealhada",4
"94",112,"1610112","Murtosa",0
"95",114,"1610114","Oliveira do Bairro",2
"96",115,"1610115","Ovar",0
"97",117,"1610117","Sever do Vouga",1
"98",118,"1610118","Vagos",1
"99",602,"1620602","Cantanhede",11
"100",603,"1620603","Coimbra",14
"101",604,"1620604","Condeixa-a-Nova",2
"102",605,"1620605","Figueira da Foz",5
"103",608,"1620608","Mira",3
"104",610,"1620610","Montemor-o-Velho",4
"105",613,"1620613","Penacova",4
"106",615,"1620615","Soure",18
"107",1004,"1631004","Batalha",82
"108",1009,"1631009","Leiria",160
"109",1010,"1631010","Marinha Grande",4
"110",1015,"1631015","Pombal",9
"111",1016,"1631016","Porto de Mós",201
"112",1002,"1641002","Alvaiázere",9
"113",1003,"1641003","Ansião",2
"114",601,"1640601","Arganil",9
"115",1007,"1641007","Castanheira de Pêra",2
"116",1008,"1641008","Figueiró dos Vinhos",4
"117",606,"1640606","Góis",0
"118",607,"1640607","Lousã",2
"119",609,"1640609","Miranda do Corvo",10
"120",611,"1640611","Oliveira do Hospital",25
"121",612,"1640612","Pampilhosa da Serra",3
"122",1013,"1641013","Pedrógão Grande",1
"123",614,"1640614","Penela",2
"124",616,"1640616","Tábua",4
"125",617,"1640617","Vila Nova de Poiares",2
"126",901,"1650901","Aguiar da Beira",155
"127",1802,"1651802","Carregal do Sal",13
"128",1803,"1651803","Castro Daire",12
"129",1806,"1651806","Mangualde",58
"130",1808,"1651808","Mortágua",1
"131",1809,"1651809","Nelas",9
"132",1810,"1651810","Oliveira de Frades",1
"133",1811,"1651811","Penalva do Castelo",88
"134",1814,"1651814","Santa Comba Dão",4
"135",1816,"1651816","São Pedro do Sul",32
"136",1817,"1651817","Sátão",11
"137",1821,"1651821","Tondela",26
"138",1822,"1651822","Vila Nova de Paiva",1
"139",1823,"1651823","Viseu",163
"140",1824,"1651824","Vouzela",61
"141",1413,"1661413","Mação",4
"142",506,"1660506","Oleiros",9
"143",508,"1660508","Proença-a-Nova",9
"144",509,"1660509","Sertã",14
"145",510,"1660510","Vila de Rei",7
"146",905,"1670905","Fornos de Algodres",21
"147",906,"1670906","Gouveia",88
"148",912,"1670912","Seia",87
"149",902,"1680902","Almeida",8
"150",903,"1680903","Celorico da Beira",38
"151",904,"1680904","Figueira de Castelo Rodrigo",9
"152",907,"1680907","Guarda",145
"153",908,"1680908","Manteigas",3
"154",909,"1680909","Meda",48
"155",910,"1680910","Pinhel",158
"156",911,"1680911","Sabugal",30
"157",913,"1680913","Trancoso",116
"158",502,"1690502","Castelo Branco",26
"159",505,"1690505","Idanha-a-Nova",10
"160",507,"1690507","Penamacor",7
"161",511,"1690511","Vila Velha de Ródão",5
"162",501,"16A0501","Belmonte",131
"163",503,"16A0503","Covilhã",164
"164",504,"16A0504","Fundão",183
"165",1001,"16B1001","Alcobaça",1506
"166",1101,"16B1101","Alenquer",44
"167",1102,"16B1102","Arruda dos Vinhos",13
"168",1005,"16B1005","Bombarral",369
"169",1104,"16B1104","Cadaval",204
"170",1006,"16B1006","Caldas da Rainha",953
"171",1108,"16B1108","Lourinhã",75
"172",1011,"16B1011","Nazaré",74
"173",1012,"16B1012","Óbidos",491
"174",1014,"16B1014","Peniche",14
"175",1112,"16B1112","Sobral de Monte Agraço",8
"176",1113,"16B1113","Torres Vedras",111
"177",1401,"16C1401","Abrantes",11
"178",1402,"16C1402","Alcanena",1
"179",1408,"16C1408","Constância",0
"180",1410,"16C1410","Entroncamento",1
"181",1411,"16C1411","Ferreira do Zêzere",50
"182",1421,"16C1421","Ourém",17
"183",1417,"16C1417","Sardoal",7
"184",1418,"16C1418","Tomar",15
"185",1419,"16C1419","Torres Novas",2
"186",1420,"16C1420","Vila Nova da Barquinha",0
"187",1115,"1711115","Amadora",0
"188",1105,"1711105","Cascais",0
"189",1106,"1711106","Lisboa",0
"190",1107,"1711107","Loures",3
"191",1109,"1711109","Mafra",46
"192",1116,"1711116","Odivelas",1
"193",1110,"1711110","Oeiras",1
"194",1111,"1711111","Sintra",46
"195",1114,"1711114","Vila Franca de Xira",12
"196",1502,"1721502","Alcochete",0
"197",1503,"1721503","Almada",1
"198",1504,"1721504","Barreiro",0
"199",1506,"1721506","Moita",1
"200",1507,"1721507","Montijo",8
"201",1508,"1721508","Palmela",70
"202",1510,"1721510","Seixal",1
"203",1511,"1721511","Sesimbra",16
"204",1512,"1721512","Setúbal",10
"205",1501,"1811501","Alcácer do Sal",1
"206",1505,"1811505","Grândola",2
"207",211,"1810211","Odemira",5
"208",1509,"1811509","Santiago do Cacém",6
"209",1513,"1811513","Sines",2
"210",1201,"1821201","Alter do Chão",0
"211",1202,"1821202","Arronches",0
"212",1203,"1821203","Avis",0
"213",1204,"1821204","Campo Maior",0
"214",1205,"1821205","Castelo de Vide",2
"215",1206,"1821206","Crato",1
"216",1207,"1821207","Elvas",17
"217",1208,"1821208","Fronteira",0
"218",1209,"1821209","Gavião",3
"219",1210,"1821210","Marvão",2
"220",1211,"1821211","Monforte",0
"221",707,"1820707","Mora",1
"222",1212,"1821212","Nisa",2
"223",1213,"1821213","Ponte de Sor",5
"224",1214,"1821214","Portalegre",35
"225",701,"1830701","Alandroal",191
"226",702,"1830702","Arraiolos",0
"227",703,"1830703","Borba",0
"228",704,"1830704","Estremoz",0
"229",705,"1830705","Évora",1
"230",706,"1830706","Montemor-o-Novo",2
"231",708,"1830708","Mourão",0
"232",709,"1830709","Portel",0
"233",710,"1830710","Redondo",0
"234",711,"1830711","Reguengos de Monsaraz",0
"235",1215,"1831215","Sousel",1
"236",712,"1830712","Vendas Novas",4
"237",713,"1830713","Viana do Alentejo",0
"238",714,"1830714","Vila Viçosa",0
"239",201,"1840201","Aljustrel",0
"240",202,"1840202","Almodôvar",4
"241",203,"1840203","Alvito",1
"242",204,"1840204","Barrancos",0
"243",205,"1840205","Beja",1
"244",206,"1840206","Castro Verde",1
"245",207,"1840207","Cuba",0
"246",208,"1840208","Ferreira do Alentejo",10
"247",209,"1840209","Mértola",1
"248",210,"1840210","Moura",0
"249",212,"1840212","Ourique",0
"250",213,"1840213","Serpa",0
"251",214,"1840214","Vidigueira",0
"252",1403,"1851403","Almeirim",1
"253",1404,"1851404","Alpiarça",2
"254",1103,"1851103","Azambuja",20
"255",1405,"1851405","Benavente",6
"256",1406,"1851406","Cartaxo",4
"257",1407,"1851407","Chamusca",0
"258",1409,"1851409","Coruche",8
"259",1412,"1851412","Golegã",0
"260",1414,"1851414","Rio Maior",23
"261",1415,"1851415","Salvaterra de Magos",6
"262",1416,"1851416","Santarém",22
"263",801,"1500801","Albufeira",0
"264",802,"1500802","Alcoutim",0
"265",803,"1500803","Aljezur",1
"266",804,"1500804","Castro Marim",0
"267",805,"1500805","Faro",1
"268",806,"1500806","Lagoa",0
"269",807,"1500807","Lagos",1
"270",808,"1500808","Loulé",1
"271",809,"1500809","Monchique",4
"272",810,"1500810","Olhão",0
"273",811,"1500811","Portimão",1
"274",812,"1500812","São Brás de Alportel",0
"275",813,"1500813","Silves",0
"276",814,"1500814","Tavira",2
"277",815,"1500815","Vila do Bispo",0
"278",816,"1500816","Vila Real de Santo António",0
