"","Muni_ID","ID","Muni","furrow","other_grav","aspersion","cannon","pivot","drip","microaspersion","sum"
"71",914,"1170914","Vila Nova de Foz Côa",0,16,14,0,0,0,0,30
"72",1714,"1171714","Vila Real",0,18,3,0,0,0,0,21
"73",401,"1180401","Alfândega da Fé",0,67,612,0,0,0,1,680
"74",1702,"1181702","Boticas",0,0,0,0,0,0,0,0
"75",402,"1180402","Bragança",0,36,21,0,0,0,0,57
"76",1703,"1181703","Chaves",0,24,0,0,0,0,0,24
"77",405,"1180405","Macedo de Cavaleiros",0,50,439,0,0,0,0,489
"78",406,"1180406","Miranda do Douro",0,22,18,0,0,0,0,40
"79",407,"1180407","Mirandela",0,818,1141,0,0,0,18,1978
"80",408,"1180408","Mogadouro",0,141,263,0,0,0,0,404
"81",1706,"1181706","Montalegre",0,0,0,0,0,0,0,0
"82",1707,"1181707","Murça",0,44,133,0,0,0,0,177
"83",1712,"1181712","Valpaços",0,284,153,0,0,0,0,437
"84",1713,"1181713","Vila Pouca de Aguiar",0,4,0,0,0,0,0,4
"85",411,"1180411","Vimioso",0,12,12,0,0,0,0,24
"86",412,"1180412","Vinhais",0,1,0,0,0,0,0,1
"87",101,"1610101","Águeda",0,2,2,0,0,0,0,5
"88",102,"1610102","Albergaria-a-Velha",0,0,0,0,0,0,0,0
"89",103,"1610103","Anadia",0,29,3,0,0,0,3,35
"90",105,"1610105","Aveiro",0,0,0,0,0,0,0,0
"91",108,"1610108","Estarreja",0,0,0,0,0,0,0,0
"92",110,"1610110","Ílhavo",0,0,0,0,0,0,0,0
"93",111,"1610111","Mealhada",0,2,0,0,0,0,0,2
"94",112,"1610112","Murtosa",0,0,0,0,0,0,0,0
"95",114,"1610114","Oliveira do Bairro",0,0,0,0,0,0,0,0
"96",115,"1610115","Ovar",0,0,0,0,0,0,0,0
"97",117,"1610117","Sever do Vouga",0,0,0,0,0,0,0,0
"98",118,"1610118","Vagos",0,0,0,0,0,0,0,0
"99",602,"1620602","Cantanhede",0,5,20,0,0,0,4,29
"100",603,"1620603","Coimbra",0,4,0,0,0,0,1,5
"101",604,"1620604","Condeixa-a-Nova",0,20,4,0,0,0,0,24
"102",605,"1620605","Figueira da Foz",0,2,1,0,0,0,0,3
"103",608,"1620608","Mira",0,0,0,0,0,0,0,0
"104",610,"1620610","Montemor-o-Velho",0,3,1,0,0,0,0,4
"105",613,"1620613","Penacova",0,3,11,0,0,0,0,14
"106",615,"1620615","Soure",0,2,1,0,0,0,0,3
"107",1004,"1631004","Batalha",0,17,10,0,0,0,0,27
"108",1009,"1631009","Leiria",0,33,16,0,0,0,0,49
"109",1010,"1631010","Marinha Grande",0,0,2,0,0,0,0,2
"110",1015,"1631015","Pombal",0,67,16,0,0,0,0,83
"111",1016,"1631016","Porto de Mós",0,10,13,0,0,0,0,23
"112",1002,"1641002","Alvaiázere",0,36,71,0,0,0,0,107
"113",1003,"1641003","Ansião",0,34,21,0,0,0,0,55
"114",601,"1640601","Arganil",0,7,0,0,0,0,0,7
"115",1007,"1641007","Castanheira de Pêra",0,0,9,0,0,0,0,9
"116",1008,"1641008","Figueiró dos Vinhos",0,0,0,0,0,0,0,0
"117",606,"1640606","Góis",0,0,0,0,0,0,0,0
"118",607,"1640607","Lousã",0,0,5,0,0,0,0,5
"119",609,"1640609","Miranda do Corvo",0,11,58,0,0,0,0,69
"120",611,"1640611","Oliveira do Hospital",0,67,18,0,0,0,0,85
"121",612,"1640612","Pampilhosa da Serra",0,48,19,0,0,0,0,67
"122",1013,"1641013","Pedrógão Grande",0,9,0,0,0,0,0,9
"123",614,"1640614","Penela",0,0,0,0,0,0,0,0
"124",616,"1640616","Tábua",0,60,15,0,0,0,0,75
"125",617,"1640617","Vila Nova de Poiares",0,6,24,0,0,0,0,30
"126",901,"1650901","Aguiar da Beira",0,27,4,0,0,0,0,31
"127",1802,"1651802","Carregal do Sal",0,25,19,0,0,0,0,44
"128",1803,"1651803","Castro Daire",0,35,0,0,0,0,2,37
"129",1806,"1651806","Mangualde",0,84,38,0,0,0,0,122
"130",1808,"1651808","Mortágua",0,3,0,0,0,0,0,3
"131",1809,"1651809","Nelas",0,68,32,0,0,0,0,100
"132",1810,"1651810","Oliveira de Frades",0,2,0,0,0,0,0,2
"133",1811,"1651811","Penalva do Castelo",0,50,19,0,0,0,0,68
"134",1814,"1651814","Santa Comba Dão",0,15,0,0,0,0,0,15
"135",1816,"1651816","São Pedro do Sul",0,46,0,0,0,0,0,46
"136",1817,"1651817","Sátão",0,22,4,0,0,0,0,26
"137",1821,"1651821","Tondela",0,87,15,0,0,0,0,102
"138",1822,"1651822","Vila Nova de Paiva",0,0,0,0,0,0,0,0
"139",1823,"1651823","Viseu",0,182,105,0,0,0,62,348
"140",1824,"1651824","Vouzela",0,12,9,0,0,0,0,21
"141",1413,"1661413","Mação",0,40,76,0,0,0,0,116
"142",506,"1660506","Oleiros",0,8,4,0,0,0,0,11
"143",508,"1660508","Proença-a-Nova",0,47,156,0,0,0,0,203
"144",509,"1660509","Sertã",0,105,43,0,0,0,6,154
"145",510,"1660510","Vila de Rei",0,17,7,0,0,0,0,23
"146",905,"1670905","Fornos de Algodres",0,43,3,0,0,0,0,45
"147",906,"1670906","Gouveia",0,194,10,0,0,0,0,204
"148",912,"1670912","Seia",0,48,17,0,0,0,0,65
"149",902,"1680902","Almeida",0,5,0,0,0,0,0,5
"150",903,"1680903","Celorico da Beira",0,199,82,0,0,0,0,282
"151",904,"1680904","Figueira de Castelo Rodrigo",0,50,302,0,0,0,4,356
"152",907,"1680907","Guarda",0,110,31,0,0,0,8,148
"153",908,"1680908","Manteigas",0,2,2,0,0,0,0,5
"154",909,"1680909","Mêda",0,15,137,0,0,0,0,152
"155",910,"1680910","Pinhel",0,0,85,0,0,0,0,85
"156",911,"1680911","Sabugal",0,41,9,0,0,0,0,50
"157",913,"1680913","Trancoso",0,7,2,0,0,0,0,9
"158",502,"1690502","Castelo Branco",0,61,437,0,0,0,5,503
"159",505,"1690505","Idanha-a-Nova",0,69,220,0,0,0,24,313
"160",507,"1690507","Penamacor",0,10,26,0,0,0,0,37
"161",511,"1690511","Vila Velha de Ródão",0,11,77,0,0,0,0,88
"162",501,"16A0501","Belmonte",0,48,139,0,0,0,0,187
"163",503,"16A0503","Covilhã",0,113,116,0,0,0,3,233
"164",504,"16A0504","Fundão",0,427,311,0,0,0,77,814
"165",1001,"16B1001","Alcobaça",0,1,8,0,0,0,0,9
"166",1101,"16B1101","Alenquer",0,2,17,0,0,0,0,19
"167",1102,"16B1102","Arruda dos Vinhos",0,0,0,0,0,0,0,0
"168",1005,"16B1005","Bombarral",0,0,0,0,0,0,0,0
"169",1104,"16B1104","Cadaval",0,1,0,0,0,0,0,1
"170",1006,"16B1006","Caldas da Rainha",0,0,2,0,0,0,0,2
"171",1108,"16B1108","Lourinhã",0,0,0,0,0,0,0,0
"172",1011,"16B1011","Nazaré",0,0,0,0,0,0,0,0
"173",1012,"16B1012","Óbidos",0,0,0,0,0,0,0,0
"174",1014,"16B1014","Peniche",0,0,0,0,0,0,0,0
"175",1112,"16B1112","Sobral de Monte Agraço",0,0,0,0,0,0,0,0
"176",1113,"16B1113","Torres Vedras",0,0,2,0,0,0,0,2
"177",1401,"16C1401","Abrantes",0,129,587,0,0,0,7,722
"178",1402,"16C1402","Alcanena",0,13,103,0,0,0,0,117
"179",1408,"16C1408","Constância",0,0,4,0,0,0,0,4
"180",1410,"16C1410","Entroncamento",0,0,0,0,0,0,0,0
"181",1411,"16C1411","Ferreira do Zêzere",0,21,42,0,0,0,0,63
"182",1421,"16C1421","Ourém",0,7,3,0,0,0,0,10
"183",1417,"16C1417","Sardoal",0,26,57,0,0,0,0,82
"184",1418,"16C1418","Tomar",0,35,67,0,0,0,1,104
"185",1419,"16C1419","Torres Novas",0,37,178,0,0,0,3,218
"186",1420,"16C1420","Vila Nova da Barquinha",0,10,14,0,0,0,0,24
"187",1115,"1711115","Amadora",0,0,0,0,0,0,0,0
"188",1105,"1711105","Cascais",0,0,0,0,0,0,0,0
"189",1106,"1711106","Lisboa",0,0,0,0,0,0,0,0
"190",1107,"1711107","Loures",0,0,4,0,0,0,0,4
"191",1109,"1711109","Mafra",0,0,1,0,0,0,0,1
"192",1116,"1711116","Odivelas",0,0,0,0,0,0,0,0
"193",1110,"1711110","Oeiras",0,0,0,0,0,0,0,0
"194",1111,"1711111","Sintra",0,0,0,0,0,0,2,2
"195",1114,"1711114","Vila Franca de Xira",0,0,1,0,0,0,0,1
"196",1502,"1721502","Alcochete",0,0,0,0,0,0,0,0
"197",1503,"1721503","Almada",0,0,0,0,0,0,0,0
"198",1504,"1721504","Barreiro",0,0,0,0,0,0,0,0
"199",1506,"1721506","Moita",0,0,0,0,0,0,0,0
"200",1507,"1721507","Montijo",0,0,0,0,0,0,0,0
"201",1508,"1721508","Palmela",0,0,4,0,0,0,0,4
"202",1510,"1721510","Seixal",0,10,3,0,0,0,0,13
"203",1511,"1721511","Sesimbra",0,0,0,0,0,0,0,0
"204",1512,"1721512","Setúbal",0,0,52,0,0,0,0,52
"205",1501,"1811501","Alcácer do Sal",0,1,345,0,0,0,0,346
"206",1505,"1811505","Grândola",0,4,194,0,0,0,0,198
"207",211,"1810211","Odemira",0,1,384,0,0,0,0,386
"208",1509,"1811509","Santiago do Cacém",0,2,3090,0,0,0,4,3096
"209",1513,"1811513","Sines",0,6,0,0,0,0,0,6
"210",1201,"1821201","Alter do Chão",0,0,769,0,0,0,0,769
"211",1202,"1821202","Arronches",0,16,55,0,0,0,0,71
"212",1203,"1821203","Avis",0,1,2437,0,0,0,0,2438
"213",1204,"1821204","Campo Maior",0,12,2112,0,0,0,0,2124
"214",1205,"1821205","Castelo de Vide",0,0,303,0,0,0,0,303
"215",1206,"1821206","Crato",0,0,88,0,0,0,0,88
"216",1207,"1821207","Elvas",0,44,1989,0,0,0,0,2032
"217",1208,"1821208","Fronteira",0,3,638,0,0,0,0,641
"218",1209,"1821209","Gavião",0,22,28,0,0,0,0,50
"219",1210,"1821210","Marvão",0,0,247,0,0,0,3,250
"220",1211,"1821211","Monforte",0,0,777,0,0,0,0,777
"221",707,"1820707","Mora",0,0,25,0,0,0,0,25
"222",1212,"1821212","Nisa",0,35,43,0,0,0,0,78
"223",1213,"1821213","Ponte de Sor",0,18,220,0,0,0,0,238
"224",1214,"1821214","Portalegre",0,0,111,0,0,0,4,115
"225",701,"1830701","Alandroal",0,5,223,0,0,0,0,228
"226",702,"1830702","Arraiolos",0,0,501,0,0,0,0,501
"227",703,"1830703","Borba",0,5,63,0,0,0,0,68
"228",704,"1830704","Estremoz",0,16,267,0,0,0,0,283
"229",705,"1830705","Évora",0,3,1174,0,0,0,0,1178
"230",706,"1830706","Montemor-o-Novo",0,0,344,0,0,0,0,344
"231",708,"1830708","Mourão",0,1,276,0,0,0,0,277
"232",709,"1830709","Portel",0,21,1162,0,0,0,0,1183
"233",710,"1830710","Redondo",0,0,480,0,0,0,0,481
"234",711,"1830711","Reguengos de Monsaraz",0,5,182,0,0,0,2,189
"235",1215,"1831215","Sousel",0,0,1108,0,0,0,0,1108
"236",712,"1830712","Vendas Novas",0,0,0,0,0,0,1,1
"237",713,"1830713","Viana do Alentejo",0,0,388,0,0,0,0,388
"238",714,"1830714","Vila Viçosa",0,0,62,0,0,0,0,62
"239",201,"1840201","Aljustrel",0,0,2059,0,0,0,0,2059
"240",202,"1840202","Almodôvar",0,2,79,0,0,0,0,81
"241",203,"1840203","Alvito",0,2,61,0,0,0,12,75
"242",204,"1840204","Barrancos",0,4,0,0,0,0,0,4
"243",205,"1840205","Beja",0,2,4568,0,0,0,0,4569
"244",206,"1840206","Castro Verde",0,1,337,0,0,0,0,338
"245",207,"1840207","Cuba",0,3,314,0,0,0,1,318
"246",208,"1840208","Ferreira do Alentejo",0,1,5558,0,0,0,0,5558
"247",209,"1840209","Mértola",0,6,246,0,0,0,0,252
"248",210,"1840210","Moura",0,7,1145,0,0,0,0,1152
"249",212,"1840212","Ourique",0,2,45,0,0,0,0,47
"250",213,"1840213","Serpa",0,2,1774,0,0,0,0,1777
"251",214,"1840214","Vidigueira",0,10,1353,0,0,0,0,1364
"252",1403,"1851403","Almeirim",0,0,21,0,0,0,0,21
"253",1404,"1851404","Alpiarça",0,1,19,0,0,0,1,21
"254",1103,"1851103","Azambuja",0,0,18,0,0,0,0,18
"255",1405,"1851405","Benavente",0,0,84,0,0,0,0,84
"256",1406,"1851406","Cartaxo",0,0,48,0,0,0,0,48
"257",1407,"1851407","Chamusca",0,25,78,0,0,0,0,102
"258",1409,"1851409","Coruche",0,6,1,0,0,0,1,8
"259",1412,"1851412","Golegã",0,0,40,0,0,0,0,40
"260",1414,"1851414","Rio Maior",0,5,80,0,0,0,0,85
"261",1415,"1851415","Salvaterra de Magos",0,2,4,0,0,0,0,6
"262",1416,"1851416","Santarém",0,21,709,0,0,0,64,794
"263",801,"1500801","Albufeira",0,4,2,0,0,0,0,6
"264",802,"1500802","Alcoutim",0,29,0,0,0,0,0,29
"265",803,"1500803","Aljezur",0,0,0,0,0,0,0,0
"266",804,"1500804","Castro Marim",0,7,4,0,0,0,0,12
"267",805,"1500805","Faro",0,0,57,0,0,0,0,57
"268",806,"1500806","Lagoa",0,0,4,0,0,0,0,4
"269",807,"1500807","Lagos",0,0,0,0,0,0,0,0
"270",808,"1500808","Loulé",0,0,2,0,0,0,0,2
"271",809,"1500809","Monchique",0,0,0,0,0,0,0,0
"272",810,"1500810","Olhão",0,4,13,0,0,0,1,19
"273",811,"1500811","Portimão",0,1,1,0,0,0,0,3
"274",812,"1500812","São Brás de Alportel",0,0,0,0,0,0,0,0
"275",813,"1500813","Silves",0,0,17,0,0,0,0,17
"276",814,"1500814","Tavira",0,1,28,0,0,0,0,29
"277",815,"1500815","Vila do Bispo",0,0,0,0,0,0,0,0
"278",816,"1500816","Vila Real de Santo António",0,0,4,0,0,0,0,4
