Muni_ID,ID,Muni,fertiliser
1601,1111601,Arcos de Valdevez,109020.2
1602,1111602,Caminha,0
1603,1111603,Melgaço,3162
1604,1111604,Monção,101334.9
1605,1111605,Paredes de Coura,36725.7
1606,1111606,Ponte da Barca,2298
1607,1111607,Ponte de Lima,510183.4
1608,1111608,Valença,93254.2
1609,1111609,Viana do Castelo,309090.1
1610,1111610,Vila Nova de Cerveira,48604.2
301,1120301,Amares,5205.6
302,1120302,Barcelos,1592825
303,1120303,Braga,551136.6
306,1120306,Esposende,314847
310,1120310,Terras de Bouro,19679.4
313,1120313,Vila Verde,448641.6
307,1130307,Fafe,20570
308,1130308,Guimarães,486963.4
309,1130309,Póvoa de Lanhoso,199437.3
1314,1131314,Santo Tirso,200442.8
1318,1131318,Trofa,186036.2
311,1130311,Vieira do Minho,76934
312,1130312,Vila Nova de Famalicão,649894
314,1130314,Vizela,65057.4
107,1140107,Espinho,763
1304,1141304,Gondomar,107471.8
1306,1141306,Maia,233096.4
1308,1141308,Matosinhos,170329.5
1312,1141312,Porto,5559.6
1313,1141313,Póvoa de Varzim,413754.4
1315,1141315,Valongo,3942
1316,1141316,Vila do Conde,854378.8
1317,1141317,Vila Nova de Gaia,30647.5
1301,1151301,Amarante,467143.2
1302,1151302,Baião,171205
304,1150304,Cabeceiras de Basto,118677.6
106,1150106,Castelo de Paiva,147252.4
305,1150305,Celorico de Basto,330531.3
1804,1151804,Cinfães,206266.5
1303,1151303,Felgueiras,217384.4
1305,1151305,Lousada,330335.2
1307,1151307,Marco de Canaveses,233730.5
1705,1151705,Mondim de Basto,136272
1309,1151309,Paços de Ferreira,126567
1310,1151310,Paredes,229026
1311,1151311,Penafiel,334209.4
1813,1151813,Resende,115497.3
1709,1151709,Ribeira de Pena,164304
104,1160104,Arouca,239340.9
113,1160113,Oliveira de Azeméis,188673.1
109,1160109,Santa Maria da Feira,188108
116,1160116,São João da Madeira,0
119,1160119,Vale de Cambra,68702.4
1701,1171701,Alijó,144950.4
1801,1171801,Armamar,104827.8
403,1170403,Carrazeda de Ansiães,165118.5
404,1170404,Freixo de Espada à Cinta,168988.5
1805,1171805,Lamego,80925
1704,1171704,Mesão Frio,537
1807,1171807,Moimenta da Beira,29589
1812,1171812,Penedono,216408.2
1708,1171708,Peso da Régua,61695.9
1710,1171710,Sabrosa,1524.9
1711,1171711,Santa Marta de Penaguião,54804.6
1815,1171815,São João da Pesqueira,334177.5
1818,1171818,Sernancelhe,111694
1819,1171819,Tabuaço,126381
1820,1171820,Tarouca,376.6
409,1170409,Torre de Moncorvo,234716.8
410,1170410,Vila Flor,303030.9
