Muni_ID,ID,Muni,fertiliser
914,1170914,Vila Nova de Foz Côa,269112.8
1714,1171714,Vila Real,19036.8
401,1180401,Alfândega da Fé,389289.1
1702,1181702,Boticas,91390.2
402,1180402,Bragança,1351162.5
1703,1181703,Chaves,471416
405,1180405,Macedo de Cavaleiros,704236.9
406,1180406,Miranda do Douro,253030.8
407,1180407,Mirandela,687901.8
408,1180408,Mogadouro,685457.3
1706,1181706,Montalegre,286343.2
1707,1181707,Murça,51796.8
1712,1181712,Valpaços,1076138
1713,1181713,Vila Pouca de Aguiar,106149.6
411,1180411,Vimioso,365576.4
412,1180412,Vinhais,865092.8
101,1610101,Águeda,57660.9
102,1610102,Albergaria-a-Velha,1892.7
103,1610103,Anadia,55825.2
105,1610105,Aveiro,258398.4
108,1610108,Estarreja,177053.4
110,1610110,Ílhavo,7809
111,1610111,Mealhada,5124
112,1610112,Murtosa,93836.1
114,1610114,Oliveira do Bairro,110298
115,1610115,Ovar,6190.1
117,1610117,Sever do Vouga,972
118,1610118,Vagos,179285.4
602,1620602,Cantanhede,174982.5
603,1620603,Coimbra,591888
604,1620604,Condeixa-a-Nova,132518.4
605,1620605,Figueira da Foz,410420.5
608,1620608,Mira,18528.3
610,1620610,Montemor-o-Velho,931704.1
613,1620613,Penacova,48293.7
615,1620615,Soure,23020.6
1004,1631004,Batalha,6224.4
1009,1631009,Leiria,47726
1010,1631010,Marinha Grande,13659.8
1015,1631015,Pombal,18075.2
1016,1631016,Porto de Mós,4020
1002,1641002,Alvaiázere,34965.2
1003,1641003,Ansião,37762
601,1640601,Arganil,54862.8
1007,1641007,Castanheira de Pêra,3312
1008,1641008,Figueiró dos Vinhos,19520.2
606,1640606,Góis,170
607,1640607,Lousã,1886
609,1640609,Miranda do Corvo,30956.8
611,1640611,Oliveira do Hospital,594.6
612,1640612,Pampilhosa da Serra,18033.6
1013,1641013,Pedrógão Grande,28987.2
614,1640614,Penela,48859.2
616,1640616,Tábua,97356
617,1640617,Vila Nova de Poiares,14694.3
901,1650901,Aguiar da Beira,38987
1802,1651802,Carregal do Sal,986.3
1803,1651803,Castro Daire,40708.8
1806,1651806,Mangualde,171694.9
1808,1651808,Mortágua,1539
1809,1651809,Nelas,26859.3
1810,1651810,Oliveira de Frades,744.5
1811,1651811,Penalva do Castelo,122808
1814,1651814,Santa Comba Dão,2464
1816,1651816,São Pedro do Sul,6814.8
1817,1651817,Sátão,2484.9
1821,1651821,Tondela,8382
1822,1651822,Vila Nova de Paiva,640.8
1823,1651823,Viseu,227835.7
1824,1651824,Vouzela,1412.6
1413,1661413,Mação,44656.8
506,1660506,Oleiros,0
508,1660508,Proença-a-Nova,136120
509,1660509,Sertã,30048.6
510,1660510,Vila de Rei,1870
905,1670905,Fornos de Algodres,118986
906,1670906,Gouveia,77116.8
912,1670912,Seia,137480.2
902,1680902,Almeida,67337
903,1680903,Celorico da Beira,140743.2
904,1680904,Figueira de Castelo Rodrigo,441465.5
907,1680907,Guarda,144360
908,1680908,Manteigas,3657.6
909,1680909,Mêda,288693.6
910,1680910,Pinhel,224814.8
911,1680911,Sabugal,95976
913,1680913,Trancoso,328187.5
502,1690502,Castelo Branco,527612.5
505,1690505,Idanha-a-Nova,969887.6
507,1690507,Penamacor,287670.6
511,1690511,Vila Velha de Ródão,155802
501,16A0501,Belmonte,140438
503,16A0503,Covilhã,296780
504,16A0504,Fundão,726798.6
1001,16B1001,Alcobaça,61546.8
1101,16B1101,Alenquer,463644
1102,16B1102,Arruda dos Vinhos,85606.4
1005,16B1005,Bombarral,48737
1104,16B1104,Cadaval,155750.4
1006,16B1006,Caldas da Rainha,38089
1108,16B1108,Lourinhã,305069.9
1011,16B1011,Nazaré,74150.8
1012,16B1012,Óbidos,99062.5
1014,16B1014,Peniche,283190.5
1112,16B1112,Sobral de Monte Agraço,97744.1
1113,16B1113,Torres Vedras,483948.9
1401,16C1401,Abrantes,524349
1402,16C1402,Alcanena,171375.3
1408,16C1408,Constância,90961.6
1410,16C1410,Entroncamento,50691.2
1411,16C1411,Ferreira do Zêzere,1810.4
1421,16C1421,Ourém,3028.2
1417,16C1417,Sardoal,63016.8
1418,16C1418,Tomar,93398.4
1419,16C1419,Torres Novas,536363.2
1420,16C1420,Vila Nova da Barquinha,35394.1
1115,1711115,Amadora,567.3
1105,1711105,Cascais,12726.9
1106,1711106,Lisboa,5579.6
1107,1711107,Loures,178297.6
1109,1711109,Mafra,455014
1116,1711116,Odivelas,950
1110,1711110,Oeiras,6580
1111,1711111,Sintra,333010.9
1114,1711114,Vila Franca de Xira,1625272
1502,1721502,Alcochete,112050
1503,1721503,Almada,40407.2
1504,1721504,Barreiro,4830.6
1506,1721506,Moita,15312
1507,1721507,Montijo,128853.8
1508,1721508,Palmela,627563.5
1510,1721510,Seixal,3137.2
1511,1721511,Sesimbra,13177.6
1512,1721512,Setúbal,53396.8
1501,1811501,Alcácer do Sal,1667522.8
1505,1811505,Grândola,137426.4
211,1810211,Odemira,1509667.2
1509,1811509,Santiago do Cacém,1266367
1513,1811513,Sines,163833.6
1201,1821201,Alter do Chão,349156.5
1202,1821202,Arronches,397905.2
1203,1821203,Avis,926464.4
1204,1821204,Campo Maior,798169.4
1205,1821205,Castelo de Vide,348179.6
1206,1821206,Crato,154552.6
1207,1821207,Elvas,1364181
1208,1821208,Fronteira,616734.3
1209,1821209,Gavião,61219.1
1210,1821210,Marvão,130750.4
1211,1821211,Monforte,519750
707,1820707,Mora,532740
1212,1821212,Nisa,262495
1213,1821213,Ponte de Sor,534460.5
1214,1821214,Portalegre,234634
701,1830701,Alandroal,674427.6
702,1830702,Arraiolos,673124.8
703,1830703,Borba,232104.6
704,1830704,Estremoz,806927.3
705,1830705,Évora,2040166.5
706,1830706,Montemor-o-Novo,914610
708,1830708,Mourão,85516
709,1830709,Portel,325156.1
710,1830710,Redondo,534142.4
711,1830711,Reguengos de Monsaraz,636720.6
1215,1831215,Sousel,673190
712,1830712,Vendas Novas,18787.2
713,1830713,Viana do Alentejo,449570.5
714,1830714,Vila Viçosa,227390.4
201,1840201,Aljustrel,1798427.4
202,1840202,Almodôvar,363127.8
203,1840203,Alvito,234243
204,1840204,Barrancos,10180.8
205,1840205,Beja,4437882.6
206,1840206,Castro Verde,1055329.6
207,1840207,Cuba,361038.4
208,1840208,Ferreira do Alentejo,2368791.6
209,1840209,Mértola,801160.2
210,1840210,Moura,1854758.8
212,1840212,Ourique,554875
213,1840213,Serpa,2812745
214,1840214,Vidigueira,862205.6
1403,1851403,Almeirim,905383.8
1404,1851404,Alpiarça,595544
1103,1851103,Azambuja,621277.2
1405,1851405,Benavente,1145921.6
1406,1851406,Cartaxo,412399.8
1407,1851407,Chamusca,1266992.7
1409,1851409,Coruche,1730885
1412,1851412,Golegã,1406254.5
1414,1851414,Rio Maior,69195
1415,1851415,Salvaterra de Magos,825926
1416,1851416,Santarém,1206717.9
801,1500801,Albufeira,263296.8
802,1500802,Alcoutim,314934.4
803,1500803,Aljezur,102434.4
804,1500804,Castro Marim,311886.9
805,1500805,Faro,461742.8
806,1500806,Lagoa,26575.4
807,1500807,Lagos,85050.9
808,1500808,Loulé,970771.2
809,1500809,Monchique,27916.7
810,1500810,Olhão,293616.9
811,1500811,Portimão,118632.8
812,1500812,São Brás de Alportel,102638.2
813,1500813,Silves,1067457.6
814,1500814,Tavira,756795.2
815,1500815,Vila do Bispo,65407.5
816,1500816,Vila Real de Santo António,44326
