agrarian_region_id,agrarian_region,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986
Entre Douro e Minho,1,26622,27017,28067,26649,25813,24724,25030,24615,24200,23785,23371,22956,22541,22126,21711,21296,20881,20467,20052,19637,19222,18807,18392,17977,17563,17148,16733,16318,15903,15488,15073,14659,14244
Trás-os-Montes,2,26622,27017,28067,26649,25813,24724,25030,24615,24200,23785,23371,22956,22541,22126,21711,21296,20881,20467,20052,19637,19222,18807,18392,17977,17563,17148,16733,16318,15903,15488,15073,14659,14244
Beira Litoral,3,26622,27017,28067,26649,25813,24724,25030,24615,24200,23785,23371,22956,22541,22126,21711,21296,20881,20467,20052,19637,19222,18807,18392,17977,17563,17148,16733,16318,15903,15488,15073,14659,14244
Beira Interior,4,26622,27017,28067,26649,25813,24724,25030,24615,24200,23785,23371,22956,22541,22126,21711,21296,20881,20467,20052,19637,19222,18807,18392,17977,17563,17148,16733,16318,15903,15488,15073,14659,14244
Ribatejo e Oeste,5,26622,27017,28067,26649,25813,24724,25030,24615,24200,23785,23371,22956,22541,22126,21711,21296,20881,20467,20052,19637,19222,18807,18392,17977,17563,17148,16733,16318,15903,15488,15073,14659,14244
Alentejo,6,26622,27017,28067,26649,25813,24724,25030,24615,24200,23785,23371,22956,22541,22126,21711,21296,20881,20467,20052,19637,19222,18807,18392,17977,17563,17148,16733,16318,15903,15488,15073,14659,14244
Algarve,7,26622,27017,28067,26649,25813,24724,25030,24615,24200,23785,23371,22956,22541,22126,21711,21296,20881,20467,20052,19637,19222,18807,18392,17977,17563,17148,16733,16318,15903,15488,15073,14659,14244
