Muni_ID,ID,Muni,furrow,other_grav,aspersion,cannon,pivot,drip,microaspersion
1601,1111601,Arcos de Valdevez,726,1439,15,0,0,20,0
1602,1111602,Caminha,144,79,2,0,0,0,0
1603,1111603,Melga�o,138,767,9,0,0,12,0
1604,1111604,Mon��o,625,798,0,0,0,49,0
1605,1111605,Paredes de Coura,473,1115,9,0,0,1,0
1606,1111606,Ponte da Barca,363,401,13,0,0,11,0
1607,1111607,Ponte de Lima,1662,311,313,39,3,45,1
1608,1111608,Valen�a,368,189,1,14,0,17,1
1609,1111609,Viana do Castelo,580,31,170,35,0,22,1
1610,1111610,Vila Nova de Cerveira,149,40,86,0,0,6,0
301,1120301,Amares,449,207,228,5,0,40,13
302,1120302,Barcelos,1292,96,4449,1581,0,274,1
303,1120303,Braga,1206,185,1179,97,0,69,3
306,1120306,Esposende,84,3,789,80,0,52,2
310,1120310,Terras de Bouro,257,533,6,0,0,14,0
313,1120313,Vila Verde,1354,598,610,20,0,66,14
307,1130307,Fafe,1006,919,33,0,0,70,3
308,1130308,Guimar�es,1360,190,1064,23,0,131,2
309,1130309,P�voa de Lanhoso,628,238,195,0,0,33,3
1314,1131314,Santo Tirso,506,47,387,132,0,47,16
1318,1131318,Trofa,52,8,786,370,0,20,3
311,1130311,Vieira do Minho,371,1479,91,0,0,8,0
312,1130312,Vila Nova de Famalic�o,392,73,2059,997,0,123,2
314,1130314,Vizela,182,34,62,0,0,13,0
107,1140107,Espinho,21,0,36,0,0,0,0
1304,1141304,Gondomar,472,30,245,14,0,17,0
1306,1141306,Maia,135,10,1132,210,0,8,2
1308,1141308,Matosinhos,56,15,893,56,0,2,2
1312,1141312,Porto,6,6,16,0,0,0,0
1313,1141313,P�voa de Varzim,19,1,1326,1172,0,245,2
1315,1141315,Valongo,238,9,203,0,0,10,0
1316,1141316,Vila do Conde,9,5,2288,2673,30,155,6
1317,1141317,Vila Nova de Gaia,260,19,334,3,0,13,2
1301,1151301,Amarante,1424,405,74,12,0,83,10
1302,1151302,Bai�o,611,449,124,0,0,41,22
304,1150304,Cabeceiras de Basto,627,1712,72,0,0,85,0
106,1150106,Castelo de Paiva,357,129,145,0,0,36,0
305,1150305,Celorico de Basto,1036,312,73,10,0,95,0
1804,1151804,Cinf�es,838,831,41,0,0,65,6
1303,1151303,Felgueiras,1123,159,87,78,0,54,7
1305,1151305,Lousada,935,90,327,0,0,11,0
1307,1151307,Marco de Canaveses,802,231,90,9,0,130,0
1705,1151705,Mondim de Basto,426,543,13,12,0,4,0
1309,1151309,Pa�os de Ferreira,329,35,259,35,0,4,0
1310,1151310,Paredes,808,16,249,4,0,17,0
1311,1151311,Penafiel,1256,101,231,29,0,49,1
1813,1151813,Resende,298,711,82,0,0,353,2
1709,1151709,Ribeira de Pena,563,1069,95,0,0,3,0
104,1160104,Arouca,754,289,506,3,0,14,1
113,1160113,Oliveira de Azem�is,286,6,884,19,0,37,0
