Muni_ID,ID,Muni,furrow,other_grav,aspersion,cannon,pivot,drip,microaspersion
1601,1111601,Arcos de Valdevez,3577000,9690000.004845,98763,0,0,55075.5,0
1602,1111602,Caminha,705600,553333.33361,11733,0,0,0,0
1603,1111603,Melga�o,679875,5130000.002565,44571.75,0,0,31449.6,0
1604,1111604,Mon��o,3062500,5336666.669335,0,0,0,128419.2,0
1605,1111605,Paredes de Coura,2317700,7535000.0037675,81440.25,0,0,5280.3,0
1606,1111606,Ponte da Barca,1778700,2673333.33467,136363.5,0,0,31488.3,0
1607,1111607,Ponte de Lima,8143800,2286666.66781,1840473.75,213540.6,18617.55,197865.9,4521.15
1608,1111608,Valen�a,1803200,1308333.3339875,828,76655.6,0,51186.6,2475.2
1609,1111609,Viana do Castelo,2842000,260000.00013,988096.5,191639,0,91985.4,4986.95
1610,1111610,Vila Nova de Cerveira,730100,298333.3334825,504050.25,0,0,26849.7,0
301,1120301,Amares,2200100,1396666.667365,1325045.25,27377,0,140778.9,58774.95
302,1120302,Barcelos,6343050,800000.0004,26206896,8662450.65,0,1356602.4,2475.2
303,1120303,Braga,5909400,1265000.0006325,6976306.5,459262.3,0,236871.9,10631.8
306,1120306,Esposende,411600,20000.00001,4361853,438032,0,261729.9,9973.9
310,1120310,Terras de Bouro,1294825,3718333.3351925,47290.5,0,0,48179.7,0
313,1120313,Vila Verde,6654200,4338333.3355025,3572054.25,109508,0,207836.1,30844.8
307,1130307,Fafe,4929400,7215000.0036075,209973,0,0,183533.4,7425.6
308,1130308,Guimar�es,6699525,1283333.333975,6243249,109029.2,0,440947.8,4950.4
309,1130309,P�voa de Lanhoso,3077200,1698333.3341825,1165674.75,0,0,92985.3,14008.85
1314,1131314,Santo Tirso,2483075,313333.33349,2184348,720565.3,0,168389.1,46177.1
1318,1131318,Trofa,254800,53333.33336,4586958,2032013.55,0,76332.6,9471.55
311,1130311,Vieira do Minho,1821575,9908333.3382875,517993.5,0,0,29070,0
312,1130312,Vila Nova de Famalic�o,1920800,535000.0002675,12118483.5,5447254.4,0,467441.1,4950.4
314,1130314,Vizela,891800,226666.66678,302118,0,0,51705,0
107,1140107,Espinho,102900,0,193807.5,0,0,0,0
1304,1141304,Gondomar,2312800,205000.0001025,1346608.5,75873.7,0,74035.8,0
1306,1141306,Maia,661500,66666.6667,6469758.75,1145459,0,31604.4,4950.4
1308,1141308,Matosinhos,274400,100000.00005,5174396.25,306622.4,0,10560.6,9973.9
1312,1141312,Porto,29400,40000.00002,96219,0,0,0,0
1313,1141313,P�voa de Varzim,93100,6666.66667,7129386.75,6413668.8,0,1347104.7,7462.15
1315,1141315,Valongo,1166200,91666.6667125,1266522,0,0,36352.8,0
1316,1141316,Vila do Conde,44100,33333.33335,13325616,14640642.8,186175.5,897547.5,15471.7
1317,1141317,Vila Nova de Gaia,1274000,148333.3334075,1828971.75,16426.2,0,39113.1,5570.9
1301,1151301,Amarante,6981275,2748333.3347075,351789,60127.2,0,331733.7,24752
1302,1151302,Bai�o,2997575,3340000.00167,810668.25,0,0,162298.8,105910
304,1150304,Cabeceiras de Basto,3088225,11471666.6724025,398895,0,0,218403,0
106,1150106,Castelo de Paiva,1749300,860000.00043,783781.5,0,0,94389.3,0
305,1150305,Celorico de Basto,5131525,2591666.6679625,456881.25,54754,0,269807.4,0
1804,1151804,Cinf�es,4118450,5540000.00277,223354.5,0,0,231405.3,20985.65
1303,1151303,Felgueiras,5518625,1118333.3338925,442517.25,427081.2,0,179584.2,22497.8
1305,1151305,Lousada,4585175,616666.666975,1922844.75,0,0,33472.8,0
