"","GW_ID","avg_mrt","median_mrt"
"1",1,0.803757396554311,0.379540026187897
"2",2,0.445622893635607,0.332993552088737
"3",3,9.22201903337644,2.14096570014954
"4",4,3.57794973746197,3.22685980796814
"5",5,0.615185961673247,0.396850109100342
"6",6,2.05667810586149,0.748532682657242
"7",7,4.09333509814088,1.17054742574692
"8",8,13.6953119192052,10.1026468276978
"9",9,9.33180461571462,7.21894979476929
"10",10,10.0370624184608,15.64146900177
"11",11,48.4990095406194,40.6859397888184
"12",12,47.7958437975921,42.4249954223633
"13",13,36.7356957466172,33.9326591491699
"14",14,38.6767884439516,4.61539697647095
"15",15,14.3222369317781,12.3665518760681
"16",16,2.64415977140143,1.39436483383179
"17",17,6.10803786788034,4.9493408203125
"18",18,12.2837025819289,9.24286985397339
"19",19,5.84073203354,5.93590879440308
"20",20,14.6944974650141,11.8373746871948
"21",21,6.06716006376816,4.44190287590027
"22",22,6.47130562827384,5.40708446502686
"23",23,2.40756369101814,1.14188122749329
"24",24,6.5245708593056,3.74500155448914
"25",25,13.9528749420712,9.09159755706787
"26",26,5.63010903900583,4.46682453155518
"27",27,3.67624008254175,2.66326236724854
"28",28,1.97594026148662,1.97588992118835
"29",29,5.39866472707818,4.22807645797729
"30",30,9.55061206059936,4.46673631668091
"31",31,20.3290839917732,18.758487701416
"32",32,38.8958866283744,37.4693260192871
"33",33,9.81119639607674,7.35613632202148
"34",34,7.11086398912409,5.91157817840576
"35",35,5.81782500156924,5.70126438140869
"36",36,9.75099426120907,8.91692304611206
"37",37,4.2688420223105,3.98989582061768
"38",38,6.44080633350538,4.70406913757324
"39",39,9.17821353418265,2.32055139541626
"40",40,116.129111691366,4.79352235794067
"41",41,20.4035373781768,4.60187959671021
"42",42,35.8339624135244,3.56101250648499
"43",43,43.5996652115323,30.6753559112549
"44",44,13.4652198123875,11.5587596893311
"45",45,22.8036261547939,16.0675945281982
"46",46,6.48279583036853,1.59349650144577
"47",47,35.7745576517281,28.4762325286865
"48",48,4.43208764909917,2.09401834011078
"49",49,16.8180180160623,16.6807565689087
"50",50,26.6979716082245,13.5727319717407
"51",51,13.0433163437307,8.13139629364014
"52",52,1.30638920617838,0.427130222320557
"53",53,0.565833413637082,0.395574152469635
"54",54,0.586987188879893,0.359595209360123
"55",55,562.915478558241,474.342407226562
"56",56,20.8142437479823,23.8715152740479
"57",57,5.91640801994602,4.90856790542603
"58",58,27.7253616131513,17.2416801452637
"59",59,5.55888814021081,2.86817240715027
"60",60,22.908475225155,16.4724750518799
"61",61,21.311352383877,13.3543796539307
"62",62,17.5879941165544,12.8546190261841
"63",63,11.7010914858438,8.67395210266113
"64",64,53.9048984046689,49.1716384887695
"65",65,12.1817668428328,9.8432183265686
"66",66,48.4183958669332,36.8320293426514
"67",67,51.8206701534232,49.2452850341797
"68",68,9.33450745331595,7.67118215560913
"69",69,57.690560819739,48.8021564483643
"70",70,8.17274334032361,6.94254016876221
"71",71,8.673916007355,7.13088417053223
"72",72,14.3382888592921,10.7867841720581
"73",73,2.5300843377974,2.37799477577209
"74",74,7.00496909713568,4.90190458297729
"75",75,11.5718402821015,8.86175966262817
"76",76,8.81733759332268,8.31086397171021
"77",77,22.1746715378504,8.6626615524292
"78",78,25.139472502819,23.1148796081543
"79",79,33.3264374755184,32.5743141174316
"80",80,7.10757984577314,6.14691805839539
"81",81,10.8334471492444,10.3758163452148
"82",82,31.9853022053957,25.9894504547119
"83",83,16.1043798552452,13.1235637664795
"84",84,8.83128940421224,6.92512226104736
"85",85,7.31533373503975,1.84440630674362
"86",86,14.8028222482379,14.2199034690857
"87",87,5.39642960959532,4.73465490341187
"88",88,3.553282345621,3.31491851806641
"89",89,9.03153656509569,6.85160946846008
"90",90,55.0506048276949,56.6946659088135
"91",91,8.53284399397027,5.65630030632019
"92",92,11.6875124167944,13.2771730422974
"93",93,22.6529830764343,2.69450330734253
