Muni_ID,ID,Muni,barley,maize,oat,rice,rye,triticale,wheat,lemon,orange,other_citrus,tangerine,almonds,chestnut,locust,nuuts,other_dried_nuts,forage_maize,forage_mixture,forage_oat,forage_roots,forage_sorghum,apple,cherry,other_fresh_fruits,peach,pear,horticulture_extensive,horticulture_intensive,other_industry,sunflower,olive grove,perma_grassland,tempo_grassland,potato,bean,chickpea,other_pulses,vineyard,irrig_areas09
906,1670906,Gouveia,0,78,6,0,0,0,1,0,0,0,0,0,9,0,0,1,265,121,15,8,83,81,2,5,7,12,0,42,0,0,199,383,49,54,12,1,0,67,1501
912,1670912,Seia,0,158,2,0,1,0,0,0,1,0,0,0,4,0,1,1,577,296,35,4,59,81,1,0,1,6,2,20,0,0,45,414,9,35,14,1,0,63,1831
902,1680902,Almeida,0,9,0,0,1,0,0,0,0,0,0,0,0,0,3,0,31,0,0,4,25,7,0,4,0,1,0,0,0,0,1,28,0,28,0,0,0,2,144
903,1680903,Celorico da Beira,0,87,6,0,0,0,0,0,0,0,0,1,5,0,0,0,294,136,20,18,85,32,5,1,2,1,3,2,0,0,137,639,26,88,4,0,0,5,1597
904,1680904,Figueira de Castelo Rodrigo,0,1,0,0,5,0,1,0,0,0,0,9,0,0,1,0,21,0,0,1,14,3,0,84,0,2,0,1,0,0,178,44,0,19,0,0,0,210,594
907,1680907,Guarda,0,144,2,0,1,0,1,0,1,0,0,1,19,0,2,0,272,69,22,33,25,118,59,17,65,22,4,1,0,0,77,1690,108,203,29,9,0,21,3015
908,1680908,Manteigas,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,4,3,2,0,0,0,0,1,0,0,2,3,0,1,0,0,0,0,99
909,1680909,Mêda,0,46,0,0,1,0,0,0,0,0,0,3,0,0,0,0,47,0,3,8,27,18,4,0,4,1,0,1,0,0,81,46,0,20,1,0,0,173,484
910,1680910,Pinhel,0,87,3,0,1,0,0,0,0,0,0,4,0,0,1,0,128,1,28,5,23,150,2,70,0,8,1,1,0,0,46,211,12,195,5,2,1,51,1036
911,1680911,Sabugal,0,95,0,0,2,0,0,0,1,0,0,0,4,0,0,0,197,0,20,21,51,21,4,1,22,17,1,1,0,0,55,1682,5,129,8,3,0,3,2343
913,1680913,Trancoso,0,170,2,0,0,0,0,0,0,0,0,0,6,0,0,0,338,4,35,16,26,96,1,1,7,7,1,0,0,0,4,160,10,250,5,1,1,0,1141
502,1690502,Castelo Branco,12,148,17,0,0,0,3,3,38,0,1,7,0,0,0,1,794,13,114,0,283,17,46,24,65,7,13,2,3,0,198,59,135,10,9,0,0,95,2117
505,1690505,Idanha-a-Nova,0,508,26,0,0,0,0,0,24,1,0,0,0,0,1,0,936,7,111,4,613,4,0,13,6,4,54,2,180,0,172,633,1377,29,3,0,0,29,4737
507,1690507,Penamacor,0,153,2,0,0,0,2,0,2,0,0,0,1,0,0,0,215,2,2,1,187,2,7,3,2,1,7,0,0,1,39,279,56,6,5,0,0,5,980
511,1690511,Vila Velha de Ródão,0,17,0,0,0,0,0,0,7,0,0,2,0,0,0,0,174,6,21,0,64,2,1,0,2,1,0,0,45,0,50,37,22,0,1,0,0,5,457
501,16A0501,Belmonte,0,120,0,0,0,0,0,0,0,0,0,0,0,0,6,0,233,3,3,2,104,128,53,14,166,23,10,3,0,0,174,306,59,15,1,0,0,117,1540
503,16A0503,Covilhã,0,250,21,0,3,0,2,0,2,0,0,1,10,0,4,0,555,35,31,8,97,156,358,46,528,93,64,5,0,0,152,381,51,60,18,2,0,98,3031
504,16A0504,Fundão,0,493,2,0,3,0,0,0,24,0,5,0,7,0,0,0,1192,20,99,5,228,139,969,108,509,53,10,21,128,3,563,755,26,30,13,2,0,245,5652
1001,16B1001,Alcobaça,0,69,1,0,0,0,9,1,5,0,0,0,1,0,6,0,68,4,3,0,0,1267,3,36,97,713,139,139,3,0,8,15,9,56,11,0,0,10,2673
1101,16B1101,Alenquer,0,45,0,0,7,0,42,0,4,0,0,0,0,0,2,0,2,0,2,0,14,14,0,70,46,23,225,5,0,50,9,22,22,1,0,8,0,10,623
1102,16B1102,Arruda dos Vinhos,0,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,18,0,0,0,1,0,0,1,1,0,0,30
1005,16B1005,Bombarral,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,0,65,40,747,5,230,1,0,0,59,0,16,5,0,0,24,1378
1104,16B1104,Cadaval,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,169,0,30,7,1459,0,6,0,0,1,3,0,0,0,0,0,35,1713
1006,16B1006,Caldas da Rainha,0,17,0,0,0,0,0,0,4,0,0,0,0,0,18,0,0,18,2,0,1,716,0,11,42,794,93,71,0,0,2,12,1,2,5,0,0,2,1811
1108,16B1108,Lourinhã,2,69,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,9,0,205,257,840,0,0,0,7,2,66,0,0,2,0,1488
1011,16B1011,Nazaré,0,16,0,0,4,0,0,0,1,0,0,0,0,0,0,0,66,0,2,2,0,61,0,1,2,61,135,169,0,0,0,5,6,39,2,0,0,0,572
1012,16B1012,Óbidos,0,14,0,0,1,0,0,0,7,0,0,0,0,0,0,0,2,5,3,0,0,280,0,31,63,407,215,259,1,0,0,2,0,41,4,0,0,1,1336
1014,16B1014,Peniche,3,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,2,7,0,0,0,17,590,809,0,0,0,2,0,33,7,0,0,1,1497
1112,16B1112,Sobral de Monte Agraço,0,6,0,0,11,30,0,0,0,0,0,0,0,0,0,0,4,0,1,0,1,1,0,0,0,2,48,42,0,0,0,2,0,0,0,0,0,0,148
1113,16B1113,Torres Vedras,0,66,18,0,0,0,30,2,3,0,0,0,0,0,1,0,25,3,9,0,0,76,0,27,10,612,438,814,0,0,2,23,2,60,3,0,0,0,2224
1401,16C1401,Abrantes,28,552,26,0,0,0,1,0,22,0,0,1,0,0,5,0,15,9,57,2,70,6,1,4,11,4,53,10,0,22,410,792,18,21,1,0,0,56,2197
1402,16C1402,Alcanena,0,14,0,0,0,0,10,0,1,0,0,0,0,0,0,0,2,0,32,0,7,0,0,10,0,0,16,1,0,0,52,20,0,0,0,0,0,30,195
1408,16C1408,Constância,0,241,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,1,0,0,7,0,0,0,0,0,0,0,261
1410,16C1410,Entroncamento,0,74,1,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,13,0,0,1,0,0,3,0,14,15,0,0,0,2,0,0,0,0,0,0,132
1411,16C1411,Ferreira do Zêzere,0,20,0,0,0,3,0,0,3,0,0,1,0,0,13,0,1,0,1,0,1,45,6,17,13,26,4,6,0,0,15,45,0,0,0,0,0,0,220
1421,16C1421,Ourém,0,310,2,0,0,0,1,0,0,0,0,0,0,0,1,0,63,0,5,0,11,11,0,0,1,7,1,8,0,0,3,37,0,2,2,0,0,0,465
1417,16C1417,Sardoal,0,1,0,0,0,1,0,0,4,0,0,0,0,0,0,0,2,2,2,0,3,1,0,3,2,1,0,2,0,0,16,9,5,0,0,0,0,40,94
1418,16C1418,Tomar,0,487,1,0,0,0,14,1,28,0,3,1,0,0,14,0,52,0,23,2,9,8,1,6,9,9,0,13,0,0,85,146,3,5,0,0,0,37,957
1419,16C1419,Torres Novas,25,739,19,0,0,0,55,0,68,12,4,0,0,0,5,0,2,1,9,0,20,1,0,7,2,1,109,49,0,0,165,20,130,22,0,0,0,264,1729
1420,16C1420,Vila Nova da Barquinha,0,29,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,72,6,0,4,27,18,0,0,0,0,0,0,164
1115,1711115,Amadora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1105,1711105,Cascais,2,1,0,0,0,5,0,7,7,0,0,0,0,0,0,0,0,10,8,0,0,0,0,0,0,0,0,12,0,0,0,0,2,0,0,0,0,0,54
1106,1711106,Lisboa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,2,27
1107,1711107,Loures,85,55,0,5,0,0,18,1,3,0,0,0,0,0,2,0,1,0,16,0,0,3,0,2,1,4,249,622,2,0,4,18,0,2,0,0,0,3,1096
1109,1711109,Mafra,0,59,0,0,0,4,0,178,0,0,0,0,0,0,1,0,7,0,1,0,5,21,0,12,21,342,140,616,15,0,1,30,3,21,9,0,0,0,1486
1116,1711116,Odivelas,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5,0,0,0,1,0,0,0,0,0,0,11
1110,1711110,Oeiras,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1111,1711111,Sintra,0,92,9,0,0,0,13,4,3,0,0,0,0,0,1,0,9,6,9,0,0,31,0,2,3,10,110,444,2,0,1,10,14,13,1,0,0,0,787
1114,1711114,Vila Franca de Xira,42,1132,37,2600,0,0,170,1,7,0,3,0,0,0,0,0,542,1,87,0,50,1,0,2,2,3,2363,16,0,63,1,243,139,7,3,0,0,1,7516
1502,1721502,Alcochete,0,29,0,126,0,19,0,0,2,0,0,0,0,0,0,0,16,0,3,0,0,0,0,0,0,0,48,426,0,0,0,6,1,89,0,0,0,0,765
1503,1721503,Almada,2,5,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,8,1,0,1,0,4,0,1,4,189,0,0,0,4,1,2,1,0,0,0,234
1504,1721504,Barreiro,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,11,0,0,0,0,0,0,0,0,10,0,0,0,1,0,5,0,0,0,0,38
1506,1721506,Moita,0,23,0,0,0,5,0,0,14,0,0,0,0,0,0,0,127,7,19,0,3,1,0,2,3,1,11,66,0,0,0,75,1,36,0,0,0,1,395
1507,1721507,Montijo,25,656,25,256,0,0,27,1,36,1,1,0,0,0,0,0,114,9,2,0,55,6,0,5,8,9,554,94,33,0,36,172,0,554,1,0,0,380,3060
1508,1721508,Palmela,52,597,6,484,0,0,21,9,165,5,10,0,0,0,1,0,408,76,53,0,20,53,1,45,54,19,387,462,0,0,3,723,7,403,1,0,0,1753,5818
1510,1721510,Seixal,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,3,0,13,0,0,1,0,1,0,1,0,0,8,8,0,0,0,0,0,10,50
1511,1721511,Sesimbra,1,3,0,0,0,19,1,4,7,0,0,0,0,0,4,0,2,0,5,0,1,7,0,4,7,3,4,57,0,0,0,10,0,0,1,0,0,27,167
1512,1721512,Setúbal,0,1,0,26,0,0,0,6,50,2,7,0,0,0,1,0,8,7,3,0,9,9,0,33,9,3,11,65,0,0,36,27,18,9,0,0,0,325,665
1501,1811501,Alcácer do Sal,0,53,0,6360,0,91,0,5,18,0,40,0,0,0,0,0,105,0,0,0,112,0,0,1,0,0,13,1,0,20,344,121,5,115,0,0,2,0,7406
1505,1811505,Grândola,0,97,0,713,0,0,0,0,27,0,1,6,0,0,18,0,102,17,0,0,134,2,0,23,2,2,37,3,0,30,100,4,0,19,2,0,0,44,1383
211,1810211,Odemira,3,1149,16,435,0,0,80,1,285,0,3,150,0,0,0,0,796,232,22,1,86,3,0,83,2,0,477,1171,3,237,268,1648,341,102,21,0,5,25,7645
1509,1811509,Santiago do Cacém,14,1112,0,779,0,199,31,0,143,0,1,0,0,7,7,0,34,3,4,0,175,3,0,9,6,4,623,52,0,4,2570,124,0,3,2,0,0,139,6048
1513,1811513,Sines,0,11,0,0,0,31,0,0,5,0,0,0,0,0,0,0,11,31,0,0,10,1,0,1,1,0,77,1,0,0,2,9,0,5,3,0,0,0,199
1201,1821201,Alter do Chão,0,0,20,0,7,0,0,0,7,0,0,2,0,0,0,0,20,1,0,0,58,0,0,0,0,0,3,0,0,0,645,26,0,1,0,0,0,134,924
1202,1821202,Arronches,61,17,0,0,2,0,120,0,1,0,0,0,0,0,0,0,0,0,15,0,3,0,0,0,0,0,41,0,0,0,40,0,0,2,0,0,0,54,356
1203,1821203,Avis,0,406,0,0,0,0,0,0,15,0,0,0,0,0,5,0,330,60,0,0,2,0,0,0,0,0,44,17,20,0,3912,607,3,3,0,0,0,103,5527
1204,1821204,Campo Maior,330,333,36,0,0,0,250,1,15,0,0,0,0,0,10,0,0,71,40,0,15,0,2,55,184,0,428,0,60,85,1871,79,2,0,0,0,0,70,3937
1205,1821205,Castelo de Vide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,14,2,2,0,0,0,0,0,0,0,138,0,0,0,0,0,0,3,162
1206,1821206,Crato,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,70,0,0,18,0,0,0,0,0,3,0,0,0,20,12,0,0,0,0,0,31,180
1207,1821207,Elvas,349,541,214,76,0,65,423,0,76,0,2,0,0,0,16,0,225,0,91,0,14,16,1,95,199,8,1151,36,0,66,1915,30,19,18,0,0,71,107,5824
1208,1821208,Fronteira,136,478,0,0,0,20,535,0,1,0,0,0,0,0,0,3,99,0,12,0,8,0,0,0,0,0,10,0,0,0,883,30,1,0,0,0,0,109,2325
1209,1821209,Gavião,0,52,0,0,0,0,0,0,8,0,0,0,0,0,0,0,5,0,12,0,15,2,0,0,1,2,0,21,0,0,16,205,0,0,6,0,0,47,392
1210,1821210,Marvão,0,3,2,0,0,0,1,0,1,0,0,0,0,0,0,0,5,9,4,0,6,1,0,0,0,1,3,8,0,0,72,2,0,13,0,0,0,11,142
1211,1821211,Monforte,30,75,0,0,3,54,157,0,1,0,0,0,0,0,3,0,28,0,17,0,0,0,0,0,0,0,0,0,0,75,680,145,0,0,0,0,0,218,1486
707,1820707,Mora,109,582,56,0,0,0,0,0,13,0,0,0,0,0,0,0,23,97,28,0,127,1,0,0,1,0,63,2,2,0,21,209,131,0,0,0,0,102,1567
1212,1821212,Nisa,0,0,0,0,0,18,0,0,2,0,0,0,0,0,1,0,62,3,50,0,23,2,0,0,0,0,0,2,0,0,38,0,0,0,2,0,0,11,214
1213,1821213,Ponte de Sor,10,511,76,120,0,8,74,0,86,0,2,0,0,0,10,0,34,55,69,0,92,4,0,2,23,22,135,222,206,0,155,374,31,2,2,0,0,45,2370
1214,1821214,Portalegre,0,40,0,0,0,9,0,0,6,0,1,0,25,0,2,4,23,0,2,0,10,33,51,2,1,2,4,19,0,0,26,70,0,6,0,0,0,119,455
701,1830701,Alandroal,38,405,30,100,0,21,161,0,9,0,0,20,0,0,1,0,0,3,0,0,20,191,0,2,10,20,159,0,39,0,242,11,8,0,0,0,0,444,1934
702,1830702,Arraiolos,70,313,183,66,0,0,245,0,9,0,0,0,0,0,80,0,121,4,0,0,133,0,0,0,0,0,173,28,0,42,296,88,97,0,1,0,0,311,2260
703,1830703,Borba,20,64,0,0,0,0,0,0,4,0,0,0,0,0,9,0,0,2,0,0,5,0,0,60,0,0,2,14,0,0,64,8,0,0,0,0,0,594,846
704,1830704,Estremoz,76,193,10,3,0,0,314,0,7,0,0,0,0,0,73,1,57,0,5,0,41,0,0,70,0,0,23,16,0,105,379,79,9,17,2,35,0,921,2436
705,1830705,Évora,329,233,317,142,0,0,823,0,13,0,0,0,0,0,1,0,199,124,168,0,251,1,0,6,0,2,128,129,0,192,1142,343,0,7,0,0,0,1397,5947
706,1830706,Montemor-o-Novo,244,215,68,743,0,0,93,1,6,0,0,0,0,0,11,0,842,265,131,0,460,2,0,16,0,1,252,37,0,0,345,596,16,1,0,0,0,256,4601
708,1830708,Mourão,0,0,36,0,0,0,78,0,0,0,0,0,0,0,0,0,0,4,5,0,4,0,0,0,0,0,17,0,0,0,287,1,0,0,0,0,0,230,662
709,1830709,Portel,15,16,15,0,0,0,56,0,5,0,0,0,0,0,14,0,76,118,65,0,22,0,0,1,0,0,4,0,0,0,574,92,0,0,0,0,0,106,1179
710,1830710,Redondo,114,278,0,0,0,0,133,0,12,0,0,0,0,1,1,0,30,46,1,0,6,0,0,1,0,0,191,2,0,35,977,0,0,0,0,0,0,1102,2930
711,1830711,Reguengos de Monsaraz,28,3,28,0,0,0,0,0,45,0,2,0,0,0,0,0,0,49,1,0,45,0,0,1,5,2,12,2,2,0,285,6,0,1,0,0,0,1780,2297
1215,1831215,Sousel,164,30,30,0,0,0,18,0,0,0,0,0,0,0,54,0,107,14,30,0,24,1,0,19,0,0,227,0,0,164,1997,35,0,0,0,0,0,208,3122
712,1830712,Vendas Novas,0,24,0,193,0,0,0,0,26,2,4,0,0,0,0,0,32,5,697,0,28,4,0,3,3,1,50,17,0,0,1,99,0,4,0,0,0,275,1468
713,1830713,Viana do Alentejo,0,706,0,123,0,260,0,0,18,0,0,0,0,0,0,0,91,26,23,0,51,0,0,0,0,0,3,2,0,0,522,161,7,0,0,0,0,2,1995
714,1830714,Vila Viçosa,0,0,0,0,0,0,42,0,22,0,0,0,0,0,9,0,0,0,10,0,3,0,0,16,0,0,7,1,0,0,77,1,0,1,0,0,0,285,474
201,1840201,Aljustrel,183,119,66,0,0,0,38,0,53,0,42,325,0,0,0,0,85,4,0,0,9,0,0,0,0,0,189,2,125,540,2667,40,63,0,0,0,24,48,4622
202,1840202,Almodôvar,0,10,0,0,0,0,63,0,51,0,3,0,0,0,0,0,1,0,0,0,0,3,0,1,1,0,0,0,0,0,159,0,0,0,0,0,0,6,298
203,1840203,Alvito,0,51,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,18,0,0,0,32,0,0,2,0,0,0,145,291
204,1840204,Barrancos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,5
205,1840205,Beja,701,120,10,30,0,0,519,1,79,0,7,0,0,0,43,0,0,176,25,0,46,1,0,3,2,2,90,77,30,738,8267,413,20,0,0,0,0,843,12243
206,1840206,Castro Verde,0,3,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,46,0,0,0,1,0,0,15,1,2,2,0,30,547,0,0,0,0,0,0,2,658
207,1840207,Cuba,193,0,210,0,0,0,168,0,5,0,0,0,0,0,0,0,0,80,0,0,20,0,0,6,0,0,24,1,0,243,505,400,0,0,0,0,0,452,2307
208,1840208,Ferreira do Alentejo,77,430,0,251,0,0,151,0,127,0,58,0,0,0,17,0,266,64,10,0,146,10,0,48,62,90,740,53,0,474,8742,509,77,0,0,0,0,309,12711
209,1840209,Mértola,0,0,0,0,10,0,0,0,27,0,1,35,0,181,0,0,0,0,0,0,0,1,0,1,0,0,0,1,7,0,251,36,0,0,0,0,0,52,603
210,1840210,Moura,16,0,0,0,0,8,73,0,34,0,0,5,0,0,1,0,0,15,14,0,39,0,1,2,0,0,196,3,0,60,4274,46,0,1,0,0,0,242,5030
212,1840212,Ourique,0,282,0,14,0,0,0,0,1,0,0,9,0,2,2,0,85,0,0,0,11,0,0,0,0,0,0,0,0,60,23,3,0,0,0,0,0,4,496
213,1840213,Serpa,292,25,30,0,0,0,31,1,12,0,0,0,0,0,22,0,11,263,1,0,12,0,0,34,0,0,207,0,0,317,7194,73,0,1,0,0,0,329,8855
214,1840214,Vidigueira,29,41,5,0,0,0,36,0,101,0,3,0,0,0,0,0,26,8,0,0,12,0,0,2,0,0,55,5,0,106,3157,3,0,0,0,0,0,1310,4899
1403,1851403,Almeirim,0,923,0,297,0,0,0,1,87,4,0,0,0,0,0,0,31,2,5,0,0,0,2,71,79,0,2023,79,0,0,26,43,0,302,0,1,0,591,4567
1404,1851404,Alpiarça,128,863,3,0,33,64,4,0,39,0,0,0,0,0,0,0,0,1,0,0,1,2,1,19,15,1,1101,93,0,0,18,58,0,137,0,0,0,431,3012
1103,1851103,Azambuja,0,402,0,550,4,0,0,1,30,2,1,0,0,0,0,0,16,0,2,0,18,13,0,5,1,41,1777,127,0,7,16,164,3,10,0,0,0,81,3271
1405,1851405,Benavente,139,876,9,3563,11,0,50,0,23,0,1,0,0,0,0,0,851,88,2,0,86,5,0,4,2,1,1840,284,0,90,46,521,83,283,0,0,0,25,8883
1406,1851406,Cartaxo,188,561,16,75,1,0,35,2,15,1,1,0,0,0,8,0,10,0,0,0,0,3,0,10,3,11,2336,141,5,107,60,141,0,36,1,0,0,110,3877
1407,1851407,Chamusca,48,2429,21,677,0,0,120,0,83,0,1,0,0,0,0,0,238,2,40,0,57,0,0,2,13,0,724,72,12,36,99,567,33,121,0,0,0,86,5481
1409,1851409,Coruche,43,3287,50,3034,0,0,32,0,122,0,3,0,0,0,0,0,461,3,30,2,228,7,0,55,32,3,1372,371,35,38,7,562,83,247,0,0,0,133,10240
1412,1851412,Golegã,54,3540,1,0,0,0,64,0,15,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,257,213,0,0,54,39,8,227,0,0,0,34,4512
1414,1851414,Rio Maior,33,321,0,0,0,0,25,0,2,0,0,0,0,0,1,0,49,0,4,0,11,19,0,1,0,96,361,60,0,0,83,302,2,1,0,0,0,73,1444
1415,1851415,Salvaterra de Magos,0,1297,2,525,0,0,40,0,22,0,0,0,0,0,1,0,79,0,14,0,0,5,0,0,1,1,1340,296,0,0,6,569,0,242,1,0,0,50,4491
1416,1851416,Santarém,42,2003,14,20,0,0,172,0,12,0,0,1,0,0,1,0,84,6,38,0,31,12,1,4,1,20,1163,77,53,43,493,214,3,164,1,14,0,136,4823
801,1500801,Albufeira,0,0,0,0,0,0,0,3,414,5,62,0,0,38,4,0,0,0,0,0,0,0,0,14,3,1,8,4,0,0,3,7,0,0,0,0,0,57,623
802,1500802,Alcoutim,0,0,0,0,0,0,0,0,35,0,1,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,3,0,0,5,0,0,0,0,0,0,2,50
803,1500803,Aljezur,0,94,0,0,0,0,0,0,12,0,0,0,0,0,0,0,47,0,0,0,0,0,0,1,0,1,68,26,0,0,0,315,1,38,11,0,1,11,626
804,1500804,Castro Marim,0,3,0,0,0,0,0,6,87,0,1,0,0,16,0,0,3,0,1,0,3,0,0,66,3,0,3,24,0,0,8,201,0,2,0,0,0,18,445
805,1500805,Faro,0,4,0,0,0,0,0,10,1097,4,108,5,0,16,1,0,0,0,0,0,5,0,0,20,3,0,8,310,0,0,46,0,0,12,0,0,0,9,1658
806,1500806,Lagoa,0,0,0,210,0,0,0,5,254,3,32,3,0,7,0,0,1,0,0,0,0,0,0,11,2,0,4,19,0,0,5,0,0,2,0,0,0,57,615
807,1500807,Lagos,0,20,2,0,0,0,0,0,34,0,1,0,0,30,0,0,3,0,4,0,1,1,0,9,6,2,19,24,0,0,0,106,1,7,0,0,0,70,340
808,1500808,Loulé,0,3,0,0,0,0,0,13,881,36,202,0,0,40,1,0,1,0,0,0,0,0,0,20,14,1,15,34,3,0,1,0,7,0,0,0,0,4,1276
809,1500809,Monchique,0,33,0,0,0,0,0,46,103,0,14,0,0,0,0,0,8,13,1,1,3,3,1,7,9,1,19,32,0,0,0,4,0,40,1,0,0,0,339
810,1500810,Olhão,0,0,0,0,0,0,0,7,854,1,69,0,0,19,0,0,1,2,0,0,0,0,0,98,7,2,2,59,0,0,13,0,0,5,0,0,0,24,1163
811,1500811,Portimão,0,11,0,0,0,0,0,7,187,1,43,2,0,36,5,0,3,38,0,0,0,0,0,26,32,0,14,53,0,0,2,21,0,6,0,0,0,72,559
812,1500812,São Brás de Alportel,0,2,0,13,0,0,0,11,65,6,11,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,114
813,1500813,Silves,0,42,0,125,0,0,0,84,3690,30,949,0,0,54,1,0,12,0,1,0,3,0,0,34,8,0,33,44,0,0,14,6,1,13,1,0,0,128,5273
814,1500814,Tavira,0,9,0,0,0,0,5,15,1732,16,115,0,0,99,0,0,4,0,1,0,1,1,0,67,50,5,12,49,0,0,24,1,0,11,0,0,4,84,2305
815,1500815,Vila do Bispo,0,3,0,0,0,0,0,0,1,0,0,0,0,0,12,0,0,0,0,0,3,0,0,1,0,0,8,18,0,0,0,0,0,1,0,1,0,2,50
816,1500816,Vila Real de Santo António,0,1,0,0,0,0,0,8,61,0,7,0,0,2,0,0,0,0,0,0,1,0,0,15,2,0,13,3,0,0,1,0,0,5,0,0,0,5,124
