"","Muni_ID","ID","Muni","furrow","other_grav","aspersion","cannon","pivot","drip","microaspersion","sum"
"42",1307,"1151307","Marco de Canaveses",3,0,5,0,0,0,0,8
"43",1705,"1151705","Mondim de Basto",0,0,2,0,0,0,0,2
"44",1309,"1151309","Paços de Ferreira",11,0,2,0,0,0,0,13
"45",1310,"1151310","Paredes",10,0,2,0,0,0,0,12
"46",1311,"1151311","Penafiel",66,0,27,0,0,0,2,95
"47",1813,"1151813","Resende",3,0,0,0,0,0,0,3
"48",1709,"1151709","Ribeira de Pena",0,0,0,0,0,0,0,0
"49",104,"1160104","Arouca",2,0,3,0,0,0,2,6
"50",113,"1160113","Oliveira de Azeméis",1,0,13,0,0,0,0,14
"51",109,"1160109","Santa Maria da Feira",2,0,4,0,0,0,0,5
"52",116,"1160116","São João da Madeira",0,0,0,0,0,0,0,0
"53",119,"1160119","Vale de Cambra",0,0,0,0,0,0,0,0
"54",1701,"1171701","Alijó",4,0,7,0,0,0,0,11
"55",1801,"1171801","Armamar",0,0,0,0,0,0,0,0
"56",403,"1170403","Carrazeda de Ansiães",0,0,0,0,0,0,0,0
"57",404,"1170404","Freixo de Espada à Cinta",0,0,0,0,0,0,0,0
"58",1805,"1171805","Lamego",2,1,9,0,0,0,0,12
"59",1704,"1171704","Mesão Frio",0,0,0,0,0,0,0,0
"60",1807,"1171807","Moimenta da Beira",0,0,3,0,0,0,0,3
"61",1812,"1171812","Penedono",0,0,0,0,0,0,0,0
"62",1708,"1171708","Peso da Régua",0,0,0,0,0,0,0,0
"63",1710,"1171710","Sabrosa",0,0,11,0,0,0,0,11
"64",1711,"1171711","Santa Marta de Penaguião",0,0,0,0,0,0,0,0
"65",1815,"1171815","São João da Pesqueira",0,0,1,0,0,0,0,1
"66",1818,"1171818","Sernancelhe",0,0,0,0,0,0,0,0
"67",1819,"1171819","Tabuaço",1,0,1,0,0,0,0,2
"68",1820,"1171820","Tarouca",0,0,1,0,0,0,0,1
"69",409,"1170409","Torre de Moncorvo",1,0,0,0,0,0,0,1
"70",410,"1170410","Vila Flor",64,0,16,0,0,0,0,79
"71",914,"1170914","Vila Nova de Foz Côa",1,0,0,0,0,0,0,1
"72",1714,"1171714","Vila Real",1,0,14,0,0,0,0,15
"73",401,"1180401","Alfândega da Fé",0,0,1,0,0,0,0,1
"74",1702,"1181702","Boticas",0,0,0,0,0,0,0,0
"75",402,"1180402","Bragança",3,0,9,0,0,0,0,12
"76",1703,"1181703","Chaves",61,0,10,0,0,0,0,71
"77",405,"1180405","Macedo de Cavaleiros",17,4,4,0,0,0,0,26
"78",406,"1180406","Miranda do Douro",0,0,0,0,0,0,0,0
"79",407,"1180407","Mirandela",65,3,49,0,0,0,0,117
"80",408,"1180408","Mogadouro",0,5,0,0,0,0,0,5
"81",1706,"1181706","Montalegre",1,0,0,0,0,0,0,1
"82",1707,"1181707","Murça",0,0,7,0,0,0,0,7
"83",1712,"1181712","Valpaços",7,0,7,0,0,0,0,15
"84",1713,"1181713","Vila Pouca de Aguiar",9,0,15,0,0,0,0,23
"85",411,"1180411","Vimioso",2,0,0,0,0,0,0,2
"86",412,"1180412","Vinhais",0,0,0,0,0,0,0,0
"87",101,"1610101","Águeda",11,0,9,0,0,0,0,20
"88",102,"1610102","Albergaria-a-Velha",0,0,5,0,0,0,0,5
"89",103,"1610103","Anadia",11,3,46,0,0,0,0,59
"90",105,"1610105","Aveiro",9,0,311,30,0,0,84,434
"91",108,"1610108","Estarreja",0,0,5,0,0,0,0,5
"92",110,"1610110","Ílhavo",2,0,19,10,0,0,0,31
"93",111,"1610111","Mealhada",9,0,20,5,0,0,0,34
"94",112,"1610112","Murtosa",0,0,61,0,0,0,0,61
"95",114,"1610114","Oliveira do Bairro",3,0,64,0,0,0,0,67
"96",115,"1610115","Ovar",7,0,11,0,0,0,0,18
"97",117,"1610117","Sever do Vouga",0,0,0,0,0,0,0,0
"98",118,"1610118","Vagos",0,0,119,0,0,0,35,155
"99",602,"1620602","Cantanhede",11,7,173,0,0,0,18,209
"100",603,"1620603","Coimbra",67,16,122,1,0,0,3,208
"101",604,"1620604","Condeixa-a-Nova",51,0,2,0,0,0,0,53
"102",605,"1620605","Figueira da Foz",3,5,13,0,0,0,2,23
"103",608,"1620608","Mira",0,0,130,0,0,0,9,139
"104",610,"1620610","Montemor-o-Velho",5,0,45,11,16,0,0,77
"105",613,"1620613","Penacova",5,0,3,0,0,0,0,8
"106",615,"1620615","Soure",3,1,20,38,0,0,1,63
"107",1004,"1631004","Batalha",12,0,57,0,0,0,2,72
"108",1009,"1631009","Leiria",68,5,167,5,0,0,18,264
"109",1010,"1631010","Marinha Grande",2,0,4,0,0,0,0,7
"110",1015,"1631015","Pombal",18,0,97,2,0,0,18,136
"111",1016,"1631016","Porto de Mós",0,0,16,0,0,0,8,24
"112",1002,"1641002","Alvaiázere",0,0,0,0,0,0,0,0
"113",1003,"1641003","Ansião",0,0,7,0,0,0,0,7
"114",601,"1640601","Arganil",3,0,0,0,0,0,0,3
"115",1007,"1641007","Castanheira de Pêra",0,0,0,0,0,0,0,0
"116",1008,"1641008","Figueiró dos Vinhos",0,0,0,0,0,0,0,0
"117",606,"1640606","Góis",0,0,0,0,0,0,0,0
"118",607,"1640607","Lousã",5,0,26,0,0,0,0,32
"119",609,"1640609","Miranda do Corvo",21,0,21,0,0,0,0,42
"120",611,"1640611","Oliveira do Hospital",3,0,0,0,0,0,0,3
"121",612,"1640612","Pampilhosa da Serra",0,0,0,0,0,0,0,0
"122",1013,"1641013","Pedrógão Grande",0,0,0,0,0,0,0,0
"123",614,"1640614","Penela",0,0,0,0,0,0,0,0
"124",616,"1640616","Tábua",0,0,8,0,0,0,0,8
"125",617,"1640617","Vila Nova de Poiares",6,0,6,0,0,0,0,12
"126",901,"1650901","Aguiar da Beira",0,0,2,0,0,0,0,2
"127",1802,"1651802","Carregal do Sal",13,0,19,0,0,0,6,38
"128",1803,"1651803","Castro Daire",0,0,0,0,0,0,0,0
"129",1806,"1651806","Mangualde",3,3,15,0,0,0,0,20
"130",1808,"1651808","Mortágua",0,0,0,0,0,0,0,0
"131",1809,"1651809","Nelas",12,0,8,0,0,0,0,20
"132",1810,"1651810","Oliveira de Frades",0,0,0,0,0,0,0,0
"133",1811,"1651811","Penalva do Castelo",3,0,0,0,0,0,0,3
"134",1814,"1651814","Santa Comba Dão",18,0,4,11,0,0,0,33
"135",1816,"1651816","São Pedro do Sul",16,0,24,0,0,0,1,41
"136",1817,"1651817","Sátão",4,0,13,0,0,0,0,17
"137",1821,"1651821","Tondela",27,0,69,0,0,0,0,96
"138",1822,"1651822","Vila Nova de Paiva",0,0,0,0,0,0,0,0
"139",1823,"1651823","Viseu",15,0,25,0,0,0,3,43
"140",1824,"1651824","Vouzela",3,0,0,0,0,0,0,3
"141",1413,"1661413","Mação",0,0,0,0,0,0,0,0
"142",506,"1660506","Oleiros",0,0,0,0,0,0,0,0
"143",508,"1660508","Proença-a-Nova",0,0,0,0,0,0,0,0
"144",509,"1660509","Sertã",0,0,0,0,0,0,0,0
"145",510,"1660510","Vila de Rei",0,0,0,0,0,0,0,0
"146",905,"1670905","Fornos de Algodres",0,0,0,0,0,0,0,0
"147",906,"1670906","Gouveia",25,0,18,0,0,0,0,43
"148",912,"1670912","Seia",25,1,3,0,0,0,0,29
"149",902,"1680902","Almeida",0,0,0,0,0,0,0,0
"150",903,"1680903","Celorico da Beira",2,0,2,0,0,0,0,4
"151",904,"1680904","Figueira de Castelo Rodrigo",0,0,0,0,0,0,2,2
"152",907,"1680907","Guarda",0,0,2,0,0,0,0,2
"153",908,"1680908","Manteigas",2,0,0,0,0,0,0,2
"154",909,"1680909","Mêda",0,0,0,2,0,0,0,2
"155",910,"1680910","Pinhel",0,0,2,0,0,0,0,2
"156",911,"1680911","Sabugal",1,0,0,0,0,0,0,1
"157",913,"1680913","Trancoso",0,0,0,0,0,0,0,0
"158",502,"1690502","Castelo Branco",3,0,3,0,0,0,0,5
"159",505,"1690505","Idanha-a-Nova",4,0,0,0,0,0,0,4
"160",507,"1690507","Penamacor",0,0,0,0,0,0,0,0
"161",511,"1690511","Vila Velha de Ródão",0,0,0,0,0,0,0,0
"162",501,"16A0501","Belmonte",3,0,0,0,0,0,0,3
"163",503,"16A0503","Covilhã",2,5,2,0,0,0,0,8
"164",504,"16A0504","Fundão",10,3,7,0,0,0,10,30
"165",1001,"16B1001","Alcobaça",1,7,145,0,0,0,1,154
"166",1101,"16B1101","Alenquer",0,4,6,0,0,0,0,11
"167",1102,"16B1102","Arruda dos Vinhos",3,0,3,0,0,0,53,60
"168",1005,"16B1005","Bombarral",0,0,128,0,0,0,2,130
"169",1104,"16B1104","Cadaval",0,0,3,0,0,0,0,3
"170",1006,"16B1006","Caldas da Rainha",3,10,39,0,16,0,3,70
"171",1108,"16B1108","Lourinhã",4,0,389,0,0,0,432,825
"172",1011,"16B1011","Nazaré",0,0,202,0,0,0,0,202
"173",1012,"16B1012","Óbidos",0,1,252,0,0,0,10,263
"174",1014,"16B1014","Peniche",0,3,251,0,0,0,493,746
"175",1112,"16B1112","Sobral de Monte Agraço",0,0,18,0,0,0,51,69
"176",1113,"16B1113","Torres Vedras",6,0,858,0,0,0,51,915
"177",1401,"16C1401","Abrantes",12,2,4,0,0,0,0,18
"178",1402,"16C1402","Alcanena",0,0,2,0,0,0,0,2
"179",1408,"16C1408","Constância",0,0,0,1,0,0,0,1
"180",1410,"16C1410","Entroncamento",0,0,10,0,0,0,0,10
"181",1411,"16C1411","Ferreira do Zêzere",0,0,25,0,0,0,0,25
"182",1421,"16C1421","Ourém",7,0,20,0,0,0,0,27
"183",1417,"16C1417","Sardoal",5,5,0,0,0,0,0,10
"184",1418,"16C1418","Tomar",2,0,5,0,9,0,0,16
"185",1419,"16C1419","Torres Novas",9,4,47,0,3,0,1,65
"186",1420,"16C1420","Vila Nova da Barquinha",0,0,5,0,0,0,0,5
"187",1115,"1711115","Amadora",0,0,0,0,0,0,0,0
"188",1105,"1711105","Cascais",13,0,13,0,0,0,0,27
"189",1106,"1711106","Lisboa",0,0,0,0,1,0,0,1
"190",1107,"1711107","Loures",53,3,498,0,0,0,81,635
"191",1109,"1711109","Mafra",11,1,477,0,0,0,134,623
"192",1116,"1711116","Odivelas",8,0,32,0,0,0,0,40
"193",1110,"1711110","Oeiras",0,0,0,0,0,0,0,0
"194",1111,"1711111","Sintra",19,40,668,3,0,0,40,770
"195",1114,"1711114","Vila Franca de Xira",3,2,4,0,0,0,1,9
"196",1502,"1721502","Alcochete",0,0,184,11,481,0,0,677
"197",1503,"1721503","Almada",2,1,196,0,0,0,2,201
"198",1504,"1721504","Barreiro",0,0,26,0,0,0,0,26
"199",1506,"1721506","Moita",3,7,187,31,0,0,0,228
"200",1507,"1721507","Montijo",0,0,0,0,0,0,0,0
"201",1508,"1721508","Palmela",1,18,221,9,224,0,118,590
"202",1510,"1721510","Seixal",0,0,2,0,0,0,0,2
"203",1511,"1721511","Sesimbra",39,23,70,5,10,0,0,149
"204",1512,"1721512","Setúbal",3,11,60,0,16,0,3,93
"205",1501,"1811501","Alcácer do Sal",0,0,1,0,0,0,0,1
"206",1505,"1811505","Grândola",6,0,0,0,0,0,0,6
"207",211,"1810211","Odemira",1,0,416,478,769,0,22,1686
"208",1509,"1811509","Santiago do Cacém",1,0,13,0,0,0,48,63
"209",1513,"1811513","Sines",0,0,3,0,0,0,0,3
"210",1201,"1821201","Alter do Chão",0,0,0,0,0,0,0,0
"211",1202,"1821202","Arronches",0,0,0,0,0,0,0,0
"212",1203,"1821203","Avis",2,0,8,0,0,0,0,11
"213",1204,"1821204","Campo Maior",0,0,0,0,0,0,0,0
"214",1205,"1821205","Castelo de Vide",0,0,0,0,0,0,0,0
"215",1206,"1821206","Crato",0,0,0,0,0,0,0,0
"216",1207,"1821207","Elvas",7,2,25,0,0,0,3,38
"217",1208,"1821208","Fronteira",0,0,0,0,0,0,0,0
"218",1209,"1821209","Gavião",66,0,0,0,0,0,0,66
"219",1210,"1821210","Marvão",3,14,10,0,0,0,0,28
"220",1211,"1821211","Monforte",0,0,0,0,0,0,0,0
"221",707,"1820707","Mora",2,0,0,0,0,0,0,2
"222",1212,"1821212","Nisa",0,0,4,0,0,0,0,4
"223",1213,"1821213","Ponte de Sor",333,5,3,0,0,0,0,341
"224",1214,"1821214","Portalegre",76,0,9,0,0,0,0,84
"225",701,"1830701","Alandroal",0,0,0,0,0,0,0,0
"226",702,"1830702","Arraiolos",2,2,44,0,0,0,0,47
"227",703,"1830703","Borba",2,0,13,0,0,0,0,15
"228",704,"1830704","Estremoz",5,0,7,0,0,0,0,12
"229",705,"1830705","Évora",97,5,31,0,0,0,0,133
"230",706,"1830706","Montemor-o-Novo",0,0,2,0,35,0,0,37
"231",708,"1830708","Mourão",0,0,0,0,0,0,0,0
"232",709,"1830709","Portel",0,0,0,0,0,0,0,0
"233",710,"1830710","Redondo",0,0,0,0,0,0,0,1
"234",711,"1830711","Reguengos de Monsaraz",1,0,1,0,0,0,0,1
"235",1215,"1831215","Sousel",0,0,0,0,0,0,0,0
"236",712,"1830712","Vendas Novas",3,6,14,0,0,0,1,24
"237",713,"1830713","Viana do Alentejo",0,0,1,0,0,0,0,1
"238",714,"1830714","Vila Viçosa",0,0,1,0,0,0,0,1
"239",201,"1840201","Aljustrel",1,0,1,0,0,0,0,2
"240",202,"1840202","Almodôvar",0,0,0,0,0,0,0,0
"241",203,"1840203","Alvito",0,0,0,0,0,0,0,0
"242",204,"1840204","Barrancos",0,0,0,0,0,0,0,0
"243",205,"1840205","Beja",0,1,29,0,12,0,0,43
"244",206,"1840206","Castro Verde",0,1,1,0,0,0,0,1
"245",207,"1840207","Cuba",1,0,0,0,0,0,0,1
"246",208,"1840208","Ferreira do Alentejo",0,0,2,0,0,0,32,34
"247",209,"1840209","Mértola",0,0,1,0,0,0,0,1
"248",210,"1840210","Moura",0,0,1,0,0,0,0,1
"249",212,"1840212","Ourique",0,0,0,0,0,0,0,0
"250",213,"1840213","Serpa",0,0,0,0,0,0,0,0
"251",214,"1840214","Vidigueira",0,0,2,0,0,0,0,2
"252",1403,"1851403","Almeirim",0,0,17,0,48,0,0,65
"253",1404,"1851404","Alpiarça",0,0,88,0,0,0,20,108
"254",1103,"1851103","Azambuja",0,1,9,0,130,0,0,140
"255",1405,"1851405","Benavente",13,0,97,40,366,0,4,519
"256",1406,"1851406","Cartaxo",1,1,107,4,0,0,0,113
"257",1407,"1851407","Chamusca",0,0,74,0,0,0,0,74
"258",1409,"1851409","Coruche",0,0,209,0,203,0,0,412
"259",1412,"1851412","Golegã",1,0,152,0,4,0,0,156
"260",1414,"1851414","Rio Maior",0,0,61,0,0,0,0,61
"261",1415,"1851415","Salvaterra de Magos",0,0,222,0,89,0,2,313
"262",1416,"1851416","Santarém",0,0,124,0,0,0,0,124
"263",801,"1500801","Albufeira",0,0,7,0,0,0,0,7
"264",802,"1500802","Alcoutim",6,0,11,0,0,0,0,17
"265",803,"1500803","Aljezur",37,14,9,0,0,0,0,60
"266",804,"1500804","Castro Marim",1,0,34,0,0,0,0,36
"267",805,"1500805","Faro",5,2,375,0,0,0,1,384
"268",806,"1500806","Lagoa",0,3,12,0,0,0,0,15
"269",807,"1500807","Lagos",8,8,47,0,0,0,3,67
"270",808,"1500808","Loulé",38,0,30,0,0,0,0,69
"271",809,"1500809","Monchique",2,49,12,0,0,0,0,63
"272",810,"1500810","Olhão",13,3,72,0,0,0,0,88
"273",811,"1500811","Portimão",1,20,48,0,0,0,1,71
"274",812,"1500812","São Brás de Alportel",0,0,0,0,0,0,0,0
"275",813,"1500813","Silves",2,6,44,0,0,0,0,52
"276",814,"1500814","Tavira",1,2,54,0,0,0,1,59
"277",815,"1500815","Vila do Bispo",18,2,13,0,0,0,0,32
"278",816,"1500816","Vila Real de Santo António",0,0,13,0,0,0,0,13
