"agrarian_region_id","agrarian_region","2009"
"Entre Douro e Minho",1,46.341
"Trás-os-Montes",2,33.181
"Beira Litoral",3,44.129
"Beira Interior",4,33.216
"Ribatejo e Oeste",5,41.476
"Alentejo",6,35.82
"Algarve",7,32.992
