CAA_ID,Muni_ID,full_ID,Muni,uaa99,poly_sum,poly_corr,lf99
56,101,1610101,Águeda,2918,8500,37,16.74382716
57,101,1610101,Águeda,2918,8500,94,18.08035714
58,101,1610101,Águeda,2918,8500,353,14.99697337
59,102,1610102,ALBERGARIA-A-VELHA,2595,5759,80,10.20408163
60,102,1610102,ALBERGARIA-A-VELHA,2595,5759,17,10.88709677
61,102,1610102,ALBERGARIA-A-VELHA,2595,5759,19,18.75
62,102,1610102,ALBERGARIA-A-VELHA,2595,5759,21,19.42567568
63,102,1610102,ALBERGARIA-A-VELHA,2595,5759,26,12.05357143
64,102,1610102,ALBERGARIA-A-VELHA,2595,5759,46,20.21604938
65,102,1610102,ALBERGARIA-A-VELHA,2595,5759,15,10.71428571
66,102,1610102,ALBERGARIA-A-VELHA,2595,5759,44,16.85855263
67,102,1610102,ALBERGARIA-A-VELHA,2595,5759,19,13.39285714
68,102,1610102,ALBERGARIA-A-VELHA,2595,5759,56,14.41831683
69,102,1610102,ALBERGARIA-A-VELHA,2595,5759,29,10.9375
70,102,1610102,ALBERGARIA-A-VELHA,2595,5759,17,21.2962963
71,102,1610102,ALBERGARIA-A-VELHA,2595,5759,32,15.04237288
72,102,1610102,ALBERGARIA-A-VELHA,2595,5759,46,12.57621951
73,102,1610102,ALBERGARIA-A-VELHA,2595,5759,43,11.70886076
74,102,1610102,ALBERGARIA-A-VELHA,2595,5759,43,20.12987013
75,102,1610102,ALBERGARIA-A-VELHA,2595,5759,2041,13.19157721
76,103,1610103,ANADIA,5158,10884,23,14.26282051
77,103,1610103,ANADIA,5158,10884,41,14.28571429
78,103,1610103,ANADIA,5158,10884,18,15
79,103,1610103,ANADIA,5158,10884,32,8.863636364
80,103,1610103,ANADIA,5158,10884,53,16.0326087
81,103,1610103,ANADIA,5158,10884,16,13.39285714
82,103,1610103,ANADIA,5158,10884,20,12.5
83,103,1610103,ANADIA,5158,10884,1,12.52927177
84,103,1610103,ANADIA,5158,10884,260,16.3396861
85,103,1610103,ANADIA,5158,10884,412,16.24468839
86,103,1610103,ANADIA,5158,10884,4283,16.02089645
87,104,1160104,AROUCA,4026,6458,35,18.75
88,104,1160104,AROUCA,4026,6458,110,18.70471014
89,104,1160104,AROUCA,4026,6458,4,18.75
90,104,1160104,AROUCA,4026,6458,29,18.75
91,104,1160104,AROUCA,4026,6458,21,18.75
92,104,1160104,AROUCA,4026,6458,6,18.75
93,104,1160104,AROUCA,4026,6458,22,18.75
94,104,1160104,AROUCA,4026,6458,2,18.75
95,104,1160104,AROUCA,4026,6458,48,13.8671875
96,104,1160104,AROUCA,4026,6458,0,18.75
97,104,1160104,AROUCA,4026,6458,22,18.75
98,104,1160104,AROUCA,4026,6458,81,18.75
99,104,1160104,AROUCA,4026,6458,58,15.30448718
100,104,1160104,AROUCA,4026,6458,22,18.75
101,104,1160104,AROUCA,4026,6458,31,18.75
102,104,1160104,AROUCA,4026,6458,69,18.75
103,104,1160104,AROUCA,4026,6458,27,18.75
104,104,1160104,AROUCA,4026,6458,50,14.55078125
105,104,1160104,AROUCA,4026,6458,171,12.67281106
106,104,1160104,AROUCA,4026,6458,28,18.75
107,104,1160104,AROUCA,4026,6458,81,17.26485149
108,104,1160104,AROUCA,4026,6458,21,12.5
109,104,1160104,AROUCA,4026,6458,22,18.75
110,104,1160104,AROUCA,4026,6458,64,12.5
111,104,1160104,AROUCA,4026,6458,166,12.55980861
112,104,1160104,AROUCA,4026,6458,29,18.75
113,104,1160104,AROUCA,4026,6458,53,12.59191176
114,104,1160104,AROUCA,4026,6458,21,12.93103448
115,104,1160104,AROUCA,4026,6458,41,12.5
116,104,1160104,AROUCA,4026,6458,75,12.5
117,104,1160104,AROUCA,4026,6458,21,17.85714286
118,104,1160104,AROUCA,4026,6458,28,12.5
119,104,1160104,AROUCA,4026,6458,40,13.82211538
120,104,1160104,AROUCA,4026,6458,1,12.5
121,104,1160104,AROUCA,4026,6458,64,12.87202381
122,104,1160104,AROUCA,4026,6458,5,12.5
123,104,1160104,AROUCA,4026,6458,47,16.20762712
124,104,1160104,AROUCA,4026,6458,87,13.00223214
125,104,1160104,AROUCA,4026,6458,24,6.75
126,104,1160104,AROUCA,4026,6458,267,16.14583333
127,104,1160104,AROUCA,4026,6458,388,14.40594059
128,104,1160104,AROUCA,4026,6458,176,14.96128319
129,104,1160104,AROUCA,4026,6458,974,12.30984788
130,104,1160104,AROUCA,4026,6458,260,14.22477745
131,104,1160104,AROUCA,4026,6458,173,13.8795045
132,104,1160104,AROUCA,4026,6458,63,12.17682927
133,105,1610105,AVEIRO,2902,7169,106,10.12195122
134,105,1610105,AVEIRO,2902,7169,16,13.63636364
135,105,1610105,AVEIRO,2902,7169,41,12.72058824
136,105,1610105,AVEIRO,2902,7169,16,7.421875
137,105,1610105,AVEIRO,2902,7169,20,13.24404762
138,105,1610105,AVEIRO,2902,7169,24,12.5
139,105,1610105,AVEIRO,2902,7169,14,8.653846154
140,105,1610105,AVEIRO,2902,7169,92,9.930555556
141,105,1610105,AVEIRO,2902,7169,26,10.875
142,105,1610105,AVEIRO,2902,7169,15,10.99137931
143,105,1610105,AVEIRO,2902,7169,29,18.41517857
144,105,1610105,AVEIRO,2902,7169,28,17.02586207
145,105,1610105,AVEIRO,2902,7169,38,10.25641026
146,105,1610105,AVEIRO,2902,7169,21,12.82051282
147,105,1610105,AVEIRO,2902,7169,286,13.95246479
148,105,1610105,AVEIRO,2902,7169,131,10.12931034
149,105,1610105,AVEIRO,2902,7169,261,18.13936782
150,105,1610105,AVEIRO,2902,7169,1633,15.28184762
151,105,1610105,AVEIRO,2902,7169,105,16.58878505
152,106,1150106,CASTELO DE PAIVA,1197,3661,11,12.5
153,106,1150106,CASTELO DE PAIVA,1197,3661,28,12.5
154,106,1150106,CASTELO DE PAIVA,1197,3661,35,12.79761905
155,106,1150106,CASTELO DE PAIVA,1197,3661,62,13.17114094
156,106,1150106,CASTELO DE PAIVA,1197,3661,24,13.79310345
157,106,1150106,CASTELO DE PAIVA,1197,3661,18,13.51744186
158,106,1150106,CASTELO DE PAIVA,1197,3661,41,13.40206186
159,106,1150106,CASTELO DE PAIVA,1197,3661,26,14.10984848
160,106,1150106,CASTELO DE PAIVA,1197,3661,24,12.71551724
161,106,1150106,CASTELO DE PAIVA,1197,3661,20,18.75
162,106,1150106,CASTELO DE PAIVA,1197,3661,53,12.74224806
163,106,1150106,CASTELO DE PAIVA,1197,3661,9,18.75
164,106,1150106,CASTELO DE PAIVA,1197,3661,12,18.75
165,106,1150106,CASTELO DE PAIVA,1197,3661,14,18.75
166,106,1150106,CASTELO DE PAIVA,1197,3661,11,18.75
167,106,1150106,CASTELO DE PAIVA,1197,3661,112,18.07620818
168,106,1150106,CASTELO DE PAIVA,1197,3661,695,12.59121424
169,107,1140107,ESPINHO,53,430,0,18.75
170,107,1140107,ESPINHO,53,430,2,17.61363636
171,107,1140107,ESPINHO,53,430,6,18.75
172,107,1140107,ESPINHO,53,430,8,18.75
173,107,1140107,ESPINHO,53,430,6,18.75
174,107,1140107,ESPINHO,53,430,5,18.75
175,107,1140107,ESPINHO,53,430,8,12.25
176,107,1140107,ESPINHO,53,430,19,12.5
177,108,1610108,ESTARREJA,3204,6455,8,14.90384615
178,108,1610108,ESTARREJA,3204,6455,70,13.17567568
179,108,1610108,ESTARREJA,3204,6455,61,12.37373737
180,108,1610108,ESTARREJA,3204,6455,37,11.8852459
181,108,1610108,ESTARREJA,3204,6455,77,14.18650794
182,108,1610108,ESTARREJA,3204,6455,570,12.97657952
183,108,1610108,ESTARREJA,3204,6455,92,11.74363057
184,108,1610108,ESTARREJA,3204,6455,2289,13.37351029
185,109,1160109,SANTA MARIA DA FEIRA,1709,6560,28,18.75
186,109,1160109,SANTA MARIA DA FEIRA,1709,6560,0,12.5
187,109,1160109,SANTA MARIA DA FEIRA,1709,6560,22,12.68382353
188,109,1160109,SANTA MARIA DA FEIRA,1709,6560,17,13.60294118
189,109,1160109,SANTA MARIA DA FEIRA,1709,6560,40,13.06352459
190,109,1160109,SANTA MARIA DA FEIRA,1709,6560,14,15.24390244
191,109,1160109,SANTA MARIA DA FEIRA,1709,6560,8,18.75
192,109,1160109,SANTA MARIA DA FEIRA,1709,6560,62,14.54015544
193,109,1160109,SANTA MARIA DA FEIRA,1709,6560,4,12.5
194,109,1160109,SANTA MARIA DA FEIRA,1709,6560,16,18.75
195,109,1160109,SANTA MARIA DA FEIRA,1709,6560,10,15.07352941
196,109,1160109,SANTA MARIA DA FEIRA,1709,6560,4,18.75
197,109,1160109,SANTA MARIA DA FEIRA,1709,6560,2,12.5
198,109,1160109,SANTA MARIA DA FEIRA,1709,6560,16,12.5
199,109,1160109,SANTA MARIA DA FEIRA,1709,6560,25,12.5
200,109,1160109,SANTA MARIA DA FEIRA,1709,6560,16,18.75
201,109,1160109,SANTA MARIA DA FEIRA,1709,6560,12,18.75
202,109,1160109,SANTA MARIA DA FEIRA,1709,6560,13,18.75
203,109,1160109,SANTA MARIA DA FEIRA,1709,6560,59,13.88121547
204,109,1160109,SANTA MARIA DA FEIRA,1709,6560,22,18.75
205,109,1160109,SANTA MARIA DA FEIRA,1709,6560,25,18.75
206,109,1160109,SANTA MARIA DA FEIRA,1709,6560,19,18.75
207,109,1160109,SANTA MARIA DA FEIRA,1709,6560,10,12.94642857
208,109,1160109,SANTA MARIA DA FEIRA,1709,6560,15,16.30434783
209,109,1160109,SANTA MARIA DA FEIRA,1709,6560,10,18.75
210,109,1160109,SANTA MARIA DA FEIRA,1709,6560,73,15.2173913
211,109,1160109,SANTA MARIA DA FEIRA,1709,6560,10,18.75
212,109,1160109,SANTA MARIA DA FEIRA,1709,6560,10,18.75
213,109,1160109,SANTA MARIA DA FEIRA,1709,6560,25,14.0224359
214,109,1160109,SANTA MARIA DA FEIRA,1709,6560,36,18.75
215,109,1160109,SANTA MARIA DA FEIRA,1709,6560,9,18.75
216,109,1160109,SANTA MARIA DA FEIRA,1709,6560,20,18.75
217,109,1160109,SANTA MARIA DA FEIRA,1709,6560,27,18.08035714
218,109,1160109,SANTA MARIA DA FEIRA,1709,6560,44,18.75
219,109,1160109,SANTA MARIA DA FEIRA,1709,6560,23,14.12671233
220,109,1160109,SANTA MARIA DA FEIRA,1709,6560,70,15.08027523
221,109,1160109,SANTA MARIA DA FEIRA,1709,6560,60,13.52513228
222,109,1160109,SANTA MARIA DA FEIRA,1709,6560,15,18.75
223,109,1160109,SANTA MARIA DA FEIRA,1709,6560,10,7.083333333
224,109,1160109,SANTA MARIA DA FEIRA,1709,6560,64,16.86862245
225,109,1160109,SANTA MARIA DA FEIRA,1709,6560,34,11.30952381
226,109,1160109,SANTA MARIA DA FEIRA,1709,6560,12,12.5
227,109,1160109,SANTA MARIA DA FEIRA,1709,6560,11,14.93055556
228,109,1160109,SANTA MARIA DA FEIRA,1709,6560,82,17.19357977
229,109,1160109,SANTA MARIA DA FEIRA,1709,6560,20,18.75
230,109,1160109,SANTA MARIA DA FEIRA,1709,6560,12,18.75
231,109,1160109,SANTA MARIA DA FEIRA,1709,6560,10,18.75
232,109,1160109,SANTA MARIA DA FEIRA,1709,6560,12,14.21875
233,109,1160109,SANTA MARIA DA FEIRA,1709,6560,4,17.30769231
234,109,1160109,SANTA MARIA DA FEIRA,1709,6560,129,11.25954198
235,109,1160109,SANTA MARIA DA FEIRA,1709,6560,29,18.32865169
236,109,1160109,SANTA MARIA DA FEIRA,1709,6560,160,18.45238095
237,109,1160109,SANTA MARIA DA FEIRA,1709,6560,27,16.875
238,109,1160109,SANTA MARIA DA FEIRA,1709,6560,65,18.75
239,109,1160109,SANTA MARIA DA FEIRA,1709,6560,113,9.585674157
240,109,1160109,SANTA MARIA DA FEIRA,1709,6560,27,15.99702381
241,110,1610110,Ílhavo,932,3163,17,4.076086957
242,110,1610110,Ílhavo,932,3163,16,11.93181818
243,110,1610110,Ílhavo,932,3163,34,11.26373626
244,110,1610110,Ílhavo,932,3163,59,11.85897436
245,110,1610110,Ílhavo,932,3163,121,14.21153846
246,110,1610110,Ílhavo,932,3163,87,11.85897436
247,110,1610110,Ílhavo,932,3163,164,13.33239278
248,110,1610110,Ílhavo,932,3163,88,15.37863071
249,110,1610110,Ílhavo,932,3163,73,16.19897959
250,110,1610110,Ílhavo,932,3163,166,11.15439093
251,110,1610110,Ílhavo,932,3163,109,12.62842466
252,111,1610111,MEALHADA,2586,6208,14,14.87068966
253,111,1610111,MEALHADA,2586,6208,18,16.49305556
254,111,1610111,MEALHADA,2586,6208,14,12.98076923
255,111,1610111,MEALHADA,2586,6208,21,3.571428571
256,111,1610111,MEALHADA,2586,6208,12,12.5
257,111,1610111,MEALHADA,2586,6208,15,12.03703704
258,111,1610111,MEALHADA,2586,6208,32,16.20762712
259,111,1610111,MEALHADA,2586,6208,14,25
260,111,1610111,MEALHADA,2586,6208,1862,15.34834354
261,111,1610111,MEALHADA,2586,6208,585,19.15519538
262,112,1610112,MURTOSA,1605,3097,18,12.5
263,112,1610112,MURTOSA,1605,3097,43,10.7421875
264,112,1610112,MURTOSA,1605,3097,224,12.64124294
265,112,1610112,MURTOSA,1605,3097,1320,14.75081213
266,113,1160113,OLIVEIRA DE AZEMÃ?IS,1955,5055,14,12.5
267,113,1160113,OLIVEIRA DE AZEMÃ?IS,1955,5055,13,14.58333333
268,113,1160113,OLIVEIRA DE AZEMÃ?IS,1955,5055,43,12.5
269,113,1160113,OLIVEIRA DE AZEMÃ?IS,1955,5055,19,12.99342105
270,113,1160113,OLIVEIRA DE AZEMÃ?IS,1955,5055,13,18.75
271,113,1160113,OLIVEIRA DE AZEMÃ?IS,1955,5055,24,12.5
272,113,1160113,OLIVEIRA DE AZEMÃ?IS,1955,5055,4,0
273,113,1160113,OLIVEIRA DE AZEMÃ?IS,1955,5055,37,18.75
274,113,1160113,OLIVEIRA DE AZEMÃ?IS,1955,5055,23,7.180851064
275,113,1160113,OLIVEIRA DE AZEMÃ?IS,1955,5055,14,18.75
276,113,1160113,OLIVEIRA DE AZEMÃ?IS,1955,5055,15,18.75
277,113,1160113,OLIVEIRA DE AZEMÃ?IS,1955,5055,44,12.5
278,113,1160113,OLIVEIRA DE AZEMÃ?IS,1955,5055,15,13.54166667
279,113,1160113,OLIVEIRA DE AZEMÃ?IS,1955,5055,65,13.15298507
280,113,1160113,OLIVEIRA DE AZEMÃ?IS,1955,5055,8,16.77631579
281,113,1160113,OLIVEIRA DE AZEMÃ?IS,1955,5055,16,10.88709677
282,113,1160113,OLIVEIRA DE AZEMÃ?IS,1955,5055,109,15.41479821
283,113,1160113,OLIVEIRA DE AZEMÃ?IS,1955,5055,100,12.5
284,113,1160113,OLIVEIRA DE AZEMÃ?IS,1955,5055,40,12.5
285,113,1160113,OLIVEIRA DE AZEMÃ?IS,1955,5055,15,12.87878788
286,113,1160113,OLIVEIRA DE AZEMÃ?IS,1955,5055,19,12.82051282
287,113,1160113,OLIVEIRA DE AZEMÃ?IS,1955,5055,48,12.5
288,113,1160113,OLIVEIRA DE AZEMÃ?IS,1955,5055,17,18.75
289,113,1160113,OLIVEIRA DE AZEMÃ?IS,1955,5055,28,13.31967213
290,113,1160113,OLIVEIRA DE AZEMÃ?IS,1955,5055,19,15.13157895
291,113,1160113,OLIVEIRA DE AZEMÃ?IS,1955,5055,37,18.75
292,113,1160113,OLIVEIRA DE AZEMÃ?IS,1955,5055,19,12.5
293,113,1160113,OLIVEIRA DE AZEMÃ?IS,1955,5055,17,16.31944444
294,113,1160113,OLIVEIRA DE AZEMÃ?IS,1955,5055,54,13.671875
295,113,1160113,OLIVEIRA DE AZEMÃ?IS,1955,5055,15,18.75
296,113,1160113,OLIVEIRA DE AZEMÃ?IS,1955,5055,34,18.75
297,113,1160113,OLIVEIRA DE AZEMÃ?IS,1955,5055,205,13.71527778
298,113,1160113,OLIVEIRA DE AZEMÃ?IS,1955,5055,55,5.807522124
299,113,1160113,OLIVEIRA DE AZEMÃ?IS,1955,5055,97,15.9375
300,113,1160113,OLIVEIRA DE AZEMÃ?IS,1955,5055,85,11.84971098
301,113,1160113,OLIVEIRA DE AZEMÃ?IS,1955,5055,50,12.93316832
302,113,1160113,OLIVEIRA DE AZEMÃ?IS,1955,5055,2,18.75
303,113,1160113,OLIVEIRA DE AZEMÃ?IS,1955,5055,154,11.25383436
304,113,1160113,OLIVEIRA DE AZEMÃ?IS,1955,5055,167,13.0599711
305,113,1160113,OLIVEIRA DE AZEMÃ?IS,1955,5055,189,13.7086514
306,113,1160113,OLIVEIRA DE AZEMÃ?IS,1955,5055,15,18.75
307,114,1610114,OLIVEIRA DO BAIRRO,2479,5580,73,12.45155039
308,114,1610114,OLIVEIRA DO BAIRRO,2479,5580,13,12.78409091
309,114,1610114,OLIVEIRA DO BAIRRO,2479,5580,21,11.60714286
310,114,1610114,OLIVEIRA DO BAIRRO,2479,5580,17,20.20833333
311,114,1610114,OLIVEIRA DO BAIRRO,2479,5580,659,13.90295359
312,114,1610114,OLIVEIRA DO BAIRRO,2479,5580,2,12.5
313,114,1610114,OLIVEIRA DO BAIRRO,2479,5580,1694,14.51102822
314,115,1610115,OVAR,1900,4026,22,3.571428571
315,115,1610115,OVAR,1900,4026,0,18.75
316,115,1610115,OVAR,1900,4026,22,10.13513514
317,115,1610115,OVAR,1900,4026,114,15.625
318,115,1610115,OVAR,1900,4026,0,18.75
319,115,1610115,OVAR,1900,4026,24,17.26190476
320,115,1610115,OVAR,1900,4026,95,15.9892638
321,115,1610115,OVAR,1900,4026,16,16.89814815
322,115,1610115,OVAR,1900,4026,40,18.08712121
323,115,1610115,OVAR,1900,4026,17,17.88793103
324,115,1610115,OVAR,1900,4026,37,9.466911765
325,115,1610115,OVAR,1900,4026,16,18.08035714
326,115,1610115,OVAR,1900,4026,98,11.8852459
327,115,1610115,OVAR,1900,4026,18,12.93103448
328,115,1610115,OVAR,1900,4026,20,18.21428571
329,115,1610115,OVAR,1900,4026,202,12.57352941
330,115,1610115,OVAR,1900,4026,43,16.72794118
331,115,1610115,OVAR,1900,4026,21,12.84722222
332,115,1610115,OVAR,1900,4026,27,14.58333333
333,115,1610115,OVAR,1900,4026,26,18.1122449
334,115,1610115,OVAR,1900,4026,12,2.173913043
335,115,1610115,OVAR,1900,4026,116,18.16502463
336,115,1610115,OVAR,1900,4026,884,14.10821144
337,115,1610115,OVAR,1900,4026,28,8.152173913
338,116,1160116,SÃ?O JOÃ?O DA MADEIRA,0,182,0,0
339,116,1160116,SÃ?O JOÃ?O DA MADEIRA,0,182,0,0
340,116,1160116,SÃ?O JOÃ?O DA MADEIRA,0,182,0,4.375
341,116,1160116,SÃ?O JOÃ?O DA MADEIRA,0,182,0,0
342,117,1610117,SEVER DO VOUGA,912,3537,2,18.75
343,117,1610117,SEVER DO VOUGA,912,3537,15,18.75
344,117,1610117,SEVER DO VOUGA,912,3537,13,18.75
345,117,1610117,SEVER DO VOUGA,912,3537,27,18.75
346,117,1610117,SEVER DO VOUGA,912,3537,2,18.75
347,117,1610117,SEVER DO VOUGA,912,3537,46,14.94755245
348,117,1610117,SEVER DO VOUGA,912,3537,50,16.29901961
349,117,1610117,SEVER DO VOUGA,912,3537,31,18.75
350,117,1610117,SEVER DO VOUGA,912,3537,9,18.75
351,117,1610117,SEVER DO VOUGA,912,3537,34,15.86084906
352,117,1610117,SEVER DO VOUGA,912,3537,12,13.71527778
353,117,1610117,SEVER DO VOUGA,912,3537,29,16.71195652
354,117,1610117,SEVER DO VOUGA,912,3537,16,12.5
355,117,1610117,SEVER DO VOUGA,912,3537,55,18.64098837
356,117,1610117,SEVER DO VOUGA,912,3537,9,15.97222222
357,117,1610117,SEVER DO VOUGA,912,3537,25,14.66346154
358,117,1610117,SEVER DO VOUGA,912,3537,45,18.75
359,117,1610117,SEVER DO VOUGA,912,3537,1,12.5
360,117,1610117,SEVER DO VOUGA,912,3537,10,18.75
361,117,1610117,SEVER DO VOUGA,912,3537,20,15.625
362,117,1610117,SEVER DO VOUGA,912,3537,109,17.1921365
363,117,1610117,SEVER DO VOUGA,912,3537,9,12.5
364,117,1610117,SEVER DO VOUGA,912,3537,9,12.5
365,117,1610117,SEVER DO VOUGA,912,3537,8,12.5
366,117,1610117,SEVER DO VOUGA,912,3537,10,12.5
367,117,1610117,SEVER DO VOUGA,912,3537,78,12.5
368,117,1610117,SEVER DO VOUGA,912,3537,46,14.81643357
369,117,1610117,SEVER DO VOUGA,912,3537,173,17.91666667
370,117,1610117,SEVER DO VOUGA,912,3537,19,13.20564516
371,118,1610118,VAGOS,3513,8070,47,11.06321839
372,118,1610118,VAGOS,3513,8070,23,10.75581395
373,118,1610118,VAGOS,3513,8070,66,11.40988372
374,118,1610118,VAGOS,3513,8070,21,12.67361111
375,118,1610118,VAGOS,3513,8070,25,13.92045455
376,118,1610118,VAGOS,3513,8070,41,12.07191781
377,118,1610118,VAGOS,3513,8070,31,13.0387931
378,118,1610118,VAGOS,3513,8070,84,13.06818182
379,118,1610118,VAGOS,3513,8070,30,12.5
380,118,1610118,VAGOS,3513,8070,16,12.71551724
381,118,1610118,VAGOS,3513,8070,97,11.44662921
382,118,1610118,VAGOS,3513,8070,179,14.34832317
383,118,1610118,VAGOS,3513,8070,97,14.78230337
384,118,1610118,VAGOS,3513,8070,362,11.80346386
385,118,1610118,VAGOS,3513,8070,2397,13.23739782
386,119,1160119,VALE DE CAMBRA,1604,5010,7,12.5
387,119,1160119,VALE DE CAMBRA,1604,5010,52,12.5
388,119,1160119,VALE DE CAMBRA,1604,5010,19,12.5
389,119,1160119,VALE DE CAMBRA,1604,5010,10,12.5
390,119,1160119,VALE DE CAMBRA,1604,5010,11,12.5
391,119,1160119,VALE DE CAMBRA,1604,5010,51,13.77952756
392,119,1160119,VALE DE CAMBRA,1604,5010,17,18.75
393,119,1160119,VALE DE CAMBRA,1604,5010,18,12.5
394,119,1160119,VALE DE CAMBRA,1604,5010,2,6.75
395,119,1160119,VALE DE CAMBRA,1604,5010,28,12.78409091
396,119,1160119,VALE DE CAMBRA,1604,5010,20,12.5
397,119,1160119,VALE DE CAMBRA,1604,5010,105,12.71387833
398,119,1160119,VALE DE CAMBRA,1604,5010,50,12.5
399,119,1160119,VALE DE CAMBRA,1604,5010,13,4.5
400,119,1160119,VALE DE CAMBRA,1604,5010,18,12.5
401,119,1160119,VALE DE CAMBRA,1604,5010,42,13.59223301
402,119,1160119,VALE DE CAMBRA,1604,5010,34,12.57267442
403,119,1160119,VALE DE CAMBRA,1604,5010,11,18.75
404,119,1160119,VALE DE CAMBRA,1604,5010,41,12.5
405,119,1160119,VALE DE CAMBRA,1604,5010,18,12.5
406,119,1160119,VALE DE CAMBRA,1604,5010,11,12.5
407,119,1160119,VALE DE CAMBRA,1604,5010,0,18.75
408,119,1160119,VALE DE CAMBRA,1604,5010,26,12.5
409,119,1160119,VALE DE CAMBRA,1604,5010,33,5.963414634
410,119,1160119,VALE DE CAMBRA,1604,5010,37,16.37228261
411,119,1160119,VALE DE CAMBRA,1604,5010,37,12.5
412,119,1160119,VALE DE CAMBRA,1604,5010,42,12.5
413,119,1160119,VALE DE CAMBRA,1604,5010,0,18.75
414,119,1160119,VALE DE CAMBRA,1604,5010,9,18.46590909
415,119,1160119,VALE DE CAMBRA,1604,5010,0,12.5
416,119,1160119,VALE DE CAMBRA,1604,5010,0,18.75
417,119,1160119,VALE DE CAMBRA,1604,5010,159,12.5625
418,119,1160119,VALE DE CAMBRA,1604,5010,390,11.62613982
419,119,1160119,VALE DE CAMBRA,1604,5010,35,18.75
420,119,1160119,VALE DE CAMBRA,1604,5010,112,14.02385159
421,119,1160119,VALE DE CAMBRA,1604,5010,148,12.5
422,201,1840201,ALJUSTREL,39141,51100,39141,20.76081637
423,202,1840202,ALMODÃ?VAR,37860,53854,1,18.75
424,202,1840202,ALMODÃ?VAR,37860,53854,36,18.29268293
425,202,1840202,ALMODÃ?VAR,37860,53854,33,7.673076923
426,202,1840202,ALMODÃ?VAR,37860,53854,35,18.75
427,202,1840202,ALMODÃ?VAR,37860,53854,27,18.75
428,202,1840202,ALMODÃ?VAR,37860,53854,23,18.75
429,202,1840202,ALMODÃ?VAR,37860,53854,205,18.75
430,202,1840202,ALMODÃ?VAR,37860,53854,39,18.75
431,202,1840202,ALMODÃ?VAR,37860,53854,199,18.75
432,202,1840202,ALMODÃ?VAR,37860,53854,68,18.75
433,202,1840202,ALMODÃ?VAR,37860,53854,28,18.75
434,202,1840202,ALMODÃ?VAR,37860,53854,37,18.75
435,202,1840202,ALMODÃ?VAR,37860,53854,131,18.75
436,202,1840202,ALMODÃ?VAR,37860,53854,47,18.75
437,202,1840202,ALMODÃ?VAR,37860,53854,705,18.75
