"Muni_ID","ID","Muni","Ninputs","Noutputs","GNB"
1601,"1111601","Arcos de Valdevez",NA,NA,NA
1602,"1111602","Caminha",NA,NA,NA
1603,"1111603","Melgaço",NA,NA,NA
1604,"1111604","Monção",NA,NA,NA
1605,"1111605","Paredes de Coura",NA,NA,NA
1606,"1111606","Ponte da Barca",NA,NA,NA
1607,"1111607","Ponte de Lima",231.36,74.07,157.29
1608,"1111608","Valença",182.53,44.43,138.1
1609,"1111609","Viana do Castelo",265.69,58.88,206.81
1610,"1111610","Vila Nova de Cerveira",NA,NA,NA
301,"1120301","Amares",179.63,109.99,69.64
302,"1120302","Barcelos",207.53,222.45,-14.92
303,"1120303","Braga",228.3,128.66,99.64
306,"1120306","Esposende",276.87,185.24,91.63
310,"1120310","Terras de Bouro",NA,NA,NA
313,"1120313","Vila Verde",260.9,94.77,166.13
307,"1130307","Fafe",NA,NA,NA
308,"1130308","Guimarães",294.61,61.8,232.81
309,"1130309","Póvoa de Lanhoso",NA,NA,NA
1314,"1131314","Santo Tirso",191.02,119.22,71.8
1318,"1131318","Trofa",180.86,192.09,-11.24
311,"1130311","Vieira do Minho",NA,NA,NA
312,"1130312","Vila Nova de Famalicão",187.68,183.49,4.2
314,"1130314","Vizela",NA,NA,NA
107,"1140107","Espinho",NA,NA,NA
1304,"1141304","Gondomar",231.02,101.07,129.95
1306,"1141306","Maia",175.22,175.37,-0.15
1308,"1141308","Matosinhos",181.44,195,-13.56
1312,"1141312","Porto",NA,NA,NA
1313,"1141313","Póvoa de Varzim",445.29,300.73,144.56
1315,"1141315","Valongo",NA,NA,NA
1316,"1141316","Vila do Conde",180.27,267.57,-87.3
1317,"1141317","Vila Nova de Gaia",272.74,114.69,158.05
1301,"1151301","Amarante",246.75,79.9,166.86
1302,"1151302","Baião",NA,NA,NA
304,"1150304","Cabeceiras de Basto",NA,NA,NA
106,"1150106","Castelo de Paiva",NA,NA,NA
305,"1150305","Celorico de Basto",349.44,82.04,267.4
1804,"1151804","Cinfães",NA,NA,NA
1303,"1151303","Felgueiras",172.72,118.67,54.04
1305,"1151305","Lousada",NA,NA,NA
1307,"1151307","Marco de Canaveses",342.73,56.07,286.66
1705,"1151705","Mondim de Basto",366.98,19.63,347.36
1309,"1151309","Paços de Ferreira",235.27,107.03,128.24
1310,"1151310","Paredes",242.39,114.73,127.66
1311,"1151311","Penafiel",179.1,121.25,57.85
1813,"1151813","Resende",NA,NA,NA
1709,"1151709","Ribeira de Pena",NA,NA,NA
104,"1160104","Arouca",123.98,91.4,32.58
113,"1160113","Oliveira de Azeméis",179,217.92,-38.92
109,"1160109","Santa Maria da Feira",181.65,131.49,50.16
116,"1160116","São João da Madeira",NA,NA,NA
119,"1160119","Vale de Cambra",NA,NA,NA
1701,"1171701","Alijó",NA,NA,NA
1801,"1171801","Armamar",NA,NA,NA
403,"1170403","Carrazeda de Ansiães",NA,NA,NA
404,"1170404","Freixo de Espada à Cinta",NA,NA,NA
1805,"1171805","Lamego",NA,NA,NA
1704,"1171704","Mesão Frio",NA,NA,NA
1807,"1171807","Moimenta da Beira",59.62,93.34,-33.73
1812,"1171812","Penedono",40,53.48,-13.48
1708,"1171708","Peso da Régua",NA,NA,NA
1710,"1171710","Sabrosa",NA,NA,NA
1711,"1171711","Santa Marta de Penaguião",NA,NA,NA
1815,"1171815","São João da Pesqueira",NA,NA,NA
1818,"1171818","Sernancelhe",108.58,51.65,56.94
1819,"1171819","Tabuaço",56.37,90.59,-34.22
1820,"1171820","Tarouca",56.42,135.76,-79.34
409,"1170409","Torre de Moncorvo",NA,NA,NA
410,"1170410","Vila Flor",NA,NA,NA
914,"1170914","Vila Nova de Foz Côa",2.7,0,2.7
1714,"1171714","Vila Real",2.7,0,2.7
401,"1180401","Alfândega da Fé",NA,NA,NA
1702,"1181702","Boticas",NA,NA,NA
402,"1180402","Bragança",NA,NA,NA
1703,"1181703","Chaves",47.69,66.76,-19.07
405,"1180405","Macedo de Cavaleiros",58.95,63.83,-4.88
406,"1180406","Miranda do Douro",NA,NA,NA
407,"1180407","Mirandela",42.33,45.17,-2.84
408,"1180408","Mogadouro",68.42,71.35,-2.93
1706,"1181706","Montalegre",58.79,16.62,42.17
1707,"1181707","Murça",NA,NA,NA
1712,"1181712","Valpaços",NA,NA,NA
1713,"1181713","Vila Pouca de Aguiar",NA,NA,NA
411,"1180411","Vimioso",NA,NA,NA
412,"1180412","Vinhais",NA,NA,NA
101,"1610101","Águeda",188.92,190.64,-1.72
102,"1610102","Albergaria-a-Velha",138.91,159.16,-20.25
103,"1610103","Anadia",73.24,154.86,-81.62
105,"1610105","Aveiro",314.19,169.91,144.28
108,"1610108","Estarreja",329.44,164.4,165.04
110,"1610110","Ílhavo",232.65,186.33,46.32
111,"1610111","Mealhada",124.06,273.52,-149.46
112,"1610112","Murtosa",155.28,199.38,-44.09
114,"1610114","Oliveira do Bairro",227.15,68.4,158.75
115,"1610115","Ovar",160.37,211.8,-51.43
117,"1610117","Sever do Vouga",NA,NA,NA
118,"1610118","Vagos",136.28,173.38,-37.1
602,"1620602","Cantanhede",133.34,195.69,-62.35
603,"1620603","Coimbra",455.65,204.33,251.32
604,"1620604","Condeixa-a-Nova",174.2,44.18,130.02
605,"1620605","Figueira da Foz",184.55,196.11,-11.56
608,"1620608","Mira",131.5,182.23,-50.73
610,"1620610","Montemor-o-Velho",142.14,147.95,-5.81
613,"1620613","Penacova",NA,NA,NA
615,"1620615","Soure",386.23,85.84,300.39
1004,"1631004","Batalha",202.02,198.74,3.27
1009,"1631009","Leiria",130.06,133.37,-3.31
1010,"1631010","Marinha Grande",NA,NA,NA
1015,"1631015","Pombal",173.94,169.19,4.76
1016,"1631016","Porto de Mós",NA,NA,NA
1002,"1641002","Alvaiázere",8.7,0,8.7
1003,"1641003","Ansião",NA,NA,NA
601,"1640601","Arganil",141.2,0,141.2
1007,"1641007","Castanheira de Pêra",NA,NA,NA
1008,"1641008","Figueiró dos Vinhos",38.7,0,38.7
606,"1640606","Góis",NA,NA,NA
607,"1640607","Lousã",NA,NA,NA
609,"1640609","Miranda do Corvo",NA,NA,NA
611,"1640611","Oliveira do Hospital",20.95,0,20.95
612,"1640612","Pampilhosa da Serra",NA,NA,NA
1013,"1641013","Pedrógão Grande",NA,NA,NA
614,"1640614","Penela",91.21,31.88,59.34
616,"1640616","Tábua",154.95,0,154.95
617,"1640617","Vila Nova de Poiares",NA,NA,NA
901,"1650901","Aguiar da Beira",NA,NA,NA
1802,"1651802","Carregal do Sal",NA,NA,NA
1803,"1651803","Castro Daire",NA,NA,NA
1806,"1651806","Mangualde",182.69,50.27,132.42
1808,"1651808","Mortágua",NA,NA,NA
1809,"1651809","Nelas",58.01,27,31.02
1810,"1651810","Oliveira de Frades",169.6,220.84,-51.24
1811,"1651811","Penalva do Castelo",68.85,56.62,12.23
1814,"1651814","Santa Comba Dão",433.38,7.14,426.24
1816,"1651816","São Pedro do Sul",121.65,111.94,9.7
1817,"1651817","Sátão",22.07,19.6,2.47
1821,"1651821","Tondela",153.87,147.24,6.63
1822,"1651822","Vila Nova de Paiva",NA,NA,NA
1823,"1651823","Viseu",41.59,26.87,14.72
1824,"1651824","Vouzela",161.57,170.39,-8.82
1413,"1661413","Mação",NA,NA,NA
506,"1660506","Oleiros",NA,NA,NA
508,"1660508","Proença-a-Nova",NA,NA,NA
509,"1660509","Sertã",8.26,0,8.26
510,"1660510","Vila de Rei",NA,NA,NA
