Muni_ID,ID,Muni,fertiliser,graz_nha,m_app99_nha,sludge,storage99_nha,total_sum
1601,1111601,Arcos de Valdevez,0.4592,0.560511584207896,0.216902748625687,0,0.037062035,1.27367636783358
1602,1111602,Caminha,0.00186666666666667,0.257350556792873,1.27683325909428,0.0174279466666667,0.231970704,1.78544913322049
1603,1111603,Melgaço,0.153066666666667,0.457576450656502,0.178827615417196,0.00147373333333333,0.035314536,0.826259002073698
1604,1111604,Monção,0.658933333333333,0.705120684736091,0.362010841654779,0.00276136,0.06832637,1.7971525897242
1605,1111605,Paredes de Coura,1.16666666666667,0.511413711583924,0.597077099062,0.00236114666666667,0.061608834,2.33912745797926
1606,1111606,Ponte da Barca,0.210933333333333,0.256578387734916,0.192454995054402,0.00114576,0.048842703,0.709955179122651
1607,1111607,Ponte de Lima,1.18533333333333,0.39118598583675,0.98093750776494,0.00176176,0.107688294,2.66690688093502
1608,1111608,Valença,1.35893333333333,0.626799489144317,0.773736909323116,0.00854989333333334,0.170096001,2.9381156261341
1609,1111609,Viana do Castelo,0.735466666666667,0.375908860759494,1.34704810126582,0.0135338933333333,0.156790548,2.62874807002531
1610,1111610,Vila Nova de Cerveira,1.3888,0.669809622706819,1.43244859813084,0.0344681866666667,0.124406292,3.64993269950433
301,1120301,Amares,0.4816,0.795201754385965,2.14000877192982,0,0.492989411,3.90979993731579
302,1120302,Barcelos,0.0466666666666667,0.752128592834764,4.75815545565999,0.0137705866666667,0.288420305,5.85914160682809
303,1120303,Braga,1.6296,0.80569399339934,1.59020778877888,0.0203448,0.169696153,4.21554273517822
306,1120306,Esposende,0.709333333333333,0.553037376048818,3.62677955758963,0.0201120266666667,0.303439105,5.21270139863845
310,1120310,Terras de Bouro,0.326666666666667,0.293591997479521,0.105121298046629,0.000396293333333333,0.022596307,0.74837256252615
313,1120313,Vila Verde,1.91333333333333,1.08764974446337,0.787021010789324,0.000427653333333333,0.108191597,3.89662333891936
