Muni_ID,ID,Muni,fertiliser,graz_nha,m_app99_nha,sludge
1601,1111601,Arcos de Valdevez,0.110133333333333,0.509101562218133,0.135300501497276,0
1602,1111602,Caminha,0,0.174458485216687,0.463292831105711,0.055005792016
1603,1111603,Melgaço,0.00373333333333333,0.117284756483238,0.0507317731393633,0.00271631451466667
1604,1111604,Monção,0.278133333333333,0.524887124442484,0.239930206342205,0.0131725944933333
1605,1111605,Paredes de Coura,0.1736,0.779915928083059,0.684781632480797,0.0120950249466667
1606,1111606,Ponte da Barca,0.0112,0.583053089643168,0.565897302001741,0.014930926864
1607,1111607,Ponte de Lima,1.07706666666667,0.500552514514062,0.958090628063032,0.00989701141333333
1608,1111608,Valença,0.630933333333333,0.410511054729975,0.41964479884016,0.0299462870746667
1609,1111609,Viana do Castelo,0.815733333333333,0.397273010038173,0.825263018992412,0.0629647336826667
1610,1111610,Vila Nova de Cerveira,0.6608,0.376881767419277,0.625965525613013,0.111887193133333
301,1120301,Amares,0.0504,0.7242918395574,2.21852558782849,0
302,1120302,Barcelos,2.70666666666667,1.05743905325444,4.7272768320437,0.070984111688
303,1120303,Braga,2.7888,1.10812397216951,1.76610246679317,0.128897122088
306,1120306,Esposende,2.79066666666667,0.648795188350744,3.4357037037037,0.115888000256
310,1120310,Terras de Bouro,0.0541333333333333,0.257308969446901,0.17275881717261,0.00228779194933333
313,1120313,Vila Verde,1.6408,0.897605538140021,0.95096499477534,0.0022758218
307,1130307,Fafe,0.126933333333333,0.918338292011019,1.88756099173554,0.03105175836
308,1130308,Guimarães,2.11493333333333,0.728651465798046,1.59163952225841,0.19666983504
309,1130309,Póvoa de Lanhoso,1.8312,0.967379570421381,0.854452205279554,0.00346113669066667
1314,1131314,Santo Tirso,1.72106666666667,0.55823121741797,1.67575835633241,0.800973291813333
1318,1131318,Trofa,2.16906666666667,0.913069331667708,5.32174890693317,0
311,1130311,Vieira do Minho,0.242666666666667,0.569721302241748,0.214682437760505,0.000226475834666667
312,1130312,Vila Nova de Famalicão,2.27733333333333,0.83343670608848,3.65884888304862,0.40988066392
314,1130314,Vizela,2.87093333333333,0.377040189125296,0.748873128447597,0
107,1140107,Espinho,0.203466666666667,0.942133333333333,4.45173333333333,3.0483163592
1304,1141304,Gondomar,1.65386666666667,0.45395548227535,0.71011816433086,0.274063029146667
1306,1141306,Maia,2.5312,0.881210005817336,3.52141942990111,0.408583245653333
1308,1141308,Matosinhos,2.772,0.867487358326068,4.15291833769253,0.309509781653333
1312,1141312,Porto,2.5312,0.55590243902439,0.426146341463415,0
1313,1141313,Póvoa de Varzim,2.32213333333333,0.942038083784326,6.16207656845059,0
1315,1141315,Valongo,0.112,0.750928462709285,11.1922151192288,1.78035952882667
