"","Muni_ID","ID","Muni","2009"
"1",1601,"1111601","Arcos de Valdevez",174.4
"2",1602,"1111602","Caminha",56.2
"3",1603,"1111603","Melgaço",10.2
"4",1604,"1111604","Monção",84
"5",1605,"1111605","Paredes de Coura",98.4
"6",1606,"1111606","Ponte da Barca",69.6
"7",1607,"1111607","Ponte de Lima",508.2
"8",1608,"1111608","Valença",150
"9",1609,"1111609","Viana do Castelo",313
"10",1610,"1111610","Vila Nova de Cerveira",59.8
"11",301,"1120301","Amares",116
"12",302,"1120302","Barcelos",1521.4
"13",303,"1120303","Braga",516
"14",306,"1120306","Esposende",260.4
"15",310,"1120310","Terras de Bouro",35.8
"16",313,"1120313","Vila Verde",533.6
"17",307,"1130307","Fafe",244.6
"18",308,"1130308","Guimarães",394
"19",309,"1130309","Póvoa de Lanhoso",194.8
"20",1314,"1131314","Santo Tirso",182
"21",1318,"1131318","Trofa",249
"22",311,"1130311","Vieira do Minho",74.2
"23",312,"1130312","Vila Nova de Famalicão",646.8
"24",314,"1130314","Vizela",54.2
"25",107,"1140107","Espinho",0.6
"26",1304,"1141304","Gondomar",79.2
"27",1306,"1141306","Maia",183.2
"28",1308,"1141308","Matosinhos",135.2
"29",1312,"1141312","Porto",2.6
"30",1313,"1141313","Póvoa de Varzim",451.6
"31",1315,"1141315","Valongo",54.2
"32",1316,"1141316","Vila do Conde",846.6
"33",1317,"1141317","Vila Nova de Gaia",78.4
"34",1301,"1151301","Amarante",516.6
"35",1302,"1151302","Baião",144.4
"36",304,"1150304","Cabeceiras de Basto",64.2
"37",106,"1150106","Castelo de Paiva",174
"38",305,"1150305","Celorico de Basto",297.2
"39",1804,"1151804","Cinfães",181
"40",1303,"1151303","Felgueiras",276.2
"41",1305,"1151305","Lousada",325.2
"42",1307,"1151307","Marco de Canaveses",209
"43",1705,"1151705","Mondim de Basto",110.4
"44",1309,"1151309","Paços de Ferreira",114
"45",1310,"1151310","Paredes",281.2
"46",1311,"1151311","Penafiel",305.8
"47",1813,"1151813","Resende",48.6
"48",1709,"1151709","Ribeira de Pena",150.6
"49",104,"1160104","Arouca",283.6
"50",113,"1160113","Oliveira de Azeméis",223.4
"51",109,"1160109","Santa Maria da Feira",231.4
"52",116,"1160116","São João da Madeira",0
"53",119,"1160119","Vale de Cambra",104
"54",1701,"1171701","Alijó",13.2
"55",1801,"1171801","Armamar",3.8
"56",403,"1170403","Carrazeda de Ansiães",144.2
"57",404,"1170404","Freixo de Espada à Cinta",225.4
"58",1805,"1171805","Lamego",25
"59",1704,"1171704","Mesão Frio",0
"60",1807,"1171807","Moimenta da Beira",243.8
"61",1812,"1171812","Penedono",24.4
"62",1708,"1171708","Peso da Régua",1.4
"63",1710,"1171710","Sabrosa",8.8
"64",1711,"1171711","Santa Marta de Penaguião",0.2
"65",1815,"1171815","São João da Pesqueira",129
"66",1818,"1171818","Sernancelhe",201
"67",1819,"1171819","Tabuaço",21.2
"68",1820,"1171820","Tarouca",58.2
"69",409,"1170409","Torre de Moncorvo",158.4
"70",410,"1170410","Vila Flor",323.6
"71",914,"1170914","Vila Nova de Foz Côa",80.4
"72",1714,"1171714","Vila Real",191
"73",401,"1180401","Alfândega da Fé",198
"74",1702,"1181702","Boticas",97.2
"75",402,"1180402","Bragança",1198
"76",1703,"1181703","Chaves",595.6
"77",405,"1180405","Macedo de Cavaleiros",1293.6
"78",406,"1180406","Miranda do Douro",1509
"79",407,"1180407","Mirandela",853.8
"80",408,"1180408","Mogadouro",4934.4
"81",1706,"1181706","Montalegre",338.6
"82",1707,"1181707","Murça",91.4
"83",1712,"1181712","Valpaços",329.4
"84",1713,"1181713","Vila Pouca de Aguiar",357.8
"85",411,"1180411","Vimioso",1013.6
"86",412,"1180412","Vinhais",312.4
"87",101,"1610101","Águeda",211.2
