CAA_ID,Muni_ID,full_ID,Muni,rf99,uaa99,poly_sum,poly_corr
199,109,1160109,SANTA MARIA DA FEIRA,4,1709,6560,25
200,109,1160109,SANTA MARIA DA FEIRA,5,1709,6560,16
201,109,1160109,SANTA MARIA DA FEIRA,9,1709,6560,12
202,109,1160109,SANTA MARIA DA FEIRA,3,1709,6560,13
203,109,1160109,SANTA MARIA DA FEIRA,4,1709,6560,59
204,109,1160109,SANTA MARIA DA FEIRA,6,1709,6560,22
205,109,1160109,SANTA MARIA DA FEIRA,1,1709,6560,25
206,109,1160109,SANTA MARIA DA FEIRA,2,1709,6560,19
207,109,1160109,SANTA MARIA DA FEIRA,3,1709,6560,10
208,109,1160109,SANTA MARIA DA FEIRA,1,1709,6560,15
209,109,1160109,SANTA MARIA DA FEIRA,8,1709,6560,10
210,109,1160109,SANTA MARIA DA FEIRA,3,1709,6560,73
211,109,1160109,SANTA MARIA DA FEIRA,4,1709,6560,10
212,109,1160109,SANTA MARIA DA FEIRA,6,1709,6560,10
213,109,1160109,SANTA MARIA DA FEIRA,3,1709,6560,25
214,109,1160109,SANTA MARIA DA FEIRA,3,1709,6560,36
215,109,1160109,SANTA MARIA DA FEIRA,4,1709,6560,9
216,109,1160109,SANTA MARIA DA FEIRA,2,1709,6560,20
217,109,1160109,SANTA MARIA DA FEIRA,2,1709,6560,27
218,109,1160109,SANTA MARIA DA FEIRA,2,1709,6560,44
219,109,1160109,SANTA MARIA DA FEIRA,5,1709,6560,23
220,109,1160109,SANTA MARIA DA FEIRA,2,1709,6560,70
221,109,1160109,SANTA MARIA DA FEIRA,3,1709,6560,60
222,109,1160109,SANTA MARIA DA FEIRA,4,1709,6560,15
223,109,1160109,SANTA MARIA DA FEIRA,3,1709,6560,10
224,109,1160109,SANTA MARIA DA FEIRA,2,1709,6560,64
225,109,1160109,SANTA MARIA DA FEIRA,2,1709,6560,34
226,109,1160109,SANTA MARIA DA FEIRA,2,1709,6560,12
227,109,1160109,SANTA MARIA DA FEIRA,5,1709,6560,11
228,109,1160109,SANTA MARIA DA FEIRA,3,1709,6560,82
229,109,1160109,SANTA MARIA DA FEIRA,3,1709,6560,20
230,109,1160109,SANTA MARIA DA FEIRA,0,1709,6560,12
231,109,1160109,SANTA MARIA DA FEIRA,0,1709,6560,10
232,109,1160109,SANTA MARIA DA FEIRA,1,1709,6560,12
233,109,1160109,SANTA MARIA DA FEIRA,2,1709,6560,4
234,109,1160109,SANTA MARIA DA FEIRA,2,1709,6560,129
235,109,1160109,SANTA MARIA DA FEIRA,3,1709,6560,29
236,109,1160109,SANTA MARIA DA FEIRA,5,1709,6560,160
237,109,1160109,SANTA MARIA DA FEIRA,5,1709,6560,27
238,109,1160109,SANTA MARIA DA FEIRA,2,1709,6560,65
239,109,1160109,SANTA MARIA DA FEIRA,3,1709,6560,113
240,109,1160109,SANTA MARIA DA FEIRA,4,1709,6560,27
241,110,1610110,Ílhavo,0,932,3163,17
242,110,1610110,Ílhavo,0,932,3163,16
243,110,1610110,Ílhavo,0,932,3163,34
244,110,1610110,Ílhavo,0,932,3163,59
245,110,1610110,Ílhavo,0,932,3163,121
246,110,1610110,Ílhavo,0,932,3163,87
247,110,1610110,Ílhavo,0,932,3163,164
248,110,1610110,Ílhavo,0,932,3163,88
249,110,1610110,Ílhavo,0,932,3163,73
250,110,1610110,Ílhavo,0,932,3163,166
251,110,1610110,Ílhavo,0,932,3163,109
252,111,1610111,MEALHADA,12,2586,6208,14
253,111,1610111,MEALHADA,10,2586,6208,18
254,111,1610111,MEALHADA,7,2586,6208,14
255,111,1610111,MEALHADA,1,2586,6208,21
256,111,1610111,MEALHADA,1,2586,6208,12
257,111,1610111,MEALHADA,3,2586,6208,15
258,111,1610111,MEALHADA,0,2586,6208,32
259,111,1610111,MEALHADA,3,2586,6208,14
260,111,1610111,MEALHADA,1,2586,6208,1862
261,111,1610111,MEALHADA,3,2586,6208,585
262,112,1610112,MURTOSA,0,1605,3097,18
263,112,1610112,MURTOSA,0,1605,3097,43
264,112,1610112,MURTOSA,0,1605,3097,224
265,112,1610112,MURTOSA,0,1605,3097,1320
266,113,1160113,OLIVEIRA DE AZEMÃ?IS,4,1955,5055,14
267,113,1160113,OLIVEIRA DE AZEMÃ?IS,5,1955,5055,13
268,113,1160113,OLIVEIRA DE AZEMÃ?IS,4,1955,5055,43
269,113,1160113,OLIVEIRA DE AZEMÃ?IS,1,1955,5055,19
270,113,1160113,OLIVEIRA DE AZEMÃ?IS,2,1955,5055,13
271,113,1160113,OLIVEIRA DE AZEMÃ?IS,6,1955,5055,24
272,113,1160113,OLIVEIRA DE AZEMÃ?IS,7,1955,5055,4
273,113,1160113,OLIVEIRA DE AZEMÃ?IS,2,1955,5055,37
274,113,1160113,OLIVEIRA DE AZEMÃ?IS,5,1955,5055,23
275,113,1160113,OLIVEIRA DE AZEMÃ?IS,2,1955,5055,14
276,113,1160113,OLIVEIRA DE AZEMÃ?IS,4,1955,5055,15
277,113,1160113,OLIVEIRA DE AZEMÃ?IS,7,1955,5055,44
278,113,1160113,OLIVEIRA DE AZEMÃ?IS,5,1955,5055,15
279,113,1160113,OLIVEIRA DE AZEMÃ?IS,6,1955,5055,65
280,113,1160113,OLIVEIRA DE AZEMÃ?IS,2,1955,5055,8
281,113,1160113,OLIVEIRA DE AZEMÃ?IS,5,1955,5055,16
282,113,1160113,OLIVEIRA DE AZEMÃ?IS,5,1955,5055,109
283,113,1160113,OLIVEIRA DE AZEMÃ?IS,0,1955,5055,100
284,113,1160113,OLIVEIRA DE AZEMÃ?IS,2,1955,5055,40
285,113,1160113,OLIVEIRA DE AZEMÃ?IS,4,1955,5055,15
286,113,1160113,OLIVEIRA DE AZEMÃ?IS,8,1955,5055,19
287,113,1160113,OLIVEIRA DE AZEMÃ?IS,0,1955,5055,48
288,113,1160113,OLIVEIRA DE AZEMÃ?IS,7,1955,5055,17
289,113,1160113,OLIVEIRA DE AZEMÃ?IS,8,1955,5055,28
290,113,1160113,OLIVEIRA DE AZEMÃ?IS,5,1955,5055,19
291,113,1160113,OLIVEIRA DE AZEMÃ?IS,2,1955,5055,37
292,113,1160113,OLIVEIRA DE AZEMÃ?IS,5,1955,5055,19
293,113,1160113,OLIVEIRA DE AZEMÃ?IS,9,1955,5055,17
294,113,1160113,OLIVEIRA DE AZEMÃ?IS,3,1955,5055,54
295,113,1160113,OLIVEIRA DE AZEMÃ?IS,8,1955,5055,15
296,113,1160113,OLIVEIRA DE AZEMÃ?IS,3,1955,5055,34
297,113,1160113,OLIVEIRA DE AZEMÃ?IS,3,1955,5055,205
298,113,1160113,OLIVEIRA DE AZEMÃ?IS,4,1955,5055,55
299,113,1160113,OLIVEIRA DE AZEMÃ?IS,6,1955,5055,97
300,113,1160113,OLIVEIRA DE AZEMÃ?IS,5,1955,5055,85
301,113,1160113,OLIVEIRA DE AZEMÃ?IS,5,1955,5055,50
302,113,1160113,OLIVEIRA DE AZEMÃ?IS,8,1955,5055,2
303,113,1160113,OLIVEIRA DE AZEMÃ?IS,6,1955,5055,154
304,113,1160113,OLIVEIRA DE AZEMÃ?IS,5,1955,5055,167
305,113,1160113,OLIVEIRA DE AZEMÃ?IS,2,1955,5055,189
306,113,1160113,OLIVEIRA DE AZEMÃ?IS,2,1955,5055,15
307,114,1610114,OLIVEIRA DO BAIRRO,1,2479,5580,73
308,114,1610114,OLIVEIRA DO BAIRRO,3,2479,5580,13
309,114,1610114,OLIVEIRA DO BAIRRO,1,2479,5580,21
310,114,1610114,OLIVEIRA DO BAIRRO,0,2479,5580,17
311,114,1610114,OLIVEIRA DO BAIRRO,1,2479,5580,659
312,114,1610114,OLIVEIRA DO BAIRRO,3,2479,5580,2
313,114,1610114,OLIVEIRA DO BAIRRO,1,2479,5580,1694
314,115,1610115,OVAR,0,1900,4026,22
315,115,1610115,OVAR,0,1900,4026,0
316,115,1610115,OVAR,1,1900,4026,22
317,115,1610115,OVAR,0,1900,4026,114
318,115,1610115,OVAR,9,1900,4026,0
319,115,1610115,OVAR,2,1900,4026,24
320,115,1610115,OVAR,0,1900,4026,95
321,115,1610115,OVAR,0,1900,4026,16
322,115,1610115,OVAR,1,1900,4026,40
323,115,1610115,OVAR,0,1900,4026,17
324,115,1610115,OVAR,0,1900,4026,37
325,115,1610115,OVAR,0,1900,4026,16
326,115,1610115,OVAR,0,1900,4026,98
327,115,1610115,OVAR,0,1900,4026,18
328,115,1610115,OVAR,0,1900,4026,20
329,115,1610115,OVAR,0,1900,4026,202
330,115,1610115,OVAR,2,1900,4026,43
331,115,1610115,OVAR,0,1900,4026,21
332,115,1610115,OVAR,0,1900,4026,27
333,115,1610115,OVAR,0,1900,4026,26
334,115,1610115,OVAR,0,1900,4026,12
335,115,1610115,OVAR,2,1900,4026,116
336,115,1610115,OVAR,0,1900,4026,884
337,115,1610115,OVAR,0,1900,4026,28
338,116,1160116,SÃ?O JOÃ?O DA MADEIRA,4,0,182,0
339,116,1160116,SÃ?O JOÃ?O DA MADEIRA,3,0,182,0
340,116,1160116,SÃ?O JOÃ?O DA MADEIRA,4,0,182,0
341,116,1160116,SÃ?O JOÃ?O DA MADEIRA,6,0,182,0
342,117,1610117,SEVER DO VOUGA,4,912,3537,2
343,117,1610117,SEVER DO VOUGA,8,912,3537,15
344,117,1610117,SEVER DO VOUGA,7,912,3537,13
345,117,1610117,SEVER DO VOUGA,8,912,3537,27
346,117,1610117,SEVER DO VOUGA,7,912,3537,2
347,117,1610117,SEVER DO VOUGA,9,912,3537,46
348,117,1610117,SEVER DO VOUGA,7,912,3537,50
349,117,1610117,SEVER DO VOUGA,8,912,3537,31
350,117,1610117,SEVER DO VOUGA,8,912,3537,9
351,117,1610117,SEVER DO VOUGA,7,912,3537,34
352,117,1610117,SEVER DO VOUGA,9,912,3537,12
353,117,1610117,SEVER DO VOUGA,9,912,3537,29
354,117,1610117,SEVER DO VOUGA,11,912,3537,16
355,117,1610117,SEVER DO VOUGA,9,912,3537,55
356,117,1610117,SEVER DO VOUGA,7,912,3537,9
357,117,1610117,SEVER DO VOUGA,3,912,3537,25
358,117,1610117,SEVER DO VOUGA,8,912,3537,45
359,117,1610117,SEVER DO VOUGA,13,912,3537,1
360,117,1610117,SEVER DO VOUGA,5,912,3537,10
361,117,1610117,SEVER DO VOUGA,8,912,3537,20
362,117,1610117,SEVER DO VOUGA,8,912,3537,109
363,117,1610117,SEVER DO VOUGA,4,912,3537,9
364,117,1610117,SEVER DO VOUGA,8,912,3537,9
365,117,1610117,SEVER DO VOUGA,11,912,3537,8
366,117,1610117,SEVER DO VOUGA,11,912,3537,10
367,117,1610117,SEVER DO VOUGA,9,912,3537,78
368,117,1610117,SEVER DO VOUGA,9,912,3537,46
369,117,1610117,SEVER DO VOUGA,10,912,3537,173
370,117,1610117,SEVER DO VOUGA,10,912,3537,19
371,118,1610118,VAGOS,0,3513,8070,47
372,118,1610118,VAGOS,0,3513,8070,23
373,118,1610118,VAGOS,0,3513,8070,66
374,118,1610118,VAGOS,0,3513,8070,21
375,118,1610118,VAGOS,0,3513,8070,25
376,118,1610118,VAGOS,0,3513,8070,41
377,118,1610118,VAGOS,0,3513,8070,31
378,118,1610118,VAGOS,0,3513,8070,84
379,118,1610118,VAGOS,0,3513,8070,30
380,118,1610118,VAGOS,0,3513,8070,16
381,118,1610118,VAGOS,0,3513,8070,97
382,118,1610118,VAGOS,0,3513,8070,179
383,118,1610118,VAGOS,0,3513,8070,97
384,118,1610118,VAGOS,0,3513,8070,362
385,118,1610118,VAGOS,0,3513,8070,2397
386,119,1160119,VALE DE CAMBRA,2,1604,5010,7
387,119,1160119,VALE DE CAMBRA,7,1604,5010,52
388,119,1160119,VALE DE CAMBRA,7,1604,5010,19
389,119,1160119,VALE DE CAMBRA,10,1604,5010,10
390,119,1160119,VALE DE CAMBRA,5,1604,5010,11
391,119,1160119,VALE DE CAMBRA,6,1604,5010,51
392,119,1160119,VALE DE CAMBRA,11,1604,5010,17
393,119,1160119,VALE DE CAMBRA,6,1604,5010,18
394,119,1160119,VALE DE CAMBRA,3,1604,5010,2
395,119,1160119,VALE DE CAMBRA,11,1604,5010,28
396,119,1160119,VALE DE CAMBRA,12,1604,5010,20
397,119,1160119,VALE DE CAMBRA,9,1604,5010,105
398,119,1160119,VALE DE CAMBRA,9,1604,5010,50
399,119,1160119,VALE DE CAMBRA,3,1604,5010,13
400,119,1160119,VALE DE CAMBRA,7,1604,5010,18
401,119,1160119,VALE DE CAMBRA,10,1604,5010,42
402,119,1160119,VALE DE CAMBRA,9,1604,5010,34
403,119,1160119,VALE DE CAMBRA,12,1604,5010,11
404,119,1160119,VALE DE CAMBRA,10,1604,5010,41
405,119,1160119,VALE DE CAMBRA,7,1604,5010,18
406,119,1160119,VALE DE CAMBRA,12,1604,5010,11
407,119,1160119,VALE DE CAMBRA,13,1604,5010,0
408,119,1160119,VALE DE CAMBRA,5,1604,5010,26
409,119,1160119,VALE DE CAMBRA,3,1604,5010,33
410,119,1160119,VALE DE CAMBRA,8,1604,5010,37
411,119,1160119,VALE DE CAMBRA,7,1604,5010,37
412,119,1160119,VALE DE CAMBRA,5,1604,5010,42
413,119,1160119,VALE DE CAMBRA,0,1604,5010,0
414,119,1160119,VALE DE CAMBRA,10,1604,5010,9
415,119,1160119,VALE DE CAMBRA,8,1604,5010,0
416,119,1160119,VALE DE CAMBRA,10,1604,5010,0
417,119,1160119,VALE DE CAMBRA,8,1604,5010,159
418,119,1160119,VALE DE CAMBRA,7,1604,5010,390
419,119,1160119,VALE DE CAMBRA,4,1604,5010,35
420,119,1160119,VALE DE CAMBRA,8,1604,5010,112
421,119,1160119,VALE DE CAMBRA,10,1604,5010,148
422,201,1840201,ALJUSTREL,1,39141,51100,39141
423,202,1840202,ALMODÃ?VAR,2,37860,53854,1
424,202,1840202,ALMODÃ?VAR,3,37860,53854,36
425,202,1840202,ALMODÃ?VAR,2,37860,53854,33
426,202,1840202,ALMODÃ?VAR,6,37860,53854,35
427,202,1840202,ALMODÃ?VAR,10,37860,53854,27
428,202,1840202,ALMODÃ?VAR,7,37860,53854,23
429,202,1840202,ALMODÃ?VAR,10,37860,53854,205
430,202,1840202,ALMODÃ?VAR,10,37860,53854,39
431,202,1840202,ALMODÃ?VAR,9,37860,53854,199
432,202,1840202,ALMODÃ?VAR,10,37860,53854,68
433,202,1840202,ALMODÃ?VAR,7,37860,53854,28
434,202,1840202,ALMODÃ?VAR,10,37860,53854,37
435,202,1840202,ALMODÃ?VAR,9,37860,53854,131
436,202,1840202,ALMODÃ?VAR,10,37860,53854,47
437,202,1840202,ALMODÃ?VAR,10,37860,53854,705
438,202,1840202,ALMODÃ?VAR,5,37860,53854,57
439,202,1840202,ALMODÃ?VAR,10,37860,53854,68
440,202,1840202,ALMODÃ?VAR,6,37860,53854,189
441,202,1840202,ALMODÃ?VAR,9,37860,53854,99
442,202,1840202,ALMODÃ?VAR,8,37860,53854,55
443,202,1840202,ALMODÃ?VAR,9,37860,53854,38
444,202,1840202,ALMODÃ?VAR,6,37860,53854,86
445,202,1840202,ALMODÃ?VAR,9,37860,53854,117
446,202,1840202,ALMODÃ?VAR,9,37860,53854,41
447,202,1840202,ALMODÃ?VAR,3,37860,53854,131
448,202,1840202,ALMODÃ?VAR,5,37860,53854,2
449,202,1840202,ALMODÃ?VAR,4,37860,53854,1
450,202,1840202,ALMODÃ?VAR,2,37860,53854,34699
451,202,1840202,ALMODÃ?VAR,6,37860,53854,412
452,202,1840202,ALMODÃ?VAR,7,37860,53854,74
453,202,1840202,ALMODÃ?VAR,7,37860,53854,176
454,203,1840203,ALVITO,0,15615,29674,0
455,203,1840203,ALVITO,0,15615,29674,1
456,203,1840203,ALVITO,1,15615,29674,15614
457,204,1840204,BARRANCOS,4,13893,13060,113
458,204,1840204,BARRANCOS,7,13893,13060,79
459,204,1840204,BARRANCOS,5,13893,13060,287
460,204,1840204,BARRANCOS,8,13893,13060,48
461,204,1840204,BARRANCOS,6,13893,13060,60
462,204,1840204,BARRANCOS,9,13893,13060,66
463,204,1840204,BARRANCOS,5,13893,13060,69
464,204,1840204,BARRANCOS,3,13893,13060,121
465,204,1840204,BARRANCOS,5,13893,13060,1856
466,204,1840204,BARRANCOS,7,13893,13060,275
467,204,1840204,BARRANCOS,4,13893,13060,10920
468,205,1840205,BEJA,1,90764,127600,39
469,205,1840205,BEJA,1,90764,127600,61
470,205,1840205,BEJA,4,90764,127600,29
471,205,1840205,BEJA,7,90764,127600,130
472,205,1840205,BEJA,1,90764,127600,90505
473,206,1840206,CASTRO VERDE,0,47710,65526,107
474,206,1840206,CASTRO VERDE,4,47710,65526,25
475,206,1840206,CASTRO VERDE,1,47710,65526,47578
476,207,1840207,CUBA,3,13428,19733,22
477,207,1840207,CUBA,1,13428,19733,13406
478,208,1840208,FERREIRA DO ALENTEJO,1,48587,72580,26
479,208,1840208,FERREIRA DO ALENTEJO,0,48587,72580,14
480,208,1840208,FERREIRA DO ALENTEJO,0,48587,72580,48547
481,209,1840209,MÃ?RTOLA,8,80865,101516,35
482,209,1840209,MÃ?RTOLA,4,80865,101516,84
483,209,1840209,MÃ?RTOLA,4,80865,101516,49
484,209,1840209,MÃ?RTOLA,4,80865,101516,92
485,209,1840209,MÃ?RTOLA,4,80865,101516,26
486,209,1840209,MÃ?RTOLA,5,80865,101516,60
487,209,1840209,MÃ?RTOLA,10,80865,101516,60
