Muni_ID,ID,Muni,leaching_mg,drainage,nloading
404,1170404,Freixo de Espada à Cinta,22340632999.9837,987868506.683341,22.61499
1805,1171805,Lamego,11806817180.4944,1030810503.73518,11.45392
1704,1171704,Mesão Frio,0,232990789.163367,0
1807,1171807,Moimenta da Beira,0,833157104.354107,0
1812,1171812,Penedono,22958115038.8038,539191195.894526,42.5788
1708,1171708,Peso da Régua,12987491250.6689,1019045446.55308,12.74476
1710,1171710,Sabrosa,10074900449.5317,564233022.284539,17.85592
1711,1171711,Santa Marta de Penaguião,12021966361.0018,740503330.807109,16.23486
1815,1171815,São João da Pesqueira,41444063506.9177,2643854172.6452,15.67562
1818,1171818,Sernancelhe,13424941319.6238,1035240652.22023,12.96794
1819,1171819,Tabuaço,15584246469.0849,702205857.930977,22.19327
1820,1171820,Tarouca,6635471839.97572,345264591.095659,19.21851
409,1170409,Torre de Moncorvo,34589399678.5836,3056714226.71708,11.31588
410,1170410,Vila Flor,48046367048.5941,1986226058.14958,24.18978
914,1170914,Vila Nova de Foz Côa,33548343359.9057,4010975166.81223,8.36414
1714,1171714,Vila Real,19118674570.8411,1889199022.70246,10.11999
401,1180401,Alfândega da Fé,45381166000.327,1774955263.17139,25.5675
1702,1181702,Boticas,24482863261.3383,2026700181.64083,12.08016
402,1180402,Bragança,263636421506.682,7333369179.92647,35.95025
1703,1181703,Chaves,74672326552.2188,9781200913.1187,7.63427
405,1180405,Macedo de Cavaleiros,149918296073.979,3206253174.67594,46.7581
406,1180406,Miranda do Douro,66178989738.947,3106015398.2329,21.30672
407,1180407,Mirandela,145795937582.413,3983639379.40232,36.59868
408,1180408,Mogadouro,126746396355.783,5433813404.50308,23.3255
1706,1181706,Montalegre,49174321260.2843,11757199128.4955,4.18249
1707,1181707,Murça,3979190265.7385,799794336.27778,4.97527
1712,1181712,Valpaços,149161244943.468,4221177724.47809,35.3364
1713,1181713,Vila Pouca de Aguiar,11491831800.0493,1782814985.40489,6.44589
411,1180411,Vimioso,67457668300.4717,2613522769.22262,25.81101
412,1180412,Vinhais,148425655947.049,3917498420.53761,37.88787
101,1610101,Águeda,24266817499.6258,4024856813.08896,6.02924
102,1610102,Albergaria-a-Velha,1332506550.04262,3680437068.52721,0.36205
103,1610103,Anadia,26316270738.6633,6367883752.43458,4.13266
105,1610105,Aveiro,9813025940.47003,3530211123.93227,2.77973
108,1610108,Estarreja,0,6857523292.20403,0
110,1610110,Ílhavo,11986852760.7717,1412351623.00283,8.48716
111,1610111,Mealhada,34595404559.4381,3401534177.19467,10.17053
112,1610112,Murtosa,0,3400165004.38349,0
114,1610114,Oliveira do Bairro,7393914961.44512,3734646362.68857,1.97982
115,1610115,Ovar,0,3385183750.62764,0
117,1610117,Sever do Vouga,16206942239.4491,580503862.674313,27.91875
118,1610118,Vagos,0,6456921864.04417,0
602,1620602,Cantanhede,0,23802879634.4979,0
603,1620603,Coimbra,122155132935.062,16651821988.9957,7.33584
604,1620604,Condeixa-a-Nova,44711737204.5882,6060360195.01973,7.37774
605,1620605,Figueira da Foz,0,28123102613.1994,0
608,1620608,Mira,195992099.996014,5213598713.40863,0.03759
610,1620610,Montemor-o-Velho,918063277.748568,56631976532.1355,0.01621
613,1620613,Penacova,18577626969.7887,1134559701.02321,16.37431
615,1620615,Soure,99235116722.0159,13344133507.82,7.43661
1004,1631004,Batalha,44647782738.5564,5930332903.52168,7.52871
1009,1631009,Leiria,206698659318.904,13225790789.7543,15.62845
1010,1631010,Marinha Grande,6113811759.78698,758562025.919011,8.05974
1015,1631015,Pombal,87894579508.1572,11336802683.8424,7.75303
1016,1631016,Porto de Mós,991126398.490503,26775841423.4002,0.03702
1002,1641002,Alvaiázere,28655366959.3771,3926158111.85683,7.29858
1003,1641003,Ansião,46364562001.6027,11138990405.0063,4.16237
601,1640601,Arganil,14242869119.1725,1274047796.10268,11.17923
1007,1641007,Castanheira de Pêra,951805859.977865,59128138.1923728,16.09734
1008,1641008,Figueiró dos Vinhos,7663888259.76262,445961740.387124,17.18508
606,1640606,Góis,3078485669.81827,496301878.116006,6.20285
607,1640607,Lousã,5815853339.83901,447532346.689528,12.99538
609,1640609,Miranda do Corvo,9407038450.06618,1946487309.05745,4.83283
611,1640611,Oliveira do Hospital,33774126001.2097,4725484156.93995,7.14723
612,1640612,Pampilhosa da Serra,2592870279.99312,590992729.359671,4.38731
1013,1641013,Pedrógão Grande,11771092239.9233,576540142.34654,20.41678
614,1640614,Penela,20665820300.117,4977370155.39659,4.15196
616,1640616,Tábua,18436226349.4411,931047801.429781,19.80159
617,1640617,Vila Nova de Poiares,4921817679.8162,198742355.396199,24.76482
901,1650901,Aguiar da Beira,16897323259.6272,1287755591.69289,13.12153
1802,1651802,Carregal do Sal,12832670403.1353,500367900.154249,25.64647
1803,1651803,Castro Daire,16082376516.7302,911752173.270071,17.63898
1806,1651806,Mangualde,35459562532.4069,1396778069.94096,25.38668
1808,1651808,Mortágua,38852843262.2427,324375169.134861,119.77749
1809,1651809,Nelas,13306263479.766,721567843.13806,18.44077
1810,1651810,Oliveira de Frades,75344601058.0183,486719535.138591,154.80086
1811,1651811,Penalva do Castelo,25891853040.823,886630643.638334,29.20252
1814,1651814,Santa Comba Dão,42422021561.6358,464385713.621982,91.35083
1816,1651816,São Pedro do Sul,25913852249.4902,993310798.408282,26.08836
1817,1651817,Sátão,18257498670.6845,976405393.902481,18.69869
1821,1651821,Tondela,73103258575.3506,1963006330.32931,37.24046
1822,1651822,Vila Nova de Paiva,8454384999.45757,559249012.745496,15.11739
1823,1651823,Viseu,45657638141.6092,3156075117.2302,14.46659
1824,1651824,Vouzela,54218202001.4884,742801501.631545,72.99151
1413,1661413,Mação,18775616792.1007,1853929594.08831,10.12747
506,1660506,Oleiros,11872018060.5154,1345950096.14951,8.82055
508,1660508,Proença-a-Nova,34756198888.3152,2080571818.79633,16.70512
509,1660509,Sertã,23666977779.9231,3505761901.66856,6.75088
510,1660510,Vila de Rei,2236903320.01015,865401779.226667,2.58481
905,1670905,Fornos de Algodres,13391370389.4381,1503934191.81604,8.90423
906,1670906,Gouveia,16055365175.6164,2659721713.73518,6.03648
912,1670912,Seia,50350767440.8618,3009313326.04298,16.73165
902,1680902,Almeida,14902178578.7098,6730563285.87064,2.21411
903,1680903,Celorico da Beira,30430020180.4818,5203252965.51585,5.84827
904,1680904,Figueira de Castelo Rodrigo,93857808112.7061,6982463534.97466,13.44193
907,1680907,Guarda,22089672595.9451,6827351170.51862,3.23547
908,1680908,Manteigas,2778807699.98031,591793768.177809,4.69557
909,1680909,Mêda,42845577840.4613,3152107986.16945,13.59267
910,1680910,Pinhel,38528058235.0337,6705350567.8824,5.74587
911,1680911,Sabugal,16859276600.4378,7856451827.22076,2.14591
913,1680913,Trancoso,29959455239.2138,3360476153.24431,8.91524
502,1690502,Castelo Branco,189408840062.623,29562887674.0648,6.40698
505,1690505,Idanha-a-Nova,206231275951.996,49059952964.533,4.20366
507,1690507,Penamacor,69290315428.8153,7552015021.95304,9.17508
511,1690511,Vila Velha de Ródão,47369874597.0559,9603595965.06103,4.93251
501,16A0501,Belmonte,22817235339.9148,3429990070.17495,6.65227
503,16A0503,Covilhã,63297999029.8836,7518797693.02052,8.41863
504,16A0504,Fundão,159256737631.748,14628383054.6061,10.88683
1001,16B1001,Alcobaça,210484786321.586,22154824888.2788,9.50063
1101,16B1101,Alenquer,302409440701.683,15082768624.022,20.05
1102,16B1102,Arruda dos Vinhos,48612710155.161,2905905467.60153,16.72894
1005,16B1005,Bombarral,31209109400.3988,8083042116.48664,3.86106
1104,16B1104,Cadaval,42674186462.8371,8844307840.10736,4.82505
1006,16B1006,Caldas da Rainha,149807361626.044,10227569565.2219,14.64741
1108,16B1108,Lourinhã,153689860719.96,9981546826.24481,15.3974
1011,16B1011,Nazaré,13420031869.4383,2215870283.33064,6.05633
1012,16B1012,Óbidos,39320055712.6264,8369583918.51775,4.69797
1014,16B1014,Peniche,77341927263.2833,5199536217.08619,14.87477
1112,16B1112,Sobral de Monte Agraço,43459629114.6446,3278600758.53647,13.25554
1113,16B1113,Torres Vedras,156567605955.951,21905265673.9793,7.14749
1401,16C1401,Abrantes,130986626702.869,27525926052.1613,4.75866
1402,16C1402,Alcanena,28610577723.019,11013960968.9702,2.59766
1408,16C1408,Constância,9455334000.34219,2309917096.82698,4.09337
1410,16C1410,Entroncamento,1638417440.39099,384815576.516656,4.25767
1411,16C1411,Ferreira do Zêzere,71268720042.1122,8358475367.69656,8.52652
1421,16C1421,Ourém,83589715533.6718,11168690785.885,7.48429
1417,16C1417,Sardoal,11516411279.9149,708953020.8955,16.24425
1418,16C1418,Tomar,69019940985.4618,7393904625.27106,9.33471
1419,16C1419,Torres Novas,139843969083.012,11987398861.4276,11.66591
1420,16C1420,Vila Nova da Barquinha,4567545999.71618,766845134.629253,5.95628
1115,1711115,Amadora,0,206643451.906427,0
1105,1711105,Cascais,9200547660.03446,530430757.794208,17.34543
1106,1711106,Lisboa,0,0,0
1107,1711107,Loures,77910116671.9343,4368933220.36052,17.83276
1109,1711109,Mafra,159850098248.852,12088996815.571,13.22278
1116,1711116,Odivelas,0,227096709.774799,0
1110,1711110,Oeiras,21207759930.5941,773854144.113827,27.40537
1111,1711111,Sintra,106797286906.215,9633135182.5443,11.08645
1114,1711114,Vila Franca de Xira,158421051859.896,19957010281.7142,7.93812
1502,1721502,Alcochete,19573784997.6831,6133040761.96448,3.19153
1503,1721503,Almada,12245202800.2959,860082433.55532,14.23724
1504,1721504,Barreiro,921950320.022953,386236377.610976,2.38701
1506,1721506,Moita,0,2825870004.29593,0
1507,1721507,Montijo,79383391944.8707,24273534124.9537,3.27037
1508,1721508,Palmela,124341079527.876,32297562678.2932,3.84986
1510,1721510,Seixal,5013181800.23084,1383983610.62419,3.62228
1511,1721511,Sesimbra,17875366320.7414,2245769182.27958,7.95957
1512,1721512,Setúbal,49227621868.2003,9006691262.38834,5.46567
1501,1811501,Alcácer do Sal,331648616331.041,81601676245.5749,4.06424
1505,1811505,Grândola,104901994312.096,47254447113.9327,2.21994
211,1810211,Odemira,274320092333.44,65752149791.3451,4.17203
1509,1811509,Santiago do Cacém,280013423698.57,69848250601.3467,4.00888
1513,1811513,Sines,17516717399.7289,7781215857.60383,2.25115
1201,1821201,Alter do Chão,199968890856.747,26122797582.6164,7.65496
1202,1821202,Arronches,87573505640.0768,12274255966.6191,7.13473
1203,1821203,Avis,235641562581.99,40797949173.5893,5.77582
1204,1821204,Campo Maior,178916447176.927,13725406672.6126,13.03542
1205,1821205,Castelo de Vide,63243831417.5543,16226795807.6073,3.89749
1206,1821206,Crato,77918938730.5638,22924511030.4578,3.39894
1207,1821207,Elvas,313024491785.413,57257434724.8605,5.46697
1208,1821208,Fronteira,92679347441.6259,17621209616.3764,5.25953
1209,1821209,Gavião,90416167460.5594,11359883001.9015,7.95925
1210,1821210,Marvão,39279030721.7192,10577918759.6809,3.7133
1211,1821211,Monforte,78524292087.0391,31818305856.9636,2.4679
707,1820707,Mora,183722350620.057,54160216716.2521,3.3922
1212,1821212,Nisa,113490065690.36,19226272916.8901,5.90286
1213,1821213,Ponte de Sor,230436748628.82,99486403697.922,2.31626
1214,1821214,Portalegre,101526314221.737,19108671934.3032,5.3131
701,1830701,Alandroal,149538594247.825,10147236638.9228,14.73688
702,1830702,Arraiolos,247622071313.834,19776966990.5205,12.52073
703,1830703,Borba,33533023949.607,4550054185.73985,7.36981
704,1830704,Estremoz,180452082290.646,18864911316.9087,9.56549
705,1830705,Évora,524332901036.563,19651387837.2461,26.68172
706,1830706,Montemor-o-Novo,317739927988.855,73574588525.0686,4.31861
708,1830708,Mourão,54573879430.4629,11315208536.0159,4.82306
709,1830709,Portel,188675575608.981,17174243550.4455,10.98596
710,1830710,Redondo,121322999969.302,11339424079.5007,10.69922
711,1830711,Reguengos de Monsaraz,241488274185.548,15837535858.4708,15.24784
1215,1831215,Sousel,182487132106.839,31801777230.8216,5.73827
712,1830712,Vendas Novas,57124739200.5533,31644188831.534,1.80522
713,1830713,Viana do Alentejo,109838387887.754,16916634561.4104,6.49292
714,1830714,Vila Viçosa,91324128149.2135,9111577888.22545,10.02287
201,1840201,Aljustrel,394024618887.752,49292194802.0758,7.99365
202,1840202,Almodôvar,155841927572.679,14914251041.8856,10.4492
203,1840203,Alvito,72495916643.4817,7950333311.92174,9.1186
204,1840204,Barrancos,33824175671.0848,9555353272.44382,3.53981
205,1840205,Beja,995216342931.171,101892483737.713,9.76732
206,1840206,Castro Verde,168941960976.239,33943534052.2077,4.97715
207,1840207,Cuba,77381401168.0206,10894088797.8306,7.10306
208,1840208,Ferreira do Alentejo,421868450626.283,137081539051.932,3.0775
209,1840209,Mértola,234223855180.979,48324644071.724,4.84688
210,1840210,Moura,445973527287.411,66471939443.0199,6.7092
212,1840212,Ourique,166657191729.692,28758428589.2251,5.79507
213,1840213,Serpa,700665577526.203,105635967031.063,6.63283
214,1840214,Vidigueira,218214823375.693,22796810382.4637,9.57216
1403,1851403,Almeirim,84974439681.5293,23274515354.4008,3.65096
1404,1851404,Alpiarça,104423266190.831,23940532108.1895,4.36178
1103,1851103,Azambuja,225447875870.437,21258790256.3423,10.60492
1405,1851405,Benavente,262981062589.314,99027166140.2539,2.65565
1406,1851406,Cartaxo,101364021487.56,16859187755.9472,6.01239
1407,1851407,Chamusca,90377592203.9206,59354739442.1156,1.52267
1409,1851409,Coruche,144029568234.624,139783691573.474,1.03037
1412,1851412,Golegã,118614098658.306,13115405686.1283,9.04388
1414,1851414,Rio Maior,159671079360.306,7639612082.86228,20.90042
1415,1851415,Salvaterra de Magos,115083508097.099,16651559696.0083,6.91127
1416,1851416,Santarém,444948822201.378,38055324131.5253,11.69216
801,1500801,Albufeira,97651563201.7862,9111752868.81284,10.7171
802,1500802,Alcoutim,101063452598.823,4100446000.81763,24.64694
803,1500803,Aljezur,41372264220.1629,1716315617.67364,24.10528
804,1500804,Castro Marim,85168129177.2057,2791975968.26397,30.50461
805,1500805,Faro,110632655282.113,4681562540.10657,23.63157
806,1500806,Lagoa,13295062722.2351,2788610030.11885,4.76763
807,1500807,Lagos,109584747406.352,5927919583.82298,18.48621
808,1500808,Loulé,275499142242.297,30945753814.3829,8.90265
809,1500809,Monchique,20717173640.125,1552014348.13233,13.34857
810,1500810,Olhão,85934737204.2899,9037027364.24261,9.50918
811,1500811,Portimão,50524123416.5104,6004387950.46506,8.41453
812,1500812,São Brás de Alportel,24683214929.7356,2831808585.02787,8.71641
813,1500813,Silves,270355665510.539,30596106435.6059,8.83628
814,1500814,Tavira,163958244917.087,10770800958.8775,15.22247
815,1500815,Vila do Bispo,13440398649.5844,3516583968.11569,3.822
816,1500816,Vila Real de Santo António,22253052149.7222,1479079449.86656,15.0452
