"Muni_ID","ID","Muni","Ewes","Other_ovine"
1601,"1111601","Arcos de Valdevez",51666,16890.2
1602,"1111602","Caminha",8919.1,7354.9
1603,"1111603","Melgaço",28921.9,10886.2
1604,"1111604","Monção",68864.3,20271.4
1605,"1111605","Paredes de Coura",44484.9,9408.9
1606,"1111606","Ponte da Barca",8634.7,1761.7
1607,"1111607","Ponte de Lima",43228.8,14014.6
1608,"1111608","Valença",20998.2,6873
1609,"1111609","Viana do Castelo",16969.2,5308.8
1610,"1111610","Vila Nova de Cerveira",9993.5,4337.1
301,"1120301","Amares",9645.9,2022.4
302,"1120302","Barcelos",14306.9,5348.3
303,"1120303","Braga",12719,2164.6
306,"1120306","Esposende",2314.7,1019.1
310,"1120310","Terras de Bouro",3602.4,766.3
313,"1120313","Vila Verde",40613.9,7742
307,"1130307","Fafe",22649.3,4890.1
308,"1130308","Guimarães",7204.8,963.8
309,"1130309","Póvoa de Lanhoso",11707.8,2275.2
1314,"1131314","Santo Tirso",9732.8,3744.6
1318,"1131318","Trofa",2512.2,916.4
311,"1130311","Vieira do Minho",22151.6,4834.8
312,"1130312","Vila Nova de Famalicão",5119.2,1753.8
314,"1130314","Vizela",592.5,118.5
107,"1140107","Espinho",158,15.8
1304,"1141304","Gondomar",8555.7,2385.8
1306,"1141306","Maia",3436.5,1200.8
1308,"1141308","Matosinhos",2014.5,1058.6
1312,"1141312","Porto",173.8,55.3
1313,"1141313","Póvoa de Varzim",1453.6,181.7
1315,"1141315","Valongo",3397,474
1316,"1141316","Vila do Conde",4447.7,1295.6
1317,"1141317","Vila Nova de Gaia",5616.9,1437.8
1301,"1151301","Amarante",22949.5,7560.3
1302,"1151302","Baião",26299.1,15081.1
304,"1150304","Cabeceiras de Basto",25714.5,3823.6
106,"1150106","Castelo de Paiva",16139.7,8192.3
305,"1150305","Celorico de Basto",18596.6,3713
1804,"1151804","Cinfães",38109.6,18146.3
1303,"1151303","Felgueiras",2796.6,718.9
1305,"1151305","Lousada",5774.9,1208.7
1307,"1151307","Marco de Canaveses",24948.2,9756.5
1705,"1151705","Mondim de Basto",2883.5,821.6
1309,"1151309","Paços de Ferreira",7718.3,4787.4
1310,"1151310","Paredes",11952.7,2678.1
1311,"1151311","Penafiel",14591.3,1824.9
1813,"1151813","Resende",10112,4368.7
1709,"1151709","Ribeira de Pena",4874.3,1208.7
104,"1160104","Arouca",17846.1,7426
113,"1160113","Oliveira de Azeméis",3065.2,1603.7
109,"1160109","Santa Maria da Feira",7528.7,3065.2
116,"1160116","São João da Madeira",0,0
119,"1160119","Vale de Cambra",7038.9,2796.6
1701,"1171701","Alijó",11328.6,892.7
1801,"1171801","Armamar",3697.2,347.6
403,"1170403","Carrazeda de Ansiães",31528.9,1706.4
404,"1170404","Freixo de Espada à Cinta",36490.1,2433.2
1805,"1171805","Lamego",15096.9,2757.1
1704,"1171704","Mesão Frio",134.3,31.6
1807,"1171807","Moimenta da Beira",18675.6,2867.7
1812,"1171812","Penedono",18130.5,2393.7
1708,"1171708","Peso da Régua",3934.2,316
1710,"1171710","Sabrosa",6209.4,647.8
1711,"1171711","Santa Marta de Penaguião",3057.3,474
1815,"1171815","São João da Pesqueira",14022.5,1437.8
1818,"1171818","Sernancelhe",19378.7,2322.6
1819,"1171819","Tabuaço",8405.6,932.2
1820,"1171820","Tarouca",4044.8,829.5
409,"1170409","Torre de Moncorvo",93370.1,7639.3
410,"1170410","Vila Flor",37975.3,4984.9
914,"1170914","Vila Nova de Foz Côa",39713.3,1864.4
1714,"1171714","Vila Real",40606,4582
401,"1180401","Alfândega da Fé",52732.5,3523.4
1702,"1181702","Boticas",24055.5,1880.2
402,"1180402","Bragança",268047,49825.3
1703,"1181703","Chaves",124148.5,24537.4
405,"1180405","Macedo de Cavaleiros",147508.8,16629.5
406,"1180406","Miranda do Douro",123405.9,28534.8
407,"1180407","Mirandela",129330.9,14393.8
408,"1180408","Mogadouro",157818.3,28629.6
1706,"1181706","Montalegre",57369.8,9361.5
1707,"1181707","Murça",9630.1,576.7
1712,"1181712","Valpaços",83242.3,11581.4
1713,"1181713","Vila Pouca de Aguiar",45393.4,8034.3
411,"1180411","Vimioso",76314,10933.6
412,"1180412","Vinhais",121873.3,27397.2
101,"1610101","Águeda",16526.8,6090.9
102,"1610102","Albergaria-a-Velha",4100.1,450.3
103,"1610103","Anadia",7599.8,2267.3
105,"1610105","Aveiro",3776.2,1856.5
108,"1610108","Estarreja",4574.1,805.8
110,"1610110","Ílhavo",347.6,126.4
111,"1610111","Mealhada",3065.2,900.6
112,"1610112","Murtosa",1208.7,387.1
114,"1610114","Oliveira do Bairro",2370,505.6
115,"1610115","Ovar",1390.4,323.9
117,"1610117","Sever do Vouga",2859.8,1019.1
118,"1610118","Vagos",2725.5,742.6
602,"1620602","Cantanhede",6035.6,2101.4
603,"1620603","Coimbra",17000.8,3649.8
604,"1620604","Condeixa-a-Nova",11676.2,3681.4
605,"1620605","Figueira da Foz",14733.5,2109.3
608,"1620608","Mira",237,94.8
610,"1620610","Montemor-o-Velho",36671.8,5229.8
613,"1620613","Penacova",15515.6,6075.1
615,"1620615","Soure",25422.2,3965.8
1004,"1631004","Batalha",5237.7,1896
1009,"1631009","Leiria",27128.6,10175.2
1010,"1631010","Marinha Grande",1564.2,387.1
1015,"1631015","Pombal",48774.6,15444.5
1016,"1631016","Porto de Mós",25264.2,6636
1002,"1641002","Alvaiázere",16661.1,2551.7
1003,"1641003","Ansião",35636.9,4937.5
601,"1640601","Arganil",17198.3,4171.2
1007,"1641007","Castanheira de Pêra",1358.8,426.6
1008,"1641008","Figueiró dos Vinhos",3847.3,1200.8
606,"1640606","Góis",1185,300.2
607,"1640607","Lousã",3065.2,663.6
609,"1640609","Miranda do Corvo",3863.1,1303.5
611,"1640611","Oliveira do Hospital",63057.8,6541.2
612,"1640612","Pampilhosa da Serra",2212,292.3
1013,"1641013","Pedrógão Grande",4155.4,750.5
614,"1640614","Penela",17545.9,1840.7
616,"1640616","Tábua",37738.3,5324.6
617,"1640617","Vila Nova de Poiares",1106,474
901,"1650901","Aguiar da Beira",32295.2,3989.5
1802,"1651802","Carregal do Sal",19994.9,1785.4
1803,"1651803","Castro Daire",26994.3,5395.7
1806,"1651806","Mangualde",61398.8,4187
1808,"1651808","Mortágua",31133.9,8002.7
1809,"1651809","Nelas",27492,1738
1810,"1651810","Oliveira de Frades",9085,2330.5
1811,"1651811","Penalva do Castelo",22246.4,1003.3
1814,"1651814","Santa Comba Dão",20042.3,2125.1
1816,"1651816","São Pedro do Sul",24766.5,7291.7
1817,"1651817","Sátão",14923.1,2757.1
1821,"1651821","Tondela",64471.9,13382.6
1822,"1651822","Vila Nova de Paiva",12561,2212
1823,"1651823","Viseu",60087.4,14867.8
1824,"1651824","Vouzela",21203.6,4163.3
1413,"1661413","Mação",9385.2,971.7
506,"1660506","Oleiros",2314.7,402.9
508,"1660508","Proença-a-Nova",10996.8,4716.3
509,"1660509","Sertã",13904,3555
510,"1660510","Vila de Rei",1287.7,158
905,"1670905","Fornos de Algodres",37920,3815.7
906,"1670906","Gouveia",74267.9,8650.5
912,"1670912","Seia",96751.3,5893.4
902,"1680902","Almeida",105014.7,7196.9
903,"1680903","Celorico da Beira",116762,13595.9
904,"1680904","Figueira de Castelo Rodrigo",165497.1,5419.4
907,"1680907","Guarda",112614.5,14417.5
908,"1680908","Manteigas",7102.1,300.2
909,"1680909","Mêda",47202.5,3325.9
910,"1680910","Pinhel",87603.1,6256.8
911,"1680911","Sabugal",90139,7631.4
913,"1680913","Trancoso",97833.6,5664.3
502,"1690502","Castelo Branco",432604,34846.9
505,"1690505","Idanha-a-Nova",509170.8,38915.4
507,"1690507","Penamacor",79308.1,6304.2
511,"1690511","Vila Velha de Ródão",68216.5,4977
501,"16A0501","Belmonte",65949.2,6075.1
503,"16A0503","Covilhã",82547.1,4605.7
504,"16A0504","Fundão",290562,15602.5
1001,"16B1001","Alcobaça",37525,9954
1101,"16B1101","Alenquer",21274.7,3713
1102,"16B1102","Arruda dos Vinhos",10736.1,2030.3
1005,"16B1005","Bombarral",3341.7,505.6
1104,"16B1104","Cadaval",7828.9,1730.1
1006,"16B1006","Caldas da Rainha",16479.4,6162
1108,"16B1108","Lourinhã",22293.8,2970.4
1011,"16B1011","Nazaré",5774.9,339.7
1012,"16B1012","Óbidos",4487.2,1595.8
1014,"16B1014","Peniche",12434.6,2812.4
1112,"16B1112","Sobral de Monte Agraço",14970.5,2836.1
1113,"16B1113","Torres Vedras",54857.6,5885.5
1401,"16C1401","Abrantes",77412.1,10751.9
1402,"16C1402","Alcanena",19852.7,2512.2
1408,"16C1408","Constância",813.7,71.1
1410,"16C1410","Entroncamento",3815.7,158
1411,"16C1411","Ferreira do Zêzere",15175.9,2125.1
1421,"16C1421","Ourém",27705.3,9764.4
1417,"16C1417","Sardoal",4518.8,1098.1
1418,"16C1418","Tomar",37683,5229.8
1419,"16C1419","Torres Novas",37896.3,6446.4
1420,"16C1420","Vila Nova da Barquinha",2496.4,655.7
1115,"1711115","Amadora",1358.8,63.2
1105,"1711105","Cascais",1856.5,576.7
1106,"1711106","Lisboa",197.5,31.6
1107,"1711107","Loures",29388,5127.1
1109,"1711109","Mafra",52479.7,10775.6
1116,"1711116","Odivelas",6762.4,1335.1
1110,"1711110","Oeiras",221.2,79
1111,"1711111","Sintra",27815.9,4787.4
1114,"1711114","Vila Franca de Xira",21361.6,2133
1502,"1721502","Alcochete",5024.4,876.9
1503,"1721503","Almada",7749.9,458.2
1504,"1721504","Barreiro",2654.4,244.9
1506,"1721506","Moita",8445.1,1706.4
1507,"1721507","Montijo",62765.5,9590.6
1508,"1721508","Palmela",140770.1,11328.6
1510,"1721510","Seixal",3641.9,481.9
1511,"1721511","Sesimbra",7852.6,3215.3
1512,"1721512","Setúbal",36411.1,3278.5
1501,"1811501","Alcácer do Sal",170584.7,37730.4
1505,"1811505","Grândola",184228,33069.4
211,"1810211","Odemira",210013.6,36340
1509,"1811509","Santiago do Cacém",227125,40527
1513,"1811513","Sines",45014.2,15515.6
1201,"1821201","Alter do Chão",132325,25485.4
1202,"1821202","Arronches",97438.6,5798.6
1203,"1821203","Avis",207801.6,37398.6
1204,"1821204","Campo Maior",25430.1,2543.8
1205,"1821205","Castelo de Vide",54549.5,4787.4
1206,"1821206","Crato",89104.1,8421.4
1207,"1821207","Elvas",154634.6,24806
1208,"1821208","Fronteira",150866.3,25374.8
1209,"1821209","Gavião",9424.7,1651.1
1210,"1821210","Marvão",48869.4,4787.4
1211,"1821211","Monforte",75800.5,19631.5
707,"1820707","Mora",146631.9,35376.2
1212,"1821212","Nisa",139640.4,22973.2
1213,"1821213","Ponte de Sor",204507.3,54036
1214,"1821214","Portalegre",141599.6,12110.7
701,"1830701","Alandroal",154397.6,18896.8
702,"1830702","Arraiolos",178619,41601.4
703,"1830703","Borba",55687.1,16005.4
704,"1830704","Estremoz",253202.9,55260.5
705,"1830705","Évora",278151.1,56706.2
706,"1830706","Montemor-o-Novo",358944.4,98505.1
