"Muni_ID","ID","Muni","Pregnant_sows","Non_pregnant_sows","Boars","Pigs_20-50","Pigs_+50","Other_swine"
1601,"1111601","Arcos de Valdevez",227.5,130,90,846,2678,882
1602,"1111602","Caminha",71.5,39,36,378,1222,333
1603,"1111603","Melgaço",182,104,54,504,2067,180
1604,"1111604","Monção",130,71.5,90,873,3627,405
1605,"1111605","Paredes de Coura",117,71.5,72,594,2158,459
1606,"1111606","Ponte da Barca",91,52,36,351,1352,279
1607,"1111607","Ponte de Lima",1495,851.5,306,2808,5382,2340
1608,"1111608","Valença",903.5,513.5,252,2286,4472,1395
1609,"1111609","Viana do Castelo",195,110.5,198,1710,6357,1602
1610,"1111610","Vila Nova de Cerveira",58.5,32.5,18,198,637,108
301,"1120301","Amares",2704,1547,1296,11592,51584,621
302,"1120302","Barcelos",195,110.5,216,1890,6305,2484
303,"1120303","Braga",273,156,144,1341,3718,1692
306,"1120306","Esposende",84.5,45.5,72,576,1209,1215
310,"1120310","Terras de Bouro",208,117,90,783,910,855
313,"1120313","Vila Verde",2119,1209,324,2862,3679,2340
307,"1130307","Fafe",416,234,162,1404,4654,1035
308,"1130308","Guimarães",487.5,279.5,180,1548,3094,2214
309,"1130309","Póvoa de Lanhoso",728,416,252,2322,4446,2997
1314,"1131314","Santo Tirso",468,266.5,234,2115,6201,2160
1318,"1131318","Trofa",6.5,6.5,36,378,1651,387
311,"1130311","Vieira do Minho",214.5,123.5,126,1071,2145,1224
312,"1130312","Vila Nova de Famalicão",4771,2730,2520,22734,34957,23877
314,"1130314","Vizela",6.5,6.5,18,99,338,99
107,"1140107","Espinho",0,0,0,27,143,9
1304,"1141304","Gondomar",26,13,18,216,1157,108
1306,"1141306","Maia",6.5,6.5,18,198,806,144
1308,"1141308","Matosinhos",110.5,65,18,207,351,180
1312,"1141312","Porto",0,0,0,0,26,0
1313,"1141313","Póvoa de Varzim",2106,1202.5,774,7011,19279,6795
1315,"1141315","Valongo",0,0,0,36,182,27
1316,"1141316","Vila do Conde",26,13,54,459,2002,378
1317,"1141317","Vila Nova de Gaia",331.5,188.5,54,459,1378,306
1301,"1151301","Amarante",279.5,162.5,180,1620,6383,1422
1302,"1151302","Baião",58.5,32.5,126,1080,5434,603
304,"1150304","Cabeceiras de Basto",676,390,180,1593,4212,1800
106,"1150106","Castelo de Paiva",65,39,72,666,2860,603
305,"1150305","Celorico de Basto",351,201.5,180,1557,4693,1575
1804,"1151804","Cinfães",71.5,39,108,954,3276,1413
1303,"1151303","Felgueiras",3198,1826.5,1440,12942,24349,16965
1305,"1151305","Lousada",162.5,91,90,873,3406,612
1307,"1151307","Marco de Canaveses",65,39,90,783,3393,711
1705,"1151705","Mondim de Basto",71.5,39,72,711,1651,1404
1309,"1151309","Paços de Ferreira",71.5,39,36,288,1118,297
1310,"1151310","Paredes",214.5,123.5,126,1125,4225,756
1311,"1151311","Penafiel",195,110.5,180,1611,6669,1341
1813,"1151813","Resende",13,6.5,72,585,2639,603
1709,"1151709","Ribeira de Pena",84.5,52,72,630,1391,801
104,"1160104","Arouca",286,162.5,198,1782,6201,1764
113,"1160113","Oliveira de Azeméis",3159,1807,810,7299,8788,8838
109,"1160109","Santa Maria da Feira",1118,637,594,5274,15561,7002
116,"1160116","São João da Madeira",0,0,0,0,0,0
119,"1160119","Vale de Cambra",52,26,108,918,3159,1440
1701,"1171701","Alijó",214.5,123.5,36,360,1027,351
1801,"1171801","Armamar",39,26,36,306,1144,261
403,"1170403","Carrazeda de Ansiães",494,279.5,90,837,1963,729
404,"1170404","Freixo de Espada à Cinta",6.5,6.5,18,171,559,135
1805,"1171805","Lamego",39,19.5,54,495,2353,342
1704,"1171704","Mesão Frio",0,0,0,27,143,27
1807,"1171807","Moimenta da Beira",1111.5,637,522,4752,10270,4239
1812,"1171812","Penedono",6.5,6.5,36,378,1196,594
1708,"1171708","Peso da Régua",0,0,0,72,455,9
1710,"1171710","Sabrosa",84.5,45.5,36,342,1430,216
1711,"1171711","Santa Marta de Penaguião",0,0,0,18,52,54
1815,"1171815","São João da Pesqueira",39,19.5,18,171,507,207
1818,"1171818","Sernancelhe",39,19.5,72,612,1872,1080
1819,"1171819","Tabuaço",6.5,6.5,18,135,494,189
1820,"1171820","Tarouca",6.5,6.5,54,441,1989,333
409,"1170409","Torre de Moncorvo",84.5,52,36,324,871,351
410,"1170410","Vila Flor",104,58.5,36,351,650,459
914,"1170914","Vila Nova de Foz Côa",6.5,0,0,18,78,27
1714,"1171714","Vila Real",214.5,123.5,90,882,2587,936
401,"1180401","Alfândega da Fé",169,97.5,36,378,507,441
1702,"1181702","Boticas",214.5,123.5,126,1188,3874,1665
402,"1180402","Bragança",2177.5,1241.5,468,4284,9191,5112
1703,"1181703","Chaves",2515.5,1436.5,1026,9180,29081,7101
405,"1180405","Macedo de Cavaleiros",526.5,299,216,1899,5629,2169
406,"1180406","Miranda do Douro",1475.5,845,252,2322,3679,1710
407,"1180407","Mirandela",1111.5,637,468,4185,11349,5049
408,"1180408","Mogadouro",1924,1098.5,216,1971,2093,738
1706,"1181706","Montalegre",338,195,324,2997,11622,3672
1707,"1181707","Murça",227.5,130,72,603,1144,576
1712,"1181712","Valpaços",858,487.5,306,2682,8125,1890
1713,"1181713","Vila Pouca de Aguiar",292.5,169,108,918,2847,963
411,"1180411","Vimioso",117,71.5,72,648,2626,216
412,"1180412","Vinhais",2093,1196,648,5805,12415,7047
101,"1610101","Águeda",4134,1592.5,216,5688,7943,2007
102,"1610102","Albergaria-a-Velha",3094,1189.5,198,4977,9048,2718
103,"1610103","Anadia",8339.5,3211,342,8982,4485,2799
105,"1610105","Aveiro",2483,955.5,126,3231,3822,1449
108,"1610108","Estarreja",3003,1157,144,3870,5681,1647
110,"1610110","Ílhavo",234,91,18,405,793,450
111,"1610111","Mealhada",6071,2333.5,288,7443,3653,3249
112,"1610112","Murtosa",903.5,351,54,1431,2418,1062
114,"1610114","Oliveira do Bairro",4140.5,1592.5,198,5202,3731,1521
