"Muni_ID","ID","Muni","Does","Other_caprine"
1601,"1111601","Arcos de Valdevez",1382.24,5105.16
1602,"1111602","Caminha",0,528.12
1603,"1111603","Melgaço",0,2223.32
1604,"1111604","Monção",0,899.76
1605,"1111605","Paredes de Coura",0,1030.16
1606,"1111606","Ponte da Barca",0,2314.6
1607,"1111607","Ponte de Lima",0,5261.64
1608,"1111608","Valença",0,762.84
1609,"1111609","Viana do Castelo",0,1434.4
1610,"1111610","Vila Nova de Cerveira",0,919.32
301,"1120301","Amares",0,821.52
302,"1120302","Barcelos",0,1643.04
303,"1120303","Braga",0,430.32
306,"1120306","Esposende",0,280.36
310,"1120310","Terras de Bouro",1225.76,1317.04
313,"1120313","Vila Verde",5007.36,1701.72
307,"1130307","Fafe",0,815
308,"1130308","Guimarães",0,273.84
309,"1130309","Póvoa de Lanhoso",0,782.4
1314,"1131314","Santo Tirso",0,469.44
1318,"1131318","Trofa",0,182.56
311,"1130311","Vieira do Minho",0,854.12
312,"1130312","Vila Nova de Famalicão",743.28,456.4
314,"1130314","Vizela",0,13.04
107,"1140107","Espinho",0,6.52
1304,"1141304","Gondomar",0,169.52
1306,"1141306","Maia",0,130.4
1308,"1141308","Matosinhos",0,123.88
1312,"1141312","Porto",0,32.6
1313,"1141313","Póvoa de Varzim",2640.6,280.36
1315,"1141315","Valongo",0,78.24
1316,"1141316","Vila do Conde",0,365.12
1317,"1141317","Vila Nova de Gaia",0,143.44
1301,"1151301","Amarante",0,3012.24
1302,"1151302","Baião",0,2392.84
304,"1150304","Cabeceiras de Basto",0,1460.48
106,"1150106","Castelo de Paiva",19.56,919.32
305,"1150305","Celorico de Basto",45.64,1616.96
1804,"1151804","Cinfães",0,3925.04
1303,"1151303","Felgueiras",0,326
1305,"1151305","Lousada",0,156.48
1307,"1151307","Marco de Canaveses",241.24,743.28
1705,"1151705","Mondim de Basto",0,7204.6
1309,"1151309","Paços de Ferreira",0,449.88
1310,"1151310","Paredes",0,456.4
1311,"1151311","Penafiel",0,423.8
1813,"1151813","Resende",0,221.68
1709,"1151709","Ribeira de Pena",0,6624.32
104,"1160104","Arouca",0,3403.44
113,"1160113","Oliveira de Azeméis",1890.8,1564.8
109,"1160109","Santa Maria da Feira",32.6,326
116,"1160116","São João da Madeira",0,0
119,"1160119","Vale de Cambra",0,3370.84
1701,"1171701","Alijó",4537.92,169.52
1801,"1171801","Armamar",625.92,26.08
403,"1170403","Carrazeda de Ansiães",2379.8,332.52
404,"1170404","Freixo de Espada à Cinta",2484.12,84.76
1805,"1171805","Lamego",593.32,384.68
1704,"1171704","Mesão Frio",0,0
1807,"1171807","Moimenta da Beira",1851.68,978
1812,"1171812","Penedono",1825.6,208.64
1708,"1171708","Peso da Régua",449.88,6.52
1710,"1171710","Sabrosa",195.6,267.32
1711,"1171711","Santa Marta de Penaguião",0,39.12
1815,"1171815","São João da Pesqueira",3670.76,430.32
1818,"1171818","Sernancelhe",5196.44,495.52
1819,"1171819","Tabuaço",32.6,52.16
