agrarian_region_id,agrarian_region,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986
Entre Douro e Minho,1,687,670,553,445,467,482,471,467,467,423,292,282,292,184,212,224,233,237,237,230,187,175,190,180,151,150,128,114,110,177,187,147,146
Trás-os-Montes,2,741,692,696,695,688,666,652,661,658,661,670,656,649,675,958,954,1028,1029,1165,1163,1275,1223,1178,1187,1091,835,686,759,760,775,659,744,738
Beira Litoral,3,564,525,574,575,605,573,592,596,595,598,650,642,649,347,470,525,666,656,645,635,807,820,769,737,800,860,1006,839,945,982,934,955,948
Beira Interior,4,383,354,374,368,367,374,392,419,400,371,398,399,399,305,366,363,384,388,390,391,474,545,559,493,669,708,722,621,650,711,781,708,703
Ribatejo e Oeste,5,1140,1137,1014,918,905,930,866,927,916,915,850,804,874,856,872,881,881,846,893,870,889,900,888,872,891,1043,1342,1283,1387,1517,1348,1406,1396
Alentejo,6,1000,1001,920,878,970,975,954,957,926,948,1039,1049,1049,840,841,846,845,830,837,738,791,840,900,806,856,845,757,597,589,679,634,657,652
Algarve,7,619,619,620,619,619,608,293,607,607,575,613,568,600,172,595,595,595,595,595,595,522,522,611,519,572,570,570,491,497,595,502,538,533
